SiteUUID,RegulatoryOverlayUUIDs,WaterSourceUUIDs,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID
NVss_S1,,NVos_WS15,,Unspecified,Elko,4326,,,,,41.75118,-115.79428,,,Gage,037  N45 E55 32DBCD1,1.0,,STREAM,NV,
NVss_S2,,NVos_WS17,,Unspecified,Elko,4326,,,,,41.7514,-115.67468999999998,,,Gage,037  N45 E56 32ADDB1,2.0,,STREAM,NV,
NVss_S3,,NVos_WS17,,Unspecified,Elko,4326,,,,,41.75076,-115.67441000000001,,,Gage,037  N45 E56 32ADDC1,3.0,,STREAM,NV,
NVss_S4,,NVos_WS18,,Unspecified,Elko,4326,,,,,41.85666,-115.96598999999999,,,Gage,037  N46 E53 25DBBB1,4.0,,STREAM,NV,
NVss_S5,,NVos_WS18,,Unspecified,Elko,4326,,,,,41.85666,-115.96598999999999,,,Gage,037  N46 E53 25DBBB2,5.0,,STREAM,NV,
NVss_S6,,NVos_WS5,,Unspecified,Elko,4326,,,,,41.861259999999994,-115.98852,,,Gage,037  N46 E53 26BADC1,6.0,,STREAM,NV,
NVss_S7,,NVos_WS18,,Unspecified,Elko,4326,,,,,41.847409999999996,-115.9703,,,Gage,037  N46 E53 36BACD1,7.0,,STREAM,NV,
NVss_S8,,NVos_WS5,,Unspecified,Elko,4326,,,,,41.843109999999996,-115.9669,,,Gage,037  N46 E53 36BDDD1,8.0,,STREAM,NV,
NVss_S9,,NVos_WS19,,Unspecified,Elko,4326,,,,,41.833870000000005,-115.88515,,,Gage,037  N46 E54 34ACDA1,9.0,,STREAM,NV,
NVss_S10,,NVos_WS20,,Unspecified,Elko,4326,,,,,41.83037,-115.89416000000001,,,Gage,037  N46 E54 34CABC1,10.0,,STREAM,NV,
NVss_S11,,NVos_WS37,,Unspecified,Humboldt,4326,,,,,40.92214,-117.11079,,,Gage,064  N35 E43 10DAAD1,11.0,,SPRING,NV,
NVss_S12,,NVos_WS38,,Unspecified,Humboldt,4326,,,,,41.44795,-117.08855,,,Gage,067  N41 E43 11BDCB1,12.0,,STREAM,NV,
NVss_S13,,NVos_WS431,,Unspecified,Humboldt,4326,,,,,41.49007,-117.12878,,,Gage,067  N42 E43 28BCDD1,13.0,,STREAM,NV,
NVss_S14,,NVos_WS487,,Unspecified,Pershing,4326,,,,,40.60367,-117.65048,,,Gage,071  N32 E38 36DBAA1,14.0,,SPRING,NV,
NVss_S15,,NVos_WS489,,Unspecified,Pershing,4326,,,,,40.65402,-118.24768999999999,,,Gage,072  N32 E33 10BDDA1,15.0,,STREAM,NV,
NVss_S16,,NVos_WS420,,Unspecified,Washoe,4326,,,,,39.961240000000004,-119.79955,,,Gage,084  N24 E19 12BDDD1,16.0,,SPRING,NV,
NVss_S17,,NVos_WS420,,Unspecified,Washoe,4326,,,,,39.95987,-119.80051,,,Gage,084  N24 E19 12CAAD1,17.0,,SPRING,NV,
NVss_S18,,NVos_WS427,,Unspecified,Washoe,4326,,,,,39.95431,-119.80125,,,Gage,084  N24 E19 12CDDC1,18.0,,SPRING,NV,
NVss_S19,,NVos_WS424,,Unspecified,Washoe,4326,,,,,39.96035,-119.79697,,,Gage,084  N24 E19 12DBBA1,19.0,,STREAM,NV,
NVss_S20,,NVos_WS419,,Unspecified,Washoe,4326,,,,,39.95799,-119.79771000000001,,,Gage,084  N24 E19 12DBCD1,20.0,,SPRING,NV,
NVss_S21,,NVos_WS417,,Unspecified,Washoe,4326,,,,,39.95497,-119.79768,,,Gage,084  N24 E19 12DCCA1,21.0,,SPRING,NV,
NVss_S22,,NVos_WS425,,Unspecified,Washoe,4326,,,,,39.9544,-119.79523999999999,,,Gage,084  N24 E19 12DCDD1,22.0,,SPRING,NV,
NVss_S23,,NVos_WS426,,Unspecified,Washoe,4326,,,,,39.955729999999996,-119.79269,,,Gage,084  N24 E19 12DCAA1,23.0,,SPRING,NV,
NVss_S24,,NVos_WS428,,Unspecified,Washoe,4326,,,,,39.9531,-119.79208,,,Gage,084  N24 E19 13AAAC1,25.0,,SPRING,NV,
NVss_S25,,NVos_WS428,,Unspecified,Washoe,4326,,,,,39.95326,-119.79246,,,Gage,084  N24 E19 13AABA1,26.0,,SPRING,NV,
NVss_S26,,NVos_WS36,,Unspecified,Elko,4326,,,,,41.85839,-114.69814,,,Gage,040  N46 E64 22DAAC1,27.0,,STREAM,NV,
NVss_S27,,NVos_WS1,,Unspecified,Humboldt,4326,,,,,41.47777,-118.78836000000001,,,Gage,028  N41 E28 17AADD1,28.0,,STREAM,NV,
NVss_S28,,NVos_WS2,,Unspecified,Elko,4326,,,,,41.637879999999996,-115.87182,,,Gage,037  N43 E54 10ADDC1,29.0,,STREAM,NV,
NVss_S29,,NVos_WS3,,Unspecified,Elko,4326,,,,,41.609629999999996,-115.89373,,,Gage,037  N43 E54 21ADCB1,30.0,,STREAM,NV,
NVss_S30,,NVos_WS4,,Unspecified,Elko,4326,,,,,41.59837,-115.845,,,Gage,037  N43 E54 25BACB1,31.0,,STREAM,NV,
NVss_S31,,NVos_WS3,,Unspecified,Elko,4326,,,,,41.600770000000004,-115.89331000000001,,,Gage,037  N43 E54 28AABB1,32.0,,STREAM,NV,
NVss_S32,,NVos_WS5,,Unspecified,Elko,4326,,,,,41.62249,-115.79185,,,Gage,037  N43 E55 16CBBC1,33.0,,STREAM,NV,
NVss_S33,,NVos_WS4,,Unspecified,Elko,4326,,,,,41.61517,-115.8018,,,Gage,037  N43 E55 20ABBC1,34.0,,STREAM,NV,
NVss_S34,,NVos_WS6,,Unspecified,Elko,4326,,,,,41.61063,-115.80398999999998,,,Gage,037  N43 E55 20BDDB1,35.0,,STREAM,NV,
NVss_S35,,NVos_WS7,,Unspecified,Elko,4326,,,,,41.59751,-115.77508,,,Gage,037  N43 E55 28ADAB1,36.0,,STREAM,NV,
NVss_S36,,NVos_WS8,,Unspecified,Elko,4326,,,,,41.59751,-115.77508,,,Gage,037  N43 E55 28ADAB2,37.0,,STREAM,NV,
NVss_S37,,NVos_WS8,,Unspecified,Elko,4326,,,,,41.5972,-115.77577,,,Gage,037  N43 E55 28ADAC1,38.0,,STREAM,NV,
NVss_S38,,NVos_WS5,,Unspecified,Elko,4326,,,,,41.601820000000004,-115.78748,,,Gage,037  N43 E55 28BABB1,39.0,,STREAM,NV,
NVss_S39,,NVos_WS5,,Unspecified,Elko,4326,,,,,41.59939,-115.78833999999999,,,Gage,037  N43 E55 28BBDA1,40.0,,STREAM,NV,
NVss_S40,,NVos_WS5,,Unspecified,Elko,4326,,,,,41.59939,-115.78833999999999,,,Gage,037  N43 E55 28BBDA2,41.0,,STREAM,NV,
NVss_S41,,NVos_WS6,,Unspecified,Elko,4326,,,,,41.593140000000005,-115.82633,,,Gage,037  N43 E55 30CABA1,42.0,,STREAM,NV,
NVss_S42,,NVos_WS9,,Unspecified,Elko,4326,,,,,41.733959999999996,-115.96011000000001,,,Gage,037  N44 E53 01CDBA1,43.0,,STREAM,NV,
NVss_S43,,NVos_WS10,,Unspecified,Elko,4326,,,,,41.74211,-115.97093999999998,,,Gage,037  N44 E53 02AACC1,44.0,,STREAM,NV,
NVss_S44,,NVos_WS10,,Unspecified,Elko,4326,,,,,41.74329,-115.97286000000001,,,Gage,037  N44 E53 02ABDA1,45.0,,STREAM,NV,
NVss_S45,,NVos_WS10,,Unspecified,Elko,4326,,,,,41.74329,-115.97286000000001,,,Gage,037  N44 E53 02ABDA2,46.0,,STREAM,NV,
NVss_S46,,NVos_WS10,,Unspecified,Elko,4326,,,,,41.74197,-115.9783,,,Gage,037  N44 E53 02BADC1,47.0,,STREAM,NV,
NVss_S47,,NVos_WS10,,Unspecified,Elko,4326,,,,,41.74108,-115.9822,,,Gage,037  N44 E53 02BCAA1,48.0,,STREAM,NV,
NVss_S48,,NVos_WS10,,Unspecified,Elko,4326,,,,,41.74108,-115.9822,,,Gage,037  N44 E53 02BCAA2,49.0,,STREAM,NV,
NVss_S49,,NVos_WS10,,Unspecified,Elko,4326,,,,,41.7416,-115.98078999999998,,,Gage,037  N44 E53 02BDBB1,50.0,,STREAM,NV,
NVss_S50,,NVos_WS10,,Unspecified,Elko,4326,,,,,41.7416,-115.98078999999998,,,Gage,037  N44 E53 02BDBB2,51.0,,STREAM,NV,
NVss_S51,,NVos_WS9,,Unspecified,Elko,4326,,,,,41.71738,-115.99422,,,Gage,037  N44 E53 10DCCD1,52.0,,STREAM,NV,
NVss_S52,,NVos_WS9,,Unspecified,Elko,4326,,,,,41.72667,-115.96878000000001,,,Gage,037  N44 E53 11ADAB1,53.0,,STREAM,NV,
NVss_S53,,NVos_WS11,,Unspecified,Elko,4326,,,,,41.72064,-115.97276000000001,,,Gage,037  N44 E53 11DBDD1,54.0,,STREAM,NV,
NVss_S54,,NVos_WS12,,Unspecified,Elko,4326,,,,,41.714940000000006,-115.99023000000001,,,Gage,037  N44 E53 15AABC1,55.0,,STREAM,NV,
NVss_S55,,NVos_WS13,,Unspecified,Elko,4326,,,,,41.70443,-116.01975,,,Gage,037  N44 E53 16CDBC1,56.0,,STREAM,NV,
NVss_S56,,NVos_WS9,,Unspecified,Elko,4326,,,,,41.70268,-116.0158,,,Gage,037  N44 E53 16CDDD1,57.0,,STREAM,NV,
NVss_S57,,NVos_WS9,,Unspecified,Elko,4326,,,,,41.70688,-116.00988000000001,,,Gage,037  N44 E53 16DACB1,58.0,,STREAM,NV,
NVss_S58,,NVos_WS9,,Unspecified,Elko,4326,,,,,41.70688,-116.00988000000001,,,Gage,037  N44 E53 16DACB2,59.0,,STREAM,NV,
NVss_S59,,NVos_WS13,,Unspecified,Elko,4326,,,,,41.70267,-116.01517,,,Gage,037  N44 E53 16DCCC1,60.0,,STREAM,NV,
NVss_S60,,NVos_WS13,,Unspecified,Elko,4326,,,,,41.70267,-116.01517,,,Gage,037  N44 E53 16DCCC2,61.0,,STREAM,NV,
NVss_S61,,NVos_WS13,,Unspecified,Elko,4326,,,,,41.70985,-116.02516999999999,,,Gage,037  N44 E53 17ADDD1,62.0,,STREAM,NV,
NVss_S62,,NVos_WS9,,Unspecified,Elko,4326,,,,,41.6921,-116.02578000000001,,,Gage,037  N44 E53 20DADA1,63.0,,STREAM,NV,
NVss_S63,,NVos_WS9,,Unspecified,Elko,4326,,,,,41.692640000000004,-116.02496000000001,,,Gage,037  N44 E53 21CBCB1,64.0,,STREAM,NV,
NVss_S64,,NVos_WS5,,Unspecified,Elko,4326,,,,,41.74183,-115.92116999999999,,,Gage,037  N44 E54 05BDBA1,65.0,,STREAM,NV,
NVss_S65,,NVos_WS14,,Unspecified,Elko,4326,,,,,41.68996,-115.84441000000001,,,Gage,037  N44 E54 24CDBD1,66.0,,STREAM,NV,
NVss_S66,,NVos_WS15,,Unspecified,Elko,4326,,,,,41.746190000000006,-115.75485,,,Gage,037  N44 E55 03AAAA1,67.0,,STREAM,NV,
NVss_S67,,NVos_WS778,,Unspecified,Elko,4326,,,,,41.707809999999995,-115.79271000000001,,,Gage,037  N44 E55 16CBCC1,68.0,,STREAM,NV,
NVss_S68,,NVos_WS779,,Unspecified,Elko,4326,,,,,41.68843,-115.73613999999999,,,Gage,037  N44 E55 26AAAA1,69.0,,STREAM,NV,
NVss_S69,,NVos_WS779,,Unspecified,Elko,4326,,,,,41.68676,-115.74193999999999,,,Gage,037  N44 E55 26ABDB1,70.0,,STREAM,NV,
NVss_S70,,NVos_WS779,,Unspecified,Elko,4326,,,,,41.68676,-115.74193999999999,,,Gage,037  N44 E55 26ABDB2,71.0,,STREAM,NV,
NVss_S71,,NVos_WS779,,Unspecified,Elko,4326,,,,,41.68075,-115.76692,,,Gage,037  N44 E55 27CABA1,72.0,,STREAM,NV,
NVss_S72,,NVos_WS778,,Unspecified,Elko,4326,,,,,41.68075,-115.76692,,,Gage,037  N44 E55 27CABA2,73.0,,STREAM,NV,
NVss_S73,,NVos_WS17,,Unspecified,Elko,4326,,,,,41.70725,-115.7019,,,Gage,037  N44 E56 07CB  1,74.0,,STREAM,NV,
NVss_S74,,NVos_WS780,,Unspecified,Elko,4326,,,,,41.70922,-115.70369,,,Gage,037  N44 E56 07CB  2,75.0,,STREAM,NV,
NVss_S75,,NVos_WS17,,Unspecified,Elko,4326,,,,,41.71845,-115.68964,,,Gage,037  N44 E56 08CBDC1,76.0,,STREAM,NV,
NVss_S76,,NVos_WS17,,Unspecified,Elko,4326,,,,,41.71845,-115.68964,,,Gage,037  N44 E56 08CBDC2,77.0,,STREAM,NV,
NVss_S77,,NVos_WS781,,Unspecified,Elko,4326,,,,,41.7102,-115.68444,,,Gage,037  N44 E56 17BDAC1,78.0,,STREAM,NV,
NVss_S78,,NVos_WS782,,Unspecified,Elko,4326,,,,,41.68586,-115.70687,,,Gage,037  N44 E56 30BBAB1,79.0,,STREAM,NV,
NVss_S79,,NVos_WS5,,Unspecified,Elko,4326,,,,,41.82285,-115.95747,,,Gage,037  N45 E53 01CADD1,80.0,,STREAM,NV,
NVss_S80,,NVos_WS19,,Unspecified,Elko,4326,,,,,41.8236,-115.95199,,,Gage,037  N45 E53 01DACB1,81.0,,STREAM,NV,
NVss_S81,,NVos_WS19,,Unspecified,Elko,4326,,,,,41.82306,-115.94997,,,Gage,037  N45 E53 01DADB1,82.0,,STREAM,NV,
NVss_S82,,NVos_WS19,,Unspecified,Elko,4326,,,,,41.82306,-115.94997,,,Gage,037  N45 E53 01DADB2,83.0,,STREAM,NV,
NVss_S83,,NVos_WS19,,Unspecified,Elko,4326,,,,,41.82327,-115.95414,,,Gage,037  N45 E53 01DBDB1,84.0,,STREAM,NV,
NVss_S84,,NVos_WS5,,Unspecified,Elko,4326,,,,,41.818329999999996,-115.9516,,,Gage,037  N45 E53 01DDCC1,85.0,,STREAM,NV,
NVss_S85,,NVos_WS5,,Unspecified,Elko,4326,,,,,41.818329999999996,-115.9516,,,Gage,037  N45 E53 01DDCC2,86.0,,STREAM,NV,
NVss_S86,,NVos_WS444,,Unspecified,Elko,4326,,,,,41.81,-115.95527,,,Gage,037  N45 E53 12DBBA1,87.0,,STREAM,NV,
NVss_S87,,NVos_WS5,,Unspecified,Elko,4326,,,,,41.80765,-115.95678999999998,,,Gage,037  N45 E53 12DBCC1,88.0,,STREAM,NV,
NVss_S88,,NVos_WS5,,Unspecified,Elko,4326,,,,,41.788579999999996,-115.94807,,,Gage,037  N45 E53 24AAAA1,89.0,,STREAM,NV,
NVss_S89,,NVos_WS10,,Unspecified,Elko,4326,,,,,41.7511,-115.99842,,,Gage,037  N45 E53 34CAAC1,90.0,,STREAM,NV,
NVss_S90,,NVos_WS10,,Unspecified,Elko,4326,,,,,41.74906,-115.99817,,,Gage,037  N45 E53 34CADC1,91.0,,STREAM,NV,
NVss_S91,,NVos_WS10,,Unspecified,Elko,4326,,,,,41.74906,-115.99817,,,Gage,037  N45 E53 34CADC2,92.0,,STREAM,NV,
NVss_S92,,NVos_WS10,,Unspecified,Elko,4326,,,,,41.74787,-115.99611000000002,,,Gage,037  N45 E53 34CDAD1,93.0,,STREAM,NV,
NVss_S93,,NVos_WS10,,Unspecified,Elko,4326,,,,,41.74553,-115.9928,,,Gage,037  N45 E53 34DCDC1,94.0,,STREAM,NV,
