index,STATE,COUNTY,RESERVOIRNAME,Amount,ReportYearCV,BeneficialUseCV,TheJoin,AFFGEOID
29,CO,Gunnison,Unspecified,44.35593040422249,2000,StockpondCU,COGunnison,0500000US08051
30,CO,Gunnison,Unspecified,42.22639022820462,2001,StockpondCU,COGunnison,0500000US08051
31,CO,Gunnison,Unspecified,44.35593040422249,2002,StockpondCU,COGunnison,0500000US08051
32,CO,Gunnison,Unspecified,42.98938055864952,2003,StockpondCU,COGunnison,0500000US08051
33,CO,Gunnison,Unspecified,40.82567663649233,2004,StockpondCU,COGunnison,0500000US08051
34,CO,Gunnison,Unspecified,32.02281804792648,2005,StockpondCU,COGunnison,0500000US08051
35,CO,Gunnison,Unspecified,44.35593040422249,2006,StockpondCU,COGunnison,0500000US08051
36,CO,Gunnison,Unspecified,41.9189165129507,2007,StockpondCU,COGunnison,0500000US08051
37,CO,Gunnison,Unspecified,43.67265548143601,2008,StockpondCU,COGunnison,0500000US08051
38,CO,Gunnison,Unspecified,44.35593040422249,2009,StockpondCU,COGunnison,0500000US08051
39,CO,Gunnison,Unspecified,39.732436760033956,2010,StockpondCU,COGunnison,0500000US08051
40,CO,Gunnison,Unspecified,42.64774309725628,2011,StockpondCU,COGunnison,0500000US08051
41,CO,Gunnison,Unspecified,44.35593040422249,2012,StockpondCU,COGunnison,0500000US08051
42,CO,Gunnison,Unspecified,42.1011231590271,2013,StockpondCU,COGunnison,0500000US08051
43,CO,Gunnison,Unspecified,41.520339474658584,2014,StockpondCU,COGunnison,0500000US08051
44,CO,Gunnison,Unspecified,38.41143857598009,2015,StockpondCU,COGunnison,0500000US08051
45,CO,Gunnison,Unspecified,43.217138866245016,2016,StockpondCU,COGunnison,0500000US08051
46,CO,Gunnison,Unspecified,44.35593040422249,2017,StockpondCU,COGunnison,0500000US08051
47,CO,Gunnison,Unspecified,44.35593040422249,2018,StockpondCU,COGunnison,0500000US08051
0,CO,Hinsdale,Unspecified,,1971,IrrigatedAcreage,COHinsdale,0500000US08053
1,CO,Hinsdale,Unspecified,,1972,IrrigatedAcreage,COHinsdale,0500000US08053
2,CO,Hinsdale,Unspecified,,1973,IrrigatedAcreage,COHinsdale,0500000US08053
3,CO,Hinsdale,Unspecified,,1974,IrrigatedAcreage,COHinsdale,0500000US08053
4,CO,Hinsdale,Unspecified,,1975,IrrigatedAcreage,COHinsdale,0500000US08053
5,CO,Hinsdale,Unspecified,,1976,IrrigatedAcreage,COHinsdale,0500000US08053
6,CO,Hinsdale,Unspecified,,1977,IrrigatedAcreage,COHinsdale,0500000US08053
7,CO,Hinsdale,Unspecified,,1978,IrrigatedAcreage,COHinsdale,0500000US08053
8,CO,Hinsdale,Unspecified,,1979,IrrigatedAcreage,COHinsdale,0500000US08053
9,CO,Hinsdale,Unspecified,,1980,IrrigatedAcreage,COHinsdale,0500000US08053
10,CO,Hinsdale,Unspecified,,1981,IrrigatedAcreage,COHinsdale,0500000US08053
11,CO,Hinsdale,Unspecified,,1982,IrrigatedAcreage,COHinsdale,0500000US08053
12,CO,Hinsdale,Unspecified,,1983,IrrigatedAcreage,COHinsdale,0500000US08053
13,CO,Hinsdale,Unspecified,,1984,IrrigatedAcreage,COHinsdale,0500000US08053
14,CO,Hinsdale,Unspecified,,1985,IrrigatedAcreage,COHinsdale,0500000US08053
15,CO,Hinsdale,Unspecified,1258.3,1986,IrrigatedAcreage,COHinsdale,0500000US08053
16,CO,Hinsdale,Unspecified,1258.3,1987,IrrigatedAcreage,COHinsdale,0500000US08053
17,CO,Hinsdale,Unspecified,1258.3,1988,IrrigatedAcreage,COHinsdale,0500000US08053
18,CO,Hinsdale,Unspecified,1258.3,1989,IrrigatedAcreage,COHinsdale,0500000US08053
19,CO,Hinsdale,Unspecified,1425.3,1990,IrrigatedAcreage,COHinsdale,0500000US08053
20,CO,Hinsdale,Unspecified,1291.7,1991,IrrigatedAcreage,COHinsdale,0500000US08053
21,CO,Hinsdale,Unspecified,1291.7,1992,IrrigatedAcreage,COHinsdale,0500000US08053
22,CO,Hinsdale,Unspecified,1291.7,1993,IrrigatedAcreage,COHinsdale,0500000US08053
23,CO,Hinsdale,Unspecified,1291.7,1994,IrrigatedAcreage,COHinsdale,0500000US08053
24,CO,Hinsdale,Unspecified,1291.7,1995,IrrigatedAcreage,COHinsdale,0500000US08053
25,CO,Hinsdale,Unspecified,1314.4,1996,IrrigatedAcreage,COHinsdale,0500000US08053
26,CO,Hinsdale,Unspecified,1314.4,1997,IrrigatedAcreage,COHinsdale,0500000US08053
27,CO,Hinsdale,Unspecified,1314.4,1998,IrrigatedAcreage,COHinsdale,0500000US08053
28,CO,Hinsdale,Unspecified,1314.4,1999,IrrigatedAcreage,COHinsdale,0500000US08053
29,CO,Hinsdale,Unspecified,1314.4,2000,IrrigatedAcreage,COHinsdale,0500000US08053
30,CO,Hinsdale,Unspecified,1840.1689334251669,2001,IrrigatedAcreage,COHinsdale,0500000US08053
31,CO,Hinsdale,Unspecified,1840.1689334251669,2002,IrrigatedAcreage,COHinsdale,0500000US08053
32,CO,Hinsdale,Unspecified,1840.1689334251669,2003,IrrigatedAcreage,COHinsdale,0500000US08053
33,CO,Hinsdale,Unspecified,1840.1689334251669,2004,IrrigatedAcreage,COHinsdale,0500000US08053
34,CO,Hinsdale,Unspecified,1840.1689334251669,2005,IrrigatedAcreage,COHinsdale,0500000US08053
35,CO,Hinsdale,Unspecified,1642.8542384755483,2006,IrrigatedAcreage,COHinsdale,0500000US08053
36,CO,Hinsdale,Unspecified,1642.8542384755483,2007,IrrigatedAcreage,COHinsdale,0500000US08053
37,CO,Hinsdale,Unspecified,1642.8542384755483,2008,IrrigatedAcreage,COHinsdale,0500000US08053
38,CO,Hinsdale,Unspecified,1642.8542384755483,2009,IrrigatedAcreage,COHinsdale,0500000US08053
39,CO,Hinsdale,Unspecified,1642.8542384755483,2010,IrrigatedAcreage,COHinsdale,0500000US08053
40,CO,Hinsdale,Unspecified,1642.8542384755483,2011,IrrigatedAcreage,COHinsdale,0500000US08053
41,CO,Hinsdale,Unspecified,1642.8542384755483,2012,IrrigatedAcreage,COHinsdale,0500000US08053
42,CO,Hinsdale,Unspecified,1642.8542384755483,2013,IrrigatedAcreage,COHinsdale,0500000US08053
43,CO,Hinsdale,Unspecified,1642.8542384755483,2014,IrrigatedAcreage,COHinsdale,0500000US08053
44,CO,Hinsdale,Unspecified,1642.8542384755483,2015,IrrigatedAcreage,COHinsdale,0500000US08053
45,CO,Hinsdale,Unspecified,1557.2021185420176,2016,IrrigatedAcreage,COHinsdale,0500000US08053
46,CO,Hinsdale,Unspecified,1451.5900465131108,2017,IrrigatedAcreage,COHinsdale,0500000US08053
47,CO,Hinsdale,Unspecified,1557.0894743184779,2018,IrrigatedAcreage,COHinsdale,0500000US08053
0,CO,Hinsdale,Unspecified,,1971,IrrigatedAcreage,COHinsdale,0500000US08053
1,CO,Hinsdale,Unspecified,,1972,IrrigatedAcreage,COHinsdale,0500000US08053
2,CO,Hinsdale,Unspecified,,1973,IrrigatedAcreage,COHinsdale,0500000US08053
3,CO,Hinsdale,Unspecified,,1974,IrrigatedAcreage,COHinsdale,0500000US08053
4,CO,Hinsdale,Unspecified,,1975,IrrigatedAcreage,COHinsdale,0500000US08053
5,CO,Hinsdale,Unspecified,,1976,IrrigatedAcreage,COHinsdale,0500000US08053
6,CO,Hinsdale,Unspecified,,1977,IrrigatedAcreage,COHinsdale,0500000US08053
7,CO,Hinsdale,Unspecified,,1978,IrrigatedAcreage,COHinsdale,0500000US08053
8,CO,Hinsdale,Unspecified,,1979,IrrigatedAcreage,COHinsdale,0500000US08053
9,CO,Hinsdale,Unspecified,,1980,IrrigatedAcreage,COHinsdale,0500000US08053
10,CO,Hinsdale,Unspecified,,1981,IrrigatedAcreage,COHinsdale,0500000US08053
11,CO,Hinsdale,Unspecified,,1982,IrrigatedAcreage,COHinsdale,0500000US08053
12,CO,Hinsdale,Unspecified,,1983,IrrigatedAcreage,COHinsdale,0500000US08053
13,CO,Hinsdale,Unspecified,,1984,IrrigatedAcreage,COHinsdale,0500000US08053
14,CO,Hinsdale,Unspecified,,1985,IrrigatedAcreage,COHinsdale,0500000US08053
15,CO,Hinsdale,Unspecified,,1986,IrrigatedAcreage,COHinsdale,0500000US08053
16,CO,Hinsdale,Unspecified,,1987,IrrigatedAcreage,COHinsdale,0500000US08053
17,CO,Hinsdale,Unspecified,,1988,IrrigatedAcreage,COHinsdale,0500000US08053
18,CO,Hinsdale,Unspecified,,1989,IrrigatedAcreage,COHinsdale,0500000US08053
19,CO,Hinsdale,Unspecified,,1990,IrrigatedAcreage,COHinsdale,0500000US08053
20,CO,Hinsdale,Unspecified,,1991,IrrigatedAcreage,COHinsdale,0500000US08053
21,CO,Hinsdale,Unspecified,,1992,IrrigatedAcreage,COHinsdale,0500000US08053
22,CO,Hinsdale,Unspecified,,1993,IrrigatedAcreage,COHinsdale,0500000US08053
23,CO,Hinsdale,Unspecified,,1994,IrrigatedAcreage,COHinsdale,0500000US08053
24,CO,Hinsdale,Unspecified,,1995,IrrigatedAcreage,COHinsdale,0500000US08053
25,CO,Hinsdale,Unspecified,,1996,IrrigatedAcreage,COHinsdale,0500000US08053
26,CO,Hinsdale,Unspecified,,1997,IrrigatedAcreage,COHinsdale,0500000US08053
27,CO,Hinsdale,Unspecified,,1998,IrrigatedAcreage,COHinsdale,0500000US08053
28,CO,Hinsdale,Unspecified,,1999,IrrigatedAcreage,COHinsdale,0500000US08053
29,CO,Hinsdale,Unspecified,,2000,IrrigatedAcreage,COHinsdale,0500000US08053
30,CO,Hinsdale,Unspecified,,2001,IrrigatedAcreage,COHinsdale,0500000US08053
31,CO,Hinsdale,Unspecified,,2002,IrrigatedAcreage,COHinsdale,0500000US08053
32,CO,Hinsdale,Unspecified,,2003,IrrigatedAcreage,COHinsdale,0500000US08053
33,CO,Hinsdale,Unspecified,,2004,IrrigatedAcreage,COHinsdale,0500000US08053
34,CO,Hinsdale,Unspecified,,2005,IrrigatedAcreage,COHinsdale,0500000US08053
35,CO,Hinsdale,Unspecified,,2006,IrrigatedAcreage,COHinsdale,0500000US08053
36,CO,Hinsdale,Unspecified,,2007,IrrigatedAcreage,COHinsdale,0500000US08053
37,CO,Hinsdale,Unspecified,,2008,IrrigatedAcreage,COHinsdale,0500000US08053
38,CO,Hinsdale,Unspecified,,2009,IrrigatedAcreage,COHinsdale,0500000US08053
39,CO,Hinsdale,Unspecified,,2010,IrrigatedAcreage,COHinsdale,0500000US08053
40,CO,Hinsdale,Unspecified,,2011,IrrigatedAcreage,COHinsdale,0500000US08053
41,CO,Hinsdale,Unspecified,,2012,IrrigatedAcreage,COHinsdale,0500000US08053
42,CO,Hinsdale,Unspecified,,2013,IrrigatedAcreage,COHinsdale,0500000US08053
43,CO,Hinsdale,Unspecified,,2014,IrrigatedAcreage,COHinsdale,0500000US08053
44,CO,Hinsdale,Unspecified,,2015,IrrigatedAcreage,COHinsdale,0500000US08053
45,CO,Hinsdale,Unspecified,,2016,IrrigatedAcreage,COHinsdale,0500000US08053
46,CO,Hinsdale,Unspecified,20.114297593995513,2017,IrrigatedAcreage,COHinsdale,0500000US08053
47,CO,Hinsdale,Unspecified,0.0,2018,IrrigatedAcreage,COHinsdale,0500000US08053
0,CO,Hinsdale,Unspecified,,1971,IrrigatedAcreage,COHinsdale,0500000US08053
1,CO,Hinsdale,Unspecified,,1972,IrrigatedAcreage,COHinsdale,0500000US08053
2,CO,Hinsdale,Unspecified,,1973,IrrigatedAcreage,COHinsdale,0500000US08053
3,CO,Hinsdale,Unspecified,,1974,IrrigatedAcreage,COHinsdale,0500000US08053
4,CO,Hinsdale,Unspecified,,1975,IrrigatedAcreage,COHinsdale,0500000US08053
5,CO,Hinsdale,Unspecified,,1976,IrrigatedAcreage,COHinsdale,0500000US08053
6,CO,Hinsdale,Unspecified,,1977,IrrigatedAcreage,COHinsdale,0500000US08053
7,CO,Hinsdale,Unspecified,,1978,IrrigatedAcreage,COHinsdale,0500000US08053
8,CO,Hinsdale,Unspecified,,1979,IrrigatedAcreage,COHinsdale,0500000US08053
9,CO,Hinsdale,Unspecified,,1980,IrrigatedAcreage,COHinsdale,0500000US08053
10,CO,Hinsdale,Unspecified,,1981,IrrigatedAcreage,COHinsdale,0500000US08053
11,CO,Hinsdale,Unspecified,,1982,IrrigatedAcreage,COHinsdale,0500000US08053
12,CO,Hinsdale,Unspecified,,1983,IrrigatedAcreage,COHinsdale,0500000US08053
13,CO,Hinsdale,Unspecified,,1984,IrrigatedAcreage,COHinsdale,0500000US08053
14,CO,Hinsdale,Unspecified,,1985,IrrigatedAcreage,COHinsdale,0500000US08053
15,CO,Hinsdale,Unspecified,4106.9,1986,IrrigatedAcreage,COHinsdale,0500000US08053
16,CO,Hinsdale,Unspecified,4106.9,1987,IrrigatedAcreage,COHinsdale,0500000US08053
17,CO,Hinsdale,Unspecified,4106.9,1988,IrrigatedAcreage,COHinsdale,0500000US08053
18,CO,Hinsdale,Unspecified,4106.9,1989,IrrigatedAcreage,COHinsdale,0500000US08053
19,CO,Hinsdale,Unspecified,4652.0,1990,IrrigatedAcreage,COHinsdale,0500000US08053
20,CO,Hinsdale,Unspecified,4215.9,1991,IrrigatedAcreage,COHinsdale,0500000US08053
21,CO,Hinsdale,Unspecified,4215.9,1992,IrrigatedAcreage,COHinsdale,0500000US08053
22,CO,Hinsdale,Unspecified,4215.9,1993,IrrigatedAcreage,COHinsdale,0500000US08053
23,CO,Hinsdale,Unspecified,4215.9,1994,IrrigatedAcreage,COHinsdale,0500000US08053
24,CO,Hinsdale,Unspecified,4215.9,1995,IrrigatedAcreage,COHinsdale,0500000US08053
25,CO,Hinsdale,Unspecified,3604.9,1996,IrrigatedAcreage,COHinsdale,0500000US08053
26,CO,Hinsdale,Unspecified,3604.9,1997,IrrigatedAcreage,COHinsdale,0500000US08053
27,CO,Hinsdale,Unspecified,3604.9,1998,IrrigatedAcreage,COHinsdale,0500000US08053
28,CO,Hinsdale,Unspecified,3604.9,1999,IrrigatedAcreage,COHinsdale,0500000US08053
29,CO,Hinsdale,Unspecified,3604.9,2000,IrrigatedAcreage,COHinsdale,0500000US08053
30,CO,Hinsdale,Unspecified,5046.831066574833,2001,IrrigatedAcreage,COHinsdale,0500000US08053
31,CO,Hinsdale,Unspecified,5046.831066574833,2002,IrrigatedAcreage,COHinsdale,0500000US08053
32,CO,Hinsdale,Unspecified,5046.831066574833,2003,IrrigatedAcreage,COHinsdale,0500000US08053
33,CO,Hinsdale,Unspecified,5046.831066574833,2004,IrrigatedAcreage,COHinsdale,0500000US08053
34,CO,Hinsdale,Unspecified,5046.831066574833,2005,IrrigatedAcreage,COHinsdale,0500000US08053
35,CO,Hinsdale,Unspecified,4302.9177615244525,2006,IrrigatedAcreage,COHinsdale,0500000US08053
36,CO,Hinsdale,Unspecified,4302.9177615244525,2007,IrrigatedAcreage,COHinsdale,0500000US08053
37,CO,Hinsdale,Unspecified,4302.9177615244525,2008,IrrigatedAcreage,COHinsdale,0500000US08053
38,CO,Hinsdale,Unspecified,4302.9177615244525,2009,IrrigatedAcreage,COHinsdale,0500000US08053
39,CO,Hinsdale,Unspecified,4302.9177615244525,2010,IrrigatedAcreage,COHinsdale,0500000US08053
40,CO,Hinsdale,Unspecified,4302.9177615244525,2011,IrrigatedAcreage,COHinsdale,0500000US08053
41,CO,Hinsdale,Unspecified,4302.9177615244525,2012,IrrigatedAcreage,COHinsdale,0500000US08053
42,CO,Hinsdale,Unspecified,4302.9177615244525,2013,IrrigatedAcreage,COHinsdale,0500000US08053
43,CO,Hinsdale,Unspecified,4302.9177615244525,2014,IrrigatedAcreage,COHinsdale,0500000US08053
44,CO,Hinsdale,Unspecified,4302.9177615244525,2015,IrrigatedAcreage,COHinsdale,0500000US08053
45,CO,Hinsdale,Unspecified,4318.293461468288,2016,IrrigatedAcreage,COHinsdale,0500000US08053
46,CO,Hinsdale,Unspecified,4395.61649570994,2017,IrrigatedAcreage,COHinsdale,0500000US08053
47,CO,Hinsdale,Unspecified,4317.660964619396,2018,IrrigatedAcreage,COHinsdale,0500000US08053
0,CO,Hinsdale,Unspecified,21.187536902398385,1971,LivestockDist,COHinsdale,0500000US08053
1,CO,Hinsdale,Unspecified,22.905445299890143,1972,LivestockDist,COHinsdale,0500000US08053
2,CO,Hinsdale,Unspecified,23.85983885405223,1973,LivestockDist,COHinsdale,0500000US08053
3,CO,Hinsdale,Unspecified,24.623353697381905,1974,LivestockDist,COHinsdale,0500000US08053
4,CO,Hinsdale,Unspecified,20.424022059068708,1975,LivestockDist,COHinsdale,0500000US08053
5,CO,Hinsdale,Unspecified,17.363932211445793,1976,LivestockDist,COHinsdale,0500000US08053
6,CO,Hinsdale,Unspecified,16.053446761525354,1977,LivestockDist,COHinsdale,0500000US08053
7,CO,Hinsdale,Unspecified,14.415339949124808,1978,LivestockDist,COHinsdale,0500000US08053
8,CO,Hinsdale,Unspecified,15.725825399045245,1979,LivestockDist,COHinsdale,0500000US08053
9,CO,Hinsdale,Unspecified,16.053446761525354,1980,LivestockDist,COHinsdale,0500000US08053
10,CO,Hinsdale,Unspecified,13.301427316692436,1981,LivestockDist,COHinsdale,0500000US08053
11,CO,Hinsdale,Unspecified,12.580660319236197,1982,LivestockDist,COHinsdale,0500000US08053
12,CO,Hinsdale,Unspecified,12.449611774244152,1983,LivestockDist,COHinsdale,0500000US08053
13,CO,Hinsdale,Unspecified,12.678946727980229,1984,LivestockDist,COHinsdale,0500000US08053
14,CO,Hinsdale,Unspecified,12.023704003020011,1985,LivestockDist,COHinsdale,0500000US08053
15,CO,Hinsdale,Unspecified,8.254999999999999,1986,LivestockDist,COHinsdale,0500000US08053
16,CO,Hinsdale,Unspecified,7.54,1987,LivestockDist,COHinsdale,0500000US08053
17,CO,Hinsdale,Unspecified,11.115000000000002,1988,LivestockDist,COHinsdale,0500000US08053
18,CO,Hinsdale,Unspecified,14.755,1989,LivestockDist,COHinsdale,0500000US08053
19,CO,Hinsdale,Unspecified,14.755,1990,LivestockDist,COHinsdale,0500000US08053
20,CO,Hinsdale,Unspecified,16.12,1991,LivestockDist,COHinsdale,0500000US08053
21,CO,Hinsdale,Unspecified,16.965,1992,LivestockDist,COHinsdale,0500000US08053
22,CO,Hinsdale,Unspecified,15.86,1993,LivestockDist,COHinsdale,0500000US08053
23,CO,Hinsdale,Unspecified,14.690000000000001,1994,LivestockDist,COHinsdale,0500000US08053
24,CO,Hinsdale,Unspecified,13.715000000000002,1995,LivestockDist,COHinsdale,0500000US08053
25,CO,Hinsdale,Unspecified,12.596876028147296,1996,LivestockDist,COHinsdale,0500000US08053
26,CO,Hinsdale,Unspecified,11.453691325014853,1997,LivestockDist,COHinsdale,0500000US08053
27,CO,Hinsdale,Unspecified,11.082338332277564,1998,LivestockDist,COHinsdale,0500000US08053
28,CO,Hinsdale,Unspecified,10.718266770770416,1999,LivestockDist,COHinsdale,0500000US08053
29,CO,Hinsdale,Unspecified,10.354195209263269,2000,LivestockDist,COHinsdale,0500000US08053
30,CO,Hinsdale,Unspecified,9.902746472994405,2001,LivestockDist,COHinsdale,0500000US08053
31,CO,Hinsdale,Unspecified,8.533837401727533,2002,LivestockDist,COHinsdale,0500000US08053
32,CO,Hinsdale,Unspecified,8.533837401727533,2003,LivestockDist,COHinsdale,0500000US08053
33,CO,Hinsdale,Unspecified,8.533837401727533,2004,LivestockDist,COHinsdale,0500000US08053
34,CO,Hinsdale,Unspecified,8.533837401727533,2005,LivestockDist,COHinsdale,0500000US08053
35,CO,Hinsdale,Unspecified,8.533837401727533,2006,LivestockDist,COHinsdale,0500000US08053
36,CO,Hinsdale,Unspecified,10.33235091557284,2007,LivestockDist,COHinsdale,0500000US08053
37,CO,Hinsdale,Unspecified,10.220216874628637,2008,LivestockDist,COHinsdale,0500000US08053
38,CO,Hinsdale,Unspecified,9.812456725740633,2009,LivestockDist,COHinsdale,0500000US08053
39,CO,Hinsdale,Unspecified,9.812456725740633,2010,LivestockDist,COHinsdale,0500000US08053
40,CO,Hinsdale,Unspecified,10.540599848754928,2011,LivestockDist,COHinsdale,0500000US08053
41,CO,Hinsdale,Unspecified,10.540599848754928,2012,LivestockDist,COHinsdale,0500000US08053
42,CO,Hinsdale,Unspecified,9.08431360272634,2013,LivestockDist,COHinsdale,0500000US08053
43,CO,Hinsdale,Unspecified,9.08431360272634,2014,LivestockDist,COHinsdale,0500000US08053
44,CO,Hinsdale,Unspecified,9.08431360272634,2015,LivestockDist,COHinsdale,0500000US08053
45,CO,Hinsdale,Unspecified,9.08431360272634,2016,LivestockDist,COHinsdale,0500000US08053
46,CO,Hinsdale,Unspecified,9.812456725740633,2017,LivestockDist,COHinsdale,0500000US08053
47,CO,Hinsdale,Unspecified,5.443597987654867,2018,LivestockDist,COHinsdale,0500000US08053
0,CO,Hinsdale,Unspecified,10.011371094045401,1971,LivestockDist,COHinsdale,0500000US08053
1,CO,Hinsdale,Unspecified,10.578052476727215,1972,LivestockDist,COHinsdale,0500000US08053
2,CO,Hinsdale,Unspecified,6.989070386409053,1973,LivestockDist,COHinsdale,0500000US08053
3,CO,Hinsdale,Unspecified,9.255795917136314,1974,LivestockDist,COHinsdale,0500000US08053
4,CO,Hinsdale,Unspecified,7.177964180636325,1975,LivestockDist,COHinsdale,0500000US08053
5,CO,Hinsdale,Unspecified,9.253217798485593,1976,LivestockDist,COHinsdale,0500000US08053
6,CO,Hinsdale,Unspecified,8.541431813986701,1977,LivestockDist,COHinsdale,0500000US08053
7,CO,Hinsdale,Unspecified,7.82964582948781,1978,LivestockDist,COHinsdale,0500000US08053
8,CO,Hinsdale,Unspecified,8.541431813986701,1979,LivestockDist,COHinsdale,0500000US08053
9,CO,Hinsdale,Unspecified,7.82964582948781,1980,LivestockDist,COHinsdale,0500000US08053
10,CO,Hinsdale,Unspecified,15.872827454325288,1981,LivestockDist,COHinsdale,0500000US08053
11,CO,Hinsdale,Unspecified,15.018684272926617,1982,LivestockDist,COHinsdale,0500000US08053
12,CO,Hinsdale,Unspecified,14.876327076026838,1983,LivestockDist,COHinsdale,0500000US08053
13,CO,Hinsdale,Unspecified,15.161041469826396,1984,LivestockDist,COHinsdale,0500000US08053
14,CO,Hinsdale,Unspecified,14.378076886877615,1985,LivestockDist,COHinsdale,0500000US08053
15,CO,Hinsdale,Unspecified,4.444999999999999,1986,LivestockDist,COHinsdale,0500000US08053
16,CO,Hinsdale,Unspecified,4.06,1987,LivestockDist,COHinsdale,0500000US08053
17,CO,Hinsdale,Unspecified,5.985,1988,LivestockDist,COHinsdale,0500000US08053
18,CO,Hinsdale,Unspecified,7.944999999999999,1989,LivestockDist,COHinsdale,0500000US08053
19,CO,Hinsdale,Unspecified,7.944999999999999,1990,LivestockDist,COHinsdale,0500000US08053
20,CO,Hinsdale,Unspecified,8.68,1991,LivestockDist,COHinsdale,0500000US08053
21,CO,Hinsdale,Unspecified,9.135,1992,LivestockDist,COHinsdale,0500000US08053
22,CO,Hinsdale,Unspecified,8.54,1993,LivestockDist,COHinsdale,0500000US08053
23,CO,Hinsdale,Unspecified,7.91,1994,LivestockDist,COHinsdale,0500000US08053
24,CO,Hinsdale,Unspecified,7.385,1995,LivestockDist,COHinsdale,0500000US08053
25,CO,Hinsdale,Unspecified,6.7829332459254665,1996,LivestockDist,COHinsdale,0500000US08053
26,CO,Hinsdale,Unspecified,6.1673722519310745,1997,LivestockDist,COHinsdale,0500000US08053
27,CO,Hinsdale,Unspecified,5.967412948149457,1998,LivestockDist,COHinsdale,0500000US08053
28,CO,Hinsdale,Unspecified,5.771374415030223,1999,LivestockDist,COHinsdale,0500000US08053
29,CO,Hinsdale,Unspecified,5.57533588191099,2000,LivestockDist,COHinsdale,0500000US08053
30,CO,Hinsdale,Unspecified,5.332248100843141,2001,LivestockDist,COHinsdale,0500000US08053
31,CO,Hinsdale,Unspecified,4.595143216314825,2002,LivestockDist,COHinsdale,0500000US08053
32,CO,Hinsdale,Unspecified,4.595143216314825,2003,LivestockDist,COHinsdale,0500000US08053
33,CO,Hinsdale,Unspecified,4.595143216314825,2004,LivestockDist,COHinsdale,0500000US08053
34,CO,Hinsdale,Unspecified,4.595143216314825,2005,LivestockDist,COHinsdale,0500000US08053
35,CO,Hinsdale,Unspecified,4.595143216314825,2006,LivestockDist,COHinsdale,0500000US08053
36,CO,Hinsdale,Unspecified,5.563573569923837,2007,LivestockDist,COHinsdale,0500000US08053
37,CO,Hinsdale,Unspecified,5.503193701723111,2008,LivestockDist,COHinsdale,0500000US08053
38,CO,Hinsdale,Unspecified,5.283630544629571,2009,LivestockDist,COHinsdale,0500000US08053
39,CO,Hinsdale,Unspecified,5.283630544629571,2010,LivestockDist,COHinsdale,0500000US08053
40,CO,Hinsdale,Unspecified,5.675707610868037,2011,LivestockDist,COHinsdale,0500000US08053
41,CO,Hinsdale,Unspecified,5.675707610868037,2012,LivestockDist,COHinsdale,0500000US08053
42,CO,Hinsdale,Unspecified,4.891553478391105,2013,LivestockDist,COHinsdale,0500000US08053
43,CO,Hinsdale,Unspecified,4.891553478391105,2014,LivestockDist,COHinsdale,0500000US08053
44,CO,Hinsdale,Unspecified,4.891553478391105,2015,LivestockDist,COHinsdale,0500000US08053
45,CO,Hinsdale,Unspecified,4.891553478391105,2016,LivestockDist,COHinsdale,0500000US08053
46,CO,Hinsdale,Unspecified,5.283630544629571,2017,LivestockDist,COHinsdale,0500000US08053
47,CO,Hinsdale,Unspecified,2.931168147198774,2018,LivestockDist,COHinsdale,0500000US08053
0,CO,Hinsdale,Unspecified,15.178434332893747,1971,StockpondCU,COHinsdale,0500000US08053
1,CO,Hinsdale,Unspecified,16.40911819772297,1972,StockpondCU,COHinsdale,0500000US08053
2,CO,Hinsdale,Unspecified,17.092831455961427,1973,StockpondCU,COHinsdale,0500000US08053
3,CO,Hinsdale,Unspecified,17.639802062552192,1974,StockpondCU,COHinsdale,0500000US08053
4,CO,Hinsdale,Unspecified,14.631463726302984,1975,StockpondCU,COHinsdale,0500000US08053
5,CO,Hinsdale,Unspecified,5.123998109188909,1976,StockpondCU,COHinsdale,0500000US08053
6,CO,Hinsdale,Unspecified,6.722790358091842,1977,StockpondCU,COHinsdale,0500000US08053
7,CO,Hinsdale,Unspecified,8.606613192352471,1978,StockpondCU,COHinsdale,0500000US08053
8,CO,Hinsdale,Unspecified,7.302680169681636,1979,StockpondCU,COHinsdale,0500000US08053
9,CO,Hinsdale,Unspecified,8.826119505214145,1980,StockpondCU,COHinsdale,0500000US08053
10,CO,Hinsdale,Unspecified,11.024491609591927,1981,StockpondCU,COHinsdale,0500000US08053
11,CO,Hinsdale,Unspecified,11.024491609591927,1982,StockpondCU,COHinsdale,0500000US08053
12,CO,Hinsdale,Unspecified,11.024491609591927,1983,StockpondCU,COHinsdale,0500000US08053
13,CO,Hinsdale,Unspecified,11.024491609591927,1984,StockpondCU,COHinsdale,0500000US08053
14,CO,Hinsdale,Unspecified,11.024491609591927,1985,StockpondCU,COHinsdale,0500000US08053
15,CO,Hinsdale,Unspecified,7.876017554021828,1986,StockpondCU,COHinsdale,0500000US08053
16,CO,Hinsdale,Unspecified,12.760852068600256,1987,StockpondCU,COHinsdale,0500000US08053
17,CO,Hinsdale,Unspecified,12.210448179633673,1988,StockpondCU,COHinsdale,0500000US08053
18,CO,Hinsdale,Unspecified,12.760852068600256,1989,StockpondCU,COHinsdale,0500000US08053
19,CO,Hinsdale,Unspecified,11.797645262908736,1990,StockpondCU,COHinsdale,0500000US08053
20,CO,Hinsdale,Unspecified,11.95817973052399,1991,StockpondCU,COHinsdale,0500000US08053
21,CO,Hinsdale,Unspecified,10.470778744864292,1992,StockpondCU,COHinsdale,0500000US08053
