index,STATE,COUNTY,RESERVOIRNAME,Amount,ReportYearCV,BeneficialUseCV,TheJoin,AFFGEOID
23,CO,Rio Blanco,Unspecified,1492.3,1994,IrrigatedAcreage,CORio Blanco,0500000US08103
24,CO,Rio Blanco,Unspecified,1763.6,1995,IrrigatedAcreage,CORio Blanco,0500000US08103
25,CO,Rio Blanco,Unspecified,3126.7,1996,IrrigatedAcreage,CORio Blanco,0500000US08103
26,CO,Rio Blanco,Unspecified,2603.4,1997,IrrigatedAcreage,CORio Blanco,0500000US08103
27,CO,Rio Blanco,Unspecified,2046.2,1998,IrrigatedAcreage,CORio Blanco,0500000US08103
28,CO,Rio Blanco,Unspecified,2307.9,1999,IrrigatedAcreage,CORio Blanco,0500000US08103
29,CO,Rio Blanco,Unspecified,2375.4,2000,IrrigatedAcreage,CORio Blanco,0500000US08103
30,CO,Rio Blanco,Unspecified,1832.7071629213483,2001,IrrigatedAcreage,CORio Blanco,0500000US08103
31,CO,Rio Blanco,Unspecified,2434.884129213483,2002,IrrigatedAcreage,CORio Blanco,0500000US08103
32,CO,Rio Blanco,Unspecified,2412.7633426966295,2003,IrrigatedAcreage,CORio Blanco,0500000US08103
33,CO,Rio Blanco,Unspecified,2097.746956928839,2004,IrrigatedAcreage,CORio Blanco,0500000US08103
34,CO,Rio Blanco,Unspecified,2345.3768726591757,2005,IrrigatedAcreage,CORio Blanco,0500000US08103
35,CO,Rio Blanco,Unspecified,1983.6294724234765,2006,IrrigatedAcreage,CORio Blanco,0500000US08103
36,CO,Rio Blanco,Unspecified,2120.5134334160234,2007,IrrigatedAcreage,CORio Blanco,0500000US08103
37,CO,Rio Blanco,Unspecified,2141.3155451317784,2008,IrrigatedAcreage,CORio Blanco,0500000US08103
38,CO,Rio Blanco,Unspecified,2071.7520684541287,2009,IrrigatedAcreage,CORio Blanco,0500000US08103
39,CO,Rio Blanco,Unspecified,2078.1454533047977,2010,IrrigatedAcreage,CORio Blanco,0500000US08103
40,CO,Rio Blanco,Unspecified,2018.9713424411268,2011,IrrigatedAcreage,CORio Blanco,0500000US08103
41,CO,Rio Blanco,Unspecified,1186.2656297343922,2012,IrrigatedAcreage,CORio Blanco,0500000US08103
42,CO,Rio Blanco,Unspecified,709.0665084114333,2013,IrrigatedAcreage,CORio Blanco,0500000US08103
43,CO,Rio Blanco,Unspecified,665.0702747911823,2014,IrrigatedAcreage,CORio Blanco,0500000US08103
44,CO,Rio Blanco,Unspecified,1080.6599741082669,2015,IrrigatedAcreage,CORio Blanco,0500000US08103
45,CO,Rio Blanco,Unspecified,1672.543097115099,2016,IrrigatedAcreage,CORio Blanco,0500000US08103
46,CO,Rio Blanco,Unspecified,1239.9204234293695,2017,IrrigatedAcreage,CORio Blanco,0500000US08103
47,CO,Rio Blanco,Unspecified,1672.3296562620437,2018,IrrigatedAcreage,CORio Blanco,0500000US08103
0,CO,Rio Blanco,Unspecified,,1971,IrrigatedAcreage,CORio Blanco,0500000US08103
1,CO,Rio Blanco,Unspecified,,1972,IrrigatedAcreage,CORio Blanco,0500000US08103
2,CO,Rio Blanco,Unspecified,,1973,IrrigatedAcreage,CORio Blanco,0500000US08103
3,CO,Rio Blanco,Unspecified,,1974,IrrigatedAcreage,CORio Blanco,0500000US08103
4,CO,Rio Blanco,Unspecified,,1975,IrrigatedAcreage,CORio Blanco,0500000US08103
5,CO,Rio Blanco,Unspecified,,1976,IrrigatedAcreage,CORio Blanco,0500000US08103
6,CO,Rio Blanco,Unspecified,,1977,IrrigatedAcreage,CORio Blanco,0500000US08103
7,CO,Rio Blanco,Unspecified,,1978,IrrigatedAcreage,CORio Blanco,0500000US08103
8,CO,Rio Blanco,Unspecified,,1979,IrrigatedAcreage,CORio Blanco,0500000US08103
9,CO,Rio Blanco,Unspecified,,1980,IrrigatedAcreage,CORio Blanco,0500000US08103
10,CO,Rio Blanco,Unspecified,,1981,IrrigatedAcreage,CORio Blanco,0500000US08103
11,CO,Rio Blanco,Unspecified,,1982,IrrigatedAcreage,CORio Blanco,0500000US08103
12,CO,Rio Blanco,Unspecified,,1983,IrrigatedAcreage,CORio Blanco,0500000US08103
13,CO,Rio Blanco,Unspecified,,1984,IrrigatedAcreage,CORio Blanco,0500000US08103
14,CO,Rio Blanco,Unspecified,,1985,IrrigatedAcreage,CORio Blanco,0500000US08103
15,CO,Rio Blanco,Unspecified,1817.4,1986,IrrigatedAcreage,CORio Blanco,0500000US08103
16,CO,Rio Blanco,Unspecified,1777.5,1987,IrrigatedAcreage,CORio Blanco,0500000US08103
17,CO,Rio Blanco,Unspecified,2192.5,1988,IrrigatedAcreage,CORio Blanco,0500000US08103
18,CO,Rio Blanco,Unspecified,1865.3,1989,IrrigatedAcreage,CORio Blanco,0500000US08103
19,CO,Rio Blanco,Unspecified,2112.7,1990,IrrigatedAcreage,CORio Blanco,0500000US08103
20,CO,Rio Blanco,Unspecified,2018.3,1991,IrrigatedAcreage,CORio Blanco,0500000US08103
21,CO,Rio Blanco,Unspecified,2207.9,1992,IrrigatedAcreage,CORio Blanco,0500000US08103
22,CO,Rio Blanco,Unspecified,1756.0,1993,IrrigatedAcreage,CORio Blanco,0500000US08103
23,CO,Rio Blanco,Unspecified,1420.5,1994,IrrigatedAcreage,CORio Blanco,0500000US08103
24,CO,Rio Blanco,Unspecified,1654.5,1995,IrrigatedAcreage,CORio Blanco,0500000US08103
25,CO,Rio Blanco,Unspecified,2892.0,1996,IrrigatedAcreage,CORio Blanco,0500000US08103
26,CO,Rio Blanco,Unspecified,2412.4,1997,IrrigatedAcreage,CORio Blanco,0500000US08103
27,CO,Rio Blanco,Unspecified,1901.9,1998,IrrigatedAcreage,CORio Blanco,0500000US08103
28,CO,Rio Blanco,Unspecified,2141.6,1999,IrrigatedAcreage,CORio Blanco,0500000US08103
29,CO,Rio Blanco,Unspecified,2203.5,2000,IrrigatedAcreage,CORio Blanco,0500000US08103
30,CO,Rio Blanco,Unspecified,1706.9269272937304,2001,IrrigatedAcreage,CORio Blanco,0500000US08103
31,CO,Rio Blanco,Unspecified,2258.717657630809,2002,IrrigatedAcreage,CORio Blanco,0500000US08103
32,CO,Rio Blanco,Unspecified,2256.8269481112734,2003,IrrigatedAcreage,CORio Blanco,0500000US08103
33,CO,Rio Blanco,Unspecified,1955.9163068920875,2004,IrrigatedAcreage,CORio Blanco,0500000US08103
34,CO,Rio Blanco,Unspecified,2173.636591427136,2005,IrrigatedAcreage,CORio Blanco,0500000US08103
35,CO,Rio Blanco,Unspecified,1833.6905307014458,2006,IrrigatedAcreage,CORio Blanco,0500000US08103
36,CO,Rio Blanco,Unspecified,1957.6629159364404,2007,IrrigatedAcreage,CORio Blanco,0500000US08103
37,CO,Rio Blanco,Unspecified,1981.584508920239,2008,IrrigatedAcreage,CORio Blanco,0500000US08103
38,CO,Rio Blanco,Unspecified,1933.8798678943258,2009,IrrigatedAcreage,CORio Blanco,0500000US08103
39,CO,Rio Blanco,Unspecified,1935.850243152695,2010,IrrigatedAcreage,CORio Blanco,0500000US08103
40,CO,Rio Blanco,Unspecified,1881.6274354429231,2011,IrrigatedAcreage,CORio Blanco,0500000US08103
41,CO,Rio Blanco,Unspecified,1118.5970986973641,2012,IrrigatedAcreage,CORio Blanco,0500000US08103
42,CO,Rio Blanco,Unspecified,728.5545760226421,2013,IrrigatedAcreage,CORio Blanco,0500000US08103
43,CO,Rio Blanco,Unspecified,707.4388651331158,2014,IrrigatedAcreage,CORio Blanco,0500000US08103
44,CO,Rio Blanco,Unspecified,1016.9677685385531,2015,IrrigatedAcreage,CORio Blanco,0500000US08103
45,CO,Rio Blanco,Unspecified,1844.4861743451693,2016,IrrigatedAcreage,CORio Blanco,0500000US08103
46,CO,Rio Blanco,Unspecified,1396.7822921353686,2017,IrrigatedAcreage,CORio Blanco,0500000US08103
47,CO,Rio Blanco,Unspecified,1843.6129827550233,2018,IrrigatedAcreage,CORio Blanco,0500000US08103
0,CO,Rio Blanco,Unspecified,,1971,IrrigatedAcreage,CORio Blanco,0500000US08103
1,CO,Rio Blanco,Unspecified,,1972,IrrigatedAcreage,CORio Blanco,0500000US08103
2,CO,Rio Blanco,Unspecified,,1973,IrrigatedAcreage,CORio Blanco,0500000US08103
3,CO,Rio Blanco,Unspecified,,1974,IrrigatedAcreage,CORio Blanco,0500000US08103
4,CO,Rio Blanco,Unspecified,,1975,IrrigatedAcreage,CORio Blanco,0500000US08103
5,CO,Rio Blanco,Unspecified,,1976,IrrigatedAcreage,CORio Blanco,0500000US08103
6,CO,Rio Blanco,Unspecified,,1977,IrrigatedAcreage,CORio Blanco,0500000US08103
7,CO,Rio Blanco,Unspecified,,1978,IrrigatedAcreage,CORio Blanco,0500000US08103
8,CO,Rio Blanco,Unspecified,,1979,IrrigatedAcreage,CORio Blanco,0500000US08103
9,CO,Rio Blanco,Unspecified,,1980,IrrigatedAcreage,CORio Blanco,0500000US08103
10,CO,Rio Blanco,Unspecified,,1981,IrrigatedAcreage,CORio Blanco,0500000US08103
11,CO,Rio Blanco,Unspecified,,1982,IrrigatedAcreage,CORio Blanco,0500000US08103
12,CO,Rio Blanco,Unspecified,,1983,IrrigatedAcreage,CORio Blanco,0500000US08103
13,CO,Rio Blanco,Unspecified,,1984,IrrigatedAcreage,CORio Blanco,0500000US08103
14,CO,Rio Blanco,Unspecified,,1985,IrrigatedAcreage,CORio Blanco,0500000US08103
15,CO,Rio Blanco,Unspecified,17492.0,1986,IrrigatedAcreage,CORio Blanco,0500000US08103
16,CO,Rio Blanco,Unspecified,17107.9,1987,IrrigatedAcreage,CORio Blanco,0500000US08103
17,CO,Rio Blanco,Unspecified,21102.6,1988,IrrigatedAcreage,CORio Blanco,0500000US08103
18,CO,Rio Blanco,Unspecified,17953.0,1989,IrrigatedAcreage,CORio Blanco,0500000US08103
19,CO,Rio Blanco,Unspecified,20334.4,1990,IrrigatedAcreage,CORio Blanco,0500000US08103
20,CO,Rio Blanco,Unspecified,20084.4,1991,IrrigatedAcreage,CORio Blanco,0500000US08103
21,CO,Rio Blanco,Unspecified,21943.4,1992,IrrigatedAcreage,CORio Blanco,0500000US08103
22,CO,Rio Blanco,Unspecified,17929.9,1993,IrrigatedAcreage,CORio Blanco,0500000US08103
23,CO,Rio Blanco,Unspecified,15041.0,1994,IrrigatedAcreage,CORio Blanco,0500000US08103
24,CO,Rio Blanco,Unspecified,16839.6,1995,IrrigatedAcreage,CORio Blanco,0500000US08103
25,CO,Rio Blanco,Unspecified,29538.9,1996,IrrigatedAcreage,CORio Blanco,0500000US08103
26,CO,Rio Blanco,Unspecified,24807.6,1997,IrrigatedAcreage,CORio Blanco,0500000US08103
27,CO,Rio Blanco,Unspecified,19771.1,1998,IrrigatedAcreage,CORio Blanco,0500000US08103
28,CO,Rio Blanco,Unspecified,22136.7,1999,IrrigatedAcreage,CORio Blanco,0500000US08103
29,CO,Rio Blanco,Unspecified,22747.2,2000,IrrigatedAcreage,CORio Blanco,0500000US08103
30,CO,Rio Blanco,Unspecified,17871.241527593378,2001,IrrigatedAcreage,CORio Blanco,0500000US08103
31,CO,Rio Blanco,Unspecified,23314.921302874278,2002,IrrigatedAcreage,CORio Blanco,0500000US08103
32,CO,Rio Blanco,Unspecified,23890.320827675907,2003,IrrigatedAcreage,CORio Blanco,0500000US08103
33,CO,Rio Blanco,Unspecified,20525.658410392425,2004,IrrigatedAcreage,CORio Blanco,0500000US08103
34,CO,Rio Blanco,Unspecified,22376.54713113768,2005,IrrigatedAcreage,CORio Blanco,0500000US08103
35,CO,Rio Blanco,Unspecified,19764.052694202954,2006,IrrigatedAcreage,CORio Blanco,0500000US08103
36,CO,Rio Blanco,Unspecified,20939.973420359987,2007,IrrigatedAcreage,CORio Blanco,0500000US08103
37,CO,Rio Blanco,Unspecified,21333.05878098905,2008,IrrigatedAcreage,CORio Blanco,0500000US08103
38,CO,Rio Blanco,Unspecified,21380.818045194595,2009,IrrigatedAcreage,CORio Blanco,0500000US08103
39,CO,Rio Blanco,Unspecified,21274.586827669737,2010,IrrigatedAcreage,CORio Blanco,0500000US08103
40,CO,Rio Blanco,Unspecified,20739.65286546215,2011,IrrigatedAcreage,CORio Blanco,0500000US08103
41,CO,Rio Blanco,Unspecified,13211.993222593268,2012,IrrigatedAcreage,CORio Blanco,0500000US08103
42,CO,Rio Blanco,Unspecified,10890.53369154207,2013,IrrigatedAcreage,CORio Blanco,0500000US08103
43,CO,Rio Blanco,Unspecified,11302.7751226619,2014,IrrigatedAcreage,CORio Blanco,0500000US08103
44,CO,Rio Blanco,Unspecified,12052.283825014458,2015,IrrigatedAcreage,CORio Blanco,0500000US08103
45,CO,Rio Blanco,Unspecified,22661.677514857864,2016,IrrigatedAcreage,CORio Blanco,0500000US08103
46,CO,Rio Blanco,Unspecified,22516.844186709262,2017,IrrigatedAcreage,CORio Blanco,0500000US08103
47,CO,Rio Blanco,Unspecified,22369.827366540674,2018,IrrigatedAcreage,CORio Blanco,0500000US08103
0,CO,Rio Blanco,Unspecified,,1971,IrrigatedAcreage,CORio Blanco,0500000US08103
1,CO,Rio Blanco,Unspecified,,1972,IrrigatedAcreage,CORio Blanco,0500000US08103
2,CO,Rio Blanco,Unspecified,,1973,IrrigatedAcreage,CORio Blanco,0500000US08103
3,CO,Rio Blanco,Unspecified,,1974,IrrigatedAcreage,CORio Blanco,0500000US08103
4,CO,Rio Blanco,Unspecified,,1975,IrrigatedAcreage,CORio Blanco,0500000US08103
5,CO,Rio Blanco,Unspecified,,1976,IrrigatedAcreage,CORio Blanco,0500000US08103
6,CO,Rio Blanco,Unspecified,,1977,IrrigatedAcreage,CORio Blanco,0500000US08103
7,CO,Rio Blanco,Unspecified,,1978,IrrigatedAcreage,CORio Blanco,0500000US08103
8,CO,Rio Blanco,Unspecified,,1979,IrrigatedAcreage,CORio Blanco,0500000US08103
9,CO,Rio Blanco,Unspecified,,1980,IrrigatedAcreage,CORio Blanco,0500000US08103
10,CO,Rio Blanco,Unspecified,,1981,IrrigatedAcreage,CORio Blanco,0500000US08103
11,CO,Rio Blanco,Unspecified,,1982,IrrigatedAcreage,CORio Blanco,0500000US08103
12,CO,Rio Blanco,Unspecified,,1983,IrrigatedAcreage,CORio Blanco,0500000US08103
13,CO,Rio Blanco,Unspecified,,1984,IrrigatedAcreage,CORio Blanco,0500000US08103
14,CO,Rio Blanco,Unspecified,,1985,IrrigatedAcreage,CORio Blanco,0500000US08103
15,CO,Rio Blanco,Unspecified,3930.7,1986,IrrigatedAcreage,CORio Blanco,0500000US08103
16,CO,Rio Blanco,Unspecified,3844.3,1987,IrrigatedAcreage,CORio Blanco,0500000US08103
17,CO,Rio Blanco,Unspecified,4742.0,1988,IrrigatedAcreage,CORio Blanco,0500000US08103
18,CO,Rio Blanco,Unspecified,4034.2,1989,IrrigatedAcreage,CORio Blanco,0500000US08103
19,CO,Rio Blanco,Unspecified,4569.4,1990,IrrigatedAcreage,CORio Blanco,0500000US08103
20,CO,Rio Blanco,Unspecified,4503.8,1991,IrrigatedAcreage,CORio Blanco,0500000US08103
21,CO,Rio Blanco,Unspecified,4929.2,1992,IrrigatedAcreage,CORio Blanco,0500000US08103
22,CO,Rio Blanco,Unspecified,4005.9,1993,IrrigatedAcreage,CORio Blanco,0500000US08103
23,CO,Rio Blanco,Unspecified,3358.2,1994,IrrigatedAcreage,CORio Blanco,0500000US08103
24,CO,Rio Blanco,Unspecified,3775.6,1995,IrrigatedAcreage,CORio Blanco,0500000US08103
25,CO,Rio Blanco,Unspecified,5308.4,1996,IrrigatedAcreage,CORio Blanco,0500000US08103
26,CO,Rio Blanco,Unspecified,4593.8,1997,IrrigatedAcreage,CORio Blanco,0500000US08103
27,CO,Rio Blanco,Unspecified,3833.1,1998,IrrigatedAcreage,CORio Blanco,0500000US08103
28,CO,Rio Blanco,Unspecified,4190.4,1999,IrrigatedAcreage,CORio Blanco,0500000US08103
29,CO,Rio Blanco,Unspecified,4282.6,2000,IrrigatedAcreage,CORio Blanco,0500000US08103
30,CO,Rio Blanco,Unspecified,3569.098576990258,2001,IrrigatedAcreage,CORio Blanco,0500000US08103
31,CO,Rio Blanco,Unspecified,4391.254475866663,2002,IrrigatedAcreage,CORio Blanco,0500000US08103
32,CO,Rio Blanco,Unspecified,5063.988756742517,2003,IrrigatedAcreage,CORio Blanco,0500000US08103
33,CO,Rio Blanco,Unspecified,4165.271005821535,2004,IrrigatedAcreage,CORio Blanco,0500000US08103
34,CO,Rio Blanco,Unspecified,4151.893682799338,2005,IrrigatedAcreage,CORio Blanco,0500000US08103
35,CO,Rio Blanco,Unspecified,3421.0959215101616,2006,IrrigatedAcreage,CORio Blanco,0500000US08103
36,CO,Rio Blanco,Unspecified,3552.2204653125914,2007,IrrigatedAcreage,CORio Blanco,0500000US08103
37,CO,Rio Blanco,Unspecified,3766.501603150518,2008,IrrigatedAcreage,CORio Blanco,0500000US08103
38,CO,Rio Blanco,Unspecified,4284.929790807062,2009,IrrigatedAcreage,CORio Blanco,0500000US08103
39,CO,Rio Blanco,Unspecified,4144.954808404823,2010,IrrigatedAcreage,CORio Blanco,0500000US08103
40,CO,Rio Blanco,Unspecified,4064.164032552178,2011,IrrigatedAcreage,CORio Blanco,0500000US08103
41,CO,Rio Blanco,Unspecified,2927.265824795432,2012,IrrigatedAcreage,CORio Blanco,0500000US08103
42,CO,Rio Blanco,Unspecified,4082.030748174215,2013,IrrigatedAcreage,CORio Blanco,0500000US08103
43,CO,Rio Blanco,Unspecified,4756.262328045258,2014,IrrigatedAcreage,CORio Blanco,0500000US08103
44,CO,Rio Blanco,Unspecified,2597.2018892513065,2015,IrrigatedAcreage,CORio Blanco,0500000US08103
45,CO,Rio Blanco,Unspecified,3819.7630566270423,2016,IrrigatedAcreage,CORio Blanco,0500000US08103
46,CO,Rio Blanco,Unspecified,3878.525842820567,2017,IrrigatedAcreage,CORio Blanco,0500000US08103
47,CO,Rio Blanco,Unspecified,3815.4819109841264,2018,IrrigatedAcreage,CORio Blanco,0500000US08103
0,CO,Rio Blanco,Unspecified,,1971,IrrigatedAcreage,CORio Blanco,0500000US08103
1,CO,Rio Blanco,Unspecified,,1972,IrrigatedAcreage,CORio Blanco,0500000US08103
2,CO,Rio Blanco,Unspecified,,1973,IrrigatedAcreage,CORio Blanco,0500000US08103
3,CO,Rio Blanco,Unspecified,,1974,IrrigatedAcreage,CORio Blanco,0500000US08103
4,CO,Rio Blanco,Unspecified,,1975,IrrigatedAcreage,CORio Blanco,0500000US08103
5,CO,Rio Blanco,Unspecified,,1976,IrrigatedAcreage,CORio Blanco,0500000US08103
6,CO,Rio Blanco,Unspecified,,1977,IrrigatedAcreage,CORio Blanco,0500000US08103
7,CO,Rio Blanco,Unspecified,,1978,IrrigatedAcreage,CORio Blanco,0500000US08103
8,CO,Rio Blanco,Unspecified,,1979,IrrigatedAcreage,CORio Blanco,0500000US08103
9,CO,Rio Blanco,Unspecified,,1980,IrrigatedAcreage,CORio Blanco,0500000US08103
10,CO,Rio Blanco,Unspecified,,1981,IrrigatedAcreage,CORio Blanco,0500000US08103
11,CO,Rio Blanco,Unspecified,,1982,IrrigatedAcreage,CORio Blanco,0500000US08103
12,CO,Rio Blanco,Unspecified,,1983,IrrigatedAcreage,CORio Blanco,0500000US08103
13,CO,Rio Blanco,Unspecified,,1984,IrrigatedAcreage,CORio Blanco,0500000US08103
14,CO,Rio Blanco,Unspecified,,1985,IrrigatedAcreage,CORio Blanco,0500000US08103
15,CO,Rio Blanco,Unspecified,2512.9,1986,IrrigatedAcreage,CORio Blanco,0500000US08103
16,CO,Rio Blanco,Unspecified,2457.7,1987,IrrigatedAcreage,CORio Blanco,0500000US08103
17,CO,Rio Blanco,Unspecified,3031.6,1988,IrrigatedAcreage,CORio Blanco,0500000US08103
18,CO,Rio Blanco,Unspecified,2579.1,1989,IrrigatedAcreage,CORio Blanco,0500000US08103
19,CO,Rio Blanco,Unspecified,2921.3,1990,IrrigatedAcreage,CORio Blanco,0500000US08103
20,CO,Rio Blanco,Unspecified,3553.9,1991,IrrigatedAcreage,CORio Blanco,0500000US08103
21,CO,Rio Blanco,Unspecified,3897.5,1992,IrrigatedAcreage,CORio Blanco,0500000US08103
22,CO,Rio Blanco,Unspecified,3569.6,1993,IrrigatedAcreage,CORio Blanco,0500000US08103
23,CO,Rio Blanco,Unspecified,3502.7,1994,IrrigatedAcreage,CORio Blanco,0500000US08103
24,CO,Rio Blanco,Unspecified,3343.0,1995,IrrigatedAcreage,CORio Blanco,0500000US08103
25,CO,Rio Blanco,Unspecified,3794.1,1996,IrrigatedAcreage,CORio Blanco,0500000US08103
26,CO,Rio Blanco,Unspecified,3467.2,1997,IrrigatedAcreage,CORio Blanco,0500000US08103
27,CO,Rio Blanco,Unspecified,3119.3,1998,IrrigatedAcreage,CORio Blanco,0500000US08103
28,CO,Rio Blanco,Unspecified,3282.7,1999,IrrigatedAcreage,CORio Blanco,0500000US08103
29,CO,Rio Blanco,Unspecified,3324.9,2000,IrrigatedAcreage,CORio Blanco,0500000US08103
30,CO,Rio Blanco,Unspecified,3035.191435217335,2001,IrrigatedAcreage,CORio Blanco,0500000US08103
31,CO,Rio Blanco,Unspecified,3411.244806003852,2002,IrrigatedAcreage,CORio Blanco,0500000US08103
32,CO,Rio Blanco,Unspecified,4657.886942590689,2003,IrrigatedAcreage,CORio Blanco,0500000US08103
33,CO,Rio Blanco,Unspecified,3620.858196102086,2004,IrrigatedAcreage,CORio Blanco,0500000US08103
34,CO,Rio Blanco,Unspecified,3145.272380617656,2005,IrrigatedAcreage,CORio Blanco,0500000US08103
35,CO,Rio Blanco,Unspecified,2343.387549561074,2006,IrrigatedAcreage,CORio Blanco,0500000US08103
36,CO,Rio Blanco,Unspecified,2328.8780786849275,2007,IrrigatedAcreage,CORio Blanco,0500000US08103
37,CO,Rio Blanco,Unspecified,2675.175810987904,2008,IrrigatedAcreage,CORio Blanco,0500000US08103
38,CO,Rio Blanco,Unspecified,3731.647314783784,2009,IrrigatedAcreage,CORio Blanco,0500000US08103
39,CO,Rio Blanco,Unspecified,3468.994297742061,2010,IrrigatedAcreage,CORio Blanco,0500000US08103
40,CO,Rio Blanco,Unspecified,3432.0406693251566,2011,IrrigatedAcreage,CORio Blanco,0500000US08103
41,CO,Rio Blanco,Unspecified,2912.024448736869,2012,IrrigatedAcreage,CORio Blanco,0500000US08103
42,CO,Rio Blanco,Unspecified,5852.929490089472,2013,IrrigatedAcreage,CORio Blanco,0500000US08103
43,CO,Rio Blanco,Unspecified,7142.150365866691,2014,IrrigatedAcreage,CORio Blanco,0500000US08103
44,CO,Rio Blanco,Unspecified,2512.767768604151,2015,IrrigatedAcreage,CORio Blanco,0500000US08103
45,CO,Rio Blanco,Unspecified,2573.6839905262577,2016,IrrigatedAcreage,CORio Blanco,0500000US08103
46,CO,Rio Blanco,Unspecified,2335.8284065911644,2017,IrrigatedAcreage,CORio Blanco,0500000US08103
47,CO,Rio Blanco,Unspecified,2569.5439691064175,2018,IrrigatedAcreage,CORio Blanco,0500000US08103
0,CO,Rio Blanco,Unspecified,59.56344929584276,1971,LivestockDist,CORio Blanco,0500000US08103
1,CO,Rio Blanco,Unspecified,49.79894941127837,1972,LivestockDist,CORio Blanco,0500000US08103
2,CO,Rio Blanco,Unspecified,47.8460494343655,1973,LivestockDist,CORio Blanco,0500000US08103
3,CO,Rio Blanco,Unspecified,54.68119935356057,1974,LivestockDist,CORio Blanco,0500000US08103
4,CO,Rio Blanco,Unspecified,50.77539939973481,1975,LivestockDist,CORio Blanco,0500000US08103
5,CO,Rio Blanco,Unspecified,38.60853844359325,1976,LivestockDist,CORio Blanco,0500000US08103
6,CO,Rio Blanco,Unspecified,36.4636196411714,1977,LivestockDist,CORio Blanco,0500000US08103
7,CO,Rio Blanco,Unspecified,32.1737820363277,1978,LivestockDist,CORio Blanco,0500000US08103
8,CO,Rio Blanco,Unspecified,36.4636196411714,1979,LivestockDist,CORio Blanco,0500000US08103
9,CO,Rio Blanco,Unspecified,34.31870083874955,1980,LivestockDist,CORio Blanco,0500000US08103
10,CO,Rio Blanco,Unspecified,39.252014084319796,1981,LivestockDist,CORio Blanco,0500000US08103
11,CO,Rio Blanco,Unspecified,37.10709528189795,1982,LivestockDist,CORio Blanco,0500000US08103
12,CO,Rio Blanco,Unspecified,36.678111521413584,1983,LivestockDist,CORio Blanco,0500000US08103
13,CO,Rio Blanco,Unspecified,37.32158716214013,1984,LivestockDist,CORio Blanco,0500000US08103
14,CO,Rio Blanco,Unspecified,35.39116023996047,1985,LivestockDist,CORio Blanco,0500000US08103
15,CO,Rio Blanco,Unspecified,31.7108537461955,1986,LivestockDist,CORio Blanco,0500000US08103
16,CO,Rio Blanco,Unspecified,32.98880455097251,1987,LivestockDist,CORio Blanco,0500000US08103
17,CO,Rio Blanco,Unspecified,31.907984455443017,1988,LivestockDist,CORio Blanco,0500000US08103
18,CO,Rio Blanco,Unspecified,33.430649244113496,1989,LivestockDist,CORio Blanco,0500000US08103
19,CO,Rio Blanco,Unspecified,33.53261340406911,1990,LivestockDist,CORio Blanco,0500000US08103
20,CO,Rio Blanco,Unspecified,33.31508986283047,1991,LivestockDist,CORio Blanco,0500000US08103
21,CO,Rio Blanco,Unspecified,33.1587448175652,1992,LivestockDist,CORio Blanco,0500000US08103
22,CO,Rio Blanco,Unspecified,33.056780657609586,1993,LivestockDist,CORio Blanco,0500000US08103
23,CO,Rio Blanco,Unspecified,32.961614108317676,1994,LivestockDist,CORio Blanco,0500000US08103
24,CO,Rio Blanco,Unspecified,32.85285233769836,1995,LivestockDist,CORio Blanco,0500000US08103
25,CO,Rio Blanco,Unspecified,28.419957683877584,1996,LivestockDist,CORio Blanco,0500000US08103
26,CO,Rio Blanco,Unspecified,28.170458083505622,1997,LivestockDist,CORio Blanco,0500000US08103
27,CO,Rio Blanco,Unspecified,27.42420565449745,1998,LivestockDist,CORio Blanco,0500000US08103
28,CO,Rio Blanco,Unspecified,26.67795322548928,1999,LivestockDist,CORio Blanco,0500000US08103
29,CO,Rio Blanco,Unspecified,25.931700796481106,2000,LivestockDist,CORio Blanco,0500000US08103
30,CO,Rio Blanco,Unspecified,28.197681067523007,2001,LivestockDist,CORio Blanco,0500000US08103
31,CO,Rio Blanco,Unspecified,19.619286033632036,2002,LivestockDist,CORio Blanco,0500000US08103
32,CO,Rio Blanco,Unspecified,22.78368637541645,2003,LivestockDist,CORio Blanco,0500000US08103
33,CO,Rio Blanco,Unspecified,20.638295961082992,2004,LivestockDist,CORio Blanco,0500000US08103
34,CO,Rio Blanco,Unspecified,21.8429158421372,2005,LivestockDist,CORio Blanco,0500000US08103
35,CO,Rio Blanco,Unspecified,19.31695961496614,2006,LivestockDist,CORio Blanco,0500000US08103
36,CO,Rio Blanco,Unspecified,20.014703360978846,2007,LivestockDist,CORio Blanco,0500000US08103
37,CO,Rio Blanco,Unspecified,20.24022617539961,2008,LivestockDist,CORio Blanco,0500000US08103
38,CO,Rio Blanco,Unspecified,19.063099016113178,2009,LivestockDist,CORio Blanco,0500000US08103
39,CO,Rio Blanco,Unspecified,19.063099016113178,2010,LivestockDist,CORio Blanco,0500000US08103
40,CO,Rio Blanco,Unspecified,19.44384005132143,2011,LivestockDist,CORio Blanco,0500000US08103
41,CO,Rio Blanco,Unspecified,19.824581086529676,2012,LivestockDist,CORio Blanco,0500000US08103
42,CO,Rio Blanco,Unspecified,20.966804192154424,2013,LivestockDist,CORio Blanco,0500000US08103
43,CO,Rio Blanco,Unspecified,20.20532212173793,2014,LivestockDist,CORio Blanco,0500000US08103
44,CO,Rio Blanco,Unspecified,20.20532212173793,2015,LivestockDist,CORio Blanco,0500000US08103
