MethodUUID,ApplicableResourceTypeCV,DataConfidenceValue,DataCoverageValue,DataQualityValueCV,MethodDescription,MethodName,MethodNEMILink,MethodTypeCV
AZ_AMAModels,Surface Ground Water,,,,Simulated water supply and demand throughout the active management area.,AMA_Aggregated Models,https://new.azwater.gov/hydrology/groundwater-modeling/adwr-models,Modeled
