WaterSourceUUID,Geometry,GNISFeatureNameCV,WaterQualityIndicatorCV,WaterSourceName,WaterSourceNativeID,WaterSourceTypeCV
AZag_WS1,,,Fresh,Unspecified,Unspecified,Unknown
AZag_WS2,,,Fresh,Unspecified,Unspecified,Effluent
AZag_WS3,,,Fresh,Unspecified,Unspecified,Groundwater
AZag_WS4,,,Fresh,Unspecified,Unspecified,Surface Water
