WaterSourceUUID,Geometry,GNISFeatureNameCV,WaterQualityIndicatorCV,WaterSourceName,WaterSourceNativeID,WaterSourceTypeCV
NMag_WS1,,,Fresh,Unspecified,Unspecified,Groundwater
NMag_WS2,,,Fresh,Unspecified,Unspecified,Surface Water
