MethodUUID,OrganizationUUID,ReportingUnitUUID,VariableSpecificUUID,WaterSourceUUID,AllocationCropDutyAmount,Amount,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,InterbasinTransferFromID,InterbasinTransferToID,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifierCV,TimeframeEnd,TimeframeStart
NMOSE_Water Uses,NMOSE,NM_C_4,NMOSE_Consumptive Use,NM_C_1,,0.0,Power (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_4,NMOSE_Consumptive Use,NM_C_1,,0.0,Reservoir Evaporation,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_5,NMOSE_Consumptive Use,NM_C_1,,107.87999725341801,Public Water Supply,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_5,NMOSE_Consumptive Use,NM_C_1,,58.4300003051758,Domestic (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_5,NMOSE_Consumptive Use,NM_C_1,,91.0,Irrigated Agriculture,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_5,NMOSE_Consumptive Use,NM_C_1,,354.899993896484,Livestock (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_5,NMOSE_Consumptive Use,NM_C_1,,362.649993896484,Commercial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_5,NMOSE_Consumptive Use,NM_C_1,,0.0,Industrial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_5,NMOSE_Consumptive Use,NM_C_1,,277.769989013672,Mining (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_5,NMOSE_Consumptive Use,NM_C_1,,0.0,Power (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_5,NMOSE_Consumptive Use,NM_C_1,,0.0,Reservoir Evaporation,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_6,NMOSE_Consumptive Use,NM_C_1,,8678.349609375,Public Water Supply,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_6,NMOSE_Consumptive Use,NM_C_1,,357.23001098632795,Domestic (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_6,NMOSE_Consumptive Use,NM_C_1,,329831.0,Irrigated Agriculture,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_6,NMOSE_Consumptive Use,NM_C_1,,1169.61999511719,Livestock (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_6,NMOSE_Consumptive Use,NM_C_1,,216.88000488281298,Commercial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_6,NMOSE_Consumptive Use,NM_C_1,,0.0,Industrial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_6,NMOSE_Consumptive Use,NM_C_1,,10.0,Mining (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_6,NMOSE_Consumptive Use,NM_C_1,,0.0,Power (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_6,NMOSE_Consumptive Use,NM_C_1,,0.0,Reservoir Evaporation,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_7,NMOSE_Consumptive Use,NM_C_1,,429.649993896484,Public Water Supply,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_7,NMOSE_Consumptive Use,NM_C_1,,38.779998779296896,Domestic (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_7,NMOSE_Consumptive Use,NM_C_1,,8596.0,Irrigated Agriculture,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_7,NMOSE_Consumptive Use,NM_C_1,,329.57000732421903,Livestock (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_7,NMOSE_Consumptive Use,NM_C_1,,2.55999994277954,Commercial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_7,NMOSE_Consumptive Use,NM_C_1,,0.0,Industrial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_7,NMOSE_Consumptive Use,NM_C_1,,10.0,Mining (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_7,NMOSE_Consumptive Use,NM_C_1,,0.0,Power (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_7,NMOSE_Consumptive Use,NM_C_1,,0.0,Reservoir Evaporation,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_8,NMOSE_Consumptive Use,NM_C_1,,28955.98046875,Public Water Supply,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_8,NMOSE_Consumptive Use,NM_C_1,,2311.63989257813,Domestic (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_8,NMOSE_Consumptive Use,NM_C_1,,104989.0,Irrigated Agriculture,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_8,NMOSE_Consumptive Use,NM_C_1,,2977.30004882813,Livestock (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_8,NMOSE_Consumptive Use,NM_C_1,,4547.25,Commercial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_8,NMOSE_Consumptive Use,NM_C_1,,129.490005493164,Industrial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_8,NMOSE_Consumptive Use,NM_C_1,,44.7999992370605,Mining (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_8,NMOSE_Consumptive Use,NM_C_1,,1707.08996582031,Power (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_8,NMOSE_Consumptive Use,NM_C_1,,0.0,Reservoir Evaporation,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_9,NMOSE_Consumptive Use,NM_C_1,,14216.8896484375,Public Water Supply,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_9,NMOSE_Consumptive Use,NM_C_1,,161.160003662109,Domestic (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_9,NMOSE_Consumptive Use,NM_C_1,,141684.0,Irrigated Agriculture,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_9,NMOSE_Consumptive Use,NM_C_1,,591.8900146484381,Livestock (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_9,NMOSE_Consumptive Use,NM_C_1,,228.350006103516,Commercial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_9,NMOSE_Consumptive Use,NM_C_1,,464.190002441406,Industrial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_9,NMOSE_Consumptive Use,NM_C_1,,13692.5,Mining (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_9,NMOSE_Consumptive Use,NM_C_1,,0.0,Power (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_9,NMOSE_Consumptive Use,NM_C_1,,0.0,Reservoir Evaporation,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_10,NMOSE_Consumptive Use,NM_C_1,,3290.21997070313,Public Water Supply,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_10,NMOSE_Consumptive Use,NM_C_1,,666.289978027344,Domestic (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_10,NMOSE_Consumptive Use,NM_C_1,,3997.0,Irrigated Agriculture,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_10,NMOSE_Consumptive Use,NM_C_1,,324.470001220703,Livestock (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_10,NMOSE_Consumptive Use,NM_C_1,,200.350006103516,Commercial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_10,NMOSE_Consumptive Use,NM_C_1,,1.7200000286102302,Industrial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_10,NMOSE_Consumptive Use,NM_C_1,,30465.580078125,Mining (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_10,NMOSE_Consumptive Use,NM_C_1,,645.3599853515631,Power (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_10,NMOSE_Consumptive Use,NM_C_1,,0.0,Reservoir Evaporation,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_11,NMOSE_Consumptive Use,NM_C_1,,605.169982910156,Public Water Supply,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_11,NMOSE_Consumptive Use,NM_C_1,,87.30999755859379,Domestic (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_11,NMOSE_Consumptive Use,NM_C_1,,943.0,Irrigated Agriculture,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_11,NMOSE_Consumptive Use,NM_C_1,,415.149993896484,Livestock (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_11,NMOSE_Consumptive Use,NM_C_1,,15.2399997711182,Commercial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_11,NMOSE_Consumptive Use,NM_C_1,,0.0,Industrial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_11,NMOSE_Consumptive Use,NM_C_1,,0.0,Mining (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_11,NMOSE_Consumptive Use,NM_C_1,,0.0,Power (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_11,NMOSE_Consumptive Use,NM_C_1,,0.0,Reservoir Evaporation,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_12,NMOSE_Consumptive Use,NM_C_1,,106.069999694824,Public Water Supply,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_12,NMOSE_Consumptive Use,NM_C_1,,30.6800003051758,Domestic (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_12,NMOSE_Consumptive Use,NM_C_1,,3697.0,Irrigated Agriculture,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_12,NMOSE_Consumptive Use,NM_C_1,,441.619995117188,Livestock (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_12,NMOSE_Consumptive Use,NM_C_1,,0.0599999986588955,Commercial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_12,NMOSE_Consumptive Use,NM_C_1,,0.0,Industrial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_12,NMOSE_Consumptive Use,NM_C_1,,1.37999999523163,Mining (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_12,NMOSE_Consumptive Use,NM_C_1,,0.0,Power (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_12,NMOSE_Consumptive Use,NM_C_1,,0.0,Reservoir Evaporation,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_13,NMOSE_Consumptive Use,NM_C_1,,1333.96997070313,Public Water Supply,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_13,NMOSE_Consumptive Use,NM_C_1,,135.27999877929702,Domestic (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_13,NMOSE_Consumptive Use,NM_C_1,,23355.0,Irrigated Agriculture,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_13,NMOSE_Consumptive Use,NM_C_1,,454.0,Livestock (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_13,NMOSE_Consumptive Use,NM_C_1,,349.140014648438,Commercial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_13,NMOSE_Consumptive Use,NM_C_1,,1.83000004291534,Industrial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_13,NMOSE_Consumptive Use,NM_C_1,,4169.7001953125,Mining (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_13,NMOSE_Consumptive Use,NM_C_1,,477.809997558594,Power (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_13,NMOSE_Consumptive Use,NM_C_1,,0.0,Reservoir Evaporation,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_14,NMOSE_Consumptive Use,NM_C_1,,13766.2001953125,Public Water Supply,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_14,NMOSE_Consumptive Use,NM_C_1,,829.3099975585941,Domestic (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_14,NMOSE_Consumptive Use,NM_C_1,,92049.0,Irrigated Agriculture,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_14,NMOSE_Consumptive Use,NM_C_1,,737.75,Livestock (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_14,NMOSE_Consumptive Use,NM_C_1,,1279.46997070313,Commercial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_14,NMOSE_Consumptive Use,NM_C_1,,1943.52001953125,Industrial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_14,NMOSE_Consumptive Use,NM_C_1,,17976.8203125,Mining (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_14,NMOSE_Consumptive Use,NM_C_1,,5376.47021484375,Power (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_14,NMOSE_Consumptive Use,NM_C_1,,0.0,Reservoir Evaporation,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_15,NMOSE_Consumptive Use,NM_C_1,,1246.60998535156,Public Water Supply,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_15,NMOSE_Consumptive Use,NM_C_1,,264.470001220703,Domestic (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_15,NMOSE_Consumptive Use,NM_C_1,,6810.0,Irrigated Agriculture,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_15,NMOSE_Consumptive Use,NM_C_1,,294.69000244140597,Livestock (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_15,NMOSE_Consumptive Use,NM_C_1,,822.359985351563,Commercial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_15,NMOSE_Consumptive Use,NM_C_1,,57.380001068115206,Industrial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_15,NMOSE_Consumptive Use,NM_C_1,,28.5,Mining (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_15,NMOSE_Consumptive Use,NM_C_1,,0.0,Power (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_15,NMOSE_Consumptive Use,NM_C_1,,0.0,Reservoir Evaporation,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_16,NMOSE_Consumptive Use,NM_C_1,,5267.22021484375,Public Water Supply,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_16,NMOSE_Consumptive Use,NM_C_1,,0.0,Domestic (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_16,NMOSE_Consumptive Use,NM_C_1,,0.0,Irrigated Agriculture,,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_16,NMOSE_Consumptive Use,NM_C_1,,0.0,Livestock (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_16,NMOSE_Consumptive Use,NM_C_1,,5.5100002288818395,Commercial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_16,NMOSE_Consumptive Use,NM_C_1,,0.0,Industrial (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
NMOSE_Water Uses,NMOSE,NM_C_16,NMOSE_Consumptive Use,NM_C_1,,0.0,Mining (self-supplied),,,,06/25/2020,,,,,,,,,,1990,,12/31,01/01
