MethodUUID,ApplicableResourceTypeCV,DataConfidenceValue,DataCoverageValue,DataQualityValueCV,MethodDescription,MethodName,MethodNEMILink,MethodTypeCV
TWDB_Water Uses,Unspecified,,,,Historical Water Use Estimates.,Texas Water Uses,http://www.twdb.texas.gov/waterplanning/waterusesurvey/estimates/index.asp,Water Use
