WaterSourceUUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry
OR_7579,7579,VIEWPOINT WE 6                                    ,groundwater,Fresh,,
OR_7580,7580,DRESCHER CREEK                                    ,surface water,Fresh,,
OR_7581,7581,LA PALOMA LAKE RESERVOIR                          ,surface water,Fresh,,
OR_7582,7582,DARK LAKE RESERVOIR                               ,surface water,Fresh,,
OR_7583,7583,SPRING 3/RESERVOIR                                ,surface water,Fresh,,
OR_7584,7584,FLANAGAN WE                                       ,groundwater,Fresh,,
OR_7585,7585,TALL TIMBER RES 5                                 ,surface water,Fresh,,
OR_7586,7586,SALT GULCH                                        ,surface water,Fresh,,
OR_7587,7587,BLALOCK SUMP WE                                   ,groundwater,Fresh,,
OR_7588,7588,WELL SITE 4                                       ,groundwater,Fresh,,
OR_7589,7589,RED WELL 2                                        ,groundwater,Fresh,,
OR_7590,7590,FREDERICKSON WE                                   ,groundwater,Fresh,,
OR_7591,7591,NO NAME POND                                     ,surface water,Fresh,,
OR_7592,7592,DAN YODER WELL                                    ,groundwater,Fresh,,
OR_7593,7593,VIEWPOINT WE 1                                    ,groundwater,Fresh,,
OR_7594,7594,CHRISTY DRAINAGE                                  ,surface water,Fresh,,
OR_7595,7595,PIT WE                                            ,groundwater,Fresh,,
OR_7596,7596,CLAW CREEK                                        ,surface water,Fresh,,
OR_7597,7597,WELL 109                                          ,groundwater,Fresh,,
OR_7598,7598,OACHS RESERVOIR                                   ,surface water,Fresh,,
OR_7599,7599,SPRING STR/POND 1                                 ,surface water,Fresh,,
OR_7600,7600,SPRING STR/POND 2                                 ,surface water,Fresh,,
OR_7601,7601,SPRING STR/POND 3                                 ,surface water,Fresh,,
OR_7602,7602,AZALEA CREEK                                      ,surface water,Fresh,,
OR_7603,7603,SHOTGUN CREEK                                     ,surface water,Fresh,,
OR_7604,7604,JOHNO WELL                                        ,groundwater,Fresh,,
OR_7605,7605,REDS CREEK,surface water,Fresh,,
OR_7606,7606,HEVNER WELL                                       ,groundwater,Fresh,,
OR_7607,7607,WARREN WELL 1                                     ,groundwater,Fresh,,
OR_7608,7608,KERR CREEK,surface water,Fresh,,
OR_7609,7609,UNNAMED STREAM/S.I.C. RESERVOIR                   ,surface water,Fresh,,
OR_7610,7610,WEST FORK JONES CREEK                             ,surface water,Fresh,,
OR_7611,7611,WALCREST WE 4                                     ,groundwater,Fresh,,
OR_7612,7612,VAUGHN RESERVOIR                                  ,surface water,Fresh,,
OR_7613,7613,CREAMERY CREEK                                    ,surface water,Fresh,,
OR_7614,7614,FROZEN CREEK,surface water,Fresh,,
OR_7615,7615,ISBELL WELL                                       ,groundwater,Fresh,,
