Basin Code,Inflow/Outflow,Sector,Year,Quantity,Water Type,Component
PHX,Outflow,Industrial                                        ,1993,64041,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,1994,62948,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,1995,77211,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,1996,73887,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,1997,73264,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,1998,71166,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,1998,822,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Industrial                                        ,1999,81519,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,1999,1272,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2000,79750,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2000,1546,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2001,83874,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2001,2117,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2002,93773,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2002,1444,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2003,87933,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2003,1160,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2004,80074,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2005,83158,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2006,86556,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2007,104820,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2008,95826,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2009,88696,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2010,96202,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2010,141,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2011,93253,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2011,197,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2012,92826,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2013,87370,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2013,243,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2014,82201,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2015,88340,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2016,90884,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Industrial                                        ,2017,93057,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1985,225094,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1986,292108,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1987,266605,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1988,237675,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1989,230410,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1990,273860,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1991,219830,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1992,181228,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1993,206526,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1994,257100,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1995,237051,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1996,20262,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1996,217262,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1997,46455,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1997,219371,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1998,13079,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1998,192801,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1999,25465,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,1999,240234,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2000,18426,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2000,239016,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2001,215876,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2001,24256,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2002,243513,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2002,18802,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2003,332005,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2003,19628,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2004,324626,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2004,26943,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2005,213256,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2006,223560,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2006,6066,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2007,191310,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2007,5596,Remediation water                                 ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2007,18651,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2008,198803,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2008,5667,Remediation water                                 ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2009,184126,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2009,8264,Remediation water                                 ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2010,163033,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2010,6973,Remediation water                                 ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2010,5544,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2011,159977,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2011,8834,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2011,6973,Remediation water                                 ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2012,191851,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2012,7281,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2012,6721,Remediation water                                 ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2013,159458,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2013,36677,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2013,5057,Remediation water                                 ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2014,158523,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2014,49078,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2014,3375,Remediation water                                 ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2015,175519,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2015,54787,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2015,8115,Remediation water                                 ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2016,186371,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2016,6005,Remediation water                                 ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2016,57107,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2017,33624,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2017,197636,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Municipal                                         ,2017,262,Remediation water                                 ,Groundwater Demand
PHX,Outflow,Natural,1985,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,1985,22453.2314,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,1986,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,1986,22484.8882,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,1987,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,1987,22528.63206,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,1988,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,1988,22595.09625,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,1989,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,1989,22623.92505,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,1990,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,1990,22588.11633,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,1991,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,1991,22473.71238,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,1992,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,1992,22452.7098,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,1993,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,1993,22416.58477,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,1994,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,1994,22392.94063,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,1995,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,1995,22431.30082,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,1996,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,1996,22565.25565,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,1997,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,1997,22509.34094,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,1998,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,1998,22444.3117,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,1999,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,1999,22530.76039,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,2000,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,2000,22467.75264,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,2001,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,2001,22538.43368,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,2002,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,2002,22589.03177,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,2003,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,2003,22601.97561,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,2004,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,2004,22708.79215,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,2005,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,2005,22733.86496,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,2006,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,2006,22741.51521,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,2007,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,2007,22779.08775,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,2008,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,2008,22730.10686,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,2009,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,2009,22735.06109,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,2010,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,2010,23333.73944,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,2011,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,2011,23221.7906,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,2012,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,2012,22923.58996,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,2013,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,2013,22865.90304,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,2014,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,2014,22768.67025,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,2015,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,2015,22748.61662,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,2016,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,2016,22748.86171,Groundwater                                       ,Riparian Demand
PHX,Outflow,Natural,2017,24508.77637,Groundwater                                       ,Groundwater Outflow
PHX,Outflow,Natural,2017,22680.07647,Groundwater                                       ,Riparian Demand
PIN,Inflow,Agricultural                                      ,1985,329274.2154,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,1986,284118.1546,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,1987,321108.3227,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,1988,364521.0227,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,1989,423443.8254,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,1990,292302.9308,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,1991,291829.8592,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,1992,257660.9752,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,1993,254935.081,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,1994,359029.3833,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,1995,402929.7069,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,1996,459940.5668,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,1997,427065.184,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,1998,381571.9424,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,1999,354118.0279,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,2000,379889.2185,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,2001,382538.5977,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,2002,406396.4874,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,2003,397841.775,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,2004,379110.3985,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,2005,366280.8744,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,2006,373278.5782,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,2007,427995.5882,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,2008,437410.7421,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,2009,389453.608,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,2010,311757.075,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,2011,320785.1784,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,2012,304810.5026,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,2013,292431.0013,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,2014,336456.0828,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,2015,319643.2294,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,2016,0,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Agricultural                                      ,2017,0,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Artificial,1985,109954.8596,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,1985,0,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,1986,121142.293,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,1986,0,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,1987,100049.7803,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,1987,0,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,1988,118126.7249,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,1988,0,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,1989,102129.1759,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,1989,0,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,1990,31808.9189,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,1990,0,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,1991,70361.1564,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,1991,0,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,1992,84813.6265,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,1992,8168.2,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,1993,92643.6687,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,1993,11429.95,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,1994,108531.0916,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,1994,0,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,1995,113440.2072,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,1995,2253.53,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,1996,132521.8411,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,1996,2981.5725,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,1997,80358.2721,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,1997,7650.75,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,1998,90156.2493,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,1998,3887.73,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,1999,59787.6568,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,1999,3480.75,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,2000,45376.6392,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,2000,4946.04,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,2001,72494.2819,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,2001,5690.8065,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,2002,45234.4463,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,2002,7540.15,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,2003,33108.4007,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,2003,2349.67,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,2004,34884.4407,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,2004,2924.51,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,2005,86849.6886,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,2005,5313.84,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,2006,85278.4188,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,2006,7195.4,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,2007,81358.7323,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,2007,9662.91,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,2008,102023.2148,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,2008,7383,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,2009,70274.0912,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,2009,5695.92,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,2010,73526.53283,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,2010,6795.6,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,2011,58531.14006,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,2011,10826.04,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,2012,31437.22871,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,2012,10309.86,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,2013,35004.96036,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,2013,6407.06,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,2014,58968.2383,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,2014,5055.89,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,2015,61787.88869,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,2015,3725.91,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,2016,0,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,2016,4679.68,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Artificial,2017,0,Groundwater                                       ,Canal Seepage
PIN,Inflow,Artificial,2017,5363.35,Groundwater                                       ,Cut to the Aquifer
PIN,Inflow,Industrial                                        ,1985,242.56,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,1986,232.92,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,1987,232.8,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,1988,239,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,1989,258.64,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,1990,250.24,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,1991,267.12,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,1992,379.96,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,1993,269.28,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,1994,314.36,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,1995,337,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,1996,343.92,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,1997,340.08,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,1998,404.96,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,1999,466.92,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,2000,444.16,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,2001,512.44,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,2002,856.32,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,2003,772.08,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,2004,781.44,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,2005,952.48,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,2006,947.36,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,2007,1369.72,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,2008,1405.21056,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,2009,1085.11816,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,2010,839.72308,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,2011,754.88852,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,2012,709.00632,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,2013,613.4488,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,2014,807.172,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,2015,858.16592,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,2016,939.8,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Industrial                                        ,2017,1157.016,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,1985,0,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,1985,526.3720388,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,1986,0,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,1986,580.1805508,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,1987,0,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,1987,619.2106847,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,1988,0,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,1988,612.7900267,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,1989,0,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,1989,634.8121035,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,1990,0,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,1990,608.6391595,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,1991,0,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,1991,612.375974,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,1992,0,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,1992,632.3997209,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,1993,0,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,1993,641.7205887,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,1994,0,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,1994,674.7357231,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,1995,0,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,1995,728.0160103,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,1996,0,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,1996,767.209703,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,1997,0,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,1997,793.5981675,Groundwater                                       ,Incidental Recharge
PIN,Inflow,Municipal                                         ,1998,0,Groundwater                                       ,CAGRD Replenishment
PIN,Inflow,Municipal                                         ,1998,789.6335133,Groundwater                                       ,Incidental Recharge
