Basin Code,Inflow/Outflow,Sector,Year,Quantity,Water Type,Component
PRE,Outflow,Agricultural                                      ,1996,6569,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,1997,2597,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,1998,4342,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,1999,6447,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,2000,7090,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,2001,4167,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,2002,5227,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,2003,2754,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,2004,3490,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,2005,2091,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,2006,2065,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,2007,2801,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,2008,3256,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,2009,2717,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,2010,1618,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,2011,2260,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,2012,1689,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,2013,2052,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,2014,2252,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,2015,2084,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,2016,1620,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Agricultural                                      ,2017,1610,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,1985,641,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,1986,779,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,1987,895,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,1988,523,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,1989,669,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,1990,476,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,1991,516,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,1992,805,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,1993,704,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,1994,778,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,1995,696,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,1996,796,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,1997,731,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,1998,1035,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,1999,926,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,2000,967,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,2001,1309,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,2002,1411,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,2003,1542,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,2004,1541,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,2005,1442,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,2006,1360,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,2007,1562,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,2008,1362,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,2009,1263,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,2010,1153,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,2011,895,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,2012,964,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,2013,992,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,2014,1607,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,2015,1261,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,2016,1491,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Industrial                                        ,2017,1656,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,1985,4579,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,1986,4784,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,1987,5870,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,1988,7066,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,1989,8329,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,1990,7724,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,1991,7774,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,1992,7910,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,1993,8666,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,1994,9974,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,1995,10448,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,1996,11627,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,1997,11867,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,1998,11781,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,1999,12503,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,2000,12694,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,2001,13147,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,2002,15464,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,2003,14592,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,2004,15127,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,2005,14057,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,2006,16648,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,2007,17022,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,2008,13173,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,2009,13670,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,2010,11792,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,2011,13871,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,2012,13909,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,2013,12824,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,2014,12416,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,2015,11679,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,2016,14101,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Municipal                                         ,2017,11549,Groundwater                                       ,Groundwater Demand
PRE,Outflow,Natural,1985,6717.45188,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,1985,768.9827353,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,1986,6176.998571,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,1986,767.1945892,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,1987,5932.432201,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,1987,765.5152468,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,1988,5805.069261,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,1988,758.5221596,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,1989,5463.688832,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,1989,763.3969627,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,1990,5213.138953,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,1990,763.8745513,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,1991,5129.237538,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,1991,762.5103632,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,1992,5252.449218,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,1992,764.2351393,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,1993,5905.667623,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,1993,765.8798767,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,1994,5398.877263,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,1994,765.5816423,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,1995,5741.109802,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,1995,766.4128185,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,1996,5421.686912,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,1996,765.9980641,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,1997,5090.777652,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,1997,765.4150202,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,1998,5151.976391,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,1998,765.2231082,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,1999,5343.719494,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,1999,767.0268859,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,2000,4973.592205,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,2000,764.9226194,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,2001,4692.601055,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,2001,766.0956491,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,2002,4496.376242,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,2002,764.7351191,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,2003,4382.460155,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,2003,764.5945543,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,2004,4366.198629,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,2004,763.7388935,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,2005,5075.112971,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,2005,766.3821529,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,2006,5034.788095,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,2006,765.6255208,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,2007,4809.994951,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,2007,764.8775736,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,2008,4560.201078,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,2008,765.0330715,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,2009,4412.308281,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,2009,765.6459708,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,2010,4726.965602,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,2010,766.1626738,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,2011,4621.055734,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,2011,765.5816423,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,2012,4566,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,2012,760,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,2013,4572,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,2013,760,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,2014,4659,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,2014,760,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,2015,4570,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,2015,760,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,2016,4579,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,2016,760,Groundwater                                       ,Riparian Demand
PRE,Outflow,Natural,2017,,Groundwater                                       ,Groundwater Outflow
PRE,Outflow,Natural,2017,,Groundwater                                       ,Riparian Demand
SCA,Inflow,Agricultural                                      ,1985,2239.9625,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,1986,2671.55,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,1987,3817.1975,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,1988,2815.82,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,1989,4041.48,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,1990,2900.6625,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,1991,2908.5175,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,1992,2109.91,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,1993,2030.4525,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,1994,3978.2025,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,1995,3220.8125,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,1996,3485.545,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,1997,3108.18,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,1998,2034.489466,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,1999,2809.157454,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,2000,2868.668686,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,2001,2699.979371,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,2002,2788.385312,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,2003,1897.370093,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,2004,1937.696978,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,2005,2195.823964,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,2006,2418.679099,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,2007,2445.2111,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,2008,3060.44541,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,2009,3109.511612,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,2010,2336.191626,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,2011,3370.510077,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,2012,2809.271717,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,2013,3133.609866,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,2014,1619.475499,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,2015,1646.080176,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,2016,2668.532885,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Agricultural                                      ,2017,,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Artificial,1985,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,1985,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,1986,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,1986,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,1987,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,1987,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,1988,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,1988,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,1989,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,1989,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,1990,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,1990,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,1991,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,1991,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,1992,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,1992,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,1993,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,1993,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,1994,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,1994,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,1995,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,1995,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,1996,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,1996,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,1997,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,1997,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,1998,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,1998,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,1999,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,1999,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,2000,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,2000,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,2001,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,2001,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,2002,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,2002,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,2003,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,2003,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,2004,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,2004,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,2005,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,2005,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,2006,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,2006,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,2007,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,2007,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,2008,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,2008,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,2009,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,2009,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,2010,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,2010,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,2011,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,2011,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,2012,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,2012,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,2013,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,2013,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,2014,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,2014,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,2015,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,2015,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,2016,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,2016,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Artificial,2017,0,Groundwater                                       ,Canal Seepage
SCA,Inflow,Artificial,2017,0,Groundwater                                       ,Cut to the Aquifer
SCA,Inflow,Industrial                                        ,1985,152.1492,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,1986,151.2156,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,1987,150.4716,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,1988,155.3344,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,1989,167.116,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,1990,141.4056,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,1991,166.9508,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,1992,123.7804,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,1993,145.402,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,1994,140.9472,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,1995,150.9332,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,1996,198.7868,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,1997,139.5852,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,1998,163.6084,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,1999,158.1348,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,2000,152.4852,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,2001,148.48,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,2002,144.3692,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,2003,152,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,2004,173.4232,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,2005,170.2824,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,2006,205.1088,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,2007,125.7422,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,2008,193.4996,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,2009,210.09,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,2010,185.9452,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,2011,101.1232,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,2012,170.6956,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,2013,133.4868,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,2014,124.8964,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,2015,154.1144,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,2016,158.28,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Industrial                                        ,2017,142.4356,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,1985,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,1985,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,1986,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,1986,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,1987,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,1987,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,1988,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,1988,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,1989,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,1989,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,1990,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,1990,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,1991,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,1991,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,1992,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,1992,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,1993,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,1993,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,1994,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,1994,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,1995,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,1995,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,1996,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,1996,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,1997,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,1997,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,1998,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,1998,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,1999,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,1999,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,2000,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,2000,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,2001,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,2001,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,2002,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,2002,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,2003,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,2003,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,2004,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,2004,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,2005,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,2005,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,2006,0,Groundwater                                       ,CAGRD Replenishment
SCA,Inflow,Municipal                                         ,2006,0,Groundwater                                       ,Incidental Recharge
SCA,Inflow,Municipal                                         ,2007,0,Groundwater                                       ,CAGRD Replenishment
