VariableSpecificUUID,AggregationInterval,AggregationIntervalUnitCV,AggregationStatisticCV,AmountUnitCV,MaximumAmountUnitCV,ReportYearStartMonth,ReportYearTypeCV,VariableCV,VariableSpecificCV
MTos_V1,1,Daily,Average,CFS,CFS,1,CalendarYear,Stream Gage,Stream Gage_Daily_Discharge_Surface Water
MTos_V2,1,Daily,Average,FT,FT,1,CalendarYear,Stream Gage,Stream Gage_Daily_Stage_Surcace Water
