MethodUUID,ApplicableResourceTypeCV,DataConfidenceValue,DataCoverageValue,DataQualityValueCV,MethodDescription,MethodName,MethodNEMILink,MethodTypeCV
WAwr_M1,Surface Ground,,,,Water Rights,Washington Water Rights,https://ecology.wa.gov/Water-Shorelines/Water-supply/Water-rights,Adjudicated
