MethodUUID,MethodName,MethodDescription,MethodNEMILink,ApplicableResourceTypeCV,MethodTypeCV,DataCoverageValue,DataQualityValueCV,DataConfidenceValue
WSDE_Water Rights,Washington Water Rights,Water Rights,https://ecology.wa.gov/Water-Shorelines/Water-supply/Water-rights,Surface Ground ,Adjudicated/Allocated,,,
