index,SiteUUID,RegulatoryOverlayUUIDs,WaterSourceUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID
6186,NDwr_S5822,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,48.14766,-97.67092,,,POD,Unspecified,15405523A,,Ground Water,ND,
6188,NDwr_S5823,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.05661,-99.62393,,,POD,Unspecified,14107101C,,Ground Water,ND,
6189,NDwr_S5824,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.05657,-99.60272,,,POD,Unspecified,14107006C,,Ground Water,ND,
6190,NDwr_S5825,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,47.05663,-99.6133,,,POD,Unspecified,14107101D,,Ground Water,ND,
6192,NDwr_S5826,,NDwr_WS14,,Unspecified,Emmons,4326,,,,,46.14968,-100.60269,,,POD,Unspecified,13107920C,,Surface Water,ND,
6193,NDwr_S5827,,NDwr_WS2,,Unspecified,Mountrail,4326,,,,,48.44862,-102.73935,,,POD,Unspecified,15709306D,,Surface Water,ND,
6194,NDwr_S5828,,NDwr_WS2,,Unspecified,Mountrail,4326,,,,,48.4414,-102.73932,,,POD,Unspecified,15709307A,,Surface Water,ND,
6195,NDwr_S5829,,NDwr_WS2,,Unspecified,Towner,4326,,,,,48.4212,-99.09575,,,POD,Unspecified,15706518W,,Surface Water,ND,
6196,NDwr_S5830,,NDwr_WS2,,Unspecified,Towner,4326,,,,,48.41937,-99.1039,,,POD,Unspecified,15706613DA,,Surface Water,ND,
6197,NDwr_S5831,,NDwr_WS2,,Unspecified,Towner,4326,,,,,48.42301,-99.10392,,,POD,Unspecified,15706613AD,,Surface Water,ND,
6198,NDwr_S5832,,NDwr_WS2,,Unspecified,Towner,4326,,,,,48.41756,-99.09575,,,POD,Unspecified,15706518C,,Surface Water,ND,
6199,NDwr_S5833,,NDwr_WS2,,Unspecified,Towner,4326,,,,,48.42484,-99.09576,,,POD,Unspecified,15706518B,,Surface Water,ND,
6200,NDwr_S5834,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,48.0924,-102.94152,,,POD,Unspecified,15309507A,,Ground Water,ND,
6202,NDwr_S5835,,NDwr_WS1,,Unspecified,Logan,4326,,,,,46.51174,-99.7112,,,POD,Unspecified,13507215A,,Ground Water,ND,
6204,NDwr_S5836,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,47.85903,-103.35299,,,POD,Unspecified,15109933A,,Ground Water,ND,
6205,NDwr_S5837,,NDwr_WS2,,Unspecified,McLean,4326,,,,,47.32069,-100.91018,,,POD,Unspecified,14408102CA,,Surface Water,ND,
6206,NDwr_S5838,,NDwr_WS2,,Unspecified,McLean,4326,,,,,47.32351,-100.91018,,,POD,Unspecified,14408102BD,,Surface Water,ND,
6207,NDwr_S5839,,NDwr_WS2,,Unspecified,McLean,4326,,,,,47.32632,-100.91018,,,POD,Unspecified,14408102BA,,Surface Water,ND,
6208,NDwr_S5840,,NDwr_WS1,,Unspecified,Dunn,4326,,,,,47.56368,-102.92368,,,POD,Unspecified,14709609C,,Ground Water,ND,
6209,NDwr_S5841,,NDwr_WS2,,Unspecified,McLean,4326,,,,,47.60454,-102.09654,,,POD,Unspecified,14809025CC,,Surface Water,ND,
6210,NDwr_S5842,,NDwr_WS181,,Unspecified,Stark,4326,,,,,46.86518,-102.73163,,,POD,Unspecified,13909612D,,Surface Water,ND,
6213,NDwr_S5843,,NDwr_WS1,,Unspecified,Towner,4326,,,,,48.49564,-99.19619,,,POD,Unspecified,15806620AC,,Ground Water,ND,
6215,NDwr_S5844,,NDwr_WS1,,Unspecified,Towner,4326,,,,,48.49022,-99.20433,,,POD,Unspecified,15806620C,,Ground Water,ND,
6216,NDwr_S5845,,NDwr_WS2,,Unspecified,McKenzie,4326,,,,,47.92415,-103.96343,,,POD,Unspecified,15110402C,,Surface Water,ND,
6217,NDwr_S5846,,NDwr_WS2,,Unspecified,McKenzie,4326,,,,,47.91692000000001,-103.96347,,,POD,Unspecified,15110411B,,Surface Water,ND,
6218,NDwr_S5847,,NDwr_WS1,,Unspecified,Billings,4326,,,,,47.25891,-103.40871,,,POD,Unspecified,14410030C,,Ground Water,ND,
6219,NDwr_S5848,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,47.74272,-102.91472,,,POD,Unspecified,14909612B,,Ground Water,ND,
6220,NDwr_S5849,,NDwr_WS2,,Unspecified,Bottineau,4326,,,,,48.81033,-101.491,,,POD,Unspecified,16208331C,,Surface Water,ND,
6221,NDwr_S5850,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,47.63707,-103.94148,,,POD,Unspecified,14810416C,,Ground Water,ND,
6222,NDwr_S5851,,NDwr_WS2,,Unspecified,Ransom,4326,,,,,46.48967,-97.50563,,,POD,Unspecified,13505420C,,Surface Water,ND,
6223,NDwr_S5852,,NDwr_WS2,,Unspecified,Grand Forks,4326,,,,,48.17858,-97.76035,,,POD,Unspecified,15405507AB,,Surface Water,ND,
6224,NDwr_S5853,,NDwr_WS2,,Unspecified,Grand Forks,4326,,,,,48.1822,-97.76034,,,POD,Unspecified,15405506DC,,Surface Water,ND,
6225,NDwr_S5854,,NDwr_WS2,,Unspecified,Oliver,4326,,,,,47.09328,-101.24913,,,POD,Unspecified,14208330BE,,Surface Water,ND,
6226,NDwr_S5855,,NDwr_WS2,,Unspecified,Oliver,4326,,,,,47.09327,-101.24379,,,POD,Unspecified,14208330AW,,Surface Water,ND,
6227,NDwr_S5856,,NDwr_WS11,,Unspecified,Slope,4326,,,,,46.60205,-103.49341,,,POD,Unspecified,13610209D,,Surface Water,ND,
6228,NDwr_S5857,,NDwr_WS1,,Unspecified,Golden Valley,4326,,,,,47.30101,-103.79734,,,POD,Unspecified,14410412D,,Ground Water,ND,
6229,NDwr_S5858,,NDwr_WS14,,Unspecified,Morton,4326,,,,,46.96378,-100.93599,,,POD,Unspecified,14008108B,,Surface Water,ND,
6230,NDwr_S5859,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,47.38992,-103.52895,,,POD,Unspecified,14510110D,,Ground Water,ND,
6231,NDwr_S5860,,NDwr_WS1,,Unspecified,Mountrail,4326,,,,,48.05925,-102.25651,,,POD,Unspecified,15309021,,Ground Water,ND,
6233,NDwr_S5861,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.3979,-102.97797,,,POD,Unspecified,15709529A,,Ground Water,ND,
6236,NDwr_S5862,,NDwr_WS1,,Unspecified,Dickey,4326,,,,,46.17344,-98.59244,,,POD,Unspecified,13106308D,,Ground Water,ND,
6237,NDwr_S5863,,NDwr_WS20,,Unspecified,Williams,4326,,,,,48.10207,-103.24622,,,POD,Unspecified,15309802DB,,Surface Water,ND,
6239,NDwr_S5864,,NDwr_WS2,,Unspecified,Emmons,4326,,,,,46.36796,-100.49946,,,POD,Unspecified,13307804B,,Surface Water,ND,
6240,NDwr_S5865,,NDwr_WS2,,Unspecified,Morton,4326,,,,,46.4475,-101.10617,,,POD,Unspecified,13408303C,,Surface Water,ND,
6241,NDwr_S5866,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,48.01927,-102.78546,,,POD,Unspecified,15209501B,,Ground Water,ND,
6242,NDwr_S5867,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,48.0037,-102.76596,,,POD,Unspecified,15209407B,,Ground Water,ND,
6243,NDwr_S5868,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,48.03456,-102.88749,,,POD,Unspecified,15309534B,,Ground Water,ND,
6244,NDwr_S5869,,NDwr_WS20,,Unspecified,McKenzie,4326,,,,,48.04244,-103.73888,,,POD,Unspecified,15310225D,,Surface Water,ND,
6245,NDwr_S5870,,NDwr_WS20,,Unspecified,Williams,4326,,,,,48.0497,-103.72821,,,POD,Unspecified,15310130B,,Surface Water,ND,
6246,NDwr_S5871,,NDwr_WS1,,Unspecified,Bowman,4326,,,,,46.15871,-103.14597,,,POD,Unspecified,13110023A,,Ground Water,ND,
6247,NDwr_S5872,,NDwr_WS1,,Unspecified,Dunn,4326,,,,,47.607,-102.90281,,,POD,Unspecified,14809627C,,Ground Water,ND,
6248,NDwr_S5873,,NDwr_WS1,,Unspecified,Dunn,4326,,,,,47.58539,-102.90251,,,POD,Unspecified,14709603B,,Ground Water,ND,
6249,NDwr_S5874,,NDwr_WS20,,Unspecified,Mountrail,4326,,,,,47.91634000000001,-102.31678,,,POD,Unspecified,15109110B,,Surface Water,ND,
6250,NDwr_S5875,,NDwr_WS20,,Unspecified,Mountrail,4326,,,,,47.90912,-102.31678,,,POD,Unspecified,15109110C,,Surface Water,ND,
6251,NDwr_S5876,,NDwr_WS1,,Unspecified,Eddy,4326,,,,,47.72674,-98.69159,,,POD,Unspecified,14906314B,,Ground Water,ND,
6252,NDwr_S5877,,NDwr_WS2,,Unspecified,Billings,4326,,,,,46.76394000000001,-103.23662,,,POD,Unspecified,13810013D,,Surface Water,ND,
6253,NDwr_S5878,,NDwr_WS2,,Unspecified,Morton,4326,,,,,46.91617,-101.43401,,,POD,Unspecified,14008529A,,Surface Water,ND,
6254,NDwr_S5879,,NDwr_WS1,,Unspecified,Dickey,4326,,,,,45.99191,-98.54266,,,POD,Unspecified,12906314B,,Ground Water,ND,
6255,NDwr_S5880,,NDwr_WS105,,Unspecified,Towner,4326,,,,,48.63516,-99.3678,,,POD,Unspecified,16006836D,,Surface Water,ND,
6256,NDwr_S5881,,NDwr_WS183,,Unspecified,Oliver,4326,,,,,47.01491,-101.0287,,,POD,Unspecified,14108223D,,Surface Water,ND,
6257,NDwr_S5882,,NDwr_WS1,,Unspecified,Stark,4326,,,,,46.87989,-103.04657,,,POD,Unspecified,13909804D,,Ground Water,ND,
6259,NDwr_S5883,,NDwr_WS2,,Unspecified,McKenzie,4326,,,,,47.62765,-103.28558,,,POD,Unspecified,14809922B,,Surface Water,ND,
6260,NDwr_S5884,,NDwr_WS1,,Unspecified,Bottineau,4326,,,,,48.90634,-100.89291,,,POD,Unspecified,16307934AB,,Ground Water,ND,
6262,NDwr_S5885,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.47036,-102.91299,,,POD,Unspecified,15809535A,,Ground Water,ND,
6263,NDwr_S5886,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.4304,-97.41013,,,POD,Unspecified,15705312D,,Ground Water,ND,
6264,NDwr_S5887,,NDwr_WS1,,Unspecified,Billings,4326,,,,,47.01443,-103.34236,,,POD,Unspecified,14110022CA,,Ground Water,ND,
6265,NDwr_S5888,,NDwr_WS1,,Unspecified,Billings,4326,,,,,46.9855,-103.36325,,,POD,Unspecified,14110033CA,,Ground Water,ND,
6266,NDwr_S5889,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.61518,-102.98929,,,POD,Unspecified,15909508B,,Ground Water,ND,
6267,NDwr_S5890,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.62244000000001,-102.98944,,,POD,Unspecified,15909505C,,Ground Water,ND,
6268,NDwr_S5891,,NDwr_WS2,,Unspecified,Grand Forks,4326,,,,,48.17669,-97.7034,,,POD,Unspecified,15405510B,,Surface Water,ND,
6270,NDwr_S5892,,NDwr_WS2,,Unspecified,Grand Forks,4326,,,,,48.18214,-97.69526,,,POD,Unspecified,15405503DC,,Surface Water,ND,
6271,NDwr_S5893,,NDwr_WS1,,Unspecified,Stutsman,4326,,,,,47.08501,-99.43411,,,POD,Unspecified,14206928C,,Ground Water,ND,
6272,NDwr_S5894,,NDwr_WS2,,Unspecified,Mercer,4326,,,,,47.52196,-101.46502,,,POD,Unspecified,14708526DA,,Surface Water,ND,
6273,NDwr_S5895,,NDwr_WS14,,Unspecified,Emmons,4326,,,,,46.1189,-100.59505,,,POD,Unspecified,13107932DC,,Surface Water,ND,
6274,NDwr_S5896,,NDwr_WS14,,Unspecified,Emmons,4326,,,,,46.12075,-100.60295,,,POD,Unspecified,13107932C,,Surface Water,ND,
6275,NDwr_S5897,,NDwr_WS14,,Unspecified,Emmons,4326,,,,,46.106303,-100.576629,,,POD,Unspecified,13007904S,,Surface Water,ND,
6276,NDwr_S5898,,NDwr_WS2,,Unspecified,Ransom,4326,,,,,46.47004,-97.4923,,,POD,Unspecified,13505432AA,,Surface Water,ND,
6277,NDwr_S5899,,NDwr_WS2,,Unspecified,Ransom,4326,,,,,46.46625,-97.49233,,,POD,Unspecified,13505432AD,,Surface Water,ND,
6278,NDwr_S5900,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.4921,-102.93477,,,POD,Unspecified,15809522D,,Ground Water,ND,
6279,NDwr_S5901,,NDwr_WS2,,Unspecified,McKenzie,4326,,,,,47.80069,-103.08513,,,POD,Unspecified,15009722B,,Surface Water,ND,
6280,NDwr_S5902,,NDwr_WS2,,Unspecified,McKenzie,4326,,,,,47.80794,-103.10119,,,POD,Unspecified,15009716S,,Surface Water,ND,
6281,NDwr_S5903,,NDwr_WS2,,Unspecified,McKenzie,4326,,,,,47.80792,-103.08515,,,POD,Unspecified,15009715C,,Surface Water,ND,
6282,NDwr_S5904,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,48.06349,-102.91992,,,POD,Unspecified,15309520A,,Ground Water,ND,
6283,NDwr_S5905,,NDwr_WS1,,Unspecified,Pembina,4326,,,,,48.59015,-97.79121,,,POD,Unspecified,15905518C,,Ground Water,ND,
6284,NDwr_S5906,,NDwr_WS1,,Unspecified,Pembina,4326,,,,,48.5974,-97.7912,,,POD,Unspecified,15905518B,,Ground Water,ND,
6285,NDwr_S5907,,NDwr_WS7,,Unspecified,Williams,4326,,,,,48.15786,-103.59851,,,POD,Unspecified,15410018C,,Surface Water,ND,
6286,NDwr_S5908,,NDwr_WS1,,Unspecified,Richland,4326,,,,,46.34388,-97.19187,,,POD,Unspecified,13305211C,,Ground Water,ND,
6287,NDwr_S5909,,NDwr_WS1,,Unspecified,Ransom,4326,,,,,46.48145,-97.31675,,,POD,Unspecified,13505326B,,Ground Water,ND,
6288,NDwr_S5910,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,48.07793,-102.90918,,,POD,Unspecified,15309516B,,Ground Water,ND,
6289,NDwr_S5911,,NDwr_WS2,,Unspecified,Billings,4326,,,,,46.82117,-103.56223,,,POD,Unspecified,13910228C,,Surface Water,ND,
6290,NDwr_S5912,,NDwr_WS1,,Unspecified,Bowman,4326,,,,,46.14422,-103.39518,,,POD,Unspecified,13110226A,,Ground Water,ND,
6291,NDwr_S5913,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.06425,-103.74967,,,POD,Unspecified,15310224B,,Ground Water,ND,
6292,NDwr_S5914,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.057,-103.74965,,,POD,Unspecified,15310224C,,Ground Water,ND,
6293,NDwr_S5915,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.06424000000001,-103.73887,,,POD,Unspecified,15310224A,,Ground Water,ND,
6295,NDwr_S5916,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,48.07137,-103.70675,,,POD,Unspecified,15310117C,,Ground Water,ND,
6296,NDwr_S5917,,NDwr_WS184,,Unspecified,McKenzie,4326,,,,,47.81395,-103.79473,,,POD,Unspecified,15010218BC,,Surface Water,ND,
6297,NDwr_S5918,,NDwr_WS2,,Unspecified,McKenzie,4326,,,,,47.80127,-103.79212,,,POD,Unspecified,15010219B,,Surface Water,ND,
6298,NDwr_S5919,,NDwr_WS2,,Unspecified,McKenzie,4326,,,,,47.80126,-103.78151,,,POD,Unspecified,15010219A,,Surface Water,ND,
6299,NDwr_S5920,,NDwr_WS184,,Unspecified,McKenzie,4326,,,,,47.80852,-103.80272,,,POD,Unspecified,15010313D,,Surface Water,ND,
6300,NDwr_S5921,,NDwr_WS184,,Unspecified,McKenzie,4326,,,,,47.81033,-103.79473,,,POD,Unspecified,15010218CB,,Surface Water,ND,
6301,NDwr_S5922,,NDwr_WS2,,Unspecified,McKenzie,4326,,,,,47.90261,-103.70652,,,POD,Unspecified,15110214B,,Surface Water,ND,
6302,NDwr_S5923,,NDwr_WS1,,Unspecified,Stutsman,4326,,,,,46.85968,-98.48672,,,POD,Unspecified,13906215A,,Ground Water,ND,
6304,NDwr_S5924,,NDwr_WS2,,Unspecified,Stutsman,4326,,,,,46.91742,-99.04667,,,POD,Unspecified,14006629B,,Surface Water,ND,
6305,NDwr_S5925,,NDwr_WS2,,Unspecified,Bottineau,4326,,,,,48.75208,-100.92279,,,POD,Unspecified,16107921C,,Surface Water,ND,
6306,NDwr_S5926,,NDwr_WS1,,Unspecified,Burleigh,4326,,,,,46.68207,-100.55867,,,POD,Unspecified,13707817C,,Ground Water,ND,
6307,NDwr_S5927,,NDwr_WS1,,Unspecified,Burleigh,4326,,,,,46.68213,-100.56924,,,POD,Unspecified,13707818D,,Ground Water,ND,
6308,NDwr_S5928,,NDwr_WS2,,Unspecified,Cass,4326,,,,,46.85145,-96.89891,,,POD,Unspecified,13904917C,,Surface Water,ND,
6309,NDwr_S5929,,NDwr_WS1,,Unspecified,Bowman,4326,,,,,46.18044,-103.40575,,,POD,Unspecified,13110211C,,Ground Water,ND,
6310,NDwr_S5930,,NDwr_WS2,,Unspecified,Williams,4326,,,,,48.19401,-103.7175,,,POD,Unspecified,15410106A,,Surface Water,ND,
6311,NDwr_S5931,,NDwr_WS129,,Unspecified,McLean,4326,,,,,47.62157,-101.29723,,,POD,Unspecified,14808319D,,Surface Water,ND,
6312,NDwr_S5932,,NDwr_WS20,,Unspecified,McLean,4326,,,,,47.61434000000001,-101.30809,,,POD,Unspecified,14808330B,,Surface Water,ND,
6313,NDwr_S5933,,NDwr_WS185,,Unspecified,McLean,4326,,,,,47.62156,-101.30801,,,POD,Unspecified,14808319C,,Surface Water,ND,
6314,NDwr_S5934,,NDwr_WS20,,Unspecified,McLean,4326,,,,,47.60699,-101.37237,,,POD,Unspecified,14808427C,,Surface Water,ND,
6315,NDwr_S5935,,NDwr_WS2,,Unspecified,Slope,4326,,,,,46.54416,-103.66041,,,POD,Unspecified,13610331D,,Surface Water,ND,
6316,NDwr_S5936,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,47.90171,-103.00045,,,POD,Unspecified,15109617B,,Ground Water,ND,
6317,NDwr_S5937,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.39786,-102.91283,,,POD,Unspecified,15709526A,,Ground Water,ND,
6318,NDwr_S5938,,NDwr_WS1,,Unspecified,Stark,4326,,,,,46.67711,-102.69026,,,POD,Unspecified,13709517D,,Ground Water,ND,
6320,NDwr_S5939,,NDwr_WS14,,Unspecified,Emmons,4326,,,,,45.95448,-100.4772,,,POD,Unspecified,12907832B,,Surface Water,ND,
6321,NDwr_S5940,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,47.81396,-103.63429,,,POD,Unspecified,15010117AC,,Ground Water,ND,
6322,NDwr_S5941,,NDwr_WS186,,Unspecified,Foster,4326,,,,,47.46275,-99.10391,,,POD,Unspecified,14606617DB,,Surface Water,ND,
6323,NDwr_S5942,,NDwr_WS2,,Unspecified,Billings,4326,,,,,46.71319,-103.31035,,,POD,Unspecified,13710004B,,Surface Water,ND,
6325,NDwr_S5943,,NDwr_WS187,,Unspecified,McKenzie,4326,,,,,47.79388,-103.33133,,,POD,Unspecified,15009922D,,Surface Water,ND,
6326,NDwr_S5944,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.20628,-102.92819,,,POD,Unspecified,15509532BD,,Ground Water,ND,
6327,NDwr_S5945,,NDwr_WS2,,Unspecified,Traill,4326,,,,,47.4141,-96.86518,,,POD,Unspecified,14604935D,,Surface Water,ND,
6328,NDwr_S5946,,NDwr_WS2,,Unspecified,Williams,4326,,,,,48.45585,-102.96729,,,POD,Unspecified,15709504B,,Surface Water,ND,
6329,NDwr_S5947,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.4631,-102.95645,,,POD,Unspecified,15809533D,,Ground Water,ND,
6330,NDwr_S5948,,NDwr_WS188,,Unspecified,Stark,4326,,,,,46.8945,-102.99372,,,POD,Unspecified,14009836C,,Surface Water,ND,
6331,NDwr_S5949,,NDwr_WS188,,Unspecified,Stark,4326,,,,,46.88907,-102.99117,,,POD,Unspecified,13909801BA,,Surface Water,ND,
6332,NDwr_S5950,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.88226,-99.60032,,,POD,Unspecified,13907102D,,Ground Water,ND,
6333,NDwr_S5951,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.43448,-103.74936,,,POD,Unspecified,15710109C,,Ground Water,ND,
6334,NDwr_S5952,,NDwr_WS2,,Unspecified,McLean,4326,,,,,47.60703,-101.13719,,,POD,Unspecified,14808228C,,Surface Water,ND,
6335,NDwr_S5953,,NDwr_WS2,,Unspecified,McLean,4326,,,,,47.60705,-101.14794,,,POD,Unspecified,14808229D,,Surface Water,ND,
6336,NDwr_S5954,,NDwr_WS2,,Unspecified,Bottineau,4326,,,,,48.89737,-100.73638,,,POD,Unspecified,16307835D,,Surface Water,ND,
6337,NDwr_S5955,,NDwr_WS2,,Unspecified,Divide,4326,,,,,48.97784,-103.29564,,,POD,Unspecified,16309705A,,Surface Water,ND,
6338,NDwr_S5956,,NDwr_WS2,,Unspecified,McKenzie,4326,,,,,47.92423,-103.67403,,,POD,Unspecified,15110201D,,Surface Water,ND,
6339,NDwr_S5957,,NDwr_WS2,,Unspecified,Burleigh,4326,,,,,47.10139,-100.23588,,,POD,Unspecified,14207519C,,Surface Water,ND,
6340,NDwr_S5958,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.40513,-102.95624,,,POD,Unspecified,15709521D,,Ground Water,ND,
6341,NDwr_S5959,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.41237,-102.95627,,,POD,Unspecified,15709521A,,Ground Water,ND,
6342,NDwr_S5960,,NDwr_WS1,,Unspecified,Wells,4326,,,,,47.64246,-99.78244,,,POD,Unspecified,14807213A,,Ground Water,ND,
6343,NDwr_S5961,,NDwr_WS1,,Unspecified,Wells,4326,,,,,47.64247,-99.79326,,,POD,Unspecified,14807213B,,Ground Water,ND,
6344,NDwr_S5962,,NDwr_WS1,,Unspecified,Wells,4326,,,,,47.64972,-99.80401,,,POD,Unspecified,14807211D,,Ground Water,ND,
6345,NDwr_S5963,,NDwr_WS2,,Unspecified,Burleigh,4326,,,,,46.65911,-100.20171,,,POD,Unspecified,13707530B,,Surface Water,ND,
6346,NDwr_S5964,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,47.85905,-104.03956,,,POD,Unspecified,15110431B,,Ground Water,ND,
6347,NDwr_S5965,,NDwr_WS2,,Unspecified,Slope,4326,,,,,46.57324000000001,-103.49333,,,POD,Unspecified,13610221D,,Surface Water,ND,
6348,NDwr_S5966,,NDwr_WS1,,Unspecified,Emmons,4326,,,,,46.142,-100.23812,,,POD,Unspecified,13107630A,,Ground Water,ND,
6349,NDwr_S5967,,NDwr_WS85,,Unspecified,Sargent,4326,,,,,46.014891,-97.408071,,,POD,Unspecified,13005427W,,Surface Water,ND,
6350,NDwr_S5968,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,48.05623,-102.86581,,,POD,Unspecified,15309523C,,Ground Water,ND,
6351,NDwr_S5969,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,48.04899,-102.85507,,,POD,Unspecified,15309526A,,Ground Water,ND,
6352,NDwr_S5970,,NDwr_WS1,,Unspecified,Rolette,4326,,,,,48.96827,-99.69538,,,POD,Unspecified,16307002C,,Ground Water,ND,
6353,NDwr_S5971,,NDwr_WS1,,Unspecified,Rolette,4326,,,,,48.96100000000001,-99.71731,,,POD,Unspecified,16307010B,,Ground Water,ND,
6354,NDwr_S5972,,NDwr_WS1,,Unspecified,Divide,4326,,,,,48.9631,-103.22955,,,POD,Unspecified,16309711A,,Ground Water,ND,
6355,NDwr_S5973,,NDwr_WS1,,Unspecified,Bottineau,4326,,,,,48.78101,-100.91186,,,POD,Unspecified,16107909D,,Ground Water,ND,
6356,NDwr_S5974,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.28769000000001,-102.93106,,,POD,Unspecified,15609532C,,Ground Water,ND,
6357,NDwr_S5975,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.46308,-102.90209,,,POD,Unspecified,15809536C,,Ground Water,ND,
6358,NDwr_S5976,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.31664,-102.99509,,,POD,Unspecified,15609623C,,Ground Water,ND,
6359,NDwr_S5977,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.25149,-103.00622,,,POD,Unspecified,15509615A,,Ground Water,ND,
6360,NDwr_S5978,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.12165,-103.72817,,,POD,Unspecified,15410131B,,Ground Water,ND,
6361,NDwr_S5979,,NDwr_WS2,,Unspecified,Cass,4326,,,,,46.90158,-97.22651,,,POD,Unspecified,14005234A,,Surface Water,ND,
6362,NDwr_S5980,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.52102,-103.02117,,,POD,Unspecified,15809612D,,Ground Water,ND,
6363,NDwr_S5981,,NDwr_WS2,,Unspecified,Foster,4326,,,,,47.44686,-99.25052,,,POD,Unspecified,14606719D,,Surface Water,ND,
6364,NDwr_S5982,,NDwr_WS1,,Unspecified,LaMoure,4326,,,,,46.57644000000001,-98.5497,,,POD,Unspecified,13606324CE,,Ground Water,ND,
6365,NDwr_S5983,,NDwr_WS1,,Unspecified,LaMoure,4326,,,,,46.58373,-98.54969,,,POD,Unspecified,13606324BE,,Ground Water,ND,
6366,NDwr_S5984,,NDwr_WS1,,Unspecified,LaMoure,4326,,,,,46.57645,-98.54444,,,POD,Unspecified,13606324DW,,Ground Water,ND,
6367,NDwr_S5985,,NDwr_WS52,,Unspecified,Williams,4326,,,,,48.32437,-103.59865,,,POD,Unspecified,15610019B,,Surface Water,ND,
6368,NDwr_S5986,,NDwr_WS1,,Unspecified,Ransom,4326,,,,,46.46809,-97.46356,,,POD,Unspecified,13505434B,,Ground Water,ND,
6369,NDwr_S5987,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,48.16945,-97.71423,,,POD,Unspecified,15405509D,,Ground Water,ND,
6370,NDwr_S5988,,NDwr_WS1,,Unspecified,Divide,4326,,,,,48.9342,-103.48129,,,POD,Unspecified,16309924B,,Ground Water,ND,
6371,NDwr_S5989,,NDwr_WS1,,Unspecified,Billings,4326,,,,,47.15728,-103.3766,,,POD,Unspecified,14310032D,,Ground Water,ND,
6372,NDwr_S5990,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.04972,-103.73892,,,POD,Unspecified,15310225A,,Ground Water,ND,
6373,NDwr_S5991,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.27384,-103.69618,,,POD,Unspecified,15510105D,,Ground Water,ND,
6375,NDwr_S5992,,NDwr_WS1,,Unspecified,McLean,4326,,,,,47.28928,-101.32675,,,POD,Unspecified,14408416D,,Ground Water,ND,
6380,NDwr_S5993,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.02018,-103.81324,,,POD,Unspecified,15210301B,,Ground Water,ND,
6381,NDwr_S5994,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.55728,-103.03195,,,POD,Unspecified,15909636B,,Ground Water,ND,
6382,NDwr_S5995,,NDwr_WS1,,Unspecified,Williams,4326,,,,,48.56455,-103.03195,,,POD,Unspecified,15909625C,,Ground Water,ND,
