index,SiteUUID,RegulatoryOverlayUUIDs,WaterSourceUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID
2465,NDwr_S2346,,NDwr_WS135,,Unspecified,McKenzie,4326,,,,,48.10135,-103.04677,,,POD,Unspecified,15309605DA,,Surface Water,ND,
2466,NDwr_S2347,,NDwr_WS135,,Unspecified,McKenzie,4326,,,,,48.10497,-103.04136,,,POD,Unspecified,15309604BC,,Surface Water,ND,
2467,NDwr_S2348,,NDwr_WS135,,Unspecified,McKenzie,4326,,,,,48.09416,-103.04133,,,POD,Unspecified,15309609BB,,Surface Water,ND,
2468,NDwr_S2349,,NDwr_WS52,,Unspecified,Grand Forks,4326,,,,,48.09172,-97.86301,,,POD,Unspecified,15305608AA,,Surface Water,ND,
2469,NDwr_S2350,,NDwr_WS1,,Unspecified,McLean,4326,,,,,47.56347,-100.83818,,,POD,Unspecified,14708011C,,Ground Water,ND,
2470,NDwr_S2351,,NDwr_WS1,,Unspecified,McLean,4326,,,,,47.5908,-100.89971,,,POD,Unspecified,14808032CD,,Ground Water,ND,
2471,NDwr_S2352,,NDwr_WS1,,Unspecified,McLean,4326,,,,,47.58534,-100.90239,,,POD,Unspecified,14708005B,,Ground Water,ND,
2472,NDwr_S2353,,NDwr_WS1,,Unspecified,McLean,4326,,,,,47.57802,-100.85959,,,POD,Unspecified,14708003C,,Ground Water,ND,
2473,NDwr_S2354,,NDwr_WS1,,Unspecified,McLean,4326,,,,,47.58538,-100.92347,,,POD,Unspecified,14708006B,,Ground Water,ND,
2474,NDwr_S2355,,NDwr_WS1,,Unspecified,McLean,4326,,,,,47.57069,-100.83819,,,POD,Unspecified,14708011B,,Ground Water,ND,
2475,NDwr_S2356,,NDwr_WS2,,Unspecified,Sioux,4326,,,,,46.04357,-101.47173,,,POD,Unspecified,13008632BA,,Surface Water,ND,
2476,NDwr_S2357,,NDwr_WS2,,Unspecified,Sioux,4326,,,,,46.33686,-100.68581,,,POD,Unspecified,13308013BD,,Surface Water,ND,
2477,NDwr_S2358,,NDwr_WS2,,Unspecified,Dunn,4326,,,,,47.1419,-102.79713,,,POD,Unspecified,14209601CC,,Surface Water,ND,
2478,NDwr_S2359,,NDwr_WS11,,Unspecified,Bowman,4326,,,,,45.95237,-103.94037,,,POD,Unspecified,12910633,,Surface Water,ND,
2480,NDwr_S2360,,NDwr_WS137,,Unspecified,Grand Forks,4326,,,,,47.93149,-97.74519,,,POD,Unspecified,15105506BA,,Surface Water,ND,
2481,NDwr_S2361,,NDwr_WS2,,Unspecified,Grand Forks,4326,,,,,47.94599,-97.75069,,,POD,Unspecified,15205531BB,,Surface Water,ND,
2482,NDwr_S2362,,NDwr_WS2,,Unspecified,McLean,4326,,,,,47.71559,-102.13695,,,POD,Unspecified,14909024AB,,Surface Water,ND,
2483,NDwr_S2363,,NDwr_WS2,,Unspecified,McLean,4326,,,,,47.72284000000001,-102.13697,,,POD,Unspecified,14909013DB,,Surface Water,ND,
2484,NDwr_S2364,,NDwr_WS2,,Unspecified,McLean,4326,,,,,47.72916,-102.12763,,,POD,Unspecified,14908918BBC,,Surface Water,ND,
2485,NDwr_S2365,,NDwr_WS2,,Unspecified,McLean,4326,,,,,47.73366,-102.12103,,,POD,Unspecified,14908907CD,,Surface Water,ND,
2486,NDwr_S2366,,NDwr_WS1,,Unspecified,Dickey,4326,,,,,46.15698,-98.07472,,,POD,Unspecified,13105916D,,Ground Water,ND,
2487,NDwr_S2367,,NDwr_WS1,,Unspecified,Dickey,4326,,,,,46.16423,-98.07471,,,POD,Unspecified,13105916A,,Ground Water,ND,
2488,NDwr_S2368,,NDwr_WS1,,Unspecified,Dickey,4326,,,,,46.16424,-98.08512,,,POD,Unspecified,13105916B,,Ground Water,ND,
2489,NDwr_S2369,,NDwr_WS1,,Unspecified,Dickey,4326,,,,,46.157,-98.08511,,,POD,Unspecified,13105916C,,Ground Water,ND,
2490,NDwr_S2370,,NDwr_WS1,,Unspecified,McLean,4326,,,,,47.65908,-101.76682,,,POD,Unspecified,14808709AB,,Ground Water,ND,
2491,NDwr_S2371,,NDwr_WS1,,Unspecified,McLean,4326,,,,,47.65906,-101.77751,,,POD,Unspecified,14808709BB,,Ground Water,ND,
2492,NDwr_S2372,,NDwr_WS1,,Unspecified,Burleigh,4326,,,,,46.82287,-100.59842,,,POD,Unspecified,13907936BABB,,Ground Water,ND,
2493,NDwr_S2373,,NDwr_WS1,,Unspecified,Burleigh,4326,,,,,46.82288,-100.5971,,,POD,Unspecified,13907936BABA,,Ground Water,ND,
2494,NDwr_S2374,,NDwr_WS14,,Unspecified,Williams,4326,,,,,47.98382,-103.9876,,,POD,Unspecified,15210415CB,,Surface Water,ND,
2495,NDwr_S2375,,NDwr_WS1,,Unspecified,LaMoure,4326,,,,,46.47489,-98.37441,,,POD,Unspecified,13506129D,,Ground Water,ND,
2496,NDwr_S2376,,NDwr_WS1,,Unspecified,Morton,4326,,,,,46.88359000000001,-100.9145,,,POD,Unspecified,13908104CAD,,Ground Water,ND,
2497,NDwr_S2377,,NDwr_WS1,,Unspecified,Richland,4326,,,,,46.32317000000001,-96.61785,,,POD,Unspecified,13304720ABD,,Ground Water,ND,
2498,NDwr_S2378,,NDwr_WS1,,Unspecified,Richland,4326,,,,,46.32496,-96.62834,,,POD,Unspecified,13304720BBA,,Ground Water,ND,
2499,NDwr_S2379,,NDwr_WS1,,Unspecified,Richland,4326,,,,,46.31958,-96.61262,,,POD,Unspecified,13304720ADD,,Ground Water,ND,
2500,NDwr_S2380,,NDwr_WS1,,Unspecified,Mountrail,4326,,,,,47.976857,-102.494661,,,POD,Unspecified,15209219AAA,,Ground Water,ND,
2501,NDwr_S2381,,NDwr_WS1,,Unspecified,Mountrail,4326,,,,,47.97687,-102.49203,,,POD,Unspecified,15209220BBB,,Ground Water,ND,
2502,NDwr_S2382,,NDwr_WS1,,Unspecified,Mountrail,4326,,,,,47.97686,-102.49468,,,POD,Unspecified,15209219AAA2,,Ground Water,ND,
2503,NDwr_S2383,,NDwr_WS1,,Unspecified,Mountrail,4326,,,,,47.98139000000001,-102.49863,,,POD,Unspecified,15209218D,,Ground Water,ND,
2504,NDwr_S2384,,NDwr_WS1,,Unspecified,McLean,4326,,,,,47.63566,-101.7215,,,POD,Unspecified,14808714D,,Ground Water,ND,
2505,NDwr_S2385,,NDwr_WS3,,Unspecified,McKenzie,4326,,,,,47.87182,-103.86994,,,POD,Unspecified,15110328AC,,Surface Water,ND,
2507,NDwr_S2386,,NDwr_WS11,,Unspecified,Slope,4326,,,,,46.54425,-103.78567,,,POD,Unspecified,13610431D,,Surface Water,ND,
2508,NDwr_S2387,,NDwr_WS11,,Unspecified,Slope,4326,,,,,46.55692,-103.79327,,,POD,Unspecified,13610430CD,,Surface Water,ND,
2509,NDwr_S2388,,NDwr_WS2,,Unspecified,McLean,4326,,,,,47.66944,-100.89935,,,POD,Unspecified,14808005BD,,Surface Water,ND,
2510,NDwr_S2389,,NDwr_WS138,,Unspecified,Burleigh,4326,,,,,46.8251,-100.63319,,,POD,Unspecified,13907927DC,,Surface Water,ND,
2511,NDwr_S2390,,NDwr_WS2,,Unspecified,Benson,4326,,,,,48.16042,-99.21343,,,POD,Unspecified,15406713BD,,Surface Water,ND,
2512,NDwr_S2391,,NDwr_WS2,,Unspecified,Benson,4326,,,,,48.14233,-99.18659,,,POD,Unspecified,15406619DB,,Surface Water,ND,
2513,NDwr_S2392,,NDwr_WS2,,Unspecified,McKenzie,4326,,,,,47.80244,-103.06105,,,POD,Unspecified,15009723BA,,Surface Water,ND,
2514,NDwr_S2393,,NDwr_WS2,,Unspecified,McKenzie,4326,,,,,47.80248,-103.07176,,,POD,Unspecified,15009722AA,,Surface Water,ND,
2515,NDwr_S2394,,NDwr_WS1,,Unspecified,LaMoure,4326,,,,,46.57112,-98.74883,,,POD,Unspecified,13606429AA,,Ground Water,ND,
2516,NDwr_S2395,,NDwr_WS139,,Unspecified,McKenzie,4326,,,,,47.94408,-103.99841,,,POD,Unspecified,15210433AC,,Surface Water,ND,
2517,NDwr_S2396,,NDwr_WS139,,Unspecified,McKenzie,4326,,,,,47.94769,-103.99841,,,POD,Unspecified,15210433AB,,Surface Water,ND,
2518,NDwr_S2397,,NDwr_WS139,,Unspecified,McKenzie,4326,,,,,47.94407,-104.0038,,,POD,Unspecified,15210433BD,,Surface Water,ND,
2519,NDwr_S2398,,NDwr_WS1,,Unspecified,Burleigh,4326,,,,,46.76388,-100.78164,,,POD,Unspecified,13808021AB,,Ground Water,ND,
2520,NDwr_S2399,,NDwr_WS2,,Unspecified,Williams,4326,,,,,48.57028,-103.70294,,,POD,Unspecified,15910126BD,,Surface Water,ND,
2521,NDwr_S2400,,NDwr_WS2,,Unspecified,Hettinger,4326,,,,,46.53223,-102.3523,,,POD,Unspecified,13509303CD,,Surface Water,ND,
2522,NDwr_S2401,,NDwr_WS1,,Unspecified,Burleigh,4326,,,,,46.74027,-100.70553,,,POD,Unspecified,13807930C,,Ground Water,ND,
2523,NDwr_S2402,,NDwr_WS1,,Unspecified,LaMoure,4326,,,,,46.56391,-98.6754,,,POD,Unspecified,13606425CA,,Ground Water,ND,
2524,NDwr_S2403,,NDwr_WS1,,Unspecified,Burleigh,4326,,,,,46.83709,-100.73198,,,POD,Unspecified,13908026AAA2,,Ground Water,ND,
2525,NDwr_S2404,,NDwr_WS1,,Unspecified,Burleigh,4326,,,,,46.83709,-100.73198,,,POD,Unspecified,13908026AAA3,,Ground Water,ND,
2526,NDwr_S2405,,NDwr_WS1,,Unspecified,Burleigh,4326,,,,,46.83531,-100.73199,,,POD,Unspecified,13908026AAD,,Ground Water,ND,
2527,NDwr_S2406,,NDwr_WS1,,Unspecified,Burleigh,4326,,,,,46.83352,-100.73202,,,POD,Unspecified,13908026ADA,,Ground Water,ND,
2528,NDwr_S2407,,NDwr_WS1,,Unspecified,Burleigh,4326,,,,,46.83709,-100.73198,,,POD,Unspecified,13908026AAA1,,Ground Water,ND,
2529,NDwr_S2408,,NDwr_WS2,,Unspecified,Golden Valley,4326,,,,,47.1589,-104.00677,,,POD,Unspecified,14310532DA,,Surface Water,ND,
2530,NDwr_S2409,,NDwr_WS2,,Unspecified,Golden Valley,4326,,,,,47.15526,-104.02275,,,POD,Unspecified,14310532CC,,Surface Water,ND,
2531,NDwr_S2410,,NDwr_WS2,,Unspecified,Golden Valley,4326,,,,,47.1553,-104.01206,,,POD,Unspecified,14310532DC,,Surface Water,ND,
2532,NDwr_S2411,,NDwr_WS2,,Unspecified,Golden Valley,4326,,,,,47.15979,-103.99747,,,POD,Unspecified,14310533CAB,,Surface Water,ND,
2533,NDwr_S2412,,NDwr_WS2,,Unspecified,Golden Valley,4326,,,,,47.15888,-104.00146,,,POD,Unspecified,14310533CB,,Surface Water,ND,
2534,NDwr_S2413,,NDwr_WS2,,Unspecified,Golden Valley,4326,,,,,47.16247,-103.99606,,,POD,Unspecified,14310533BD,,Surface Water,ND,
2535,NDwr_S2414,,NDwr_WS2,,Unspecified,Golden Valley,4326,,,,,47.15892,-104.03262,,,POD,Unspecified,14310531DB,,Surface Water,ND,
2536,NDwr_S2415,,NDwr_WS2,,Unspecified,Golden Valley,4326,,,,,47.15617,-104.01871,,,POD,Unspecified,14310532CDB,,Surface Water,ND,
2537,NDwr_S2416,,NDwr_WS2,,Unspecified,Golden Valley,4326,,,,,47.15531,-104.00684,,,POD,Unspecified,14310532DD,,Surface Water,ND,
2538,NDwr_S2417,,NDwr_WS2,,Unspecified,Golden Valley,4326,,,,,47.15617,-104.01603,,,POD,Unspecified,14310532CDA,,Surface Water,ND,
2539,NDwr_S2418,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,48.15038,-97.67501,,,POD,Unspecified,15405523ABB,,Ground Water,ND,
2543,NDwr_S2419,,NDwr_WS14,,Unspecified,Oliver,4326,,,,,47.130848,-100.947312,,,POD,Unspecified,14208109DW,,Surface Water,ND,
2546,NDwr_S2420,,NDwr_WS20,,Unspecified,McLean,4326,,,,,47.60844,-101.6719,,,POD,Unspecified,14808629CB,,Surface Water,ND,
2547,NDwr_S2421,,NDwr_WS1,,Unspecified,Nelson,4326,,,,,47.79003,-98.33037,,,POD,Unspecified,15006022CC2,,Ground Water,ND,
2548,NDwr_S2422,,NDwr_WS1,,Unspecified,Nelson,4326,,,,,47.79003,-98.33037,,,POD,Unspecified,15006022CC1,,Ground Water,ND,
2549,NDwr_S2423,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.76168,-99.90413,,,POD,Unspecified,13807321BA,,Ground Water,ND,
2550,NDwr_S2424,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.76195,-99.92508,,,POD,Unspecified,13807320BA,,Ground Water,ND,
2551,NDwr_S2425,,NDwr_WS2,,Unspecified,Sioux,4326,,,,,46.20614000000001,-100.64091,,,POD,Unspecified,13208036CD,,Surface Water,ND,
2552,NDwr_S2426,,NDwr_WS2,,Unspecified,Sioux,4326,,,,,46.20988,-100.60461,,,POD,Unspecified,13207932CB,,Surface Water,ND,
2553,NDwr_S2427,,NDwr_WS1,,Unspecified,McLean,4326,,,,,47.57623,-100.86762,,,POD,Unspecified,14708004DD,,Ground Water,ND,
2554,NDwr_S2428,,NDwr_WS20,,Unspecified,Mercer,4326,,,,,47.48229,-101.75081,,,POD,Unspecified,14608710BD,,Surface Water,ND,
2555,NDwr_S2429,,NDwr_WS1,,Unspecified,LaMoure,4326,,,,,46.30281,-98.95119,,,POD,Unspecified,13306626CB,,Ground Water,ND,
2556,NDwr_S2430,,NDwr_WS1,,Unspecified,LaMoure,4326,,,,,46.29919,-98.94596,,,POD,Unspecified,13306626CD,,Ground Water,ND,
2557,NDwr_S2431,,NDwr_WS2,,Unspecified,Stutsman,4326,,,,,46.87575,-98.61611,,,POD,Unspecified,13906310AB,,Surface Water,ND,
2558,NDwr_S2432,,NDwr_WS1,,Unspecified,Mercer,4326,,,,,47.29018,-102.06788,,,POD,Unspecified,14409015DB,,Ground Water,ND,
2559,NDwr_S2433,,NDwr_WS1,,Unspecified,Traill,4326,,,,,47.26984,-97.4122,,,POD,Unspecified,14405320DD,,Ground Water,ND,
2560,NDwr_S2434,,NDwr_WS1,,Unspecified,LaMoure,4326,,,,,46.52389,-98.89502,,,POD,Unspecified,13506507AD,,Ground Water,ND,
2561,NDwr_S2435,,NDwr_WS2,,Unspecified,Walsh,4326,,,,,48.4725,-97.9353,,,POD,Unspecified,15805725DC,,Surface Water,ND,
2562,NDwr_S2436,,NDwr_WS16,,Unspecified,Barnes,4326,,,,,46.95502000000001,-98.03607,,,POD,Unspecified,14005808CB,,Surface Water,ND,
2563,NDwr_S2437,,NDwr_WS16,,Unspecified,Barnes,4326,,,,,46.96219,-98.02058,,,POD,Unspecified,14005808AA,,Surface Water,ND,
2564,NDwr_S2438,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,48.10865,-102.92267,,,POD,Unspecified,15309505AB,,Ground Water,ND,
2565,NDwr_S2439,,NDwr_WS2,,Unspecified,Emmons,4326,,,,,46.42408,-100.47524,,,POD,Unspecified,13407815BD,,Surface Water,ND,
2566,NDwr_S2440,,NDwr_WS1,,Unspecified,Cavalier,4326,,,,,48.6726,-98.15383,,,POD,Unspecified,16005820ABB2,,Ground Water,ND,
2567,NDwr_S2441,,NDwr_WS1,,Unspecified,Cavalier,4326,,,,,48.6726,-98.15383,,,POD,Unspecified,16005820ABB1,,Ground Water,ND,
2568,NDwr_S2442,,NDwr_WS1,,Unspecified,Cavalier,4326,,,,,48.6726,-98.15383,,,POD,Unspecified,16005820ABB4,,Ground Water,ND,
2569,NDwr_S2443,,NDwr_WS1,,Unspecified,Cavalier,4326,,,,,48.6726,-98.15383,,,POD,Unspecified,16005820ABB3,,Ground Water,ND,
2570,NDwr_S2444,,NDwr_WS1,,Unspecified,Cavalier,4326,,,,,48.6726,-98.15383,,,POD,Unspecified,16005820ABB5,,Ground Water,ND,
2571,NDwr_S2445,,NDwr_WS1,,Unspecified,McIntosh,4326,,,,,45.9969,-99.54851,,,POD,Unspecified,12907115AA,,Ground Water,ND,
2572,NDwr_S2446,,NDwr_WS2,,Unspecified,Mountrail,4326,,,,,48.31849,-102.76116,,,POD,Unspecified,15609422CB,,Surface Water,ND,
2573,NDwr_S2447,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.37683,-100.94301,,,POD,Unspecified,15708036CA,,Ground Water,ND,
2574,NDwr_S2448,,NDwr_WS2,,Unspecified,Wells,4326,,,,,47.71468,-99.42839,,,POD,Unspecified,14906924AA,,Surface Water,ND,
2575,NDwr_S2449,,NDwr_WS1,,Unspecified,McLean,4326,,,,,47.73403,-101.11343,,,POD,Unspecified,14908212CD,,Ground Water,ND,
2576,NDwr_S2450,,NDwr_WS1,,Unspecified,McLean,4326,,,,,47.71956,-101.12954,,,POD,Unspecified,14908214DC,,Ground Water,ND,
2577,NDwr_S2451,,NDwr_WS2,,Unspecified,Oliver,4326,,,,,47.05167,-101.29142,,,POD,Unspecified,14108411BA,,Surface Water,ND,
2578,NDwr_S2452,,NDwr_WS2,,Unspecified,Stark,4326,,,,,46.87797,-102.73962,,,POD,Unspecified,13909601CD,,Surface Water,ND,
2579,NDwr_S2453,,NDwr_WS2,,Unspecified,Stark,4326,,,,,46.84542,-103.20305,,,POD,Unspecified,13909920BA,,Surface Water,ND,
2580,NDwr_S2454,,NDwr_WS2,,Unspecified,Billings,4326,,,,,47.21387,-103.13074,,,POD,Unspecified,14309808CD,,Surface Water,ND,
2581,NDwr_S2455,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.76559,-99.94989,,,POD,Unspecified,13807318CC,,Ground Water,ND,
2582,NDwr_S2456,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.76916,-99.93017,,,POD,Unspecified,13807317CB,,Ground Water,ND,
2583,NDwr_S2457,,NDwr_WS1,,Unspecified,Morton,4326,,,,,46.81043,-101.83054,,,POD,Unspecified,13908831DBAC,,Ground Water,ND,
2584,NDwr_S2458,,NDwr_WS1,,Unspecified,Morton,4326,,,,,46.81134,-101.83054,,,POD,Unspecified,13908831DBAB,,Ground Water,ND,
2585,NDwr_S2459,,NDwr_WS2,,Unspecified,Barnes,4326,,,,,46.99224,-98.09462,,,POD,Unspecified,14105936AB,,Surface Water,ND,
2586,NDwr_S2460,,NDwr_WS2,,Unspecified,Barnes,4326,,,,,46.98861,-98.09462,,,POD,Unspecified,14105936AC,,Surface Water,ND,
2587,NDwr_S2461,,NDwr_WS2,,Unspecified,Barnes,4326,,,,,46.98497,-98.08937,,,POD,Unspecified,14105936DA,,Surface Water,ND,
2588,NDwr_S2462,,NDwr_WS2,,Unspecified,Barnes,4326,,,,,46.99226,-98.08932,,,POD,Unspecified,14105936AA,,Surface Water,ND,
2589,NDwr_S2463,,NDwr_WS2,,Unspecified,Barnes,4326,,,,,46.98861,-98.08934,,,POD,Unspecified,14105936AD,,Surface Water,ND,
2590,NDwr_S2464,,NDwr_WS2,,Unspecified,McKenzie,4326,,,,,47.91879,-103.73062,,,POD,Unspecified,15110210BB,,Surface Water,ND,
2591,NDwr_S2465,,NDwr_WS2,,Unspecified,McKenzie,4326,,,,,47.9188,-103.72526,,,POD,Unspecified,15110210BA,,Surface Water,ND,
2592,NDwr_S2466,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.79545,-99.68545,,,POD,Unspecified,13807106D,,Ground Water,ND,
2593,NDwr_S2467,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.78809,-99.66453,,,POD,Unspecified,13807108A,,Ground Water,ND,
2594,NDwr_S2468,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.79535,-99.67502,,,POD,Unspecified,13807105C,,Ground Water,ND,
2595,NDwr_S2469,,NDwr_WS2,,Unspecified,Golden Valley,4326,,,,,46.863,-103.89995,,,POD,Unspecified,13910511CC,,Surface Water,ND,
2596,NDwr_S2470,,NDwr_WS2,,Unspecified,Golden Valley,4326,,,,,46.86301,-103.88941,,,POD,Unspecified,13910511DC,,Surface Water,ND,
2597,NDwr_S2471,,NDwr_WS2,,Unspecified,McKenzie,4326,,,,,47.74169000000001,-103.87534,,,POD,Unspecified,14910309BD,,Surface Water,ND,
2598,NDwr_S2472,,NDwr_WS2,,Unspecified,Bottineau,4326,,,,,48.95688,-100.63491,,,POD,Unspecified,16307710CA,,Surface Water,ND,
2599,NDwr_S2473,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.31169000000001,-97.81827,,,POD,Unspecified,15605622DDD,,Ground Water,ND,
2600,NDwr_S2474,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.31169000000001,-97.81827,,,POD,Unspecified,15605622DDD2,,Ground Water,ND,
2601,NDwr_S2475,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.31169000000001,-97.81827,,,POD,Unspecified,15605622DDD3,,Ground Water,ND,
2602,NDwr_S2476,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.272773,-97.797985,,,POD,Unspecified,15505602DA,,Ground Water,ND,
2603,NDwr_S2477,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.301719,-97.803299,,,POD,Unspecified,15605626DB,,Ground Water,ND,
2604,NDwr_S2478,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.294482,-97.797866,,,POD,Unspecified,15605635AA,,Ground Water,ND,
2605,NDwr_S2479,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.290858,-97.803334,,,POD,Unspecified,15605635AC,,Ground Water,ND,
2606,NDwr_S2480,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.287232,-97.797895,,,POD,Unspecified,15605635DA,,Ground Water,ND,
2607,NDwr_S2481,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.283558,-97.792458,,,POD,Unspecified,15605636CC,,Ground Water,ND,
2608,NDwr_S2482,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.279931,-97.792507,,,POD,Unspecified,15505601BB,,Ground Water,ND,
2609,NDwr_S2483,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.276301,-97.792518,,,POD,Unspecified,15505601BC,,Ground Water,ND,
2610,NDwr_S2484,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.269149,-97.797998,,,POD,Unspecified,15505602DD,,Ground Water,ND,
2611,NDwr_S2485,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.265527,-97.798049,,,POD,Unspecified,15505611AA,,Ground Water,ND,
2612,NDwr_S2486,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.31169000000001,-97.82098,,,POD,Unspecified,15605622DDC,,Ground Water,ND,
2613,NDwr_S2487,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,48.14412700000001,-97.703489,,,POD,Unspecified,15405522W,,Ground Water,ND,
2614,NDwr_S2488,,NDwr_WS1,,Unspecified,Grand Forks,4326,,,,,48.154948,-97.698032,,,POD,Unspecified,15405515S,,Ground Water,ND,
2615,NDwr_S2489,,NDwr_WS2,,Unspecified,Stark,4326,,,,,46.83819,-103.19245,,,POD,Unspecified,13909920DA,,Surface Water,ND,
2616,NDwr_S2490,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.91342,-99.6946,,,POD,Unspecified,14007130CN,,Ground Water,ND,
2617,NDwr_S2491,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.91887,-99.68685,,,POD,Unspecified,14007130AW,,Ground Water,ND,
2618,NDwr_S2492,,NDwr_WS1,,Unspecified,Kidder,4326,,,,,46.90979,-99.68688,,,POD,Unspecified,14007130DC,,Ground Water,ND,
2619,NDwr_S2493,,NDwr_WS1,,Unspecified,Sioux,4326,,,,,46.38763,-100.79534,,,POD,Unspecified,13408030CC,,Ground Water,ND,
2620,NDwr_S2494,,NDwr_WS2,,Unspecified,Sioux,4326,,,,,46.00755,-101.66893,,,POD,Unspecified,12908810DA,,Surface Water,ND,
2621,NDwr_S2495,,NDwr_WS2,,Unspecified,Stark,4326,,,,,46.82417,-102.33077,,,POD,Unspecified,13909230DA,,Surface Water,ND,
2622,NDwr_S2496,,NDwr_WS2,,Unspecified,Stark,4326,,,,,46.83505,-102.34559,,,POD,Unspecified,13909219CC,,Surface Water,ND,
2623,NDwr_S2497,,NDwr_WS1,,Unspecified,Walsh,4326,,,,,48.50129,-97.78335,,,POD,Unspecified,15805518DC,,Ground Water,ND,
2624,NDwr_S2498,,NDwr_WS2,,Unspecified,Bowman,4326,,,,,46.25818,-103.62112,,,POD,Unspecified,13210413AD,,Surface Water,ND,
2625,NDwr_S2499,,NDwr_WS2,,Unspecified,Bowman,4326,,,,,46.26915,-103.61594,,,POD,Unspecified,13210307CB,,Surface Water,ND,
2626,NDwr_S2500,,NDwr_WS2,,Unspecified,Stark,4326,,,,,46.92834000000001,-102.64029,,,POD,Unspecified,14009523BC,,Surface Water,ND,
2627,NDwr_S2501,,NDwr_WS2,,Unspecified,Golden Valley,4326,,,,,46.80861,-103.66454,,,POD,Unspecified,13910334CA,,Surface Water,ND,
2628,NDwr_S2502,,NDwr_WS2,,Unspecified,Golden Valley,4326,,,,,46.80861,-103.65399,,,POD,Unspecified,13910334DA,,Surface Water,ND,
2629,NDwr_S2503,,NDwr_WS2,,Unspecified,Golden Valley,4326,,,,,46.80144,-103.69609,,,POD,Unspecified,13810305AA,,Surface Water,ND,
2630,NDwr_S2504,,NDwr_WS2,,Unspecified,Golden Valley,4326,,,,,46.80151,-103.78443,,,POD,Unspecified,13810403AB,,Surface Water,ND,
2631,NDwr_S2505,,NDwr_WS1,,Unspecified,McLean,4326,,,,,47.67979,-100.96903,,,POD,Unspecified,14908031CB,,Ground Water,ND,
2632,NDwr_S2506,,NDwr_WS2,,Unspecified,Stutsman,4326,,,,,47.19863,-98.88216,,,POD,Unspecified,14306514CD,,Surface Water,ND,
2633,NDwr_S2507,,NDwr_WS2,,Unspecified,Nelson,4326,,,,,47.77928,-98.44255,,,POD,Unspecified,15006127DA,,Surface Water,ND,
2634,NDwr_S2508,,NDwr_WS1,,Unspecified,McHenry,4326,,,,,48.46757,-100.7851,,,POD,Unspecified,15807831AC,,Ground Water,ND,
2635,NDwr_S2509,,NDwr_WS2,,Unspecified,Eddy,4326,,,,,47.84554,-99.1764,,,POD,Unspecified,15006701AB,,Surface Water,ND,
2636,NDwr_S2510,,NDwr_WS1,,Unspecified,Stutsman,4326,,,,,47.30116,-98.73559,,,POD,Unspecified,14406412CDB,,Ground Water,ND,
2637,NDwr_S2511,,NDwr_WS1,,Unspecified,Stutsman,4326,,,,,47.29936,-98.73291,,,POD,Unspecified,14406412CDD,,Ground Water,ND,
2638,NDwr_S2512,,NDwr_WS1,,Unspecified,Stutsman,4326,,,,,47.30388,-98.73425,,,POD,Unspecified,14406412CA,,Ground Water,ND,
2639,NDwr_S2513,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,48.09057,-102.9227,,,POD,Unspecified,15309508AC,,Ground Water,ND,
2640,NDwr_S2514,,NDwr_WS1,,Unspecified,McKenzie,4326,,,,,48.10862,-102.88493,,,POD,Unspecified,15309503BA,,Ground Water,ND,
2641,NDwr_S2515,,NDwr_WS1,,Unspecified,Griggs,4326,,,,,47.4533,-98.38757,,,POD,Unspecified,14606124B,,Ground Water,ND,
2642,NDwr_S2516,,NDwr_WS1,,Unspecified,Ransom,4326,,,,,46.48896,-97.34828,,,POD,Unspecified,13505321D,,Ground Water,ND,
