MethodUUID,MethodName,MethodDescription,MethodNEMILink,ApplicableResourceTypeCV,MethodTypeCV,DataCoverageValue,DataQualityValueCV,DataConfidenceValue
NDSWC-Water Rights,North Dakota Water Rights,Water Rights,https://mapservice.swc.nd.gov/,Surface Ground,Adjudicated,,,
