OrganizationID,ReportingUnitNativeID,ReportingUnitName,ReportingUnitTypeCV,VariableCV,VariableSpecificCV,BeneficialUseCategory,USGSCategoryCV,WaterSourceID,MethodName,ReportYearCV,TimeframeStart,TimeframeEnd,InterbasinTransferFromID,InterbasinTransferToID,Amount,PopulationServed,IrrigatedAcreage,PowerGeneratedGWh,NAICSCodeCV,Geometry,State
UTDWRE,49033,Rich,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2016,10/1/2016,9/30/2017,,,81973.14,,,,111000,,Utah
UTDWRE,49049,Utah,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2008,10/1/2008,9/30/2009,,,166084.91,,,,111000,,Utah
UTDWRE,49011,Davis,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2009,10/1/2009,9/30/2010,,,29443.38,,,,111000,,Utah
UTDWRE,49043,Summit,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2010,10/1/2010,9/30/2011,,,34259.24,,,,111000,,Utah
UTDWRE,49029,Morgan,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2013,10/1/2013,9/30/2014,,,21070.44,,,,111000,,Utah
UTDWRE,49045,Tooele,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2006,10/1/2006,9/30/2007,,,46067.74,,,,111000,,Utah
UTDWRE,49015,Emery,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2015,10/1/2015,9/30/2016,,,95669.42,,,,111000,,Utah
UTDWRE,49057,Weber,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2006,10/1/2006,9/30/2007,,,72985.67,,,,111000,,Utah
UTDWRE,49057,Weber,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2012,10/1/2012,9/30/2013,,,79571.6,,,,111000,,Utah
UTDWRE,49039,SanPete,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2011,10/1/2011,9/30/2012,,,139832.43,,,,111000,,Utah
UTDWRE,49017,Garfield,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2008,10/1/2008,9/30/2009,,,56598.17,,,,111000,,Utah
UTDWRE,49047,Uintah,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2005,10/1/2005,9/30/2006,,,190669.14,,,,111000,,Utah
UTDWRE,49037,San Juan,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2005,10/1/2005,9/30/2006,,,21030.87,,,,111000,,Utah
UTDWRE,49053,Washington,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2009,10/1/2009,9/30/2010,,,39468.78,,,,111000,,Utah
UTDWRE,49009,Daggett,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2005,10/1/2005,9/30/2006,,,20398.17,,,,111000,,Utah
UTDWRE,49025,Kane,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2010,10/1/2010,9/30/2011,,,11445.3,,,,111000,,Utah
UTDWRE,49043,Summit,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2008,10/1/2008,9/30/2009,,,38477.42,,,,111000,,Utah
UTDWRE,49029,Morgan,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2011,10/1/2011,9/30/2012,,,15883.3,,,,111000,,Utah
UTDWRE,49029,Morgan,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2005,10/1/2005,9/30/2006,,,18264.64,,,,111000,,Utah
UTDWRE,49005,Cache,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2017,10/1/2017,9/30/2018,,,90981.69,,,,111000,,Utah
UTDWRE,49049,Utah,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2007,10/1/2007,9/30/2008,,,191608.27,,,,111000,,Utah
UTDWRE,49009,Daggett,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2011,10/1/2011,9/30/2012,,,16921.67,,,,111000,,Utah
UTDWRE,49021,Iron,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2011,10/1/2011,9/30/2012,,,136937.68,,,,111000,,Utah
UTDWRE,49023,Juab,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2006,10/1/2006,9/30/2007,,,52222.97,,,,111000,,Utah
UTDWRE,49055,Wayne,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2014,10/1/2014,9/30/2015,,,37805.42,,,,111000,,Utah
UTDWRE,49017,Garfield,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2014,10/1/2014,9/30/2015,,,39748.15,,,,111000,,Utah
UTDWRE,49001,Beaver,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2017,10/1/2017,9/30/2018,,,71016.64,,,,111000,,Utah
UTDWRE,49047,Uintah,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2011,10/1/2011,9/30/2012,,,180791.63,,,,111000,,Utah
UTDWRE,49007,Carbon,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2011,10/1/2011,9/30/2012,,,26284.71,,,,111000,,Utah
UTDWRE,49013,Duchesne,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2015,10/1/2015,9/30/2016,,,224049.04,,,,111000,,Utah
UTDWRE,49037,San Juan,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2011,10/1/2011,9/30/2012,,,18568.13,,,,111000,,Utah
UTDWRE,49007,Carbon,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2005,10/1/2005,9/30/2006,,,26807.41,,,,111000,,Utah
UTDWRE,49019,Grand,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2007,10/1/2007,9/30/2008,,,16277.47,,,,111000,,Utah
UTDWRE,49005,Cache,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2006,10/1/2006,9/30/2007,,,84427.53,,,,111000,,Utah
UTDWRE,49055,Wayne,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2008,10/1/2008,9/30/2009,,,36624.45,,,,111000,,Utah
UTDWRE,49041,Sevier,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2007,10/1/2007,9/30/2008,,,118605.78,,,,111000,,Utah
UTDWRE,49033,Rich,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2011,10/1/2011,9/30/2012,,,98303.14,,,,111000,,Utah
UTDWRE,49045,Tooele,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2015,10/1/2015,9/30/2016,,,59812.15,,,,111000,,Utah
UTDWRE,49027,Millard,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2007,10/1/2007,9/30/2008,,,258298.43,,,,111000,,Utah
UTDWRE,49049,Utah,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2013,10/1/2013,9/30/2014,,,154840.24,,,,111000,,Utah
UTDWRE,49003,Box Elder,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2011,10/1/2011,9/30/2012,,,243352.14,,,,111000,,Utah
UTDWRE,49037,San Juan,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2017,10/1/2017,9/30/2018,,,21667.37,,,,111000,,Utah
UTDWRE,49007,Carbon,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2014,10/1/2014,9/30/2015,,,26529.4,,,,111000,,Utah
UTDWRE,49019,Grand,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2013,10/1/2013,9/30/2014,,,19707.97,,,,111000,,Utah
UTDWRE,49021,Iron,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2017,10/1/2017,9/30/2018,,,129011.64,,,,111000,,Utah
UTDWRE,49009,Daggett,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2017,10/1/2017,9/30/2018,,,22932.65,,,,111000,,Utah
UTDWRE,49035,Salt Lake,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2013,10/1/2013,9/30/2014,,,19250.72,,,,111000,,Utah
UTDWRE,49031,Piute,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2015,10/1/2015,9/30/2016,,,19761.49,,,,111000,,Utah
UTDWRE,49013,Duchesne,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2007,10/1/2007,9/30/2008,,,230089.04,,,,111000,,Utah
UTDWRE,49053,Washington,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2015,10/1/2015,9/30/2016,,,35360.09,,,,111000,,Utah
UTDWRE,49051,Wasatch,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2011,10/1/2011,9/30/2012,,,26166.49,,,,111000,,Utah
UTDWRE,49033,Rich,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2017,10/1/2017,9/30/2018,,,94806.63,,,,111000,,Utah
UTDWRE,49015,Emery,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2016,10/1/2016,9/30/2017,,,91570.51,,,,111000,,Utah
UTDWRE,49029,Morgan,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2014,10/1/2014,9/30/2015,,,15043.3,,,,111000,,Utah
UTDWRE,49057,Weber,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2007,10/1/2007,9/30/2008,,,78780.03,,,,111000,,Utah
UTDWRE,49057,Weber,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2013,10/1/2013,9/30/2014,,,78267.79,,,,111000,,Utah
UTDWRE,49003,Box Elder,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2005,10/1/2005,9/30/2006,,,239263.97,,,,111000,,Utah
UTDWRE,49039,SanPete,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2012,10/1/2012,9/30/2013,,,161603.71,,,,111000,,Utah
UTDWRE,49015,Emery,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2010,10/1/2010,9/30/2011,,,91303.14,,,,111000,,Utah
UTDWRE,49051,Wasatch,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2017,10/1/2017,9/30/2018,,,32669.24,,,,111000,,Utah
UTDWRE,49043,Summit,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2005,10/1/2005,9/30/2006,,,43928.2,,,,111000,,Utah
UTDWRE,49053,Washington,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2006,10/1/2006,9/30/2007,,,36404.49,,,,111000,,Utah
UTDWRE,49039,SanPete,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2006,10/1/2006,9/30/2007,,,163382.25,,,,111000,,Utah
UTDWRE,49017,Garfield,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2011,10/1/2011,9/30/2012,,,41193.25,,,,111000,,Utah
UTDWRE,49017,Garfield,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2005,10/1/2005,9/30/2006,,,49934.26,,,,111000,,Utah
UTDWRE,49009,Daggett,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2008,10/1/2008,9/30/2009,,,16208.62,,,,111000,,Utah
UTDWRE,49053,Washington,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2012,10/1/2012,9/30/2013,,,34373.94,,,,111000,,Utah
UTDWRE,49029,Morgan,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2008,10/1/2008,9/30/2009,,,19898.18,,,,111000,,Utah
UTDWRE,49025,Kane,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2013,10/1/2013,9/30/2014,,,9563.79,,,,111000,,Utah
UTDWRE,49019,Grand,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2010,10/1/2010,9/30/2011,,,16304.81,,,,111000,,Utah
UTDWRE,49001,Beaver,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2006,10/1/2006,9/30/2007,,,76843.56,,,,111000,,Utah
UTDWRE,49021,Iron,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2014,10/1/2014,9/30/2015,,,126664.76,,,,111000,,Utah
UTDWRE,49035,Salt Lake,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2016,10/1/2016,9/30/2017,,,13892.72,,,,111000,,Utah
UTDWRE,49037,San Juan,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2008,10/1/2008,9/30/2009,,,20367.44,,,,111000,,Utah
UTDWRE,49005,Cache,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2014,10/1/2014,9/30/2015,,,57028.88,,,,111000,,Utah
UTDWRE,49047,Uintah,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2008,10/1/2008,9/30/2009,,,170283.46,,,,111000,,Utah
UTDWRE,49001,Beaver,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2014,10/1/2014,9/30/2015,,,68602.43,,,,111000,,Utah
UTDWRE,49055,Wayne,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2017,10/1/2017,9/30/2018,,,41200,,,,111000,,Utah
UTDWRE,49037,San Juan,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2014,10/1/2014,9/30/2015,,,17436.81,,,,111000,,Utah
UTDWRE,49007,Carbon,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2008,10/1/2008,9/30/2009,,,29472.19,,,,111000,,Utah
UTDWRE,49019,Grand,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2016,10/1/2016,9/30/2017,,,18597.2,,,,111000,,Utah
UTDWRE,49015,Emery,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2013,10/1/2013,9/30/2014,,,81684.5,,,,111000,,Utah
UTDWRE,49035,Salt Lake,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2010,10/1/2010,9/30/2011,,,15893.7,,,,111000,,Utah
UTDWRE,49039,SanPete,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2015,10/1/2015,9/30/2016,,,137788.78,,,,111000,,Utah
UTDWRE,49041,Sevier,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2010,10/1/2010,9/30/2011,,,106632.77,,,,111000,,Utah
UTDWRE,49055,Wayne,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2011,10/1/2011,9/30/2012,,,31326.97,,,,111000,,Utah
UTDWRE,49009,Daggett,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2014,10/1/2014,9/30/2015,,,16958.72,,,,111000,,Utah
UTDWRE,49007,Carbon,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2017,10/1/2017,9/30/2018,,,28165.39,,,,111000,,Utah
UTDWRE,49011,Davis,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2015,10/1/2015,9/30/2016,,,25718.27,,,,111000,,Utah
UTDWRE,49045,Tooele,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2012,10/1/2012,9/30/2013,,,71232,,,,111000,,Utah
UTDWRE,49025,Kane,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2016,10/1/2016,9/30/2017,,,9112.84,,,,111000,,Utah
UTDWRE,49057,Weber,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2010,10/1/2010,9/30/2011,,,62470.16,,,,111000,,Utah
UTDWRE,49015,Emery,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2007,10/1/2007,9/30/2008,,,78053.9,,,,111000,,Utah
UTDWRE,49049,Utah,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2010,10/1/2010,9/30/2011,,,144841.19,,,,111000,,Utah
UTDWRE,49003,Box Elder,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2008,10/1/2008,9/30/2009,,,290716.84,,,,111000,,Utah
UTDWRE,49033,Rich,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2014,10/1/2014,9/30/2015,,,91004.89,,,,111000,,Utah
UTDWRE,49027,Millard,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2010,10/1/2010,9/30/2011,,,221896.88,,,,111000,,Utah
UTDWRE,49051,Wasatch,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2008,10/1/2008,9/30/2009,,,33067.79,,,,111000,,Utah
UTDWRE,49051,Wasatch,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2014,10/1/2014,9/30/2015,,,25337.76,,,,111000,,Utah
UTDWRE,49011,Davis,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2007,10/1/2007,9/30/2008,,,38740.14,,,,111000,,Utah
UTDWRE,49043,Summit,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2016,10/1/2016,9/30/2017,,,35612.91,,,,111000,,Utah
UTDWRE,49023,Juab,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2017,10/1/2017,9/30/2018,,,53278.23,,,,111000,,Utah
UTDWRE,49049,Utah,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2016,10/1/2016,9/30/2017,,,157837.21,,,,111000,,Utah
UTDWRE,49039,SanPete,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2009,10/1/2009,9/30/2010,,,161535.72,,,,111000,,Utah
UTDWRE,49033,Rich,County,Consumptive Use,"Consumptive Use, Irrigation",Agriculture,Irrigation,Fresh_SW_GW,Consumptive Use Estimate,2008,10/1/2008,9/30/2009,,,81963.94,,,,111000,,Utah
UTDWRE,49001,Beaver,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,37688.87,,,,111000,,Utah
UTDWRE,49003,Box Elder,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,43800.55,,,,111000,,Utah
UTDWRE,49005,Cache,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,4524.04,,,,111000,,Utah
UTDWRE,49007,Carbon,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,25.24,,,,111000,,Utah
UTDWRE,49009,Daggett,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,565.05,,,,111000,,Utah
UTDWRE,49011,Davis,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,4202.57,,,,111000,,Utah
UTDWRE,49013,Duchesne,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,1137.69,,,,111000,,Utah
UTDWRE,49015,Emery,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,93.97,,,,111000,,Utah
UTDWRE,49017,Garfield,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,3770.65,,,,111000,,Utah
UTDWRE,49019,Grand,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,3956.49,,,,111000,,Utah
UTDWRE,49021,Iron,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,109485.86,,,,111000,,Utah
UTDWRE,49023,Juab,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,17244.02,,,,111000,,Utah
UTDWRE,49025,Kane,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,1885.52,,,,111000,,Utah
UTDWRE,49027,Millard,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,103026.68,,,,111000,,Utah
UTDWRE,49029,Morgan,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,244.98,,,,111000,,Utah
UTDWRE,49031,Piute,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,438.33,,,,111000,,Utah
UTDWRE,49033,Rich,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,218.8,,,,111000,,Utah
UTDWRE,49035,Salt Lake,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,950.51,,,,111000,,Utah
UTDWRE,49037,San Juan,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,2225.03,,,,111000,,Utah
UTDWRE,49039,SanPete,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,11222.96,,,,111000,,Utah
UTDWRE,49041,Sevier,County,Withdrawal,"Withdrawal, Irrigation",Agriculture,Irrigation,Fresh_Groundwater,Withdrawal Volume Estimate,2005,10/1/2005,9/30/2006,,,6351.41,,,,111000,,Utah
