AllocationCropDutyAmount,Amount,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,Geometry,InterbasinTransferFromID,InterbasinTransferToID,IrrigatedAcreage,Unnamed: 11,MethodUUID,NAICSCodeCV,OrganizationUUID,PopulationServed,PowerGeneratedGWh,PowerType,Unnamed: 18,Unnamed: 19,ReportingUnitName,ReportingUnitNativeID,ReportingUnitTypeCV,ReportYearCV,Unnamed: 24,TimeframeEnd,TimeframeStart,USGSCategoryCV,UT_VariableCV,UT_VariableSpecificCV,WaterSourceID,tempWST,in_VariableSpecificCV,in_WaterSourceNativeID
,784.889814,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Parowan,2001-06-02 00:00:00,Subarea,2012,,2012-09-30,2012-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,203.988846,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Flaming Gorge Reservoir,2005-07-01 00:00:00,Subarea,2017,,2017-09-30,2017-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Blacks Fork,2001-07-01 00:00:00,Subarea,2016,,2017-09-30,2016-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Blacks Fork,2001-07-01 00:00:00,Subarea,2017,,2018-09-30,2017-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Blacks Fork,2001-07-01 00:00:00,Subarea,2018,,2019-09-30,2018-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.7,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2005,,2005-09-30,2005-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,0.7,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2006,,2006-09-30,2006-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,0.7,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2007,,2007-09-30,2007-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,0.7,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2008,,2008-09-30,2008-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,0.7,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2009,,2009-09-30,2009-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,1.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2010,,2010-09-30,2010-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,1.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2011,,2011-09-30,2011-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,1.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2012,,2012-09-30,2012-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,1.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2013,,2013-09-30,2013-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,1.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2014,,2014-09-30,2014-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,1.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2015,,2015-09-30,2015-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,1.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2016,,2016-09-30,2016-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,1.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2017,,2017-09-30,2017-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,1.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2018,,2018-09-30,2018-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2005,,2006-09-30,2005-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2006,,2007-09-30,2006-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2007,,2008-09-30,2007-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2008,,2009-09-30,2008-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2009,,2010-09-30,2009-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2010,,2011-09-30,2010-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2011,,2012-09-30,2011-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2012,,2013-09-30,2012-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2013,,2014-09-30,2013-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2014,,2015-09-30,2014-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2015,,2016-09-30,2015-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2016,,2017-09-30,2016-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2017,,2018-09-30,2017-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Smith Fork,2002-07-01 00:00:00,Subarea,2018,,2019-09-30,2018-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.30576,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2005,,2005-09-30,2005-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,0.30576,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2006,,2006-09-30,2006-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,0.30576,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2007,,2007-09-30,2007-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,0.30576,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2008,,2008-09-30,2008-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,0.30576,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2009,,2009-09-30,2009-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,0.324449,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2010,,2010-09-30,2010-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,3.288508,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2011,,2011-09-30,2011-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,3.369045,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2012,,2012-09-30,2012-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,3.451748,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2013,,2013-09-30,2013-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,3.536676,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2014,,2014-09-30,2014-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,49.800001,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Cove Fort-Black Rock,2003-06-01 00:00:00,Subarea,2018,,2018-09-30,2018-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,3.623892,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2015,,2015-09-30,2015-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,3.71346,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2016,,2016-09-30,2016-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,3.805443,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2017,,2017-09-30,2017-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,3.89991,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2018,,2018-09-30,2018-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2005,,2006-09-30,2005-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2006,,2007-09-30,2006-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2007,,2008-09-30,2007-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2010,,2011-09-30,2010-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,209.885886,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Flaming Gorge Reservoir,2005-07-01 00:00:00,Subarea,2018,,2018-09-30,2018-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,339.1,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Beaver,2001-06-01 00:00:00,Subarea,2011,,2012-09-30,2011-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,786.224318,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Parowan,2001-06-02 00:00:00,Subarea,2013,,2013-09-30,2013-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,6.4,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Cove Fort-Black Rock,2003-06-01 00:00:00,Subarea,2005,,2006-09-30,2005-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,339.1,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Beaver,2001-06-01 00:00:00,Subarea,2012,,2013-09-30,2012-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2011,,2012-09-30,2011-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,202.019138,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Flaming Gorge Reservoir,2005-07-01 00:00:00,Subarea,2005,,2006-09-30,2005-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,6.4,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Cove Fort-Black Rock,2003-06-01 00:00:00,Subarea,2006,,2007-09-30,2006-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,339.1,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Beaver,2001-06-01 00:00:00,Subarea,2013,,2014-09-30,2013-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2012,,2013-09-30,2012-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,202.019138,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Flaming Gorge Reservoir,2005-07-01 00:00:00,Subarea,2006,,2007-09-30,2006-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,6.4,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Cove Fort-Black Rock,2003-06-01 00:00:00,Subarea,2007,,2008-09-30,2007-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,339.1,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Beaver,2001-06-01 00:00:00,Subarea,2014,,2015-09-30,2014-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,0.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Henry's Fork,2003-07-01 00:00:00,Subarea,2013,,2014-09-30,2013-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,202.019138,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Flaming Gorge Reservoir,2005-07-01 00:00:00,Subarea,2007,,2008-09-30,2007-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,6.4,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Cove Fort-Black Rock,2003-06-01 00:00:00,Subarea,2008,,2009-09-30,2008-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,1691.80476,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Beaver,2001-06-01 00:00:00,Subarea,2015,,2016-09-30,2015-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,2536.34,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Beaver,2001-06-01 00:00:00,Subarea,2016,,2017-09-30,2016-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,2958.12,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Beaver,2001-06-01 00:00:00,Subarea,2017,,2018-09-30,2017-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,2311.0,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Beaver,2001-06-01 00:00:00,Subarea,2018,,2019-09-30,2018-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Surface Water,Surface Water,Withdrawal_Annual_Municipal/Industrial_Surface Water,WaDEUT_WS3
,13501.5638,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Milford,2002-06-01 00:00:00,Subarea,2005,,2005-09-30,2005-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,13501.5638,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Milford,2002-06-01 00:00:00,Subarea,2006,,2006-09-30,2006-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,13501.5638,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Milford,2002-06-01 00:00:00,Subarea,2007,,2007-09-30,2007-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
,13501.5638,Municipal/Industrial,,,,,,,,,,Withdrawal Volume Estimate,221310,UTDWRE,,,,,,Milford,2002-06-01 00:00:00,Subarea,2008,,2008-09-30,2008-10-01,Public Supply,Withdrawal,"Withdrawal, Public Supply",Fresh_Groundwater,Groundwater,Withdrawal_Annual_Municipal/Industrial_Groundwater,WaDEUT_WS2
