SiteUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID,ReasonRemoved,index
AKwr_S643,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake MC7901,,,lake,AK,,Bad Latitude,642.0
AKwr_S644,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M 1418 and L9006,,,lake,AK,,Bad Latitude,643.0
AKwr_S645,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Prudhoe Duck Island Mine Site,,,lake,AK,,Bad Latitude,644.0
AKwr_S646,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Kuparuk Reservoir 2,,,lake,AK,,Bad Latitude,645.0
AKwr_S647,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Ninilchik Unit Kalotsa and Blossom Pad Water Wells,,,well,AK,,Bad Latitude,646.0
AKwr_S652,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 22A,,,lake,AK,,Bad Latitude,651.0
AKwr_S653,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Smith Bay,,,other,AK,,Bad Latitude,652.0
AKwr_S654,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,North Prudhoe Bay State #2,,,well,AK,,Bad Latitude,653.0
AKwr_S655,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Drill Site 18,,,well,AK,,Bad Latitude,654.0
AKwr_S656,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Drill Site 15,,,well,AK,,Bad Latitude,655.0
AKwr_S657,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Duck Island  Mine Site,,,lake,AK,,Bad Latitude,656.0
AKwr_S658,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Sag River Mine Site C/Vern Lake,,,lake,AK,,Bad Latitude,657.0
AKwr_S659,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Mine Site E,,,lake,AK,,Bad Latitude,658.0
AKwr_S660,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Mine Site C,,,lake,AK,,Bad Latitude,659.0
AKwr_S661,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Beluga River Unit M-Pad Water Well,,,well,AK,,Bad Latitude,660.0
AKwr_S662,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Artesian Well near Granite Point,,,well,AK,,Bad Latitude,661.0
AKwr_S663,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Kuparuk Mine Sites D,,,lake,AK,,Bad Latitude,662.0
AKwr_S664,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake #3,,,lake,AK,,Bad Latitude,663.0
AKwr_S665,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Deep Creek Unit Star Pad Well #1,,,well,AK,,Bad Latitude,664.0
AKwr_S666,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Oooguruk Island in Harrison Bay,,,other,AK,,Bad Latitude,665.0
AKwr_S667,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Kenai Gas Field Pad 14-6 and 41-7 Wells,,,well,AK,,Bad Latitude,666.0
AKwr_S668,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Kenai Gas Field Electrical Shop,,,well,AK,,Bad Latitude,667.0
AKwr_S669,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Deep Creek Unit Happy Valley B Pad Well #1,,,well,AK,,Bad Latitude,668.0
AKwr_S670,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Milne Point K Pad Well,,,well,AK,,Bad Latitude,669.0
AKwr_S671,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Ninilchik Unit Grassim Oskolkoff (GO) Pad Water Well 1,,,well,AK,,Bad Latitude,670.0
AKwr_S672,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M0016,,,lake,AK,,Bad Latitude,671.0
AKwr_S673,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake M0250,,,well,AK,,Bad Latitude,672.0
AKwr_S674,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake MB1202,,,well,AK,,Bad Latitude,673.0
AKwr_S675,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"Kuparuk Reservoir 2, Uses outside WOA",,,lake,AK,,Bad Latitude,674.0
AKwr_S676,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M1523A,,,lake,AK,,Bad Latitude,675.0
AKwr_S677,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake K120,,,lake,AK,,Bad Latitude,676.0
AKwr_S678,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake M0251,,,lake,AK,,Bad Latitude,677.0
AKwr_S679,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Mine Site D and Mine Site F,,,lake,AK,,Bad Latitude,678.0
AKwr_S680,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Milne Point Unit Unnamed MPU Road Lake,,,lake,AK,,Bad Latitude,679.0
AKwr_S681,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M0104/M0235/M1523A,,,lake,AK,,Bad Latitude,680.0
AKwr_S682,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Mine Site B/Six Mile Lake,,,lake,AK,,Bad Latitude,681.0
AKwr_S683,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Cannery Loop Unit Pad 1 Water Well,,,well,AK,,Bad Latitude,682.0
AKwr_S684,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"Lake K309, Kuparuk Mine Site E East and other lakes",,,lake,AK,,Bad Latitude,683.0
AKwr_S685,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Production - #3 Lake Pump,,,lake,AK,,Bad Latitude,684.0
AKwr_S686,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,#1 Lake Pump,,,lake,AK,,Bad Latitude,685.0
AKwr_S687,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,#2 Lake Pump,,,lake,AK,,Bad Latitude,686.0
AKwr_S688,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Domestic - #1 Lake house,,,lake,AK,,Bad Latitude,687.0
AKwr_S689,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,well #4,,,well,AK,,Bad Latitude,688.0
AKwr_S690,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake L9123/K210,,,lake,AK,,Bad Latitude,689.0
AKwr_S691,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"Lakes 20, 21, 22, 23, 24",,,lake,AK,,Bad Latitude,690.0
AKwr_S692,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Ikroavik Lake,,,lake,AK,,Bad Latitude,691.0
AKwr_S693,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Isatkoak Lagoon,,,lake,AK,,Bad Latitude,692.0
AKwr_S694,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,L9327/M9313/M9606,,,creek,AK,,Bad Latitude,693.0
AKwr_S695,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M9602/M9605,,,lake,AK,,Bad Latitude,694.0
AKwr_S696,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"M1518,1519,1520,1517B",,,lake,AK,,Bad Latitude,695.0
AKwr_S697,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Vern Lake,,,lake,AK,,Bad Latitude,696.0
AKwr_S698,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Duck Island Mine Site,,,lake,AK,,Bad Latitude,697.0
AKwr_S699,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Ikroavik Lake plus 2,,,lake,AK,,Bad Latitude,698.0
AKwr_S700,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,R0058,,,lake,AK,,Bad Latitude,699.0
AKwr_S702,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Milne Point J Pad Water Well MPJ-02,,,well,AK,,Bad Latitude,701.0
AKwr_S703,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Tolsona Lake,,,lake,AK,,Bad Latitude,702.0
AKwr_S705,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,L9325,,,lake,AK,,Bad Latitude,704.0
AKwr_S706,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,AEA-WS-#1,,,lake,AK,,Bad Latitude,705.0
AKwr_S707,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,W.S.-#3A,,,river,AK,,Bad Latitude,706.0
AKwr_S708,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well 5,,,well,AK,,Bad Latitude,707.0
AKwr_S709,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Cannery Loop Unit Pad 3 Water Well,,,well,AK,,Bad Latitude,708.0
AKwr_S713,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake Colleen,,,lake,AK,,Bad Latitude,712.0
AKwr_S714,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,B8533/L9315/M9603,,,lake,AK,,Bad Latitude,713.0
AKwr_S715,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Kuparuk Reservoir #2,,,lake,AK,,Bad Latitude,714.0
AKwr_S716,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,LAKE K301,,,lake,AK,,Bad Latitude,715.0
AKwr_S718,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,LAKE COLLEEN,,,well,AK,,Bad Latitude,717.0
AKwr_S719,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M0302,,,lake,AK,,Bad Latitude,718.0
AKwr_S720,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Four Lakes in PBU,,,lake,AK,,Bad Latitude,719.0
AKwr_S721,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M0702,,,lake,AK,,Bad Latitude,720.0
AKwr_S722,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M0244/M0301/L9804/L9805,,,lake,AK,,Bad Latitude,721.0
AKwr_S723,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,3 water sources,,,lake,AK,,Bad Latitude,722.0
AKwr_S724,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M0305A,,,lake,AK,,Bad Latitude,723.0
AKwr_S725,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,L9307,,,lake,AK,,Bad Latitude,724.0
AKwr_S726,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M0707/M0705,,,lake,AK,,Bad Latitude,725.0
AKwr_S727,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Pearl Pad pad well 1A / Camp Water,,,well,AK,,Bad Latitude,726.0
AKwr_S728,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,K210,,,lake,AK,,Bad Latitude,727.0
AKwr_S729,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Ninilchik Unit State Pad,,,well,AK,,Bad Latitude,728.0
AKwr_S730,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,5 water sources,,,lake,AK,,Bad Latitude,729.0
AKwr_S731,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,5 water sources,,,well,AK,,Bad Latitude,730.0
AKwr_S732,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M9912,,,lake,AK,,Bad Latitude,731.0
AKwr_S733,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M0254,,,lake,AK,,Bad Latitude,732.0
AKwr_S734,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,MM1704/MM1705,,,lake,AK,,Bad Latitude,733.0
AKwr_S735,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M9906,,,lake,AK,,Bad Latitude,734.0
AKwr_S736,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Ninilchik Unit Falls Creek,,,well,AK,,Bad Latitude,735.0
AKwr_S737,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Four  Impoundments in PBU,,,lake,AK,,Bad Latitude,736.0
AKwr_S738,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,South Well,,,well,AK,,Bad Latitude,737.0
AKwr_S739,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Little Goldstream Creek,,,creek,AK,,Bad Latitude,738.0
AKwr_S740,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Ninilchik Unit Susan Dionne Pad,,,well,AK,,Bad Latitude,739.0
AKwr_S741,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Kenai Gas Field Pad 14-6 Electrical Shop Well,,,well,AK,,Bad Latitude,740.0
AKwr_S742,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Granite Point Tank Farm Well #1 and Well #2,,,well,AK,,Bad Latitude,741.0
AKwr_S743,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,MineSite 2017 Cell,,,lake,AK,,Bad Latitude,742.0
AKwr_S744,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,200' DEEP WELL,,,well,AK,,Bad Latitude,743.0
AKwr_S745,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"Drilled Well TW-9, 348ft",,,well,AK,,Bad Latitude,744.0
AKwr_S746,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 10 and 11,,,lake,AK,,Bad Latitude,745.0
AKwr_S747,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"Lakes 12, 13, 14, 15",,,lake,AK,,Bad Latitude,746.0
AKwr_S748,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Five Impoundments in PBU,,,lake,AK,,Bad Latitude,747.0
AKwr_S749,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Olliktok Point,,,lake,AK,,Bad Latitude,748.0
AKwr_S750,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well 4,,,well,AK,,Bad Latitude,749.0
AKwr_S751,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,DS16 Reserve Pits and Impoundments,,,lake,AK,,Bad Latitude,750.0
AKwr_S752,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"M-04,M-06, Nopoint Creek",,,creek,AK,,Bad Latitude,751.0
AKwr_S753,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 9006,,,lake,AK,,Bad Latitude,752.0
AKwr_S754,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake GBP001,,,lake,AK,,Bad Latitude,753.0
AKwr_S755,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake GBP004,,,lake,AK,,Bad Latitude,754.0
AKwr_S756,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M9925,,,lake,AK,,Bad Latitude,755.0
AKwr_S757,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,L9803 (FH13-III-0315)/L9823/L9832,,,lake,AK,,Bad Latitude,756.0
AKwr_S758,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M0353 (FH13-III-0358),,,lake,AK,,Bad Latitude,757.0
AKwr_S759,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M0024 (FH13-III-0391)/M1301 (FH13-III-0392),,,lake,AK,,Bad Latitude,758.0
AKwr_S760,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,MB0401/Z06005/Z06006/R0062/R0070,,,lake,AK,,Bad Latitude,759.0
AKwr_S761,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,L9323 (FH03-III-0380 #5),,,lake,AK,,Bad Latitude,760.0
AKwr_S762,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"B8530, B8531, L9323, L9326, M9606",,,lake,AK,,Bad Latitude,761.0
AKwr_S763,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,MM1851,,,lake,AK,,Bad Latitude,762.0
AKwr_S764,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M9620,,,lake,AK,,Bad Latitude,763.0
AKwr_S765,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Milne Point E Pad Water Well MPE-15,,,well,AK,,Bad Latitude,764.0
AKwr_S766,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,1B-N/NS,,,lake,AK,,Bad Latitude,765.0
AKwr_S767,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,1B-S,,,lake,AK,,Bad Latitude,766.0
AKwr_S768,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,LAKE R0507 AND LAKE K302 WEST.,,,lake,AK,,Bad Latitude,767.0
AKwr_S769,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,NGI Impoundments,,,lake,AK,,Bad Latitude,768.0
AKwr_S770,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,WDSP Impoundments,,,lake,AK,,Bad Latitude,769.0
AKwr_S771,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,DS13/LGI Ponds and Impoundments,,,lake,AK,,Bad Latitude,770.0
AKwr_S772,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,PBOC Ponds and impoundments,,,lake,AK,,Bad Latitude,771.0
AKwr_S773,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,East Dock Ponds,,,lake,AK,,Bad Latitude,772.0
AKwr_S774,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Put 23 Mine Site,,,lake,AK,,Bad Latitude,773.0
AKwr_S775,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,West Beach State Lake,,,lake,AK,,Bad Latitude,774.0
AKwr_S776,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"Muskrat Hole, Davis Pond and three creeks",,,creek,AK,,Bad Latitude,775.0
AKwr_S777,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M9922/M9923/M9914,,,lake,AK,,Bad Latitude,776.0
AKwr_S778,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Kuparuk RESERVOIR 5,,,lake,AK,,Bad Latitude,777.0
AKwr_S779,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,L9817 (FH12-III-0265),,,lake,AK,,Bad Latitude,778.0
AKwr_S780,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Beluga River Unit Pads Water Wells,,,well,AK,,Bad Latitude,779.0
AKwr_S781,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"TW-1A, addition to TW-8",,,well,AK,,Bad Latitude,780.0
AKwr_S782,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Great Bear Lake 3,,,lake,AK,,Bad Latitude,781.0
AKwr_S783,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Mine Site Annie Pit,,,lake,AK,,Bad Latitude,782.0
AKwr_S784,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,L9312 (FG99-III-0051 #9),,,lake,AK,,Bad Latitude,783.0
AKwr_S785,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,-144.942143582999,64.4486002175,,,POD,Construction Water,WaDEAK_S782,,well,AK,,Bad Latitude,784.0
AKwr_S786,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,-144.9143,64.4523,,,POD,Diversion ditches,WaDEAK_S783,,well,AK,,Bad Latitude,785.0
AKwr_S787,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,-144.9143,64.4523,,,POD,RTP seepage collection system well #9,WaDEAK_S784,,well,AK,,Bad Latitude,786.0
AKwr_S788,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,-144.9143,64.4523,,,POD,RTP seepage collection system wells #5-8,WaDEAK_S785,,well,AK,,Bad Latitude,787.0
AKwr_S789,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,-144.9143,64.4523,,,POD,RTP seepage collection system wells,WaDEAK_S786,,well,AK,,Bad Latitude,788.0
AKwr_S790,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,-144.9143,64.4523,,,POD,"Rosa Cr, Caribou Cr, Gilles Cr, Shaw Cr",WaDEAK_S787,,well,AK,,Bad Latitude,789.0
AKwr_S791,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,-144.9143,64.4523,,,POD,Underground water recycle,WaDEAK_S788,,well,AK,,Bad Latitude,790.0
AKwr_S792,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,-144.9143,64.4523,,,POD,2150 portal underground workings,WaDEAK_S789,,well,AK,,Bad Latitude,791.0
AKwr_S793,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well Pump Station 7,,,well,AK,,Bad Latitude,792.0
AKwr_S794,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Pond_ Pump Station 5,,,well,AK,,Bad Latitude,793.0
AKwr_S795,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well_ Pump Station 5,,,well,AK,,Bad Latitude,794.0
AKwr_S796,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,OMS 53-2,,,well,AK,,Bad Latitude,795.0
AKwr_S797,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Yukon River,,,river,AK,,Bad Latitude,796.0
AKwr_S6,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,61.34505,149.15431999999998,,,POD,Pump 1,WaDEAK_S6,,well,AK,,Bad Longitude,3.0
AKwr_S7,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,61.34505,149.15431999999998,,,POD,Pump 2,WaDEAK_S7,,well,AK,,Bad Longitude,4.0
AKwr_S88,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,63.513009999999994,148.57154,,,POD,Nenana River,WaDEAK_S88,,river,AK,,Bad Longitude,33.0
