index,SiteUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID
12063,OKwr_S12064,,Unspecified,Wagoner,EPSG:4326,,,,11110101.0,35.844932,-95.61442031,,,POD,Unspecified,20453,,Groundwater,OK,
12064,OKwr_S12065,,Unspecified,Logan,EPSG:4326,,,,11050002.0,35.85159647,-97.41980012,,,POD,Unspecified,20229,,Groundwater,OK,
12065,OKwr_S12066,,Unspecified,Logan,EPSG:4326,,,,11050002.0,35.8552545,-97.41756439,,,POD,Unspecified,20232,,Groundwater,OK,
12066,OKwr_S12067,,Unspecified,Logan,EPSG:4326,,,,11050002.0,35.85159654,-97.41309662,,,POD,Unspecified,20231,,Groundwater,OK,
12067,OKwr_S12068,,Unspecified,Logan,EPSG:4326,,,,11050002.0,35.8461745,-97.4131115,,,POD,Unspecified,20230,,Groundwater,OK,
12068,OKwr_S12069,,Unspecified,Blaine,EPSG:4326,,,,11100301.0,35.84211375,-98.3765925,,,POD,Unspecified,20379,,Groundwater,OK,
12069,OKwr_S12070,,Unspecified,Blaine,EPSG:4326,,,,11100301.0,35.84210241,-98.37882193,,,POD,Unspecified,20380,,Groundwater,OK,
12070,OKwr_S12071,,Unspecified,Blaine,EPSG:4326,,,,11100301.0,35.847558,-98.378816,,,POD,Unspecified,20382,,Groundwater,OK,
12071,OKwr_S12072,,Unspecified,Blaine,EPSG:4326,,,,11100301.0,35.84392951,-98.37658537,,,POD,Unspecified,20381,,Groundwater,OK,
12072,OKwr_S12073,,Unspecified,Payne,EPSG:4326,,,,11050003.0,35.9627625,-97.0395405,,,POD,Unspecified,20665,,Groundwater,OK,
12073,OKwr_S12074,,Unspecified,Payne,EPSG:4326,,,,11050003.0,35.9627625,-97.041751,,,POD,Unspecified,20664,,Groundwater,OK,
12074,OKwr_S12075,,Unspecified,Payne,EPSG:4326,,,,11050003.0,35.9663765,-97.0461945,,,POD,Unspecified,20666,,Groundwater,OK,
12075,OKwr_S12076,,Unspecified,Roger Mills,EPSG:4326,,,,11090201.0,35.89799313,-99.87288529,,,POD,Unspecified,20586,,Groundwater,OK,
12076,OKwr_S12077,,Unspecified,Roger Mills,EPSG:4326,,,,11090201.0,35.89794418,-99.87079773,,,POD,Unspecified,20585,,Groundwater,OK,
12077,OKwr_S12078,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,35.97574531,-97.92464301,,,POD,Unspecified,20839,,Groundwater,OK,
12078,OKwr_S12079,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,35.98511871,-97.94236866,,,POD,Unspecified,20848,,Groundwater,OK,
12079,OKwr_S12080,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,35.98510805,-97.93802353,,,POD,Unspecified,20845,,Groundwater,OK,
12080,OKwr_S12081,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,35.97761071,-97.93356958,,,POD,Unspecified,20846,,Groundwater,OK,
12081,OKwr_S12082,,Unspecified,Roger Mills,EPSG:4326,,,,11130301.0,35.79899099,-99.83719718,,,POD,Unspecified,20139,,Groundwater,OK,
12082,OKwr_S12083,,Unspecified,Roger Mills,EPSG:4326,,,,11130301.0,35.79699868,-99.83268183,,,POD,Unspecified,20152,,Groundwater,OK,
12083,OKwr_S12084,,Unspecified,Ellis,EPSG:4326,,,,11090201.0,35.8684854,-99.58534984,,,POD,Unspecified,20542,,Groundwater,OK,
12084,OKwr_S12085,,Unspecified,Blaine,EPSG:4326,,,,11100301.0,35.89100347,-98.47609393,,,POD,Unspecified,20401,,Groundwater,OK,
12085,OKwr_S12086,,Unspecified,Blaine,EPSG:4326,,,,11100301.0,35.8964225,-98.4872895,,,POD,Unspecified,20399,,Groundwater,OK,
12086,OKwr_S12087,,Unspecified,Blaine,EPSG:4326,,,,11100301.0,35.8892255,-98.485058,,,POD,Unspecified,20400,,Groundwater,OK,
12087,OKwr_S12088,,Unspecified,Blaine,EPSG:4326,,,,11100301.0,35.8928085,-98.4828275,,,POD,Unspecified,20402,,Groundwater,OK,
12088,OKwr_S12089,,Unspecified,Roger Mills,EPSG:4326,,,,11130301.0,35.77892445,-99.69762119,,,POD,Unspecified,20107,,Groundwater,OK,
12089,OKwr_S12090,,Unspecified,Roger Mills,EPSG:4326,,,,11130301.0,35.77894332,-99.69539511,,,POD,Unspecified,20108,,Groundwater,OK,
12090,OKwr_S12091,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,35.95705701,-97.80376713,,,POD,Unspecified,20808,,Groundwater,OK,
12091,OKwr_S12092,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,35.95885476,-97.80154203,,,POD,Unspecified,20807,,Groundwater,OK,
12092,OKwr_S12093,,Unspecified,Roger Mills,EPSG:4326,,,,11130301.0,35.78531579,-99.77416311,,,POD,Unspecified,20097,,Groundwater,OK,
12093,OKwr_S12094,,Unspecified,Cherokee,EPSG:4326,,,,,35.7319685,-94.84888075,,,POD,Unspecified,20068,,Groundwater,OK,
12094,OKwr_S12095,,Unspecified,Tulsa,EPSG:4326,,,,11110101.0,35.97551593,-95.90214806,,,POD,Unspecified,20900,,Groundwater,OK,
12095,OKwr_S12096,,Unspecified,Lincoln,EPSG:4326,,,,,35.8959695,-96.871426,,,POD,Unspecified,20271,,Groundwater,OK,
12096,OKwr_S12097,,Unspecified,Logan,EPSG:4326,,,,11050002.0,35.93844579,-97.66212241,,,POD,Unspecified,20697,,Groundwater,OK,
12097,OKwr_S12098,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,35.95171153,-97.81944194,,,POD,Unspecified,20812,,Groundwater,OK,
12098,OKwr_S12099,,Unspecified,Dewey,EPSG:4326,,,,11130302.0,35.8673915,-99.337364,,,POD,Unspecified,20504,,Groundwater,OK,
12099,OKwr_S12100,,Unspecified,Roger Mills,EPSG:4326,,,,11130301.0,35.7518735,-99.848715,,,POD,Unspecified,20173,,Groundwater,OK,
12100,OKwr_S12101,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,35.8675845,-98.733224,,,POD,Unspecified,20441,,Groundwater,OK,
12101,OKwr_S12102,,Unspecified,Custer,EPSG:4326,,,,11130301.0,35.7499155,-99.3646375,,,POD,Unspecified,20008,,Groundwater,OK,
12102,OKwr_S12103,,Unspecified,Custer,EPSG:4326,,,,11130301.0,35.74540605,-99.36130338,,,POD,Unspecified,20009,,Groundwater,OK,
12103,OKwr_S12104,,Unspecified,Roger Mills,EPSG:4326,,,,,35.80935422,-99.89626079,,,POD,Unspecified,20146,,Groundwater,OK,
12104,OKwr_S12105,,Unspecified,Roger Mills,EPSG:4326,,,,11130301.0,35.77889053,-99.72657259,,,POD,Unspecified,20112,,Groundwater,OK,
12105,OKwr_S12106,,Unspecified,Roger Mills,EPSG:4326,,,,11130301.0,35.77710005,-99.72870472,,,POD,Unspecified,20111,,Groundwater,OK,
12106,OKwr_S12107,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,35.97523254,-97.80156412,,,POD,Unspecified,20799,,Groundwater,OK,
12107,OKwr_S12108,,Unspecified,Tulsa,EPSG:4326,,,,,35.9491885,-95.802631,,,POD,Unspecified,20965,,Groundwater,OK,
12108,OKwr_S12109,,Unspecified,Tulsa,EPSG:4326,,,,,35.94737738,-95.80263156,,,POD,Unspecified,20966,,Groundwater,OK,
12109,OKwr_S12110,,Unspecified,Creek,EPSG:4326,,,,,35.98752185,-96.54057215,,,POD,Unspecified,20824,,Groundwater,OK,
12110,OKwr_S12111,,Unspecified,Roger Mills,EPSG:4326,,,,,35.79699583,-99.79311386,,,POD,Unspecified,20095,,Groundwater,OK,
12111,OKwr_S12112,,Unspecified,Roger Mills,EPSG:4326,,,,,35.79161331,-99.79088706,,,POD,Unspecified,20096,,Groundwater,OK,
12112,OKwr_S12113,,Unspecified,Tulsa,EPSG:4326,,,,11110101.0,35.93281338,-95.86532233,,,POD,Unspecified,20983,,Groundwater,OK,
12113,OKwr_S12114,,Unspecified,Blaine,EPSG:4326,,,,11050002.0,35.91410073,-98.47318849,,,POD,Unspecified,20895,,Groundwater,OK,
12114,OKwr_S12115,,Unspecified,Kingfisher,EPSG:4326,,,,,36.11667722,-98.10715839,,,POD,Unspecified,21864,,Groundwater,OK,
12115,OKwr_S12116,,Unspecified,Kingfisher,EPSG:4326,,,,,36.11668684,-98.1049315,,,POD,Unspecified,21865,,Groundwater,OK,
12116,OKwr_S12117,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.15764227,-97.96022953,,,POD,Unspecified,21704,,Groundwater,OK,
12117,OKwr_S12118,,Unspecified,Adair,EPSG:4326,,,,11110103.0,36.0430895,-94.6519295,,,POD,Unspecified,21615,,Groundwater,OK,
12118,OKwr_S12119,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,35.9907595,-97.902207,,,POD,Unspecified,21366,,Groundwater,OK,
12119,OKwr_S12120,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,35.98895363,-97.90220654,,,POD,Unspecified,21367,,Groundwater,OK,
12120,OKwr_S12121,,Unspecified,Roger Mills,EPSG:4326,,,,11090201.0,35.91252038,-99.3888747,,,POD,Unspecified,21152,,Groundwater,OK,
12121,OKwr_S12122,,Unspecified,Roger Mills,EPSG:4326,,,,11090201.0,35.91076548,-99.39778311,,,POD,Unspecified,21154,,Groundwater,OK,
12122,OKwr_S12123,,Unspecified,Roger Mills,EPSG:4326,,,,11090201.0,35.9008169,-99.3899015,,,POD,Unspecified,21153,,Groundwater,OK,
12123,OKwr_S12124,,Unspecified,Roger Mills,EPSG:4326,,,,11090201.0,35.92418664,-99.40340975,,,POD,Unspecified,21150,,Groundwater,OK,
12124,OKwr_S12125,,Unspecified,Roger Mills,EPSG:4326,,,,11090201.0,35.92874007,-99.38657814,,,POD,Unspecified,21147,,Groundwater,OK,
12125,OKwr_S12126,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,35.97749156,-99.2582069,,,POD,Unspecified,21102,,Groundwater,OK,
12126,OKwr_S12127,,Unspecified,Payne,EPSG:4326,,,,,35.99208511,-96.74884628,,,POD,Unspecified,21272,,Groundwater,OK,
12127,OKwr_S12128,,Unspecified,Payne,EPSG:4326,,,,11050003.0,35.9863999,-97.02854498,,,POD,Unspecified,21242,,Groundwater,OK,
12128,OKwr_S12129,,Unspecified,Dewey,EPSG:4326,,,,,35.9088575,-98.7219695,,,POD,Unspecified,21032,,Groundwater,OK,
12129,OKwr_S12130,,Unspecified,Blaine,EPSG:4326,,,,,36.06256979,-98.28282112,,,POD,Unspecified,21410,,Groundwater,OK,
12130,OKwr_S12131,,Unspecified,Blaine,EPSG:4326,,,,,36.06256447,-98.28953538,,,POD,Unspecified,21409,,Groundwater,OK,
12131,OKwr_S12132,,Unspecified,Cherokee,EPSG:4326,,,,,35.9706525,-95.0190855,,,POD,Unspecified,21137,,Groundwater,OK,
12132,OKwr_S12133,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.10371153,-98.03510755,,,POD,Unspecified,21801,,Groundwater,OK,
12133,OKwr_S12134,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.10550384,-98.03736011,,,POD,Unspecified,21800,,Groundwater,OK,
12134,OKwr_S12135,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.09561395,-98.03166601,,,POD,Unspecified,21816,,Groundwater,OK,
12135,OKwr_S12136,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.1082025,-98.04740475,,,POD,Unspecified,21806,,Groundwater,OK,
12136,OKwr_S12137,,Unspecified,Payne,EPSG:4326,,,,11050003.0,36.02314349,-96.6261929,,,POD,Unspecified,21286,,Groundwater,OK,
12137,OKwr_S12138,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,36.04314561,-98.96778129,,,POD,Unspecified,21560,,Groundwater,OK,
12138,OKwr_S12139,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,36.01519047,-99.32865497,,,POD,Unspecified,21570,,Groundwater,OK,
12139,OKwr_S12140,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.02120308,-97.71932975,,,POD,Unspecified,21279,,Groundwater,OK,
12140,OKwr_S12141,,Unspecified,Payne,EPSG:4326,,,,11050003.0,36.06214037,-96.94005338,,,POD,Unspecified,21234,,Groundwater,OK,
12141,OKwr_S12142,,Unspecified,Payne,EPSG:4326,,,,11050003.0,36.02276718,-96.85467264,,,POD,Unspecified,21259,,Groundwater,OK,
12142,OKwr_S12143,,Unspecified,Ellis,EPSG:4326,,,,11090201.0,36.0050455,-99.804002,,,POD,Unspecified,21606,,Groundwater,OK,
12143,OKwr_S12144,,Unspecified,Tulsa,EPSG:4326,,,,11110101.0,36.01550276,-95.86200786,,,POD,Unspecified,21485,,Groundwater,OK,
12144,OKwr_S12145,,Unspecified,Adair,EPSG:4326,,,,,35.96692554,-94.54247638,,,POD,Unspecified,21207,,Groundwater,OK,
12145,OKwr_S12146,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,36.0839255,-98.864429,,,POD,Unspecified,21984,,Groundwater,OK,
12146,OKwr_S12147,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,36.0839255,-98.862193,,,POD,Unspecified,21985,,Groundwater,OK,
12147,OKwr_S12148,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.02792198,-97.89455306,,,POD,Unspecified,21349,,Groundwater,OK,
12148,OKwr_S12149,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.0251445,-97.9738615,,,POD,Unspecified,21346,,Groundwater,OK,
12149,OKwr_S12150,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.02695387,-97.97839011,,,POD,Unspecified,21347,,Groundwater,OK,
12150,OKwr_S12151,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,35.95320784,-98.81847356,,,POD,Unspecified,21063,,Groundwater,OK,
12151,OKwr_S12152,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,35.95326621,-98.80960003,,,POD,Unspecified,21062,,Groundwater,OK,
12152,OKwr_S12153,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,35.93870568,-98.81178366,,,POD,Unspecified,21064,,Groundwater,OK,
12153,OKwr_S12154,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.04621163,-97.77308194,,,POD,Unspecified,21276,,Groundwater,OK,
12154,OKwr_S12155,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.04335728,-97.96295042,,,POD,Unspecified,21333,,Groundwater,OK,
12155,OKwr_S12156,,Unspecified,Adair,EPSG:4326,,,,11110103.0,35.99403549999999,-94.6138835,,,POD,Unspecified,21622,,Groundwater,OK,
12156,OKwr_S12157,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,35.94157960000001,-99.2756692,,,POD,Unspecified,21130,,Groundwater,OK,
12157,OKwr_S12158,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,35.9107165,-99.2621735,,,POD,Unspecified,21112,,Groundwater,OK,
12158,OKwr_S12159,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,35.91065349999999,-99.2799655,,,POD,Unspecified,21135,,Groundwater,OK,
12159,OKwr_S12160,,Unspecified,Tulsa,EPSG:4326,,,,11110101.0,36.13256387,-96.01696835,,,POD,Unspecified,21904,,Groundwater,OK,
12160,OKwr_S12161,,Unspecified,Tulsa,EPSG:4326,,,,11110101.0,36.1325683,-96.01913977,,,POD,Unspecified,21905,,Groundwater,OK,
12161,OKwr_S12162,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.04507136,-97.87351149,,,POD,Unspecified,21289,,Groundwater,OK,
12162,OKwr_S12163,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,35.93151985,-98.70322773,,,POD,Unspecified,21026,,Groundwater,OK,
12163,OKwr_S12164,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.03158699,-97.88341375,,,POD,Unspecified,21291,,Groundwater,OK,
12164,OKwr_S12165,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.08653867,-98.02824017,,,POD,Unspecified,21832,,Groundwater,OK,
12165,OKwr_S12166,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.01619475,-97.91799815,,,POD,Unspecified,21348,,Groundwater,OK,
12166,OKwr_S12167,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.08825704,-98.04064061,,,POD,Unspecified,21819,,Groundwater,OK,
12167,OKwr_S12168,,Unspecified,Dewey,EPSG:4326,,,,11100301.0,36.1400875,-98.77940507,,,POD,Unspecified,21953,,Groundwater,OK,
12168,OKwr_S12169,,Unspecified,Roger Mills,EPSG:4326,,,,11090201.0,35.9649075,-99.4264245,,,POD,Unspecified,21144,,Groundwater,OK,
12169,OKwr_S12170,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,35.93978226,-99.27348161,,,POD,Unspecified,21106,,Groundwater,OK,
12170,OKwr_S12171,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.11920562,-98.02950318,,,POD,Unspecified,21765,,Groundwater,OK,
12171,OKwr_S12172,,Unspecified,Dewey,EPSG:4326,,,,11100301.0,36.14360066,-99.24275089,,,POD,Unspecified,21991,,Groundwater,OK,
12172,OKwr_S12173,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.08356657,-98.06167058,,,POD,Unspecified,21827,,Groundwater,OK,
12173,OKwr_S12174,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.0844625,-98.065018,,,POD,Unspecified,21824,,Groundwater,OK,
12174,OKwr_S12175,,Unspecified,Creek,EPSG:4326,,,,,36.10379986,-96.41289518,,,POD,Unspecified,21719,,Groundwater,OK,
12175,OKwr_S12176,,Unspecified,Creek,EPSG:4326,,,,,36.10379438,-96.40618806,,,POD,Unspecified,21724,,Groundwater,OK,
12176,OKwr_S12177,,Unspecified,Creek,EPSG:4326,,,,,36.10379607,-96.40842365,,,POD,Unspecified,21723,,Groundwater,OK,
12177,OKwr_S12178,,Unspecified,Creek,EPSG:4326,,,,,36.103798,-96.4106599,,,POD,Unspecified,21721,,Groundwater,OK,
12178,OKwr_S12179,,Unspecified,Creek,EPSG:4326,,,,,36.1019675,-96.4106585,,,POD,Unspecified,21720,,Groundwater,OK,
12179,OKwr_S12180,,Unspecified,Creek,EPSG:4326,,,,,36.1019675,-96.4128935,,,POD,Unspecified,21722,,Groundwater,OK,
12180,OKwr_S12181,,Unspecified,Kingfisher,EPSG:4326,,,,,36.11898319,-98.0541181,,,POD,Unspecified,21777,,Groundwater,OK,
12181,OKwr_S12182,,Unspecified,Kingfisher,EPSG:4326,,,,,36.11900404,-98.05188896,,,POD,Unspecified,21774,,Groundwater,OK,
12182,OKwr_S12183,,Unspecified,Kingfisher,EPSG:4326,,,,,36.11900404,-98.05188896,,,POD,Unspecified,21776,,Groundwater,OK,
12183,OKwr_S12184,,Unspecified,Kingfisher,EPSG:4326,,,,,36.11716496,-98.05410619,,,POD,Unspecified,21775,,Groundwater,OK,
12184,OKwr_S12185,,Unspecified,Creek,EPSG:4326,,,,,36.08928036,-96.49566257,,,POD,Unspecified,21725,,Groundwater,OK,
12185,OKwr_S12186,,Unspecified,Creek,EPSG:4326,,,,,36.08386397,-96.49569213,,,POD,Unspecified,21726,,Groundwater,OK,
12186,OKwr_S12187,,Unspecified,Ellis,EPSG:4326,,,,,36.01241363,-99.75710949,,,POD,Unspecified,21605,,Groundwater,OK,
12187,OKwr_S12188,,Unspecified,Cherokee,EPSG:4326,,,,,36.03402662,-95.19562851,,,POD,Unspecified,21569,,Groundwater,OK,
12188,OKwr_S12189,,Unspecified,Dewey,EPSG:4326,,,,,35.92543350000001,-99.059033,,,POD,Unspecified,21096,,Groundwater,OK,
12189,OKwr_S12190,,Unspecified,Dewey,EPSG:4326,,,,,35.92543350000001,-99.0568015,,,POD,Unspecified,21097,,Groundwater,OK,
12190,OKwr_S12191,,Unspecified,Dewey,EPSG:4326,,,,,35.92362650000001,-99.059033,,,POD,Unspecified,21099,,Groundwater,OK,
12191,OKwr_S12192,,Unspecified,Dewey,EPSG:4326,,,,,35.92362650000001,-99.0568015,,,POD,Unspecified,21098,,Groundwater,OK,
12192,OKwr_S12193,,Unspecified,Dewey,EPSG:4326,,,,,36.14223561,-98.72683071,,,POD,Unspecified,21950,,Groundwater,OK,
12193,OKwr_S12194,,Unspecified,Kingfisher,EPSG:4326,,,,,36.10468899,-98.02942973,,,POD,Unspecified,21807,,Groundwater,OK,
12194,OKwr_S12195,,Unspecified,Blaine,EPSG:4326,,,,,36.10481052,-98.54324008,,,POD,Unspecified,21941,,Groundwater,OK,
12195,OKwr_S12196,,Unspecified,Blaine,EPSG:4326,,,,,36.1057315,-98.542186,,,POD,Unspecified,21942,,Groundwater,OK,
12196,OKwr_S12197,,Unspecified,Cherokee,EPSG:4326,,,,11110103.0,35.91620868,-94.99694346,,,POD,Unspecified,21157,,Groundwater,OK,
12197,OKwr_S12198,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.10275038,-98.04291795,,,POD,Unspecified,21804,,Groundwater,OK,
12198,OKwr_S12199,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.10270284,-98.0496019,,,POD,Unspecified,21802,,Groundwater,OK,
12199,OKwr_S12200,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.1082025,-98.04740475,,,POD,Unspecified,21805,,Groundwater,OK,
12200,OKwr_S12201,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,35.91610287,-99.37994957,,,POD,Unspecified,21131,,Groundwater,OK,
12201,OKwr_S12202,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,35.91070607,-99.37990841,,,POD,Unspecified,21132,,Groundwater,OK,
12202,OKwr_S12203,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,35.91247916,-99.3799086,,,POD,Unspecified,21133,,Groundwater,OK,
12203,OKwr_S12204,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.02275183,-97.83518533,,,POD,Unspecified,21295,,Groundwater,OK,
12204,OKwr_S12205,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.11442843,-98.05741987,,,POD,Unspecified,21797,,Groundwater,OK,
12205,OKwr_S12206,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.11353093,-98.05408487,,,POD,Unspecified,21796,,Groundwater,OK,
12206,OKwr_S12207,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.10991747,-98.05184172,,,POD,Unspecified,21798,,Groundwater,OK,
12207,OKwr_S12208,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.11353154,-98.05185849,,,POD,Unspecified,21799,,Groundwater,OK,
12208,OKwr_S12209,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.05476174,-98.00148935,,,POD,Unspecified,21396,,Groundwater,OK,
12209,OKwr_S12210,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.05472489,-98.0103789,,,POD,Unspecified,21397,,Groundwater,OK,
12210,OKwr_S12211,,Unspecified,Blaine,EPSG:4326,,,,11050002.0,36.05691651,-98.52651572,,,POD,Unspecified,21440,,Groundwater,OK,
12211,OKwr_S12212,,Unspecified,Ellis,EPSG:4326,,,,11090201.0,36.0216705,-99.837413,,,POD,Unspecified,21627,,Groundwater,OK,
12212,OKwr_S12213,,Unspecified,Roger Mills,EPSG:4326,,,,11090201.0,35.9228295,-99.83233,,,POD,Unspecified,21196,,Groundwater,OK,
12213,OKwr_S12214,,Unspecified,Roger Mills,EPSG:4326,,,,11090201.0,35.91647517,-99.83109261,,,POD,Unspecified,21197,,Groundwater,OK,
12214,OKwr_S12215,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.03519452,-97.89683671,,,POD,Unspecified,21320,,Groundwater,OK,
12215,OKwr_S12216,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.03880746,-97.896844,,,POD,Unspecified,21321,,Groundwater,OK,
12216,OKwr_S12217,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.0315841,-97.89236425,,,POD,Unspecified,21319,,Groundwater,OK,
12217,OKwr_S12218,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.14176626,-98.03737981,,,POD,Unspecified,21747,,Groundwater,OK,
12218,OKwr_S12219,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.1390715,-98.03403104,,,POD,Unspecified,21748,,Groundwater,OK,
12219,OKwr_S12220,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.0269595,-97.895664,,,POD,Unspecified,21352,,Groundwater,OK,
12220,OKwr_S12221,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.13408986,-98.09126295,,,POD,Unspecified,21737,,Groundwater,OK,
12221,OKwr_S12222,,Unspecified,Creek,EPSG:4326,,,,11050003.0,36.12214327,-96.35075244,,,POD,Unspecified,21843,,Groundwater,OK,
12222,OKwr_S12223,,Unspecified,Creek,EPSG:4326,,,,11050003.0,36.12574054,-96.34632962,,,POD,Unspecified,21844,,Groundwater,OK,
12223,OKwr_S12224,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.10630250000001,-98.0562815,,,POD,Unspecified,21795,,Groundwater,OK,
12224,OKwr_S12225,,Unspecified,Dewey,EPSG:4326,,,,11100301.0,35.95300313,-98.68530271,,,POD,Unspecified,21021,,Groundwater,OK,
12225,OKwr_S12226,,Unspecified,Dewey,EPSG:4326,,,,11100301.0,35.95567772,-98.67969527,,,POD,Unspecified,21023,,Groundwater,OK,
12226,OKwr_S12227,,Unspecified,Dewey,EPSG:4326,,,,11100301.0,35.95198449999999,-98.6841055,,,POD,Unspecified,21022,,Groundwater,OK,
12227,OKwr_S12228,,Unspecified,Dewey,EPSG:4326,,,,11100301.0,35.9612505,-98.6594245,,,POD,Unspecified,21019,,Groundwater,OK,
12228,OKwr_S12229,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,35.9973505,-97.7238015,,,POD,Unspecified,21284,,Groundwater,OK,
12229,OKwr_S12230,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.1241515,-98.10104625,,,POD,Unspecified,21786,,Groundwater,OK,
12230,OKwr_S12231,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.1277655,-98.098809,,,POD,Unspecified,21789,,Groundwater,OK,
12231,OKwr_S12232,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.1277655,-98.1010465,,,POD,Unspecified,21787,,Groundwater,OK,
12232,OKwr_S12233,,Unspecified,Kingfisher,EPSG:4326,,,,11050002.0,36.1277655,-98.0965715,,,POD,Unspecified,21788,,Groundwater,OK,
12233,OKwr_S12234,,Unspecified,Payne,EPSG:4326,,,,11050003.0,36.0182792,-96.81561465,,,POD,Unspecified,21263,,Groundwater,OK,
12234,OKwr_S12235,,Unspecified,Payne,EPSG:4326,,,,11050003.0,36.01101915,-96.81577239,,,POD,Unspecified,21271,,Groundwater,OK,
12235,OKwr_S12236,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,35.92510873,-99.27338234,,,POD,Unspecified,21109,,Groundwater,OK,
12236,OKwr_S12237,,Unspecified,Dewey,EPSG:4326,,,,11090201.0,36.00790167,-99.30077537,,,POD,Unspecified,21576,,Groundwater,OK,
12237,OKwr_S12238,,Unspecified,Tulsa,EPSG:4326,,,,11110101.0,36.03022095,-95.9534843,,,POD,Unspecified,21455,,Groundwater,OK,
12238,OKwr_S12239,,Unspecified,Blaine,EPSG:4326,,,,11100301.0,36.05873357,-98.57561748,,,POD,Unspecified,21467,,Groundwater,OK,
