SiteUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID
UTSS_S309,,Unspecified,Cache,EPSG:4326,,,,,39.97534756,-111.8046268,,,"6"" Well (WS002)",14110002,,Well,UT,
UTSS_S310,,Unspecified,Emery,EPSG:4326,,,,,39.4101912,-111.0960055,,,Bear Canyon Mine Tunnel,108542898,,Tunnel,UT,
UTSS_S311,,Unspecified,Emery,EPSG:4326,,,,,39.41976742,-111.119363,,,Lower Water Mine Tunnel Spring (WS001),14120001,,Spring,UT,
UTSS_S312,,Unspecified,Salt Lake,EPSG:4326,,,,,40.44408173,-111.9314873,,,Well #1,14130001,,Well,UT,
UTSS_S313,,Unspecified,Salt Lake,EPSG:4326,,,,,40.44706987,-111.9341379,,,Well (Noell),14130003,,Well,UT,
UTSS_S314,,Unspecified,Salt Lake,EPSG:4326,,,,,40.44594139,-111.9334466,,,Well (Osborne/Farnsworth),14130005,,Well,UT,
UTSS_S315,,Unspecified,Salt Lake,EPSG:4326,,,,,40.447279,-111.9320418,,,Well (Joe`s 2nd),14130006,,Well,UT,
UTSS_S316,,Unspecified,Salt Lake,EPSG:4326,,,,,40.44647118,-111.9321061,,,Well #2,14130002,,Well,UT,
UTSS_S317,,Unspecified,Salt Lake,EPSG:4326,,,,,40.44690567,-111.9310051,,,Well (Joe`s 1st),14130004,,Well,UT,
UTSS_S318,,Unspecified,Duchesne,EPSG:4326,,,,,40.3629032,-110.2892737,,,Existing Well #1,108542970,,Well,UT,
UTSS_S319,,Unspecified,Duchesne,EPSG:4326,,,,,40.36667925,-110.2890703,,,Existing Well #2,108542971,,Well,UT,
UTSS_S320,,Unspecified,Duchesne,EPSG:4326,,,,,40.36284828,-110.2892743,,,Existing Well #3,108542972,,Well,UT,
