in_SiteNativeID,geometry
POUWaDEOK_S69,"POLYGON ((-96.9573966715474 34.42473103571374, -96.95739667164068 34.42292403554056, -96.95958767228882 34.42292953566799, -96.95958767172988 34.42473653535925, -96.95958767221218 34.4265380353462, -96.95738917156372 34.42653803559062, -96.9573966715474 34.42473103571374))"
POUWaDEOK_S70,"POLYGON ((-97.84413891105751 34.63794603107682, -97.84414291234744 34.65255403343293, -97.82659090785127 34.65246603441981, -97.82654590691844 34.63788103164982, -97.84413891105751 34.63794603107682))"
POUWaDEOK_S71,"POLYGON ((-97.84413891105751 34.63794603107682, -97.8619589157621 34.6380710305749, -97.86198291627836 34.65258903327147, -97.84414291234744 34.65255403343293, -97.84413891105751 34.63794603107682))"
POUWaDEOK_S72,"POLYGON ((-96.58219572031398 34.57087707808727, -96.57773458450235 34.57087708059524, -96.57334558416348 34.57087708067518, -96.57334558351201 34.56549193925444, -96.57327404169561 34.5637033123016, -96.58209858568289 34.5637600783623, -96.58219572031398 34.57087707808727))"
POUWaDEOK_S73,"POLYGON ((-96.57773458450235 34.57087708059524, -96.58219572031398 34.57087707808727, -96.58229758618117 34.57829008105943, -96.57773458660132 34.57827877086871, -96.57773458450235 34.57087708059524))"
POUWaDEOK_S74,"POLYGON ((-97.23036374156548 34.43432702460657, -97.24752174601048 34.43430202346321, -97.24752574723712 34.44885102566136, -97.23038974291607 34.44883802670149, -97.23036374156548 34.43432702460657))"
POUWaDEOK_S75,"POLYGON ((-97.24752174601048 34.43430202346321, -97.23036374156548 34.43432702460657, -97.23038374020275 34.41985402117964, -97.24754674506504 34.41987402072588, -97.24752174601048 34.43430202346321))"
POUWaDEOK_S76,"POLYGON ((-97.14293771887128 34.41968502567273, -97.16029072269669 34.41971002472107, -97.16018572331592 34.4340930274433, -97.15362972860717 34.43412406718301, -97.14267371949089 34.43417002800049, -97.14280572444216 34.42674806400902, -97.14293771887128 34.41968502567273))"
POUWaDEOK_S77,"POLYGON ((-97.14267371949089 34.43417002800049, -97.15362972860717 34.43412406718301, -97.16018572331592 34.4340930274433, -97.16034072509655 34.44864003003278, -97.14285072068722 34.44871003135732, -97.14267371949089 34.43417002800049))"
POUWaDEOK_S78,"POLYGON ((-97.16048272206457 34.40516202227573, -97.17803972684868 34.40528102185475, -97.17792268081503 34.4123910439049, -97.1778067275141 34.41979002436294, -97.16029072269669 34.41971002472107, -97.16048272206457 34.40516202227573))"
POUWaDEOK_S79,"POLYGON ((-97.12574471527452 34.43402602886945, -97.14267371949089 34.43417002800049, -97.14285072068722 34.44871003135732, -97.12572771618858 34.44852303206616, -97.12574471527452 34.43402602886945))"
POUWaDEOK_S80,"POLYGON ((-97.16029072269669 34.41971002472107, -97.1778067275141 34.41979002436294, -97.17767572800061 34.43423302646641, -97.16018572331592 34.4340930274433, -97.16029072269669 34.41971002472107))"
POUWaDEOK_S81,"POLYGON ((-97.1342873811701 34.41960281880228, -97.14293771887128 34.41968502567273, -97.14280572444216 34.42674806400902, -97.14267371949089 34.43417002800049, -97.12574471527452 34.43402602886945, -97.12556671376363 34.41952002684004, -97.1342873811701 34.41960281880228))"
POUWaDEOK_S82,"POLYGON ((-96.62715158924156 34.45586905666528, -96.63597317775223 34.45586905651627, -96.63598559264273 34.46302505775839, -96.62712858957281 34.46309205865214, -96.62715159031873 34.46129005823881, -96.62715158924156 34.45586905666528))"
POUWaDEOK_S83,"POLYGON ((-96.62715158924156 34.45586905666528, -96.6271515894631 34.45403623685446, -96.62934358960857 34.45401005684464, -96.63372659084918 34.454010056216, -96.63597009134182 34.45398405647657, -96.63597317775223 34.45586905651627, -96.62715158924156 34.45586905666528))"
POUWaDEOK_S84,"POLYGON ((-96.59139059876138 34.71991310686397, -96.59798660034053 34.71991310654403, -96.60029854473017 34.71987222296869, -96.6003206015824 34.72350410688357, -96.59573265090862 34.72352411746133, -96.59133332446255 34.72354494854643, -96.59139059950394 34.72172010744261, -96.59139059876138 34.71991310686397))"
POUWaDEOK_S85,"POLYGON ((-96.60029854473017 34.71987222296869, -96.60248435767032 34.71984510633742, -96.60902660304416 34.71984510552469, -96.60902660387539 34.72165210656531, -96.60906032746756 34.72349314640891, -96.60469610253789 34.72349910646252, -96.6003206015824 34.72350410688357, -96.60029854473017 34.71987222296869))"
POUWaDEOK_S86,"POLYGON ((-96.60029854473017 34.71987222296869, -96.60028762791038 34.71807732017614, -96.60247560166545 34.7180381056229, -96.6068726031973 34.71803810591199, -96.60902660334905 34.71803810541932, -96.60902660304416 34.71984510552469, -96.60248435767032 34.71984510633742, -96.60029854473017 34.71987222296869))"
POUWaDEOK_S87,"POLYGON ((-96.60469610253789 34.72349910646252, -96.60906032746756 34.72349314640891, -96.60911560359109 34.72530329468725, -96.60911560385713 34.72711357606498, -96.60471860340785 34.72711810703229, -96.6047186020748 34.72530899829664, -96.60469610253789 34.72349910646252))"
POUWaDEOK_S88,"POLYGON ((-96.62729758828252 34.42852505185758, -96.62729758723404 34.42671805114948, -96.62948858872279 34.42671805164502, -96.6294885882116 34.4285250517427, -96.62729758828252 34.42852505185758))"
POUWaDEOK_S89,"POLYGON ((-96.61849158492952 34.42672705218931, -96.62069308570017 34.42671805254239, -96.62729758723404 34.42671805114948, -96.62729758828252 34.42852505185758, -96.62729758826333 34.43033205236792, -96.62287358701604 34.43033205280808, -96.61847058546125 34.43034105263032, -96.61849158492952 34.42672705218931))"
POUWaDEOK_S90,"POLYGON ((-96.62287358695789 34.4321390525633, -96.62287358701604 34.43033205280808, -96.62729758826333 34.43033205236792, -96.62729758827317 34.43213905267606, -96.62287358695789 34.4321390525633))"
POUWaDEOK_S91,"POLYGON ((-96.61849158492952 34.42672705218931, -96.61847058546125 34.43034105263032, -96.61844958586995 34.4340980531407, -96.61025418416493 34.43411003311547, -96.61028458343746 34.43215705351882, -96.61028458363761 34.42673605215702, -96.61685708505549 34.42673605170966, -96.61849158492952 34.42672705218931))"
POUWaDEOK_S92,"POLYGON ((-96.61847058546125 34.43034105263032, -96.62287358701604 34.43033205280808, -96.62287358695789 34.4321390525633, -96.62285258736473 34.43409305386925, -96.61844958586995 34.4340980531407, -96.61847058546125 34.43034105263032))"
POUWaDEOK_S93,"POLYGON ((-99.47438231570763 34.6233759485788, -99.4831318167666 34.62335194802293, -99.48316731758601 34.6251649479637, -99.48316731840576 34.6360249499192, -99.4831426525176 34.6379868881678, -99.47430631654413 34.63800495034296, -99.47438231570763 34.6233759485788))"
POUWaDEOK_S94,"POLYGON ((-96.42456854492707 34.55623702378136, -96.42450954386885 34.5489780838388, -96.43327731164379 34.5489930840585, -96.43328654607612 34.55079445169196, -96.43328654667201 34.55620608422073, -96.42674419261408 34.55620608479736, -96.42456854492707 34.55623702378136))"
POUWaDEOK_S95,"POLYGON ((-96.42450954386885 34.5489780838388, -96.42456854492707 34.55623702378136, -96.4224011568558 34.55626108565804, -96.4202071448846 34.55626108560362, -96.42020654288409 34.55080870988299, -96.42023511285683 34.5489920842865, -96.42450954386885 34.5489780838388))"
POUWaDEOK_S96,"POLYGON ((-96.42456854492707 34.55623702378136, -96.42674419261408 34.55620608479736, -96.43328654667201 34.55620608422073, -96.43328654773696 34.55982008540411, -96.42677145125933 34.55982008536531, -96.42459759609686 34.55986369936648, -96.42456854492707 34.55623702378136))"
POUWaDEOK_S97,"POLYGON ((-99.23795925630365 34.61608895835739, -99.24454663281408 34.6160889585945, -99.24633825916818 34.6160494589375, -99.24634575859243 34.61966345933661, -99.24454725836823 34.61970295880294, -99.23795925709879 34.61970295932208, -99.23795925630365 34.61608895835739))"
POUWaDEOK_S98,"POLYGON ((-99.23795925630365 34.61608895835739, -99.23361475506759 34.6160889599456, -99.23356725551803 34.61428095885729, -99.23356725482839 34.61065745849327, -99.23353662973382 34.60884095786755, -99.23792175662118 34.60882159189548, -99.23795925636924 34.61064320808504, -99.23795925630365 34.61608895835739))"
POUWaDEOK_S99,"POLYGON ((-99.23361475506759 34.6160889599456, -99.23795925630365 34.61608895835739, -99.23795925709879 34.61970295932208, -99.22928848166607 34.61970295763395, -99.22925101107423 34.61608896165814, -99.23361475506759 34.6160889599456))"
POUWaDEOK_S100,"POLYGON ((-97.94754092698165 34.49447950050017, -97.94755092627526 34.49267699993553, -97.96503393123987 34.49271199953228, -97.96514293219141 34.50714600182648, -97.94941592766949 34.50714500304013, -97.94746692802617 34.5071570024788, -97.94754092698165 34.49447950050017))"
POUWaDEOK_S101,"POLYGON ((-97.14288830658833 34.45755903406084, -97.14288113415274 34.45593903085596, -97.15819172459577 34.4559390313199, -97.16031072379178 34.45590403127292, -97.16027972598802 34.46302703314691, -97.14291072158406 34.46303203318575, -97.14288830658833 34.45755903406084))"
POUWaDEOK_S102,"POLYGON ((-98.02829196200102 34.70517503401688, -98.02829196203915 34.70336803398396, -98.0348859631731 34.70336803371184, -98.03701196517518 34.70333953363854, -98.03704396474981 34.70907403477535, -98.03710696505254 34.71060703470877, -98.02826396482811 34.71063527813912, -98.02829196223013 34.70878903507864, -98.02829196200102 34.70517503401688))"
POUWaDEOK_S103,"POLYGON ((-99.38646128960842 34.57251594378091, -99.3952432918485 34.57251894319761, -99.39524041700142 34.57977894461683, -99.3864582903304 34.57982294492655, -99.38646128960842 34.57251594378091))"
POUWaDEOK_S104,"POLYGON ((-99.3864422951825 34.63790095467225, -99.37776491669274 34.63788795539739, -99.37777429303446 34.63593595484802, -99.37777429178921 34.63051495412208, -99.38646345824093 34.63051495410943, -99.3864422951825 34.63790095467225))"
POUWaDEOK_S105,"POLYGON ((-97.79122790185269 34.69601604417337, -97.79127090191045 34.70323554581899, -97.78918990202104 34.70322604587407, -97.78259589991363 34.7032260457159, -97.78259589881858 34.69781154526866, -97.78255039961377 34.69600655553867, -97.79122790185269 34.69601604417337))"
