in_SiteNativeID,geometry
POUWaDEOK_S1416,"POLYGON ((-96.82256267667645 34.9874713479736, -96.82256492717232 34.98568514400228, -96.82670467809263 34.9857141437814, -96.82668967911012 34.98929852314996, -96.82476867758965 34.98926914469892, -96.82256267767738 34.98926914449162, -96.82256267667645 34.9874713479736))"
POUWaDEOK_S1417,"POLYGON ((-98.70034015986265 35.1091050721684, -98.70475816111782 35.10910507131795, -98.70475816119861 35.11271907202076, -98.70475816166221 35.1164386189679, -98.70034015998725 35.116435976322, -98.70034016001544 35.11271907256059, -98.70034015986265 35.1091050721684))"
POUWaDEOK_S1418,"POLYGON ((-97.89069295161035 35.03681710020832, -97.89510695308704 35.03681709958905, -97.89510695310045 35.03862409994257, -97.89510695320203 35.04043110061983, -97.89510695336978 35.0422381007289, -97.89507745298336 35.04402410069794, -97.89066295171223 35.04404110103529, -97.89069295224375 35.0422381007963, -97.89069295195196 35.04043110057333, -97.89069295161035 35.03681710020832))"
POUWaDEOK_S1419,"POLYGON ((-95.26086320575729 33.98313103239246, -95.26075510312931 33.9957810302926, -95.26074220744175 33.99772303537356, -95.24370220267498 33.9975340363374, -95.24377420189967 33.98294803357891, -95.26086320575729 33.98313103239246))"
POUWaDEOK_S1420,"POLYGON ((-97.17392269877691 34.0237749515848, -97.17610269939161 34.02377495160483, -97.17825970002498 34.02379645222327, -97.17826870101064 34.02747195217213, -97.17392019889652 34.02746395301694, -97.17392269877691 34.0237749515848))"
POUWaDEOK_S1421,"POLYGON ((-96.14171547344124 35.01066318120392, -96.14171559550148 35.01055318127259, -96.15055650651163 35.01055318131047, -96.15054500694271 35.01437868210064, -96.14170750478374 35.01439918204758, -96.14171547344124 35.01066318120392))"
POUWaDEOK_S1422,"POLYGON ((-97.17825970002498 34.02379645222327, -97.18043620085292 34.02381795205017, -97.18261270129679 34.02381795116361, -97.18262120144158 34.02748495254535, -97.17826870101064 34.02747195217213, -97.17825970002498 34.02379645222327))"
POUWaDEOK_S1423,"POLYGON ((-97.83367593486442 35.01506809929604, -97.83807993621586 35.01505509898015, -97.83809793657039 35.01686859909323, -97.83809793763253 35.02230910037912, -97.83368293564435 35.02230909996419, -97.83368493567049 35.01688109885692, -97.83367593486442 35.01506809929604))"
POUWaDEOK_S1424,"POLYGON ((-96.90265563455998 34.08187097555166, -96.90263913474777 34.08559447600209, -96.89825863330081 34.08559397648026, -96.89827463248542 34.08188047547001, -96.90265563455998 34.08187097555166))"
POUWaDEOK_S1425,"POLYGON ((-98.27016198311496 34.15164592314994, -98.27909398540643 34.15164492314439, -98.27931698618926 34.15889692395675, -98.27045397810842 34.15892989105703, -98.27016199157416 34.15893102790082, -98.27016198311496 34.15164592314994))"
POUWaDEOK_S1426,"POLYGON ((-96.73123665215024 34.96517114428946, -96.73123665232431 34.96336414375947, -96.74015365393305 34.96336036242197, -96.74010765534724 34.97054514459764, -96.73124354290563 34.97052614569977, -96.73123665215024 34.96517114428946))"
POUWaDEOK_S1427,"POLYGON ((-97.8818819469944 35.00955609552918, -97.88188094739036 35.00774909496853, -97.88408644756031 35.00773209483974, -97.88629244785318 35.00773209537474, -97.88629394838047 35.01134609560199, -97.88408744765351 35.01134609609351, -97.88188194768159 35.01136309630211, -97.8818819469944 35.00955609552918))"
POUWaDEOK_S1428,"POLYGON ((-98.03154299089596 35.09421810318855, -98.0226989884996 35.09422110379693, -98.02270898893319 35.08698910176135, -98.03159459133661 35.08697907071185, -98.03154299037907 35.08878860255187, -98.03154299089596 35.09421810318855))"
POUWaDEOK_S1429,"POLYGON ((-96.25651953865737 35.07604949417509, -96.25872753917422 35.07600118790345, -96.26093553971869 35.07600118789873, -96.26093603969703 35.07969618805831, -96.25651953874227 35.07969618836103, -96.25651953865737 35.07604949417509))"
POUWaDEOK_S1430,"POLYGON ((-97.69706690436684 35.06049211390676, -97.69707640391637 35.05868511362838, -97.70590090630454 35.05868411268303, -97.70588790756885 35.06591161510471, -97.69706690555145 35.06591111520348, -97.69706690436684 35.06049211390676))"
POUWaDEOK_S1431,"POLYGON ((-94.91752312835554 34.14251996201675, -94.92189012774274 34.14252735174581, -94.92189010976738 34.15712377639853, -94.91993816618785 34.15713588071567, -94.9174521093806 34.15712985021547, -94.9174521279063 34.15154807994542, -94.9175231281174 34.14793307899143, -94.91752312835554 34.14251996201675))"
POUWaDEOK_S1432,"POLYGON ((-96.5223605272097 33.92918396463993, -96.52453852804813 33.92918396462728, -96.5267165282537 33.92915896531137, -96.5267165285431 33.93279796535414, -96.52237452755145 33.93279796552601, -96.5223605272097 33.92918396463993))"
POUWaDEOK_S1433,"POLYGON ((-97.8951234509487 35.02224709691563, -97.89954295307385 35.02224959684483, -97.89953795347751 35.02957009833236, -97.89511545167169 35.02957459899903, -97.89512395229704 35.02766809813491, -97.8951234509487 35.02224709691563))"
POUWaDEOK_S1434,"POLYGON ((-97.04672067038987 34.07820096784255, -97.05108417126941 34.07820096755947, -97.05108470014602 34.08549598038581, -97.04672069786255 34.08553693229806, -97.04672067038987 34.07820096784255))"
POUWaDEOK_S1435,"POLYGON ((-96.23883353316322 35.06508218704599, -96.24324903468563 35.06508218638258, -96.24325403418167 35.07245718829846, -96.23883803334566 35.07244718869036, -96.23883353388121 35.06869618759024, -96.23883353316322 35.06508218704599))"
POUWaDEOK_S1436,"POLYGON ((-97.48262312457148 33.92574057004205, -97.48259577082368 33.92754042047552, -97.48259577067336 33.92934092037974, -97.4825957706277 33.93294192108259, -97.47823427005932 33.9329419214464, -97.478239769274 33.92752692078998, -97.47825347837674 33.92572713599859, -97.48262312457148 33.92574057004205))"
POUWaDEOK_S1437,"POLYGON ((-95.3109667170483 33.95404302545419, -95.31303221737571 33.95405402451369, -95.31302921786913 33.95764552522928, -95.31097221748323 33.95762302556755, -95.3109667170483 33.95404302545419))"
POUWaDEOK_S1438,"POLYGON ((-97.17745376442323 34.94961745559491, -97.17965403292789 34.94960011995737, -97.1862507667858 34.94960011945588, -97.18625076743615 34.95321411978357, -97.17966357846963 34.95321412046184, -97.1774647651709 34.95322637137699, -97.17745376442323 34.94961745559491))"
POUWaDEOK_S1439,"POLYGON ((-99.3605803114887 34.94344200989134, -99.37817931569194 34.94351600855995, -99.37814931605918 34.95810001161671, -99.36060931181872 34.95800701204884, -99.3605803114887 34.94344200989134))"
POUWaDEOK_S1440,"POLYGON ((-96.20788853337503 35.18847071108846, -96.21237853495032 35.18849821050385, -96.2123520352981 35.19208471132107, -96.21007653556104 35.19205721091117, -96.20786553505953 35.19205721158477, -96.20786553400957 35.19026371151265, -96.20788853337503 35.18847071108846))"
POUWaDEOK_S1441,"POLYGON ((-95.64262617965058 33.9318120060814, -95.64261930189312 33.93894000714136, -95.62753879764381 33.93902300780908, -95.62538401432271 33.93902173064618, -95.62531115007228 33.93182346758161, -95.62959779737709 33.93181200699641, -95.63390629941371 33.93181200600438, -95.64262617965058 33.9318120060814))"
POUWaDEOK_S1442,"POLYGON ((-96.05990790949453 33.91390098330884, -96.05994436129825 33.91748898507566, -96.05994544029291 33.91759598397243, -96.05551340745866 33.91759598415058, -96.05551340720378 33.91392798350115, -96.05769140730277 33.91392798283044, -96.05990790949453 33.91390098330884))"
POUWaDEOK_S1443,"POLYGON ((-96.37082156187084 35.00688779556327, -96.37965656520456 35.00688816925492, -96.37965656511717 35.01050216962313, -96.37081656295241 35.0105015145469, -96.37082156187084 35.00688779556327))"
POUWaDEOK_S1444,"POLYGON ((-96.20348953169002 35.17745770924742, -96.20570053321826 35.17747720828623, -96.20791153295032 35.17747720819798, -96.21012253390357 35.17747720859494, -96.21241553413641 35.17749670866663, -96.21240254545802 35.18109120997895, -96.21012253438823 35.18105220914068, -96.20348953272381 35.18105220976054, -96.20348953169002 35.17745770924742))"
POUWaDEOK_S1445,"POLYGON ((-97.45914812778398 35.15857214431534, -97.45915257428081 35.15696514246506, -97.45952375982534 35.15696514541805, -97.4595352745046 35.15725400798841, -97.46092707415943 35.15727034522981, -97.46162731835544 35.15750646550462, -97.4624625728125 35.15858574989461, -97.46292337579591 35.15873843205725, -97.46317115409322 35.15863454712377, -97.46357680990405 35.15901352443466, -97.46357385292151 35.16059114312824, -97.45914385160872 35.16059914339031, -97.45914812778398 35.15857214431534))"
POUWaDEOK_S1446,"POLYGON ((-97.85574493972315 34.99496809405446, -97.86452378432121 34.99496809465932, -97.86453394273776 35.00053709511425, -97.8601217413409 35.0005390879329, -97.85998880019594 35.00053914970515, -97.86000065093729 34.99910542484776, -97.85883580097622 34.9988054472406, -97.8579577257922 34.99887553225707, -97.85841237923506 34.99948644584867, -97.85871633548057 35.00053972957146, -97.85791574048464 35.00054008766017, -97.85570974056446 35.00054108706543, -97.85574493998801 34.99858209447999, -97.85574493972315 34.99496809405446))"
POUWaDEOK_S1447,"POLYGON ((-99.54543237906962 35.24604305229667, -99.54543237985001 35.24423605166833, -99.54986738038245 35.24423605207289, -99.54985788073357 35.24788605266701, -99.5454273798091 35.24789605279879, -99.54543237906962 35.24604305229667))"
POUWaDEOK_S1448,"POLYGON ((-96.9652387415659 35.37078220567665, -96.96523774164463 35.36897520573105, -96.96745324226461 35.3689902060799, -96.97409974442213 35.36899020488832, -96.97410324441134 35.37643220693159, -96.96524074280202 35.37641020638354, -96.9652387415659 35.37078220567665))"
POUWaDEOK_S1449,"POLYGON ((-97.95382299023319 35.33423714948611, -97.96251899114129 35.33423965015314, -97.97150999417707 35.33424214841708, -97.97155599495555 35.34878615098951, -97.96713199420476 35.34877415095594, -97.96270099258265 35.34876215160845, -97.95606649130801 35.34874415170258, -97.9538549907286 35.34873815139873, -97.95382299023319 35.33423714948611))"
POUWaDEOK_S1450,"POLYGON ((-97.96251899111282 35.32695714794709, -97.96251899114129 35.33423965015314, -97.95382299023319 35.33423714948611, -97.95374148857977 35.3269771478573, -97.95593548937873 35.32695714788034, -97.96251899111282 35.32695714794709))"
POUWaDEOK_S1451,"POLYGON ((-97.97151599331663 35.32696864728046, -97.96916399296038 35.32695714759747, -97.96251899111282 35.32695714794709, -97.96251899136747 35.32154364736237, -97.96255499117777 35.31973914706573, -97.97152299357899 35.31975114548177, -97.97151599331663 35.32696864728046))"
POUWaDEOK_S1452,"POLYGON ((-97.97151599331663 35.32696864728046, -97.97594999480195 35.32698014723494, -97.9759439950009 35.33426914836364, -97.97150999417707 35.33424214841708, -97.97151599331663 35.32696864728046))"
POUWaDEOK_S1453,"POLYGON ((-98.43370809398142 35.12447508825912, -98.42489909182414 35.12447158909222, -98.42487009166079 35.11724608701892, -98.43373434353208 35.11726703957306, -98.43370809348514 35.11906783701694, -98.43370809398142 35.12447508825912))"
POUWaDEOK_S1454,"POLYGON ((-96.18341343564764 33.85074796565933, -96.18341343482187 33.84894096540261, -96.18558943554969 33.84894096528217, -96.18775693682971 33.84896196520707, -96.18780843650998 33.85281196595827, -96.18341342977432 33.85276634509838, -96.18341343564764 33.85074796565933))"
POUWaDEOK_S1455,"POLYGON ((-98.14891403389399 35.37200464619015, -98.14890804879089 35.37019764560075, -98.15111904255541 35.37017114542935, -98.16439904590463 35.37017114501497, -98.16646954580528 35.37015214492749, -98.16639504609377 35.37707714619611, -98.16442154519743 35.37710364595075, -98.14892904196296 35.37727114655786, -98.14891403389399 35.37200464619015))"
POUWaDEOK_S1456,"POLYGON ((-96.4747454586641 33.78032620031146, -96.47472650524203 33.78211493970841, -96.47472650625606 33.78748194050548, -96.46603760668975 33.78748194138331, -96.46603300278561 33.78387194037307, -96.46602529509518 33.78025309594419, -96.4747454586641 33.78032620031146))"
POUWaDEOK_S1457,"POLYGON ((-96.44869967905834 33.78812708976724, -96.45303350060529 33.78812694279507, -96.45717750079653 33.78812694176679, -96.46603853875047 33.78812694100961, -96.46604750450089 33.79477894265792, -96.46174150195898 33.79478234465145, -96.45739250093202 33.794786344437, -96.45303800067873 33.79478994336157, -96.44872577036452 33.79479391827567, -96.44871558288304 33.79119290174351, -96.44872771965545 33.78993394383846, -96.44869967905834 33.78812708976724))"
POUWaDEOK_S1458,"POLYGON ((-96.45717750079046 33.78451194057496, -96.45717750078738 33.78387694105314, -96.46603300278561 33.78387194037307, -96.46603760668975 33.78748194138331, -96.46603853875047 33.78812694100961, -96.45717750079653 33.78812694176679, -96.45717750079046 33.78451194057496))"
POUWaDEOK_S1459,"POLYGON ((-96.93921072554338 35.24085218368712, -96.9392107250832 35.23904518354369, -96.94363572605444 35.23904518330953, -96.94363572612467 35.24627521515159, -96.93921072379401 35.24622535184405, -96.93921072554338 35.24085218368712))"
POUWaDEOK_S1460,"POLYGON ((-99.37333758167692 35.17500204903554, -99.36891583004487 35.17493504934516, -99.36891732994812 35.16755304833724, -99.37333833158594 35.1675530473988, -99.37333758167692 35.17500204903554))"
POUWaDEOK_S1461,"POLYGON ((-99.36891583004487 35.17493504934516, -99.37333758167692 35.17500204903554, -99.37333633192181 35.17854904915688, -99.3689143307426 35.17854904974357, -99.36891583004487 35.17493504934516))"
POUWaDEOK_S1462,"POLYGON ((-96.03362289778079 33.86669896670733, -96.03366139805601 33.86850997630405, -96.03366139862918 33.87032047644718, -96.02930739699603 33.87032797672153, -96.02930739717027 33.86851747572842, -96.02928839673326 33.86670647589786, -96.03362289778079 33.86669896670733))"
POUWaDEOK_S1463,"POLYGON ((-96.02491640260607 33.85942947427857, -96.02708339542251 33.85945697473568, -96.04270696975955 33.85945701907146, -96.04256839990074 33.86668397504324, -96.03362289778079 33.86669896670733, -96.02928839673326 33.86670647589786, -96.0249543957237 33.86671397550545, -96.02491640260607 33.85942947427857))"
POUWaDEOK_S1464,"POLYGON ((-96.03366139862918 33.87032047644718, -96.03366139805601 33.86850997630405, -96.03362289778079 33.86669896670733, -96.04256839990074 33.86668397504324, -96.04251539998754 33.8703054763161, -96.03583739848655 33.87031297619625, -96.03366139862918 33.87032047644718))"
POUWaDEOK_S1465,"POLYGON ((-95.90109674838521 33.88092283917358, -95.9030690900258 33.88090218631287, -95.90307434435833 33.88112746247698, -95.90314931663625 33.89544693670072, -95.88579336227615 33.89540398732822, -95.8858355113629 33.88110201747701, -95.89020271473514 33.8810806912653, -95.89238707348471 33.88105885292179, -95.89457226417122 33.88098040845762, -95.90109674838521 33.88092283917358))"
POUWaDEOK_S1466,"POLYGON ((-96.29475346499861 33.87401996491636, -96.29475346436426 33.86866296427609, -96.29481406472486 33.86687755429465, -96.30343646746282 33.86696196322316, -96.30332973720606 33.87401998801938, -96.29475346499861 33.87401996491636))"
POUWaDEOK_S1467,"POLYGON ((-96.29475346499861 33.87401996491636, -96.29475346556339 33.87944096593747, -96.29474046506657 33.88138696636326, -96.28601946362298 33.88139396661658, -96.28603346325943 33.87403996568037, -96.28821346297889 33.87401996556082, -96.29475346499861 33.87401996491636))"
POUWaDEOK_S1468,"POLYGON ((-96.54425152971876 33.88581638935281, -96.54425652875358 33.88216595493589, -96.55291353144327 33.88210395436818, -96.55292053246649 33.8857489554346, -96.5507825317152 33.88577995561239, -96.54642853070949 33.88577995515585, -96.54425152971876 33.88581638935281))"
POUWaDEOK_S1469,"POLYGON ((-96.54425153027286 33.88945495641254, -96.55292663424856 33.88945495637211, -96.55293853278253 33.89655395708716, -96.5442555298841 33.89654595773018, -96.54425153071482 33.89306895665638, -96.54425153027286 33.88945495641254))"
POUWaDEOK_S1470,"POLYGON ((-96.54426152906802 33.874721953674, -96.54643853017058 33.87472195332376, -96.55079153040762 33.87472195345663, -96.55292851717245 33.87467645432677, -96.55291654742491 33.88009795308675, -96.55291353144327 33.88210395436818, -96.54425652875358 33.88216595493589, -96.54426152906802 33.874721953674))"
POUWaDEOK_S1471,"POLYGON ((-96.54426152906802 33.874721953674, -96.54426152902776 33.87289145368574, -96.54643852967575 33.87286895315475, -96.55079153117261 33.87286895279168, -96.55293203046149 33.87284645285099, -96.55292851717245 33.87467645432677, -96.55079153040762 33.87472195345663, -96.54643853017058 33.87472195332376, -96.54426152906802 33.874721953674))"
POUWaDEOK_S1472,"POLYGON ((-96.38362254065817 33.74410309671983, -96.38363370045285 33.74230248577398, -96.38366856245526 33.73670770872234, -96.3880420300621 33.73671459644625, -96.38799596179038 33.74412139206164, -96.38362254065817 33.74410309671983))"
POUWaDEOK_S1473,"POLYGON ((-96.37920432273903 33.75127989010427, -96.37920097885177 33.7549224393333, -96.37695797805432 33.75494393917491, -96.37478447766179 33.75494393935, -96.37478447757971 33.75312593898867, -96.37480497747943 33.75130793836472, -96.37920432273903 33.75127989010427))"
POUWaDEOK_S1474,"POLYGON ((-96.37918149177978 33.74397193719954, -96.3791760917962 33.74228431100366, -96.38363370045285 33.74230248577398, -96.38362254065817 33.74410309671983, -96.37918222677806 33.74408301782251, -96.37918149177978 33.74397193719954))"
POUWaDEOK_S1475,"POLYGON ((-96.33559777433851 33.7221225565007, -96.34269519339797 33.72213901293193, -96.34437727657597 33.72212516782113, -96.34436446890913 33.72935043552506, -96.34211746800329 33.72932993603117, -96.33559846685674 33.72932993578151, -96.33559777433851 33.7221225565007))"
POUWaDEOK_S1476,"POLYGON ((-98.58946913252903 35.13173018771387, -98.59040413428497 35.13173491082161, -98.59246813375306 35.13174512656031, -98.59246813514258 35.13794908270996, -98.58946913445448 35.13794908417487, -98.58946913252903 35.13173018771387))"
POUWaDEOK_S1477,"POLYGON ((-98.59246813375306 35.13174512656031, -98.59688713598712 35.13176714334009, -98.59688763620939 35.13794908279473, -98.59246813514258 35.13794908270996, -98.59246813375306 35.13174512656031))"
POUWaDEOK_S1478,"POLYGON ((-98.56837812869709 35.13073708243068, -98.56836316021125 35.13615803347179, -98.56834938673275 35.13796501897922, -98.56832812960474 35.13910408344477, -98.56778186330405 35.1391107050831, -98.56661612839196 35.1387860838709, -98.56559412881558 35.13877508368049, -98.56558712866607 35.14646608525604, -98.56118187716099 35.14648808603617, -98.56118312708821 35.13258508328549, -98.56114262652554 35.13206058355771, -98.56512012745205 35.13204008257571, -98.56551112835668 35.13126508292636, -98.56583132808726 35.13077778241055, -98.56837812869709 35.13073708243068))"
POUWaDEOK_S1479,"POLYGON ((-98.57442813150109 35.15369508641607, -98.56772700505853 35.15369508691875, -98.56550388653191 35.15373815271948, -98.56554455129877 35.14964911860804, -98.57442813189709 35.14964908502401, -98.57442813150109 35.15369508641607))"
POUWaDEOK_S1480,"POLYGON ((-98.57493413042987 35.13796508351031, -98.57279713057908 35.13796508640924, -98.57279712990335 35.1343510831798, -98.57493413027576 35.1343473322906, -98.57493413042987 35.13796508351031))"
POUWaDEOK_S1481,"POLYGON ((-98.57493413042987 35.13796508351031, -98.5815636323108 35.13796508320712, -98.58596313340252 35.13795708281802, -98.58595513342675 35.14088608301044, -98.58534513345364 35.14080908345171, -98.58402613375016 35.14040608339008, -98.58362913303969 35.14039208308193, -98.58329513275011 35.14052008335042, -98.58262913239533 35.14109708366069, -98.58252775793562 35.14157308374796, -98.58228113232737 35.14176908373746, -98.58220513272551 35.14210408369494, -98.58232613249412 35.1424160835919, -98.583239133441 35.1430030838869, -98.58454900713765 35.14360025611408, -98.58516113391124 35.143931083378, -98.58533913348174 35.1442570843108, -98.5853381342386 35.14455708378321, -98.58495313377563 35.14475408421519, -98.58428613360417 35.14519308439736, -98.57935412246721 35.14521003010207, -98.5749341231173 35.14523327368665, -98.57493413042987 35.13796508351031))"
POUWaDEOK_S1482,"POLYGON ((-98.56837812869709 35.13073708243068, -98.57714412962021 35.13072466828154, -98.58094813187245 35.13072212897526, -98.58600313307802 35.13072108134676, -98.58598313298899 35.13280508160054, -98.58546813317963 35.13299008197009, -98.58505013315195 35.13341908226655, -98.58467413260368 35.13391708196939, -98.58475413293317 35.13427908174985, -98.58533013334086 35.13458708231125, -98.58597113288543 35.1348370820853, -98.58596313340252 35.13795708281802, -98.5815636323108 35.13796508320712, -98.57493413042987 35.13796508351031, -98.57279713057908 35.13796508640924, -98.56834938673275 35.13796501897922, -98.56836316021125 35.13615803347179, -98.56837812869709 35.13073708243068))"
POUWaDEOK_S1483,"POLYGON ((-94.78815116319794 35.1597862741511, -94.78812616378684 35.17420327682945, -94.77914416215202 35.17419426433412, -94.77911416227411 35.17242027699298, -94.77911416129668 35.16158327510427, -94.77909166085779 35.15977827525484, -94.78351266180182 35.15978227483838, -94.78815116319794 35.1597862741511))"
POUWaDEOK_S1484,"POLYGON ((-94.79253566405099 35.15976027521586, -94.78815116319794 35.1597862741511, -94.78811466231311 35.15609477397695, -94.79030616363674 35.15606127392078, -94.79249916440855 35.15606127315035, -94.79249916425547 35.15786827354798, -94.79253566405099 35.15976027521586))"
POUWaDEOK_S1485,"POLYGON ((-94.78812616378684 35.17420327682945, -94.78815116319794 35.1597862741511, -94.79253566405099 35.15976027521586, -94.79699315742275 35.15973334501518, -94.79699316610477 35.17243627650605, -94.79698166659134 35.17422927680909, -94.78812616378684 35.17420327682945))"
POUWaDEOK_S1486,"POLYGON ((-94.78811466231311 35.15609477397695, -94.78815116319794 35.1597862741511, -94.78351266180182 35.15978227483838, -94.78349016202128 35.15793527410723, -94.7834901618066 35.15612827431872, -94.78570016271934 35.15612827378858, -94.78811466231311 35.15609477397695))"
POUWaDEOK_S1487,"POLYGON ((-98.51763207219234 35.28372111198359, -98.51763232790839 35.2835701120697, -98.52650512921416 35.28357011145177, -98.52650512979515 35.28718411170091, -98.51762333601569 35.28718411302229, -98.51763207219234 35.28372111198359))"
POUWaDEOK_S1488,"POLYGON ((-98.32844608666699 35.3701721370827, -98.32415958500781 35.37015763688036, -98.32408708479437 35.36655113646766, -98.32844608627424 35.36655813607404, -98.32844608666699 35.3701721370827))"
POUWaDEOK_S1489,"POLYGON ((-98.32415958500781 35.37015763688036, -98.32844608666699 35.3701721370827, -98.3285920864824 35.37017213693793, -98.32859208744156 35.37378613696762, -98.32423258578999 35.37377163728733, -98.32415958500781 35.37015763688036))"
POUWaDEOK_S1490,"POLYGON ((-98.30637014497863 35.37536513832741, -98.30635501649206 35.37375713890683, -98.31075308276741 35.37375713791129, -98.31075308225273 35.37556413868605, -98.31077608025895 35.37734582776322, -98.30638908153314 35.37728613910539, -98.30637014497863 35.37536513832741))"
POUWaDEOK_S1491,"POLYGON ((-98.32423258578999 35.37377163728733, -98.32430808617248 35.37753013799629, -98.31511708261016 35.37740516785863, -98.31511708417995 35.37375713794825, -98.32176508583203 35.37375713776171, -98.32423258578999 35.37377163728733))"
POUWaDEOK_S1492,"POLYGON ((-98.56110212617105 35.11798408064632, -98.56110212983936 35.11752970061583, -98.56422712671943 35.11754907997552, -98.56395012656614 35.11617708001506, -98.56838212794172 35.11617207996807, -98.56840112802914 35.11978808065442, -98.56110212572386 35.11979108066264, -98.56110212617105 35.11798408064632))"
POUWaDEOK_S1493,"POLYGON ((-98.25365506367868 35.31236563029824, -98.26246006611255 35.31236712964039, -98.2624600658678 35.3159811300797, -98.25368206345698 35.31597963070531, -98.25365506367868 35.31236563029824))"
POUWaDEOK_S1494,"POLYGON ((-98.26246006611255 35.31236712964039, -98.25365506367868 35.31236563029824, -98.25360206335804 35.30513912865088, -98.26246056493783 35.30514412836775, -98.26246006611255 35.31236712964039))"
POUWaDEOK_S1495,"POLYGON ((-98.25368206345698 35.31597963070531, -98.2624600658678 35.3159811300797, -98.26246006644516 35.31778813069279, -98.26251406655466 35.31969113238499, -98.25370906445487 35.3196501316311, -98.25368206345698 35.31597963070531))"
POUWaDEOK_S1496,"POLYGON ((-96.22897054081913 35.20307621245298, -96.22896254030653 35.20668071275411, -96.22895454134446 35.21028671355372, -96.2267580404997 35.21026921345048, -96.22012253917084 35.21026921351716, -96.22012253855046 35.20305699889178, -96.22897054081913 35.20307621245298))"
POUWaDEOK_S1497,"POLYGON ((-96.22897054081913 35.20307621245298, -96.23339354638362 35.20306746372434, -96.23339354255606 35.20669021306479, -96.22896254030653 35.20668071275411, -96.22897054081913 35.20307621245298))"
POUWaDEOK_S1498,"POLYGON ((-97.40596484725644 35.2925601693796, -97.40595884852213 35.29075416931614, -97.41482934969059 35.29077517246153, -97.41481585027327 35.29257716912141, -97.41481585100989 35.29798216998483, -97.40598184805079 35.29797767094372, -97.40596484725644 35.2925601693796))"
POUWaDEOK_S1499,"POLYGON ((-96.68433609497717 35.26108607763211, -96.68873666300405 35.26106720032404, -96.68874503800686 35.2683225761257, -96.68656566298158 35.26836820176119, -96.68435266252808 35.2683682015465, -96.68435266179105 35.26471820092888, -96.68433609497717 35.26108607763211))"
POUWaDEOK_S1500,"POLYGON ((-96.68433609497717 35.26108607763211, -96.68435266179105 35.26471820092888, -96.67992566073266 35.26473001375025, -96.67992566039716 35.26291879533476, -96.67987917642978 35.26110349293062, -96.68433609497717 35.26108607763211))"
POUWaDEOK_S1501,"POLYGON ((-98.59922220101822 35.1171389815598, -98.6009681353612 35.11711907803645, -98.60098521497807 35.12349307964833, -98.59922213604683 35.12349307949408, -98.59922220101822 35.1171389815598))"
POUWaDEOK_S1502,"POLYGON ((-95.66598038809691 35.11764922413761, -95.66599038856315 35.11585022364417, -95.68369039319757 35.11592422322864, -95.68359839480873 35.13042922544751, -95.66591039044616 35.13047322679378, -95.66598038809691 35.11764922413761))"
POUWaDEOK_S1503,"POLYGON ((-96.84235920797333 35.34040020662073, -96.84316970891325 35.34043020893283, -96.84677770988192 35.34043020904797, -96.85120871057129 35.34043020638093, -96.85120871077804 35.34404420680541, -96.84317170874724 35.34404420753719, -96.84095772420638 35.3440142074673, -96.84095470861946 35.34368420712278, -96.84236370899654 35.34321820721033, -96.84235920797333 35.34040020662073))"
POUWaDEOK_S1504,"POLYGON ((-96.84677770988192 35.34043020904797, -96.84316970891325 35.34043020893283, -96.84235920797333 35.34040020662073, -96.84234770777529 35.33320220504459, -96.8467762088095 35.33319920537803, -96.84677770988192 35.34043020904797))"
POUWaDEOK_S1505,"POLYGON ((-96.98311574416167 35.33323219785832, -96.98311874516357 35.34768520095118, -96.9787337433651 35.34775420080152, -96.97837674349799 35.34723120130433, -96.97419124269557 35.34721920133144, -96.97418474184774 35.34585020080102, -96.97418474066909 35.33321632723232, -96.98311574416167 35.33323219785832))"
POUWaDEOK_S1506,"POLYGON ((-96.98311574416167 35.33323219785832, -96.9919492452532 35.33326919776741, -96.99197774611002 35.3350671986428, -96.99197774715095 35.34588120021144, -96.99196914763033 35.34730440075105, -96.99086074681078 35.34770720039037, -96.98311874516357 35.34768520095118, -96.98311574416167 35.33323219785832))"
POUWaDEOK_S1507,"POLYGON ((-96.73953957912377 33.87493994447154, -96.74390551554252 33.87493994901325, -96.74390464526225 33.8750709410045, -96.74388064508796 33.87868494172673, -96.74386868398039 33.88049194261505, -96.74385758043307 33.88231494621225, -96.73953857955684 33.88229794620433, -96.73953957912377 33.87493994447154))"
POUWaDEOK_S1508,"POLYGON ((-96.74388064508796 33.87868494172673, -96.74825858110184 33.87868494500416, -96.74825858212701 33.88049194566269, -96.74386868398039 33.88049194261505, -96.74388064508796 33.87868494172673))"
POUWaDEOK_S1509,"POLYGON ((-96.76124558309677 33.86409494250871, -96.76561058482937 33.86408494180341, -96.76559858559382 33.86770044285323, -96.76123358372399 33.86773194248698, -96.76124558309677 33.86409494250871))"
POUWaDEOK_S1510,"POLYGON ((-96.76996408638676 33.86766894242879, -96.76994058651869 33.86949194291827, -96.76994058667957 33.87132056584198, -96.7677630854121 33.87134594342286, -96.76558658545969 33.87134594312493, -96.76559858559382 33.86770044285323, -96.76996408638676 33.86766894242879))"
POUWaDEOK_S1511,"POLYGON ((-96.74390464526225 33.8750709410045, -96.74828258125829 33.87507094475121, -96.74825858120843 33.87687794456397, -96.74825858110184 33.87868494500416, -96.74388064508796 33.87868494172673, -96.74390464526225 33.8750709410045))"
