OID_,SensorCode,SensorID,SensorLabel,Comment,Description,isPublished,LocationName,LocationCode,LocationID,SubLocationCode,TimeSeriesType,Parameter,UnitOfMeasure,UtcOffset,ComputationMethod,ComputationPeriod,LastModifiedTime,ExtendedAttributeValues,ParameterLabel
340,Discharge.discharge@76GJ 7100,59c948db413146439674f1d56217d019,discharge,,,1,North Fork Flint Creek nr mouth,76GJ 7100,ba28f68f85354a7ba686ecf342c71e29,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Discharge
341,Discharge.Daily Average@76HB 01000,458c7f61a56b47a1afba65339e8ab730,Daily Average,,,1,Lolo Creek Below Granite Creek,76HB 01000,eb78f1bcc14841f3af33575c9259d6ec,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:06,[],Discharge
342,Discharge.discharge@76HB 01000,a57e0c8279714f329a07cf3e40022f7b,discharge,,,1,Lolo Creek Below Granite Creek,76HB 01000,eb78f1bcc14841f3af33575c9259d6ec,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Discharge
343,Stage.working@76HB 01000,bc180e4aa4134681b1035a808bd9cf7e,working,,,1,Lolo Creek Below Granite Creek,76HB 01000,eb78f1bcc14841f3af33575c9259d6ec,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Stage
344,Discharge.Daily Average@76HB 01500,c3416a260fbe4352a231b31197d6bcd1,Daily Average,,,1,Lolo Creek at Dodson (MDT),76HB 01500,66dbdc1aa7554a84a38d410faad1798f,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:06,[],Discharge
345,Discharge.discharge@76HB 01500,960cfe37d94a45d5baef02064771a98e,discharge,,,1,Lolo Creek at Dodson (MDT),76HB 01500,66dbdc1aa7554a84a38d410faad1798f,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Discharge
346,Stage.working@76HB 01500,eca3ff82113c4befbbe486f177b1e3dd,working,,,1,Lolo Creek at Dodson (MDT),76HB 01500,66dbdc1aa7554a84a38d410faad1798f,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Stage
347,Discharge.Daily Average@76HB 02800,309f1e68eefa49a9ba356a051269a294,Daily Average,,,1,Graves Creek at Highway12,76HB 02800,4b0ec8cc2a4f40dbae267d8dcca62b5d,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:06,[],Discharge
348,Discharge.discharge@76HB 02800,34c92781d44c4ff8a34a4069b53be7b2,discharge,,,1,Graves Creek at Highway12,76HB 02800,4b0ec8cc2a4f40dbae267d8dcca62b5d,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Discharge
349,Stage.working@76HB 02800,d692a870001e4307843662c9c140d7a4,working,,,1,Graves Creek at Highway12,76HB 02800,4b0ec8cc2a4f40dbae267d8dcca62b5d,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Stage
350,Discharge.Daily Average@76HB 03000,d8c4c1f7b0e04f969fe54dba7cb9c28f,Daily Average,,,1,Lolo Creek below Bear Creek,76HB 03000,055b9466bef348b587b33d03adc0216d,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:06,[],Discharge
351,Discharge.discharge@76HB 03000,7f8effea9edb46b7bace3a5c175aea71,discharge,,,1,Lolo Creek below Bear Creek,76HB 03000,055b9466bef348b587b33d03adc0216d,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Discharge
352,Stage.working@76HB 03000,e5a17e03bf3e4a68b07156de0165e0e3,working,,,1,Lolo Creek below Bear Creek,76HB 03000,055b9466bef348b587b33d03adc0216d,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Stage
353,Discharge.Daily Average@76HB 05500,a92a455d597546d1af254ed5a69ba96c,Daily Average,,,1,S.Fork Lolo below West Butte Creek,76HB 05500,54e6d07e301a486d9ee2a1b812f9378d,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:06,[],Discharge
354,Discharge.discharge@76HB 05500,f98f8d05a05c4676be54646e1246226b,discharge,,,1,S.Fork Lolo below West Butte Creek,76HB 05500,54e6d07e301a486d9ee2a1b812f9378d,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 17:51:30,[],Discharge
355,Stage.working@76HB 05500,d23fcc7bbfc047bfabc2a32ffddaee82,working,,,1,S.Fork Lolo below West Butte Creek,76HB 05500,54e6d07e301a486d9ee2a1b812f9378d,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Stage
356,Stage.Daily Average@76HB 09500,f95c5546962e43c1aa6fdd2de7bf9311,Daily Average,,,1,Lolo Creek abv Sleeman Creek,76HB 09500,bfc4c4ef7d2d41b49f4fc3d2014584f7,,ProcessorDerived,HG,ft,-PT7H,Mean,Daily,2/12/2021 21:59:41,[],Stage
357,Discharge.Daily Average@76HB 09500,ed1937d2432c4e9ab99ee482c6edf768,Daily Average,,,1,Lolo Creek abv Sleeman Creek,76HB 09500,bfc4c4ef7d2d41b49f4fc3d2014584f7,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:06,[],Discharge
358,Discharge.discharge@76HB 09500,acde038609584b77be2986f7814cb6fa,discharge,,,1,Lolo Creek abv Sleeman Creek,76HB 09500,bfc4c4ef7d2d41b49f4fc3d2014584f7,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Discharge
359,Stage.working@76HB 09500,d4cb07c61f08492c934758a30b4bf9d3,working,,,1,Lolo Creek abv Sleeman Creek,76HB 09500,bfc4c4ef7d2d41b49f4fc3d2014584f7,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/4/2021 17:52:01,[],Stage
360,Discharge.Daily Average@76HB 05800,770501e3fe494f5b8589180e8f1c4aa7,Daily Average,,,1,S.Fork Lolo at Mouth,76HB 05800,5295a2c0fc064514a6a0968bb62c94d8,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:06,[],Discharge
361,Discharge.discharge@76HB 05800,1b626ae200f44d238038cc8cb41d2273,discharge,,,1,S.Fork Lolo at Mouth,76HB 05800,5295a2c0fc064514a6a0968bb62c94d8,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Discharge
362,Stage.working@76HB 05800,4984c084700f414f879bb988d2b19ff6,working,,,1,S.Fork Lolo at Mouth,76HB 05800,5295a2c0fc064514a6a0968bb62c94d8,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Stage
363,Discharge.Daily Average@76HB 09550,4b1c53ffbc4849faa6a569f2037fe1df,Daily Average,,,1,Lolo Creek below Sleeman Creek,76HB 09550,adcb6f06bc6049ac82df5966fa84e250,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:06,[],Discharge
364,Discharge.discharge@76HB 09550,9db3c07a6e904cec8c3d23a8f1bacb38,discharge,,,1,Lolo Creek below Sleeman Creek,76HB 09550,adcb6f06bc6049ac82df5966fa84e250,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 17:52:56,[],Discharge
365,Stage.working@76HB 09550,016144734f3c4b53b231b8d333a412f9,working,,,1,Lolo Creek below Sleeman Creek,76HB 09550,adcb6f06bc6049ac82df5966fa84e250,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Stage
366,Stage.Daily Average@76HB 09600,7b1741b80c2740ed8e4b1a7330fa4c64,Daily Average,,,1,Lolo Creek below Highway 93,76HB 09600,06a40d2c83a146618b6e1892ced47849,,ProcessorDerived,HG,ft,-PT7H,Mean,Daily,2/12/2021 22:07:07,[],Stage
367,Discharge.Daily Average@76HB 09600,31499e6aa7f045c0a263d0c40e45a6a7,Daily Average,,,1,Lolo Creek below Highway 93,76HB 09600,06a40d2c83a146618b6e1892ced47849,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:06,[],Discharge
368,Water Temp.Daily Average@76HB 09600,148f0fb35e1a4dd3a4da8a313a0d93b0,Daily Average,,,1,Lolo Creek below Highway 93,76HB 09600,06a40d2c83a146618b6e1892ced47849,,ProcessorDerived,TW,degC,-PT7H,Mean,Daily,2/12/2021 22:07:32,[],Water Temp
369,Discharge.discharge@76HB 09600,f39914040614436bb5e1c28cc9fb2601,discharge,,,1,Lolo Creek below Highway 93,76HB 09600,06a40d2c83a146618b6e1892ced47849,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Discharge
370,Water Level.GW_Calc@76HB 09600,3183056ba8894eee93659d30a273c93e,GW_Calc,,,1,Lolo Creek below Highway 93,76HB 09600,06a40d2c83a146618b6e1892ced47849,,ProcessorDerived,Wat_LVL_BLSD,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Water Level
371,Water Temp.water temp@76HB 09600,ec35f8fd979d4ae29a85c6ce3cf65586,water temp,,,1,Lolo Creek below Highway 93,76HB 09600,06a40d2c83a146618b6e1892ced47849,,ProcessorBasic,TW,degC,-PT7H,Unknown,Unknown,2/2/2021 6:16:17,[],Water Temp
372,Stage.working@76HB 09600,ee34bffd9d5a41858261dd2644d242ee,working,,real-time,1,Lolo Creek below Highway 93,76HB 09600,06a40d2c83a146618b6e1892ced47849,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Stage
373,Stage.Daily Average@76LJ 07500,945093c2caaf42b58b1f79fc42e2582b,Daily Average,,,1,Mill Creek below Creston Hatchery,76LJ 07500,6b67bcd1b83043d5bea8e8fac0815294,,ProcessorDerived,HG,ft,-PT7H,Mean,Daily,2/12/2021 22:11:10,[],Stage
374,Discharge.Daily Average@76LJ 07500,18afc3c497be456d8df0b54fa7ce789a,Daily Average,,,1,Mill Creek below Creston Hatchery,76LJ 07500,6b67bcd1b83043d5bea8e8fac0815294,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:07,[],Discharge
375,Water Temp.Daily Average@76LJ 07500,fd882b6475004641957d602842553b79,Daily Average,,,1,Mill Creek below Creston Hatchery,76LJ 07500,6b67bcd1b83043d5bea8e8fac0815294,,ProcessorDerived,TW,degC,-PT7H,Mean,Daily,2/12/2021 22:11:37,[],Water Temp
376,Discharge.discharge@76LJ 07500,c5e3175a726e4d648889f62e0f466f6c,discharge,,,1,Mill Creek below Creston Hatchery,76LJ 07500,6b67bcd1b83043d5bea8e8fac0815294,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:07,[],Discharge
377,Water Temp.water temp@76LJ 07500,094f042fb0b04b91837f8cba9b938595,water temp,,,1,Mill Creek below Creston Hatchery,76LJ 07500,6b67bcd1b83043d5bea8e8fac0815294,,ProcessorBasic,TW,degC,-PT7H,Unknown,Unknown,2/2/2021 6:16:17,[],Water Temp
378,Stage.working@76LJ 07500,618dc19d7ff74c879e6c6e3e1020f8f0,working,,,1,Mill Creek below Creston Hatchery,76LJ 07500,6b67bcd1b83043d5bea8e8fac0815294,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:07,[],Stage
379,Discharge.Daily Average@76LJ 001,bb24d5f7ee2e4c88a9e83c3e4ac58700,Daily Average,,,1,Blaine Ck at MSU Ag Station,76LJ 001,5a211fb94f9a4f7d8cf682e2895e48cb,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:07,[],Discharge
380,Discharge.discharge@76LJ 001,23e54afb9497470cb198c8b790a447b9,discharge,,,1,Blaine Ck at MSU Ag Station,76LJ 001,5a211fb94f9a4f7d8cf682e2895e48cb,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:07,[],Discharge
381,Stage.working@76LJ 001,dd155a8fb2144db99f312998c8919885,working,,,1,Blaine Ck at MSU Ag Station,76LJ 001,5a211fb94f9a4f7d8cf682e2895e48cb,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:07,[],Stage
382,Discharge.Daily Average@76LJ 002,d75ddd1396a74ff8a0cb159c23fc3cb8,Daily Average,,,1,Blaine Creek at Outlet of Lake Blaine,76LJ 002,081e5d572156420c97cc065b74a83659,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:07,[],Discharge
383,Discharge.discharge@76LJ 002,c2af01db3293454fbf61bd202baccc50,discharge,,,1,Blaine Creek at Outlet of Lake Blaine,76LJ 002,081e5d572156420c97cc065b74a83659,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/4/2021 17:55:14,[],Discharge
384,Stage.working@76LJ 002,d031c087a383488fb2c5beac0c4bc4c3,working,,,1,Blaine Creek at Outlet of Lake Blaine,76LJ 002,081e5d572156420c97cc065b74a83659,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:07,[],Stage
385,Discharge.Daily Average@76LJ 003,d544d521a38c42419eb2af6a514891f0,Daily Average,,,1,Hemler Creek,76LJ 003,2a4120db1c9c48e7be3147057ec678f4,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:07,[],Discharge
386,Discharge.discharge@76LJ 003,75e9974222394ba6ad615802a010521c,discharge,,,1,Hemler Creek,76LJ 003,2a4120db1c9c48e7be3147057ec678f4,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:07,[],Discharge
387,Stage.working@76LJ 003,de0d2ec062bb4f3183da817d8ca9553f,working,,,1,Hemler Creek,76LJ 003,2a4120db1c9c48e7be3147057ec678f4,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:07,[],Stage
388,Discharge.discharge@76LJ 004,2a7f28c5f95b4447a98257ce5a669c7b,discharge,,,1,Mooring Ck at Blackmer Road,76LJ 004,af7f8b9ff8a842cda2d40443f113135a,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:07,[],Discharge
389,Stage.working@76LJ 004,7361cd4dfd51457a87d3287f33e25c36,working,,,1,Mooring Ck at Blackmer Road,76LJ 004,af7f8b9ff8a842cda2d40443f113135a,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:07,[],Stage
390,Discharge.discharge@76LJ 005,b7bd77e008c140e3a7581203e87b5e69,discharge,,,1,Mooring Creek at Sampsons,76LJ 005,bbedc51967164b3f91754a4094278023,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:07,[],Discharge
391,Stage.working@76LJ 005,23267c8bd047420690d591b2623b9097,working,,,1,Mooring Creek at Sampsons,76LJ 005,bbedc51967164b3f91754a4094278023,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:07,[],Stage
392,Stage.Daily Average@76LJ 09900,bc86eb45d3814d92997bc88a40b7afb9,Daily Average,,,1,Ashley Creek at Kalispell WTP,76LJ 09900,447524c905c94d86bf553f80d0ce9b09,,ProcessorDerived,HG,ft,-PT7H,Mean,Daily,2/12/2021 22:09:06,[],Stage
393,Discharge.Daily Average@76LJ 09900,2a4b31fb5ac9450e82b94c44979890f5,Daily Average,,,1,Ashley Creek at Kalispell WTP,76LJ 09900,447524c905c94d86bf553f80d0ce9b09,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:07,[],Discharge
394,Water Temp.Daily Average@76LJ 09900,32be18635be945bba88bbadc395be56a,Daily Average,,,1,Ashley Creek at Kalispell WTP,76LJ 09900,447524c905c94d86bf553f80d0ce9b09,,ProcessorDerived,TW,degC,-PT7H,Mean,Daily,2/12/2021 22:09:32,[],Water Temp
395,Discharge.discharge@76LJ 09900,39ae21df076c49638602b56c881bae2a,discharge,,,1,Ashley Creek at Kalispell WTP,76LJ 09900,447524c905c94d86bf553f80d0ce9b09,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:07,[],Discharge
396,Water Temp.water temp@76LJ 09900,37897aa5ba584477a8e89d0e92380d46,water temp,,,1,Ashley Creek at Kalispell WTP,76LJ 09900,447524c905c94d86bf553f80d0ce9b09,,ProcessorBasic,TW,degC,-PT7H,Unknown,Unknown,2/2/2021 6:16:17,[],Water Temp
397,Stage.working@76LJ 09900,6ed8765327354227ba7ef96aee37660c,working,,,1,Ashley Creek at Kalispell WTP,76LJ 09900,447524c905c94d86bf553f80d0ce9b09,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:07,[],Stage
398,Discharge.Daily Average@43BV 02000,f309b329bf724707b6ef7730d612604a,Daily Average,,Average Daily Flow for period of record,1,Sweet Grass Creek at Tronrud Bridge,43BV 02000,54566d8f2aa44cab9a4046c1646775a2,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:06,[],Discharge
399,Water Temp.Daily Average@43BV 02000,8c3a929f073f4e54843c023481ba0935,Daily Average,,,1,Sweet Grass Creek at Tronrud Bridge,43BV 02000,54566d8f2aa44cab9a4046c1646775a2,,ProcessorDerived,TW,degC,-PT7H,Mean,Daily,2/12/2021 21:45:24,[],Water Temp
400,Discharge.discharge@43BV 02000,f00442261b034fa988d928684fb594c3,discharge,,Derived Discharge based on ""working stage"" data set,1,Sweet Grass Creek at Tronrud Bridge,43BV 02000,54566d8f2aa44cab9a4046c1646775a2,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Discharge
401,Water Temp.water temp@43BV 02000,32f90c11ccc24f0d815296eb5cf8e3e5,water temp,,,1,Sweet Grass Creek at Tronrud Bridge,43BV 02000,54566d8f2aa44cab9a4046c1646775a2,,ProcessorBasic,TW,degC,-PT7H,Unknown,Unknown,2/2/2021 6:16:15,[],Water Temp
402,Stage.working@43BV 02000,64ac6a51d8f949059c31c5ebbcf9fa9b,working,,Real-time data,1,Sweet Grass Creek at Tronrud Bridge,43BV 02000,54566d8f2aa44cab9a4046c1646775a2,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Stage
403,Discharge.Daily Average@43BV 04000,c2ca0f429c104ff8a3adb41105e3dc21,Daily Average,Only available in this format from 2010 on,Daily average discharge for period since 2010,1,Sweet Grass Creek at Otter Creek Bridge,43BV 04000,880fdd99c0a44f719f4ef3280bb4887f,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:06,[],Discharge
404,Discharge.discharge@43BV 04000,f65fe3d421824ba0abbb3a31ce85e4c3,discharge,Information not available to reconstruct prior to 2010,Continous discharge for period since 2010,1,Sweet Grass Creek at Otter Creek Bridge,43BV 04000,880fdd99c0a44f719f4ef3280bb4887f,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Discharge
405,Discharge.Daily Average@43BV 05000,f17c8dea055f489fbc998afe8b9c6e0f,Daily Average,,Daily Averages for recent period,1,Sweet Grass Creek Below Glasston Intake,43BV 05000,ac7b280667804e34a4b0d4866ffd60eb,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:06,[],Discharge
406,Discharge.discharge@43BV 05000,fdc7c6c9a6074c6f9161192c3d27fdc1,discharge,This computes discharge from stage for the most recent period.,Rating curve derived discharge for most recent years,1,Sweet Grass Creek Below Glasston Intake,43BV 05000,ac7b280667804e34a4b0d4866ffd60eb,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Discharge
407,Discharge.Daily Average@43BV 07000,0b577d8ad8d848b49a5263e8553219ce,Daily Average,,Daily average discharge for station,1,Sweet Grass Creek at Rapalje Bridge,43BV 07000,9d11cca3239044d6aea82bb7eb7577c8,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:16:16,[],Discharge
408,Discharge.Daily Average@43BV 08000,287ee1a5cec94934b426e66d78ee1c9f,Daily Average,,Daily Average ,1,Sweet Grass Creek at Agnew's,43BV 08000,0aecbed8937549349bbbd4312f170680,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:16:16,[],Discharge
409,Discharge.Daily Average@43BV 09000,1a5106e0ccbf46438971671a37e8a0f4,Daily Average,Includes all legacy data,Average daily discharge for period of record,1,Sweet Grass Creek at Vermillion Bridge,43BV 09000,093accb0e1ea4ad389d097030c546c66,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:16:16,[],Discharge
410,Discharge.discharge@43BV 09000,20888159cd5e42268dfe4ab65ca382de,discharge,,Rating curve derived discharge for 2015,1,Sweet Grass Creek at Vermillion Bridge,43BV 09000,093accb0e1ea4ad389d097030c546c66,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Discharge
411,Stage.Daily Average@43D 01900,72acb06770e944e5aee70c4ec15db941,Daily Average,,,1,"WF Rock Ck nr Red Lodge, MT",43D 01900,ff881493e36e4125bf29bc313185a43d,,ProcessorDerived,HG,ft,-PT7H,Mean,Daily,2/12/2021 21:47:28,[],Stage
412,Discharge.Daily Average@43D 01900,a7fa1a92160140ed9d141a2343a48719,Daily Average,,,1,"WF Rock Ck nr Red Lodge, MT",43D 01900,ff881493e36e4125bf29bc313185a43d,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/4/2021 20:47:22,[],Discharge
413,Water Temp.Daily Average@43D 01900,51027f09d91540c6aba458ca94db4e24,Daily Average,,,1,"WF Rock Ck nr Red Lodge, MT",43D 01900,ff881493e36e4125bf29bc313185a43d,,ProcessorDerived,TW,degC,-PT7H,Mean,Daily,2/12/2021 21:47:52,[],Water Temp
414,Discharge.discharge@43D 01900,1662da412180418ea98e583965253d9a,discharge,,,1,"WF Rock Ck nr Red Lodge, MT",43D 01900,ff881493e36e4125bf29bc313185a43d,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Discharge
415,Water Temp.water temp@43D 01900,e5189e165733458c9fe65ec79bac8988,water temp,,,1,"WF Rock Ck nr Red Lodge, MT",43D 01900,ff881493e36e4125bf29bc313185a43d,,ProcessorBasic,TW,degC,-PT7H,Unknown,Unknown,2/2/2021 6:16:16,[],Water Temp
416,Stage.working@43D 01900,181011f1c66545d896ca6463a70b16af,working,,,1,"WF Rock Ck nr Red Lodge, MT",43D 01900,ff881493e36e4125bf29bc313185a43d,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Stage
417,Discharge.Daily Average@43B 04010,c713ac6b9dae4e75a9f05da29122c2a8,Daily Average,,,1,Mill Creek above Pipeline Intake,43B 04010,d06a1fd300b94f30942c7e506d249d75,,ProcessorDerived,QR,ft^3/s,-PT7H,Mean,Daily,2/2/2021 6:24:06,[],Discharge
418,Discharge.discharge@43B 04010,9a92e0e3e8014d3e80c95aee4c2bb5e0,discharge,,,1,Mill Creek above Pipeline Intake,43B 04010,d06a1fd300b94f30942c7e506d249d75,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Discharge
419,Stage.working@43B 04010,b11f51fdacc8455cacb200d5bb124d1c,working,,,1,Mill Creek above Pipeline Intake,43B 04010,d06a1fd300b94f30942c7e506d249d75,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Stage
420,Stage.Daily Average@43B 04040,b54908aec0da448f92a401620e9a96ac,Daily Average,,Discharge at 360 Ranch,1,Mill Creek at 360 Ranch Upper Bridge,43B 04040,1016ee6ea7384ee2aa5456a7f3231b42,,ProcessorDerived,HG,ft,-PT7H,Mean,Daily,2/2/2021 6:24:05,[],Stage
421,Stage.working@43B 04040,32f0ab48f0234ea5b04f7c133886a02c,working,,,1,Mill Creek at 360 Ranch Upper Bridge,43B 04040,1016ee6ea7384ee2aa5456a7f3231b42,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:05,[],Stage
422,Discharge.discharge@43B 04060,db654d70d25741b0909815a8d24744f2,discharge,,,1,Mill Creek at East River Road Bridge,43B 04060,26a1ee14fb8c47769494491ea7e07ad5,,ProcessorDerived,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:24:06,[],Discharge
423,Water Temp.water temp@43B 04060,ed1db32077fa4c39b89c4ad70a10c462,water temp,,,1,Mill Creek at East River Road Bridge,43B 04060,26a1ee14fb8c47769494491ea7e07ad5,,ProcessorBasic,TW,degC,-PT7H,Unknown,Unknown,2/2/2021 6:16:15,[],Water Temp
424,Stage.working@43B 04060,5140a6f08146470683859888a3f955ed,working,,,1,Mill Creek at East River Road Bridge,43B 04060,26a1ee14fb8c47769494491ea7e07ad5,,ProcessorDerived,HG,ft,-PT7H,Unknown,Unknown,2/2/2021 6:24:05,[],Stage
425,Discharge.discharge@43A 07100,54916a715a1040fbb0265235c50351cb,discharge,"Based on discharge measurement, or observation of gage height",Discharge at time of observation,1,Smith Creek at McLeods,43A 07100,6a3484fc1ecf4cc7981596dc4878882e,,ProcessorBasic,QR,ft^3/s,-PT6H,Unknown,Unknown,2/2/2021 6:16:15,[],Discharge
426,Discharge.Daily Average@43A 08100,0af3258710764786bd067b695e2ae3fe,Daily Average,,Daily Average Discharge for Station based on Daily Average Stage from Water Level Logger,1,Big Ditch below Second Headgate,43A 08100,8edb3d496c1e43d48327d6a81dc2f187,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:16:15,[],Discharge
427,Discharge.Daily Average@43A 08200,32f5d23cce204201b22599fc56f4aff2,Daily Average,Based on daily average stage from water level logger,Daily Average Discharge for Station,1,Big Ditch at Ramp Flume,43A 08200,b87191c3ceb349a0950d9fffbcc30082,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:16:15,[],Discharge
428,Discharge.Daily Average@43A 09000,b6b06301747c435985eece351f0da89d,Daily Average,Based on daily average stage from wate level logger,Daily Average Discharge for Station,1,Shields River below Big Ditch Headgate near Holiday Ranch,43A 09000,a13d43831cd64dfa8295d428ad2c2f22,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:16:15,[],Discharge
429,Discharge.discharge@43A 09250,8b1f66b93a7940cea5fb815293419a82,discharge,Based on observer stage data or actual discharge measurement,Discharge ,1,Shields River at Hoyem Bridge,43A 09250,480c9001c71348119a0876787f7d6f6d,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:16:15,[],Discharge
430,Discharge.Daily Average@43A 09500,6e799327075c4272943d342f5c27b6ed,Daily Average,Based on daily average stage from water level logger,Daily Average Discharge for Station,1,Shields River Upper Gage at Rennie Ranch,43A 09500,f72edeed8c074a15930f09426791241d,,ProcessorBasic,QR,ft^3/s,-PT7H,Unknown,Unknown,2/2/2021 6:16:15,[],Discharge
