VariableSpecificUUID,AggregationInterval,AggregationIntervalUnitCV,AggregationStatisticCV,AmountUnitCV,MaximumAmountUnitCV,ReportYearStartMonth,ReportYearTypeCV,VariableCV,VariableSpecificCV
COos_V1,1,Annual,Cumulative,AF,AF,1,CalendarYear,Stream Gage,Stream Gage_Annual_DivTotal_Surface Water
COos_V2,1,Annual,Cumulative,AF,AF,1,CalendarYear,Stream Gage,Stream Gage_Annual_DivTotal_Groundwater
