Year,TWDB_Survey_No,Organization,Population_Served,Water_Type,Purchasd___Self_Supplied,Region_Used,County_Used,Basin_Used,Source_County,Source_Basin,Aquifer_Source,Surface_Water_Source,Seller_Name,Active_Wells,Brackish___Saline,TWDB_Estimated_Volume,Percent_Treated_Prior_to_Intake,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total_Intake__Gallons_
1988,511953,A & A LONGHORN MHP,0,Ground Water,SS,A,POTTER,CANADIAN,POTTER,CANADIAN,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"600,000","600,000"
1989,511953,A & A LONGHORN MHP,15,Ground Water,SS,A,POTTER,CANADIAN,POTTER,CANADIAN,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,N,0,"21,000","21,000","21,000","21,000","30,000","30,000","30,000","30,000","25,000","21,000","21,000","21,000","292,000"
1990,511953,A & A LONGHORN MHP,0,Ground Water,SS,A,POTTER,CANADIAN,POTTER,CANADIAN,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"630,000","630,000"
1991,511953,A & A LONGHORN MHP,0,Ground Water,SS,A,POTTER,CANADIAN,POTTER,CANADIAN,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"1,511,100","1,511,100"
1992,511953,A & A LONGHORN MHP,0,Ground Water,SS,A,POTTER,CANADIAN,POTTER,CANADIAN,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"1,511,100","1,511,100"
1993,511953,A & A LONGHORN MHP,0,Ground Water,SS,A,POTTER,CANADIAN,POTTER,CANADIAN,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"1,553,075","1,553,075"
1994,511953,A & A LONGHORN MHP,40,Ground Water,SS,A,POTTER,CANADIAN,POTTER,CANADIAN,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"1,385,175","1,385,175"
1995,511953,A & A LONGHORN MHP,40,Ground Water,SS,A,POTTER,CANADIAN,POTTER,CANADIAN,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"1,385,175","1,385,175"
1996,511953,A & A LONGHORN MHP,40,Ground Water,SS,A,POTTER,CANADIAN,POTTER,CANADIAN,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"1,385,175","1,385,175"
1997,511953,A & A LONGHORN MHP,40,Ground Water,SS,A,POTTER,CANADIAN,POTTER,CANADIAN,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"1,385,175","1,385,175"
1998,511953,A & A LONGHORN MHP,40,Ground Water,SS,A,POTTER,CANADIAN,POTTER,CANADIAN,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"1,385,175","1,385,175"
2001,511953,A & A LONGHORN MHP,40,Ground Water,SS,A,POTTER,CANADIAN,POTTER,CANADIAN,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"1,385,175","1,385,175"
2002,511953,A & A LONGHORN MHP,40,Ground Water,SS,A,POTTER,CANADIAN,POTTER,CANADIAN,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,"1,385,175","1,385,175"
1969,13650,ALLISON VOLUNTEER WATER,0,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"2,160,000","2,160,000"
1971,13650,ALLISON VOLUNTEER WATER,0,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"2,310,000","2,310,000"
1972,13650,ALLISON VOLUNTEER WATER,0,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,"144,940","152,890","131,860","152,860","201,860","211,920","220,100","286,980","151,920","148,200","138,420","140,286","2,082,236"
1973,13650,ALLISON VOLUNTEER WATER,0,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,"122,310","101,980","105,480","89,960","142,390","1,178,760","184,950","198,130","371,700","312,470","314,570","111,790","3,234,490"
1974,13650,ALLISON VOLUNTEER WATER,0,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,"198,131","354,200","312,470","314,570","111,790","308,100","286,990","297,540","215,200","142,670","118,040","117,990","2,777,691"
1975,13650,ALLISON VOLUNTEER WATER,0,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0,"150,920","152,040","145,010","198,080","202,510","224,550","180,670","174,200","143,230","120,300","131,430","113,270","1,936,210"
1976,13650,ALLISON VOLUNTEER WATER,0,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0,"199,130","182,150","228,990","204,050","291,730","293,020","395,850","386,250","198,620","315,140","194,820","155,690","3,045,440"
1977,13650,ALLISON VOLUNTEER WATER,0,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,"179,680","189,250","237,880","212,550","300,000","313,220","376,020","368,830","187,630","306,240","188,310","156,090","3,015,700"
1978,13650,ALLISON VOLUNTEER WATER,0,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,"199,670","226,940","222,480","179,490","177,120","349,380","460,040","399,330","305,950","227,620","188,210","198,570","3,134,800"
1979,13650,ALLISON VOLUNTEER WATER,0,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,"36,442","184,332","55,850","136,580","241,090","200,160","294,602","254,510","113,710","119,990","82,660","140,750","1,860,676"
1981,13650,ALLISON VOLUNTEER WATER,0,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,"61,400","64,510","76,000","79,600","82,560","90,110","96,870","101,250","93,480","84,870","71,010","66,410","968,070"
1982,13650,ALLISON VOLUNTEER WATER,160,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"1,234,800","1,234,800"
1983,13650,ALLISON VOLUNTEER WATER,60,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,"138,880","129,920","138,880","138,880","140,268","140,268","154,688","154,688","140,000","135,000","138,000","138,000","1,687,472"
1984,13650,ALLISON VOLUNTEER WATER,0,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,"126,000","129,000","127,080","130,000","136,500","140,700","160,000","168,000","150,000","146,000","135,000","126,000","1,674,280"
1985,13650,ALLISON VOLUNTEER WATER,86,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,"63,000","63,000","60,000","61,000","64,000","67,000","67,000","69,000","64,000","63,000","61,000","59,000","761,000"
1986,13650,ALLISON VOLUNTEER WATER,0,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,"11,700","12,400","12,000","11,400","12,180","14,050","15,600","16,900","14,600","13,500","12,800","12,600","159,730"
1987,13650,ALLISON VOLUNTEER WATER,50,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,"80,000","106,000","120,000","109,000","120,000","136,000","148,500","162,000","137,000","140,000","100,000","70,000","1,428,500"
1988,13650,ALLISON VOLUNTEER WATER,58,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,"155,000","136,000","129,000","140,000","148,000","140,000","148,000","160,000","176,000","138,000","129,500","125,000","1,724,500"
1989,13650,ALLISON VOLUNTEER WATER,100,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,N,0,"117,000","110,000","126,000","129,000","130,000","143,000","170,000","179,000","136,000","143,000","130,000","127,000","1,640,000"
1990,13650,ALLISON VOLUNTEER WATER,74,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,"166,000","189,000","179,000","154,000","160,000","187,000","190,000","196,000","140,000","158,000","174,000","157,000","2,050,000"
1991,13650,ALLISON VOLUNTEER WATER,0,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"2,286,360","2,286,360"
1992,13650,ALLISON VOLUNTEER WATER,0,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"2,286,360","2,286,360"
1994,13650,ALLISON VOLUNTEER WATER,60,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,0,N,N,0,0,0,"93,408","87,000","91,876","97,000","106,428","173,314","14,968","99,062","76,086",0,"839,142"
1996,13650,ALLISON VOLUNTEER WATER,35,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,"167,000","187,000","179,000","190,000","170,000","182,000","195,000","197,000","170,000","156,000","175,000","154,000","2,122,000"
1997,13650,ALLISON VOLUNTEER WATER,73,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"2,761,590","2,761,590"
1998,13650,ALLISON VOLUNTEER WATER,73,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"2,761,590","2,761,590"
1999,13650,ALLISON VOLUNTEER WATER,73,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"2,761,590","2,761,590"
2000,13650,ALLISON VOLUNTEER WATER,73,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,0,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"2,761,590","2,761,590"
2001,13650,ALLISON VOLUNTEER WATER,73,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"2,761,590","2,761,590"
2002,13650,ALLISON VOLUNTEER WATER,30,Ground Water,SS,A,WHEELER,RED,WHEELER,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0,"28,000","28,000","28,000","100,000","100,000","120,000","120,000","115,000","110,000","110,000","28,000","28,000","915,000"
1955,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,70,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"6,429,500,000","6,429,500,000"
1956,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,90,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"7,629,800,000","7,629,800,000"
1957,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,90,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"6,271,000,000","6,271,000,000"
1958,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,90,N,N,0,0,0,0,0,0,0,0,0,0,0,0,"6,551,400,000","6,551,400,000"
1961,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,0,N,N,0,"455,204,000","378,112,000","516,212,000","641,700,000","920,111,000","743,700,000","864,001,000","1,018,288,000","730,200,000","719,200,000","404,790,000","417,295,000","7,808,813,000"
1962,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,95,N,N,0,"444,400,000","455,500,000","630,400,000","718,300,000","1,126,000,000","621,300,000","858,500,000","1,031,700,000","646,000,000","633,500,000","508,900,000","460,200,000","8,134,700,000"
1963,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,95,N,N,0,"496,700,000","482,000,000","700,600,000","899,600,000","919,500,000","743,500,000","1,378,400,000","1,045,500,000","815,900,000","801,000,000","532,500,000","488,400,000","9,303,600,000"
1964,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,100,N,N,0,"580,200,000","432,200,000","674,300,000","944,700,000","1,182,000,000","1,198,600,000","1,622,000,000","1,268,800,000","774,500,000","776,400,000","489,900,000","491,200,000","10,434,800,000"
1965,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,103,N,N,0,"513,400,000","497,000,000","558,900,000","929,200,000","1,011,800,000","713,100,000","1,289,800,000","1,074,100,000","883,200,000","722,900,000","582,100,000","505,500,000","9,281,000,000"
1966,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,103,N,N,0,"505,100,000","420,500,000","755,100,000","796,200,000","1,157,500,000","927,200,000","1,591,000,000","1,000,700,000","699,200,000","758,000,000","604,000,000","549,200,000","9,763,700,000"
1967,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,103,N,N,0,"626,100,000","525,900,000","767,200,000","813,900,000","1,100,200,000","836,900,000","1,055,900,000","1,075,500,000","747,700,000","753,800,000","585,900,000","486,100,000","9,375,100,000"
1968,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,103,N,N,0,"476,700,000","431,500,000","556,230,000","808,500,000","400,000,000","451,800,000","554,600,000","556,400,000","335,500,000","250,600,000","77,900,000","51,300,000","4,951,030,000"
1969,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,103,N,N,0,"14,600,000","5,400,000","10,300,000","119,700,000","43,200,000","173,000,000","317,500,000","469,900,000","42,200,000","36,300,000","4,400,000","4,000,000","1,240,500,000"
1970,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,103,N,N,0,"19,200,000","50,600,000","38,900,000","71,100,000","377,000,000","357,800,000","721,300,000","513,600,000","234,900,000","68,200,000","20,300,000","30,300,000","2,503,200,000"
1971,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,103,N,N,0,"27,676,000","25,578,000","99,154,000","217,721,000","436,354,000","622,497,000","784,692,000","280,560,000","272,470,000","34,505,000","16,850,000","24,540,000","2,842,597,000"
1972,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,103,N,N,0,"22,665,000","126,627,000","144,849,000","311,679,000","154,237,000","352,730,000","252,350,000","323,132,000","129,346,000","127,810,000","7,572,000","23,788,000","1,976,785,000"
1973,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,103,N,N,0,"5,133,000","6,211,000","7,209,000","51,494,000","413,529,000","1,011,492,000","709,750,000","796,626,000","321,005,000","269,647,000","180,131,000","172,668,000","3,944,895,000"
1974,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,103,N,N,0,"162,342,000","165,426,000","228,205,000","318,219,000","395,573,000","475,729,000","780,467,000","263,116,000","211,996,000","176,090,000","180,672,000","225,848,000","3,583,683,000"
1975,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,103,N,N,0,"196,226,000","183,794,000","249,364,000","319,156,000","417,630,000","386,249,000","381,508,000","464,077,000","454,648,000","353,734,000","261,457,000","251,380,000","3,919,223,000"
1976,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,103,N,N,0,"285,675,000","273,425,000","318,829,000","317,512,000","412,249,000","617,163,000","635,655,000","641,808,000","406,994,000","328,720,000","330,269,000","371,940,000","4,940,239,000"
1977,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,103,N,N,0,"330,446,000","342,084,000","396,888,000","360,411,000","384,777,000","794,780,000","1,045,179,000","546,196,000","536,388,000","386,739,000","325,977,000","313,604,000","5,763,469,000"
1978,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,103,N,N,0,"291,822,000","207,938,000","374,446,000","497,442,000","408,203,000","583,982,000","994,898,000","680,591,000","499,386,000","374,523,000","328,984,000","342,684,000","5,584,899,000"
1979,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,103,N,N,0,"334,788,000","291,016,000","367,961,000","445,864,000","565,079,000","683,107,000","916,408,000","734,431,000","603,766,000","580,738,000","310,081,000","349,365,000","6,182,604,000"
1980,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,103,N,N,0,"335,391,000","330,663,000","366,760,000","434,356,000","486,089,000","918,265,000","1,534,262,000","1,002,784,000","699,738,000","294,726,000","202,722,000","305,543,000","6,911,299,000"
1981,17600,AMARILLO MWS,0,Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,103,N,N,0,"384,466,000","359,802,000","369,190,000","575,393,000","652,462,000","801,522,000","875,461,000","540,553,000","423,271,000","433,271,000","376,045,000","282,814,000","6,074,250,000"
1982,17600,AMARILLO MWS,"154,983",Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,106,N,N,0,"247,821,000","249,413,000","311,325,000","462,766,000","566,095,000","820,151,000","746,059,000","725,999,000","490,739,000","692,204,000","366,846,000","539,862,000","6,219,280,000"
1983,17600,AMARILLO MWS,"156,000",Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,107,N,N,0,"528,178,000","317,189,000","517,449,000","408,488,000","601,833,000","712,238,000","1,319,016,000","1,269,868,000","974,911,000","811,249,000","602,934,000","496,973,000","8,560,326,000"
1984,17600,AMARILLO MWS,"158,500",Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,100,N,N,0,"388,748,000","333,528,000","409,293,000","484,244,000","807,432,000","792,198,000","961,406,000","686,440,000","644,584,000","455,765,000","424,515,000","426,413,000","6,814,566,000"
1985,17600,AMARILLO MWS,"159,600",Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,107,N,N,0,"259,442,000","340,453,000","551,579,000","522,488,000","530,604,000","701,422,000","1,176,836,000","924,628,000","725,016,000","463,391,000","408,615,000","274,510,000","6,878,984,000"
1986,17600,AMARILLO MWS,"159,600",Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,0,N,N,0,"423,553,000","420,126,000","505,619,000","704,042,000","835,562,000","565,346,000","1,181,531,000","774,573,000","468,880,000","570,715,000","740,123,000","544,735,000","7,734,805,000"
1987,17600,AMARILLO MWS,"160,380",Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,107,N,N,0,"429,585,000","347,111,000","448,052,000","603,916,000","662,473,000","653,499,000","1,105,288,000","975,699,000","594,121,000","931,121,000","863,667,000","707,337,000","8,321,869,000"
1988,17600,AMARILLO MWS,"162,138",Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,107,N,N,0,"493,124,000","433,243,000","525,081,000","537,580,000","687,097,000","851,944,000","746,086,000","855,712,000","687,091,000","712,556,000","510,264,000","478,753,000","7,518,531,000"
1989,17600,AMARILLO MWS,"160,000",Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,107,N,N,0,"418,000,000","340,000,000","571,000,000","730,000,000","670,000,000","532,000,000","856,000,000","621,000,000","554,000,000","586,000,000","429,000,000","430,000,000","6,737,000,000"
1990,17600,AMARILLO MWS,"160,000",Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,107,N,N,0,"368,000,000","343,000,000","387,000,000","422,000,000","581,000,000","1,181,000,000","1,085,000,000","868,000,000","846,000,000","558,000,000","367,000,000","358,000,000","7,364,000,000"
1991,17600,AMARILLO MWS,"160,000",Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,107,N,N,0,"373,000,000","333,000,000","505,000,000","714,000,000","797,000,000","760,000,000","1,035,000,000","883,000,000","584,000,000","802,000,000","418,000,000","482,000,000","7,686,000,000"
1992,17600,AMARILLO MWS,"160,000",Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,107,N,N,0,"348,000,000","277,000,000","347,000,000","373,000,000","524,000,000","476,000,000","725,000,000","595,000,000","519,000,000","1,156,000,000","782,000,000","788,000,000","6,910,000,000"
1993,17600,AMARILLO MWS,"162,000",Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,107,N,N,0,"358,000,000","318,000,000","484,000,000","509,000,000","538,000,000","758,000,000","906,000,000","788,000,000","725,000,000","730,000,000","406,000,000","424,000,000","6,944,000,000"
1994,17600,AMARILLO MWS,"164,000",Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,108,N,N,0,"419,000,000","393,000,000","543,000,000","700,000,000","690,000,000","1,102,000,000","947,000,000","675,000,000","499,000,000","583,000,000","450,000,000","379,000,000","7,380,000,000"
1995,17600,AMARILLO MWS,"167,557",Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,107,N,N,0,"375,000,000","475,000,000","537,000,000","717,000,000","610,000,000","606,000,000","869,000,000","958,000,000","673,000,000","663,000,000","497,000,000","339,000,000","7,319,000,000"
1996,17600,AMARILLO MWS,"169,363",Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,107,N,N,0,"399,000,000","583,000,000","653,000,000","759,000,000","980,000,000","734,000,000","738,000,000","549,000,000","436,000,000","595,000,000","405,000,000","246,000,000","7,077,000,000"
1997,17600,AMARILLO MWS,"170,000",Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,107,N,N,0,"320,000,000","404,000,000","814,000,000","317,000,000","435,000,000","507,000,000","804,000,000","503,000,000","631,000,000","558,000,000","340,000,000","299,000,000","5,932,000,000"
1998,17600,AMARILLO MWS,"171,149",Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,107,N,N,0,"382,000,000","369,000,000","427,000,000","480,000,000","724,000,000","1,155,000,000","1,120,000,000","879,000,000","803,000,000","618,000,000","428,000,000","389,000,000","7,774,000,000"
1999,17600,AMARILLO MWS,"175,000",Ground Water,SS,A,POTTER,CANADIAN,RANDALL,RED,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,107,N,N,0,"356,000,000","322,000,000","416,000,000","525,000,000","467,000,000","546,000,000","815,000,000","827,000,000","641,000,000","604,000,000","389,000,000","377,000,000","6,285,000,000"
