Amount,BeneficialUseCV,ReportYearCV,STATE,COUNTY,WaterSource,in_ReportingUnitName,in_TimeframeStart,in_TimeframeEnd,in_WaterSourceNativeID,in_ReportingUnitNativeID
2500.0,Irrigated Agriculture ,1971,AZ,san juan,colorado river,AZ_colorado river,01/01/1971,12/31/1971,WaDEUSBR_WS1,WaDEUSBR_RU1
2900.0,Irrigated Agriculture ,1972,AZ,san juan,colorado river,AZ_colorado river,01/01/1972,12/31/1972,WaDEUSBR_WS1,WaDEUSBR_RU1
4000.0,Irrigated Agriculture ,1973,AZ,san juan,colorado river,AZ_colorado river,01/01/1973,12/31/1973,WaDEUSBR_WS1,WaDEUSBR_RU1
4250.0,Irrigated Agriculture ,1974,AZ,san juan,colorado river,AZ_colorado river,01/01/1974,12/31/1974,WaDEUSBR_WS1,WaDEUSBR_RU1
3540.0,Irrigated Agriculture ,1975,AZ,san juan,colorado river,AZ_colorado river,01/01/1975,12/31/1975,WaDEUSBR_WS1,WaDEUSBR_RU1
2690.0,Irrigated Agriculture ,1976,AZ,san juan,colorado river,AZ_colorado river,01/01/1976,12/31/1976,WaDEUSBR_WS1,WaDEUSBR_RU1
3810.0,Irrigated Agriculture ,1977,AZ,san juan,colorado river,AZ_colorado river,01/01/1977,12/31/1977,WaDEUSBR_WS1,WaDEUSBR_RU1
4300.0,Irrigated Agriculture ,1978,AZ,san juan,colorado river,AZ_colorado river,01/01/1978,12/31/1978,WaDEUSBR_WS1,WaDEUSBR_RU1
5320.0,Irrigated Agriculture ,1979,AZ,san juan,colorado river,AZ_colorado river,01/01/1979,12/31/1979,WaDEUSBR_WS1,WaDEUSBR_RU1
6290.0,Irrigated Agriculture ,1980,AZ,san juan,colorado river,AZ_colorado river,01/01/1980,12/31/1980,WaDEUSBR_WS1,WaDEUSBR_RU1
4575.0,Irrigated Agriculture ,1981,AZ,san juan,colorado river,AZ_colorado river,01/01/1981,12/31/1981,WaDEUSBR_WS1,WaDEUSBR_RU1
5664.0,Irrigated Agriculture ,1982,AZ,san juan,colorado river,AZ_colorado river,01/01/1982,12/31/1982,WaDEUSBR_WS1,WaDEUSBR_RU1
6523.0,Irrigated Agriculture ,1983,AZ,san juan,colorado river,AZ_colorado river,01/01/1983,12/31/1983,WaDEUSBR_WS1,WaDEUSBR_RU1
5800.0,Irrigated Agriculture ,1984,AZ,san juan,colorado river,AZ_colorado river,01/01/1984,12/31/1984,WaDEUSBR_WS1,WaDEUSBR_RU1
5800.0,Irrigated Agriculture ,1985,AZ,san juan,colorado river,AZ_colorado river,01/01/1985,12/31/1985,WaDEUSBR_WS1,WaDEUSBR_RU1
3838.9,Irrigated Agriculture ,1986,AZ,san juan,colorado river,AZ_colorado river,01/01/1986,12/31/1986,WaDEUSBR_WS1,WaDEUSBR_RU1
3377.1,Irrigated Agriculture ,1987,AZ,san juan,colorado river,AZ_colorado river,01/01/1987,12/31/1987,WaDEUSBR_WS1,WaDEUSBR_RU1
3275.1,Irrigated Agriculture ,1988,AZ,san juan,colorado river,AZ_colorado river,01/01/1988,12/31/1988,WaDEUSBR_WS1,WaDEUSBR_RU1
3371.76,Irrigated Agriculture ,1989,AZ,san juan,colorado river,AZ_colorado river,01/01/1989,12/31/1989,WaDEUSBR_WS1,WaDEUSBR_RU1
3620.0,Irrigated Agriculture ,1990,AZ,san juan,colorado river,AZ_colorado river,01/01/1990,12/31/1990,WaDEUSBR_WS1,WaDEUSBR_RU1
4500.0,Irrigated Agriculture ,1991,AZ,san juan,colorado river,AZ_colorado river,01/01/1991,12/31/1991,WaDEUSBR_WS1,WaDEUSBR_RU1
3790.0,Irrigated Agriculture ,1992,AZ,san juan,colorado river,AZ_colorado river,01/01/1992,12/31/1992,WaDEUSBR_WS1,WaDEUSBR_RU1
4520.0,Irrigated Agriculture ,1993,AZ,san juan,colorado river,AZ_colorado river,01/01/1993,12/31/1993,WaDEUSBR_WS1,WaDEUSBR_RU1
4900.0,Irrigated Agriculture ,1994,AZ,san juan,colorado river,AZ_colorado river,01/01/1994,12/31/1994,WaDEUSBR_WS1,WaDEUSBR_RU1
4300.0,Irrigated Agriculture ,1995,AZ,san juan,colorado river,AZ_colorado river,01/01/1995,12/31/1995,WaDEUSBR_WS1,WaDEUSBR_RU1
425.9,Irrigated Agriculture ,1996,AZ,san juan,colorado river,AZ_colorado river,01/01/1996,12/31/1996,WaDEUSBR_WS1,WaDEUSBR_RU1
398.8,Irrigated Agriculture ,1997,AZ,san juan,colorado river,AZ_colorado river,01/01/1997,12/31/1997,WaDEUSBR_WS1,WaDEUSBR_RU1
463.3,Irrigated Agriculture ,1998,AZ,san juan,colorado river,AZ_colorado river,01/01/1998,12/31/1998,WaDEUSBR_WS1,WaDEUSBR_RU1
485.8,Irrigated Agriculture ,1999,AZ,san juan,colorado river,AZ_colorado river,01/01/1999,12/31/1999,WaDEUSBR_WS1,WaDEUSBR_RU1
649.4,Irrigated Agriculture ,2000,AZ,san juan,colorado river,AZ_colorado river,01/01/2000,12/31/2000,WaDEUSBR_WS1,WaDEUSBR_RU1
515.0,Irrigated Agriculture ,2001,AZ,san juan,colorado river,AZ_colorado river,01/01/2001,12/31/2001,WaDEUSBR_WS1,WaDEUSBR_RU1
436.3,Irrigated Agriculture ,2002,AZ,san juan,colorado river,AZ_colorado river,01/01/2002,12/31/2002,WaDEUSBR_WS1,WaDEUSBR_RU1
487.9,Irrigated Agriculture ,2003,AZ,san juan,colorado river,AZ_colorado river,01/01/2003,12/31/2003,WaDEUSBR_WS1,WaDEUSBR_RU1
580.4,Irrigated Agriculture ,2004,AZ,san juan,colorado river,AZ_colorado river,01/01/2004,12/31/2004,WaDEUSBR_WS1,WaDEUSBR_RU1
609.4,Irrigated Agriculture ,2005,AZ,san juan,colorado river,AZ_colorado river,01/01/2005,12/31/2005,WaDEUSBR_WS1,WaDEUSBR_RU1
572.3,Irrigated Agriculture ,2006,AZ,san juan,colorado river,AZ_colorado river,01/01/2006,12/31/2006,WaDEUSBR_WS1,WaDEUSBR_RU1
958.2128,Irrigated Agriculture ,2007,AZ,san juan,colorado river,AZ_colorado river,01/01/2007,12/31/2007,WaDEUSBR_WS1,WaDEUSBR_RU1
1081.5,Irrigated Agriculture ,2008,AZ,san juan,colorado river,AZ_colorado river,01/01/2008,12/31/2008,WaDEUSBR_WS1,WaDEUSBR_RU1
729.5776,Irrigated Agriculture ,2009,AZ,san juan,colorado river,AZ_colorado river,01/01/2009,12/31/2009,WaDEUSBR_WS1,WaDEUSBR_RU1
1209.563,Irrigated Agriculture ,2010,AZ,san juan,colorado river,AZ_colorado river,01/01/2010,12/31/2010,WaDEUSBR_WS1,WaDEUSBR_RU1
1014.4311,Irrigated Agriculture ,2011,AZ,san juan,colorado river,AZ_colorado river,01/01/2011,12/31/2011,WaDEUSBR_WS1,WaDEUSBR_RU1
612.8336,Irrigated Agriculture ,2012,AZ,san juan,colorado river,AZ_colorado river,01/01/2012,12/31/2012,WaDEUSBR_WS1,WaDEUSBR_RU1
1055.6067,Irrigated Agriculture ,2013,AZ,san juan,colorado river,AZ_colorado river,01/01/2013,12/31/2013,WaDEUSBR_WS1,WaDEUSBR_RU1
968.0913,Irrigated Agriculture ,2014,AZ,san juan,colorado river,AZ_colorado river,01/01/2014,12/31/2014,WaDEUSBR_WS1,WaDEUSBR_RU1
1178.6036,Irrigated Agriculture ,2015,AZ,san juan,colorado river,AZ_colorado river,01/01/2015,12/31/2015,WaDEUSBR_WS1,WaDEUSBR_RU1
1114.7121,Irrigated Agriculture ,2016,AZ,san juan,colorado river,AZ_colorado river,01/01/2016,12/31/2016,WaDEUSBR_WS1,WaDEUSBR_RU1
1106.7703,Irrigated Agriculture ,2017,AZ,san juan,colorado river,AZ_colorado river,01/01/2017,12/31/2017,WaDEUSBR_WS1,WaDEUSBR_RU1
1019.7252,Irrigated Agriculture ,2018,AZ,san juan,colorado river,AZ_colorado river,01/01/2018,12/31/2018,WaDEUSBR_WS1,WaDEUSBR_RU1
147229.0,Irrigated Agriculture ,1971,CO,,green river,CO_green river,01/01/1971,12/31/1971,WaDEUSBR_WS2,WaDEUSBR_RU2
128045.0,Irrigated Agriculture ,1972,CO,,green river,CO_green river,01/01/1972,12/31/1972,WaDEUSBR_WS2,WaDEUSBR_RU2
120533.0,Irrigated Agriculture ,1973,CO,,green river,CO_green river,01/01/1973,12/31/1973,WaDEUSBR_WS2,WaDEUSBR_RU2
140336.0,Irrigated Agriculture ,1974,CO,,green river,CO_green river,01/01/1974,12/31/1974,WaDEUSBR_WS2,WaDEUSBR_RU2
124835.0,Irrigated Agriculture ,1975,CO,,green river,CO_green river,01/01/1975,12/31/1975,WaDEUSBR_WS2,WaDEUSBR_RU2
117430.0,Irrigated Agriculture ,1976,CO,,green river,CO_green river,01/01/1976,12/31/1976,WaDEUSBR_WS2,WaDEUSBR_RU2
101285.0,Irrigated Agriculture ,1977,CO,,green river,CO_green river,01/01/1977,12/31/1977,WaDEUSBR_WS2,WaDEUSBR_RU2
135420.0,Irrigated Agriculture ,1978,CO,,green river,CO_green river,01/01/1978,12/31/1978,WaDEUSBR_WS2,WaDEUSBR_RU2
134259.0,Irrigated Agriculture ,1979,CO,,green river,CO_green river,01/01/1979,12/31/1979,WaDEUSBR_WS2,WaDEUSBR_RU2
129310.0,Irrigated Agriculture ,1980,CO,,green river,CO_green river,01/01/1980,12/31/1980,WaDEUSBR_WS2,WaDEUSBR_RU2
156092.888,Irrigated Agriculture ,1981,CO,,green river,CO_green river,01/01/1981,12/31/1981,WaDEUSBR_WS2,WaDEUSBR_RU2
142308.266,Irrigated Agriculture ,1982,CO,,green river,CO_green river,01/01/1982,12/31/1982,WaDEUSBR_WS2,WaDEUSBR_RU2
139679.482,Irrigated Agriculture ,1983,CO,,green river,CO_green river,01/01/1983,12/31/1983,WaDEUSBR_WS2,WaDEUSBR_RU2
136239.364,Irrigated Agriculture ,1984,CO,,green river,CO_green river,01/01/1984,12/31/1984,WaDEUSBR_WS2,WaDEUSBR_RU2
131406.655,Irrigated Agriculture ,1985,CO,,green river,CO_green river,01/01/1985,12/31/1985,WaDEUSBR_WS2,WaDEUSBR_RU2
120153.9,Irrigated Agriculture ,1986,CO,,green river,CO_green river,01/01/1986,12/31/1986,WaDEUSBR_WS2,WaDEUSBR_RU2
137987.2,Irrigated Agriculture ,1987,CO,,green river,CO_green river,01/01/1987,12/31/1987,WaDEUSBR_WS2,WaDEUSBR_RU2
185849.9,Irrigated Agriculture ,1988,CO,,green river,CO_green river,01/01/1988,12/31/1988,WaDEUSBR_WS2,WaDEUSBR_RU2
167111.6,Irrigated Agriculture ,1989,CO,,green river,CO_green river,01/01/1989,12/31/1989,WaDEUSBR_WS2,WaDEUSBR_RU2
169852.1,Irrigated Agriculture ,1990,CO,,green river,CO_green river,01/01/1990,12/31/1990,WaDEUSBR_WS2,WaDEUSBR_RU2
168084.7973,Irrigated Agriculture ,1991,CO,,green river,CO_green river,01/01/1991,12/31/1991,WaDEUSBR_WS2,WaDEUSBR_RU2
190939.854,Irrigated Agriculture ,1992,CO,,green river,CO_green river,01/01/1992,12/31/1992,WaDEUSBR_WS2,WaDEUSBR_RU2
137093.9329,Irrigated Agriculture ,1993,CO,,green river,CO_green river,01/01/1993,12/31/1993,WaDEUSBR_WS2,WaDEUSBR_RU2
151759.6553,Irrigated Agriculture ,1994,CO,,green river,CO_green river,01/01/1994,12/31/1994,WaDEUSBR_WS2,WaDEUSBR_RU2
107409.5306,Irrigated Agriculture ,1995,CO,,green river,CO_green river,01/01/1995,12/31/1995,WaDEUSBR_WS2,WaDEUSBR_RU2
191852.2584,Irrigated Agriculture ,1996,CO,,green river,CO_green river,01/01/1996,12/31/1996,WaDEUSBR_WS2,WaDEUSBR_RU2
131402.0834,Irrigated Agriculture ,1997,CO,,green river,CO_green river,01/01/1997,12/31/1997,WaDEUSBR_WS2,WaDEUSBR_RU2
162343.0776,Irrigated Agriculture ,1998,CO,,green river,CO_green river,01/01/1998,12/31/1998,WaDEUSBR_WS2,WaDEUSBR_RU2
150787.571,Irrigated Agriculture ,1999,CO,,green river,CO_green river,01/01/1999,12/31/1999,WaDEUSBR_WS2,WaDEUSBR_RU2
190485.4724,Irrigated Agriculture ,2000,CO,,green river,CO_green river,01/01/2000,12/31/2000,WaDEUSBR_WS2,WaDEUSBR_RU2
177121.0,Irrigated Agriculture ,2001,CO,,green river,CO_green river,01/01/2001,12/31/2001,WaDEUSBR_WS2,WaDEUSBR_RU2
215140.0,Irrigated Agriculture ,2002,CO,,green river,CO_green river,01/01/2002,12/31/2002,WaDEUSBR_WS2,WaDEUSBR_RU2
180779.1,Irrigated Agriculture ,2003,CO,,green river,CO_green river,01/01/2003,12/31/2003,WaDEUSBR_WS2,WaDEUSBR_RU2
131425.3,Irrigated Agriculture ,2004,CO,,green river,CO_green river,01/01/2004,12/31/2004,WaDEUSBR_WS2,WaDEUSBR_RU2
118595.7,Irrigated Agriculture ,2005,CO,,green river,CO_green river,01/01/2005,12/31/2005,WaDEUSBR_WS2,WaDEUSBR_RU2
148442.5,Irrigated Agriculture ,2006,CO,,green river,CO_green river,01/01/2006,12/31/2006,WaDEUSBR_WS2,WaDEUSBR_RU2
155904.6,Irrigated Agriculture ,2007,CO,,green river,CO_green river,01/01/2007,12/31/2007,WaDEUSBR_WS2,WaDEUSBR_RU2
151792.8,Irrigated Agriculture ,2008,CO,,green river,CO_green river,01/01/2008,12/31/2008,WaDEUSBR_WS2,WaDEUSBR_RU2
204694.9,Irrigated Agriculture ,2009,CO,,green river,CO_green river,01/01/2009,12/31/2009,WaDEUSBR_WS2,WaDEUSBR_RU2
216359.6,Irrigated Agriculture ,2010,CO,,green river,CO_green river,01/01/2010,12/31/2010,WaDEUSBR_WS2,WaDEUSBR_RU2
198029.0,Irrigated Agriculture ,2011,CO,,green river,CO_green river,01/01/2011,12/31/2011,WaDEUSBR_WS2,WaDEUSBR_RU2
276447.4,Irrigated Agriculture ,2012,CO,,green river,CO_green river,01/01/2012,12/31/2012,WaDEUSBR_WS2,WaDEUSBR_RU2
181391.0,Irrigated Agriculture ,2013,CO,,green river,CO_green river,01/01/2013,12/31/2013,WaDEUSBR_WS2,WaDEUSBR_RU2
154112.0,Irrigated Agriculture ,2014,CO,,green river,CO_green river,01/01/2014,12/31/2014,WaDEUSBR_WS2,WaDEUSBR_RU2
169262.5,Irrigated Agriculture ,2015,CO,,green river,CO_green river,01/01/2015,12/31/2015,WaDEUSBR_WS2,WaDEUSBR_RU2
172330.3,Irrigated Agriculture ,2016,CO,,green river,CO_green river,01/01/2016,12/31/2016,WaDEUSBR_WS2,WaDEUSBR_RU2
164843.4,Irrigated Agriculture ,2017,CO,,green river,CO_green river,01/01/2017,12/31/2017,WaDEUSBR_WS2,WaDEUSBR_RU2
201212.5,Irrigated Agriculture ,2018,CO,,green river,CO_green river,01/01/2018,12/31/2018,WaDEUSBR_WS2,WaDEUSBR_RU2
985970.5317,Irrigated Agriculture ,1971,CO,,upper main stem,CO_upper main stem,01/01/1971,12/31/1971,WaDEUSBR_WS3,WaDEUSBR_RU3
974215.0,Irrigated Agriculture ,1972,CO,,upper main stem,CO_upper main stem,01/01/1972,12/31/1972,WaDEUSBR_WS3,WaDEUSBR_RU3
842480.0,Irrigated Agriculture ,1973,CO,,upper main stem,CO_upper main stem,01/01/1973,12/31/1973,WaDEUSBR_WS3,WaDEUSBR_RU3
1013597.0,Irrigated Agriculture ,1974,CO,,upper main stem,CO_upper main stem,01/01/1974,12/31/1974,WaDEUSBR_WS3,WaDEUSBR_RU3
921269.0,Irrigated Agriculture ,1975,CO,,upper main stem,CO_upper main stem,01/01/1975,12/31/1975,WaDEUSBR_WS3,WaDEUSBR_RU3
904678.0,Irrigated Agriculture ,1976,CO,,upper main stem,CO_upper main stem,01/01/1976,12/31/1976,WaDEUSBR_WS3,WaDEUSBR_RU3
822262.0,Irrigated Agriculture ,1977,CO,,upper main stem,CO_upper main stem,01/01/1977,12/31/1977,WaDEUSBR_WS3,WaDEUSBR_RU3
986244.0,Irrigated Agriculture ,1978,CO,,upper main stem,CO_upper main stem,01/01/1978,12/31/1978,WaDEUSBR_WS3,WaDEUSBR_RU3
984831.0,Irrigated Agriculture ,1979,CO,,upper main stem,CO_upper main stem,01/01/1979,12/31/1979,WaDEUSBR_WS3,WaDEUSBR_RU3
1006678.0,Irrigated Agriculture ,1980,CO,,upper main stem,CO_upper main stem,01/01/1980,12/31/1980,WaDEUSBR_WS3,WaDEUSBR_RU3
1059416.541,Irrigated Agriculture ,1981,CO,,upper main stem,CO_upper main stem,01/01/1981,12/31/1981,WaDEUSBR_WS3,WaDEUSBR_RU3
1016864.7490000001,Irrigated Agriculture ,1982,CO,,upper main stem,CO_upper main stem,01/01/1982,12/31/1982,WaDEUSBR_WS3,WaDEUSBR_RU3
1009453.272,Irrigated Agriculture ,1983,CO,,upper main stem,CO_upper main stem,01/01/1983,12/31/1983,WaDEUSBR_WS3,WaDEUSBR_RU3
922455.2220000001,Irrigated Agriculture ,1984,CO,,upper main stem,CO_upper main stem,01/01/1984,12/31/1984,WaDEUSBR_WS3,WaDEUSBR_RU3
1011258.7490000001,Irrigated Agriculture ,1985,CO,,upper main stem,CO_upper main stem,01/01/1985,12/31/1985,WaDEUSBR_WS3,WaDEUSBR_RU3
836124.4,Irrigated Agriculture ,1986,CO,,upper main stem,CO_upper main stem,01/01/1986,12/31/1986,WaDEUSBR_WS3,WaDEUSBR_RU3
964544.0,Irrigated Agriculture ,1987,CO,,upper main stem,CO_upper main stem,01/01/1987,12/31/1987,WaDEUSBR_WS3,WaDEUSBR_RU3
1089711.2,Irrigated Agriculture ,1988,CO,,upper main stem,CO_upper main stem,01/01/1988,12/31/1988,WaDEUSBR_WS3,WaDEUSBR_RU3
1125820.5,Irrigated Agriculture ,1989,CO,,upper main stem,CO_upper main stem,01/01/1989,12/31/1989,WaDEUSBR_WS3,WaDEUSBR_RU3
1033206.6,Irrigated Agriculture ,1990,CO,,upper main stem,CO_upper main stem,01/01/1990,12/31/1990,WaDEUSBR_WS3,WaDEUSBR_RU3
1079454.501,Irrigated Agriculture ,1991,CO,,upper main stem,CO_upper main stem,01/01/1991,12/31/1991,WaDEUSBR_WS3,WaDEUSBR_RU3
1103990.338,Irrigated Agriculture ,1992,CO,,upper main stem,CO_upper main stem,01/01/1992,12/31/1992,WaDEUSBR_WS3,WaDEUSBR_RU3
912638.6259999999,Irrigated Agriculture ,1993,CO,,upper main stem,CO_upper main stem,01/01/1993,12/31/1993,WaDEUSBR_WS3,WaDEUSBR_RU3
1111273.33,Irrigated Agriculture ,1994,CO,,upper main stem,CO_upper main stem,01/01/1994,12/31/1994,WaDEUSBR_WS3,WaDEUSBR_RU3
762836.0924,Irrigated Agriculture ,1995,CO,,upper main stem,CO_upper main stem,01/01/1995,12/31/1995,WaDEUSBR_WS3,WaDEUSBR_RU3
1013847.4890000001,Irrigated Agriculture ,1996,CO,,upper main stem,CO_upper main stem,01/01/1996,12/31/1996,WaDEUSBR_WS3,WaDEUSBR_RU3
835403.0995,Irrigated Agriculture ,1997,CO,,upper main stem,CO_upper main stem,01/01/1997,12/31/1997,WaDEUSBR_WS3,WaDEUSBR_RU3
964411.368,Irrigated Agriculture ,1998,CO,,upper main stem,CO_upper main stem,01/01/1998,12/31/1998,WaDEUSBR_WS3,WaDEUSBR_RU3
850087.7871,Irrigated Agriculture ,1999,CO,,upper main stem,CO_upper main stem,01/01/1999,12/31/1999,WaDEUSBR_WS3,WaDEUSBR_RU3
1080423.051,Irrigated Agriculture ,2000,CO,,upper main stem,CO_upper main stem,01/01/2000,12/31/2000,WaDEUSBR_WS3,WaDEUSBR_RU3
1077097.5,Irrigated Agriculture ,2001,CO,,upper main stem,CO_upper main stem,01/01/2001,12/31/2001,WaDEUSBR_WS3,WaDEUSBR_RU3
1006916.2,Irrigated Agriculture ,2002,CO,,upper main stem,CO_upper main stem,01/01/2002,12/31/2002,WaDEUSBR_WS3,WaDEUSBR_RU3
947432.0,Irrigated Agriculture ,2003,CO,,upper main stem,CO_upper main stem,01/01/2003,12/31/2003,WaDEUSBR_WS3,WaDEUSBR_RU3
874501.4,Irrigated Agriculture ,2004,CO,,upper main stem,CO_upper main stem,01/01/2004,12/31/2004,WaDEUSBR_WS3,WaDEUSBR_RU3
807957.1,Irrigated Agriculture ,2005,CO,,upper main stem,CO_upper main stem,01/01/2005,12/31/2005,WaDEUSBR_WS3,WaDEUSBR_RU3
795027.2,Irrigated Agriculture ,2006,CO,,upper main stem,CO_upper main stem,01/01/2006,12/31/2006,WaDEUSBR_WS3,WaDEUSBR_RU3
836905.4,Irrigated Agriculture ,2007,CO,,upper main stem,CO_upper main stem,01/01/2007,12/31/2007,WaDEUSBR_WS3,WaDEUSBR_RU3
906965.4,Irrigated Agriculture ,2008,CO,,upper main stem,CO_upper main stem,01/01/2008,12/31/2008,WaDEUSBR_WS3,WaDEUSBR_RU3
885541.0,Irrigated Agriculture ,2009,CO,,upper main stem,CO_upper main stem,01/01/2009,12/31/2009,WaDEUSBR_WS3,WaDEUSBR_RU3
883359.4,Irrigated Agriculture ,2010,CO,,upper main stem,CO_upper main stem,01/01/2010,12/31/2010,WaDEUSBR_WS3,WaDEUSBR_RU3
889468.2,Irrigated Agriculture ,2011,CO,,upper main stem,CO_upper main stem,01/01/2011,12/31/2011,WaDEUSBR_WS3,WaDEUSBR_RU3
1116339.8,Irrigated Agriculture ,2012,CO,,upper main stem,CO_upper main stem,01/01/2012,12/31/2012,WaDEUSBR_WS3,WaDEUSBR_RU3
802324.7,Irrigated Agriculture ,2013,CO,,upper main stem,CO_upper main stem,01/01/2013,12/31/2013,WaDEUSBR_WS3,WaDEUSBR_RU3
715887.5,Irrigated Agriculture ,2014,CO,,upper main stem,CO_upper main stem,01/01/2014,12/31/2014,WaDEUSBR_WS3,WaDEUSBR_RU3
665396.3,Irrigated Agriculture ,2015,CO,,upper main stem,CO_upper main stem,01/01/2015,12/31/2015,WaDEUSBR_WS3,WaDEUSBR_RU3
1014549.4,Irrigated Agriculture ,2016,CO,,upper main stem,CO_upper main stem,01/01/2016,12/31/2016,WaDEUSBR_WS3,WaDEUSBR_RU3
1036783.4,Irrigated Agriculture ,2017,CO,,upper main stem,CO_upper main stem,01/01/2017,12/31/2017,WaDEUSBR_WS3,WaDEUSBR_RU3
1148878.3,Irrigated Agriculture ,2018,CO,,upper main stem,CO_upper main stem,01/01/2018,12/31/2018,WaDEUSBR_WS3,WaDEUSBR_RU3
191556.0,Irrigated Agriculture ,1971,CO,san juan,colorado river,CO_colorado river,01/01/1971,12/31/1971,WaDEUSBR_WS1,WaDEUSBR_RU4
210840.0,Irrigated Agriculture ,1972,CO,san juan,colorado river,CO_colorado river,01/01/1972,12/31/1972,WaDEUSBR_WS1,WaDEUSBR_RU4
194865.0,Irrigated Agriculture ,1973,CO,san juan,colorado river,CO_colorado river,01/01/1973,12/31/1973,WaDEUSBR_WS1,WaDEUSBR_RU4
206454.0,Irrigated Agriculture ,1974,CO,san juan,colorado river,CO_colorado river,01/01/1974,12/31/1974,WaDEUSBR_WS1,WaDEUSBR_RU4
210639.0,Irrigated Agriculture ,1975,CO,san juan,colorado river,CO_colorado river,01/01/1975,12/31/1975,WaDEUSBR_WS1,WaDEUSBR_RU4
167710.0,Irrigated Agriculture ,1976,CO,san juan,colorado river,CO_colorado river,01/01/1976,12/31/1976,WaDEUSBR_WS1,WaDEUSBR_RU4
129778.0,Irrigated Agriculture ,1977,CO,san juan,colorado river,CO_colorado river,01/01/1977,12/31/1977,WaDEUSBR_WS1,WaDEUSBR_RU4
153212.0,Irrigated Agriculture ,1978,CO,san juan,colorado river,CO_colorado river,01/01/1978,12/31/1978,WaDEUSBR_WS1,WaDEUSBR_RU4
186034.0,Irrigated Agriculture ,1979,CO,san juan,colorado river,CO_colorado river,01/01/1979,12/31/1979,WaDEUSBR_WS1,WaDEUSBR_RU4
173000.0,Irrigated Agriculture ,1980,CO,san juan,colorado river,CO_colorado river,01/01/1980,12/31/1980,WaDEUSBR_WS1,WaDEUSBR_RU4
187290.25199999998,Irrigated Agriculture ,1981,CO,san juan,colorado river,CO_colorado river,01/01/1981,12/31/1981,WaDEUSBR_WS1,WaDEUSBR_RU4
204140.235,Irrigated Agriculture ,1982,CO,san juan,colorado river,CO_colorado river,01/01/1982,12/31/1982,WaDEUSBR_WS1,WaDEUSBR_RU4
209338.96600000001,Irrigated Agriculture ,1983,CO,san juan,colorado river,CO_colorado river,01/01/1983,12/31/1983,WaDEUSBR_WS1,WaDEUSBR_RU4
224098.42,Irrigated Agriculture ,1984,CO,san juan,colorado river,CO_colorado river,01/01/1984,12/31/1984,WaDEUSBR_WS1,WaDEUSBR_RU4
202003.08800000002,Irrigated Agriculture ,1985,CO,san juan,colorado river,CO_colorado river,01/01/1985,12/31/1985,WaDEUSBR_WS1,WaDEUSBR_RU4
196248.8,Irrigated Agriculture ,1986,CO,san juan,colorado river,CO_colorado river,01/01/1986,12/31/1986,WaDEUSBR_WS1,WaDEUSBR_RU4
285136.6,Irrigated Agriculture ,1987,CO,san juan,colorado river,CO_colorado river,01/01/1987,12/31/1987,WaDEUSBR_WS1,WaDEUSBR_RU4
317972.6,Irrigated Agriculture ,1988,CO,san juan,colorado river,CO_colorado river,01/01/1988,12/31/1988,WaDEUSBR_WS1,WaDEUSBR_RU4
393340.5,Irrigated Agriculture ,1989,CO,san juan,colorado river,CO_colorado river,01/01/1989,12/31/1989,WaDEUSBR_WS1,WaDEUSBR_RU4
309889.7,Irrigated Agriculture ,1990,CO,san juan,colorado river,CO_colorado river,01/01/1990,12/31/1990,WaDEUSBR_WS1,WaDEUSBR_RU4
269596.5883,Irrigated Agriculture ,1991,CO,san juan,colorado river,CO_colorado river,01/01/1991,12/31/1991,WaDEUSBR_WS1,WaDEUSBR_RU4
273118.2501,Irrigated Agriculture ,1992,CO,san juan,colorado river,CO_colorado river,01/01/1992,12/31/1992,WaDEUSBR_WS1,WaDEUSBR_RU4
273617.4569,Irrigated Agriculture ,1993,CO,san juan,colorado river,CO_colorado river,01/01/1993,12/31/1993,WaDEUSBR_WS1,WaDEUSBR_RU4
288097.7721,Irrigated Agriculture ,1994,CO,san juan,colorado river,CO_colorado river,01/01/1994,12/31/1994,WaDEUSBR_WS1,WaDEUSBR_RU4
244812.4421,Irrigated Agriculture ,1995,CO,san juan,colorado river,CO_colorado river,01/01/1995,12/31/1995,WaDEUSBR_WS1,WaDEUSBR_RU4
321564.8781,Irrigated Agriculture ,1996,CO,san juan,colorado river,CO_colorado river,01/01/1996,12/31/1996,WaDEUSBR_WS1,WaDEUSBR_RU4
277115.2426,Irrigated Agriculture ,1997,CO,san juan,colorado river,CO_colorado river,01/01/1997,12/31/1997,WaDEUSBR_WS1,WaDEUSBR_RU4
322061.2438,Irrigated Agriculture ,1998,CO,san juan,colorado river,CO_colorado river,01/01/1998,12/31/1998,WaDEUSBR_WS1,WaDEUSBR_RU4
263398.4265,Irrigated Agriculture ,1999,CO,san juan,colorado river,CO_colorado river,01/01/1999,12/31/1999,WaDEUSBR_WS1,WaDEUSBR_RU4
359454.1187,Irrigated Agriculture ,2000,CO,san juan,colorado river,CO_colorado river,01/01/2000,12/31/2000,WaDEUSBR_WS1,WaDEUSBR_RU4
353111.6,Irrigated Agriculture ,2001,CO,san juan,colorado river,CO_colorado river,01/01/2001,12/31/2001,WaDEUSBR_WS1,WaDEUSBR_RU4
317226.8,Irrigated Agriculture ,2002,CO,san juan,colorado river,CO_colorado river,01/01/2002,12/31/2002,WaDEUSBR_WS1,WaDEUSBR_RU4
