Amount,BeneficialUseCV,ReportYearCV,STATE,COUNTY,WaterSource,in_ReportingUnitName,in_TimeframeStart,in_TimeframeEnd,in_WaterSourceNativeID,in_ReportingUnitNativeID
1845.0,Power,1995,CO,,upper main stem,CO_upper main stem,01/01/1995,12/31/1995,WaDEUSBR_WS3,WaDEUSBR_RU3
1583.7,Power,1996,CO,,upper main stem,CO_upper main stem,01/01/1996,12/31/1996,WaDEUSBR_WS3,WaDEUSBR_RU3
1453.1,Power,1997,CO,,upper main stem,CO_upper main stem,01/01/1997,12/31/1997,WaDEUSBR_WS3,WaDEUSBR_RU3
1263.5,Power,1998,CO,,upper main stem,CO_upper main stem,01/01/1998,12/31/1998,WaDEUSBR_WS3,WaDEUSBR_RU3
1451.7,Power,1999,CO,,upper main stem,CO_upper main stem,01/01/1999,12/31/1999,WaDEUSBR_WS3,WaDEUSBR_RU3
1435.8,Power,2000,CO,,upper main stem,CO_upper main stem,01/01/2000,12/31/2000,WaDEUSBR_WS3,WaDEUSBR_RU3
1604.4,Power,2001,CO,,upper main stem,CO_upper main stem,01/01/2001,12/31/2001,WaDEUSBR_WS3,WaDEUSBR_RU3
1499.7,Power,2002,CO,,upper main stem,CO_upper main stem,01/01/2002,12/31/2002,WaDEUSBR_WS3,WaDEUSBR_RU3
1598.1,Power,2003,CO,,upper main stem,CO_upper main stem,01/01/2003,12/31/2003,WaDEUSBR_WS3,WaDEUSBR_RU3
1834.3,Power,2004,CO,,upper main stem,CO_upper main stem,01/01/2004,12/31/2004,WaDEUSBR_WS3,WaDEUSBR_RU3
1809.3,Power,2005,CO,,upper main stem,CO_upper main stem,01/01/2005,12/31/2005,WaDEUSBR_WS3,WaDEUSBR_RU3
1731.5,Power,2006,CO,,upper main stem,CO_upper main stem,01/01/2006,12/31/2006,WaDEUSBR_WS3,WaDEUSBR_RU3
1636.74,Power,2007,CO,,upper main stem,CO_upper main stem,01/01/2007,12/31/2007,WaDEUSBR_WS3,WaDEUSBR_RU3
1636.74,Power,2008,CO,,upper main stem,CO_upper main stem,01/01/2008,12/31/2008,WaDEUSBR_WS3,WaDEUSBR_RU3
1615.94,Power,2009,CO,,upper main stem,CO_upper main stem,01/01/2009,12/31/2009,WaDEUSBR_WS3,WaDEUSBR_RU3
1623.4238,Power,2010,CO,,upper main stem,CO_upper main stem,01/01/2010,12/31/2010,WaDEUSBR_WS3,WaDEUSBR_RU3
1632.3153,Power,2011,CO,,upper main stem,CO_upper main stem,01/01/2011,12/31/2011,WaDEUSBR_WS3,WaDEUSBR_RU3
1609.2078,Power,2012,CO,,upper main stem,CO_upper main stem,01/01/2012,12/31/2012,WaDEUSBR_WS3,WaDEUSBR_RU3
1609.2078,Power,2013,CO,,upper main stem,CO_upper main stem,01/01/2013,12/31/2013,WaDEUSBR_WS3,WaDEUSBR_RU3
1609.2078,Power,2014,CO,,upper main stem,CO_upper main stem,01/01/2014,12/31/2014,WaDEUSBR_WS3,WaDEUSBR_RU3
1609.2078,Power,2015,CO,,upper main stem,CO_upper main stem,01/01/2015,12/31/2015,WaDEUSBR_WS3,WaDEUSBR_RU3
1609.2078,Power,2016,CO,,upper main stem,CO_upper main stem,01/01/2016,12/31/2016,WaDEUSBR_WS3,WaDEUSBR_RU3
1609.2078,Power,2017,CO,,upper main stem,CO_upper main stem,01/01/2017,12/31/2017,WaDEUSBR_WS3,WaDEUSBR_RU3
1609.2078,Power,2018,CO,,upper main stem,CO_upper main stem,01/01/2018,12/31/2018,WaDEUSBR_WS3,WaDEUSBR_RU3
0.0,Power,1971,CO,san juan,colorado river,CO_colorado river,01/01/1971,12/31/1971,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1972,CO,san juan,colorado river,CO_colorado river,01/01/1972,12/31/1972,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1973,CO,san juan,colorado river,CO_colorado river,01/01/1973,12/31/1973,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1974,CO,san juan,colorado river,CO_colorado river,01/01/1974,12/31/1974,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1975,CO,san juan,colorado river,CO_colorado river,01/01/1975,12/31/1975,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1976,CO,san juan,colorado river,CO_colorado river,01/01/1976,12/31/1976,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1977,CO,san juan,colorado river,CO_colorado river,01/01/1977,12/31/1977,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1978,CO,san juan,colorado river,CO_colorado river,01/01/1978,12/31/1978,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1979,CO,san juan,colorado river,CO_colorado river,01/01/1979,12/31/1979,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1980,CO,san juan,colorado river,CO_colorado river,01/01/1980,12/31/1980,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1981,CO,san juan,colorado river,CO_colorado river,01/01/1981,12/31/1981,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1982,CO,san juan,colorado river,CO_colorado river,01/01/1982,12/31/1982,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1983,CO,san juan,colorado river,CO_colorado river,01/01/1983,12/31/1983,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1984,CO,san juan,colorado river,CO_colorado river,01/01/1984,12/31/1984,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1985,CO,san juan,colorado river,CO_colorado river,01/01/1985,12/31/1985,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1986,CO,san juan,colorado river,CO_colorado river,01/01/1986,12/31/1986,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1987,CO,san juan,colorado river,CO_colorado river,01/01/1987,12/31/1987,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1988,CO,san juan,colorado river,CO_colorado river,01/01/1988,12/31/1988,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1989,CO,san juan,colorado river,CO_colorado river,01/01/1989,12/31/1989,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1990,CO,san juan,colorado river,CO_colorado river,01/01/1990,12/31/1990,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1991,CO,san juan,colorado river,CO_colorado river,01/01/1991,12/31/1991,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1992,CO,san juan,colorado river,CO_colorado river,01/01/1992,12/31/1992,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1993,CO,san juan,colorado river,CO_colorado river,01/01/1993,12/31/1993,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1994,CO,san juan,colorado river,CO_colorado river,01/01/1994,12/31/1994,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1995,CO,san juan,colorado river,CO_colorado river,01/01/1995,12/31/1995,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1996,CO,san juan,colorado river,CO_colorado river,01/01/1996,12/31/1996,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1997,CO,san juan,colorado river,CO_colorado river,01/01/1997,12/31/1997,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1998,CO,san juan,colorado river,CO_colorado river,01/01/1998,12/31/1998,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,1999,CO,san juan,colorado river,CO_colorado river,01/01/1999,12/31/1999,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2000,CO,san juan,colorado river,CO_colorado river,01/01/2000,12/31/2000,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2001,CO,san juan,colorado river,CO_colorado river,01/01/2001,12/31/2001,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2002,CO,san juan,colorado river,CO_colorado river,01/01/2002,12/31/2002,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2003,CO,san juan,colorado river,CO_colorado river,01/01/2003,12/31/2003,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2004,CO,san juan,colorado river,CO_colorado river,01/01/2004,12/31/2004,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2005,CO,san juan,colorado river,CO_colorado river,01/01/2005,12/31/2005,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2006,CO,san juan,colorado river,CO_colorado river,01/01/2006,12/31/2006,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2007,CO,san juan,colorado river,CO_colorado river,01/01/2007,12/31/2007,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2008,CO,san juan,colorado river,CO_colorado river,01/01/2008,12/31/2008,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2009,CO,san juan,colorado river,CO_colorado river,01/01/2009,12/31/2009,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2010,CO,san juan,colorado river,CO_colorado river,01/01/2010,12/31/2010,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2011,CO,san juan,colorado river,CO_colorado river,01/01/2011,12/31/2011,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2012,CO,san juan,colorado river,CO_colorado river,01/01/2012,12/31/2012,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2013,CO,san juan,colorado river,CO_colorado river,01/01/2013,12/31/2013,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2014,CO,san juan,colorado river,CO_colorado river,01/01/2014,12/31/2014,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2015,CO,san juan,colorado river,CO_colorado river,01/01/2015,12/31/2015,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2016,CO,san juan,colorado river,CO_colorado river,01/01/2016,12/31/2016,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2017,CO,san juan,colorado river,CO_colorado river,01/01/2017,12/31/2017,WaDEUSBR_WS1,WaDEUSBR_RU4
0.0,Power,2018,CO,san juan,colorado river,CO_colorado river,01/01/2018,12/31/2018,WaDEUSBR_WS1,WaDEUSBR_RU4
15794.604,Power,1971,NM,san juan,colorado river,NM_colorado river,01/01/1971,12/31/1971,WaDEUSBR_WS1,WaDEUSBR_RU5
17379.4735,Power,1972,NM,san juan,colorado river,NM_colorado river,01/01/1972,12/31/1972,WaDEUSBR_WS1,WaDEUSBR_RU5
26055.224,Power,1973,NM,san juan,colorado river,NM_colorado river,01/01/1973,12/31/1973,WaDEUSBR_WS1,WaDEUSBR_RU5
23443.1038,Power,1974,NM,san juan,colorado river,NM_colorado river,01/01/1974,12/31/1974,WaDEUSBR_WS1,WaDEUSBR_RU5
25274.9465,Power,1975,NM,san juan,colorado river,NM_colorado river,01/01/1975,12/31/1975,WaDEUSBR_WS1,WaDEUSBR_RU5
28101.1998,Power,1976,NM,san juan,colorado river,NM_colorado river,01/01/1976,12/31/1976,WaDEUSBR_WS1,WaDEUSBR_RU5
29601.5128,Power,1977,NM,san juan,colorado river,NM_colorado river,01/01/1977,12/31/1977,WaDEUSBR_WS1,WaDEUSBR_RU5
27537.5476,Power,1978,NM,san juan,colorado river,NM_colorado river,01/01/1978,12/31/1978,WaDEUSBR_WS1,WaDEUSBR_RU5
33351.8188,Power,1979,NM,san juan,colorado river,NM_colorado river,01/01/1979,12/31/1979,WaDEUSBR_WS1,WaDEUSBR_RU5
34621.2839,Power,1980,NM,san juan,colorado river,NM_colorado river,01/01/1980,12/31/1980,WaDEUSBR_WS1,WaDEUSBR_RU5
31514.9143,Power,1981,NM,san juan,colorado river,NM_colorado river,01/01/1981,12/31/1981,WaDEUSBR_WS1,WaDEUSBR_RU5
41589.9407,Power,1982,NM,san juan,colorado river,NM_colorado river,01/01/1982,12/31/1982,WaDEUSBR_WS1,WaDEUSBR_RU5
40491.2197,Power,1983,NM,san juan,colorado river,NM_colorado river,01/01/1983,12/31/1983,WaDEUSBR_WS1,WaDEUSBR_RU5
44080.207,Power,1984,NM,san juan,colorado river,NM_colorado river,01/01/1984,12/31/1984,WaDEUSBR_WS1,WaDEUSBR_RU5
43152.718,Power,1985,NM,san juan,colorado river,NM_colorado river,01/01/1985,12/31/1985,WaDEUSBR_WS1,WaDEUSBR_RU5
39561.821,Power,1986,NM,san juan,colorado river,NM_colorado river,01/01/1986,12/31/1986,WaDEUSBR_WS1,WaDEUSBR_RU5
43329.27099999999,Power,1987,NM,san juan,colorado river,NM_colorado river,01/01/1987,12/31/1987,WaDEUSBR_WS1,WaDEUSBR_RU5
42372.724,Power,1988,NM,san juan,colorado river,NM_colorado river,01/01/1988,12/31/1988,WaDEUSBR_WS1,WaDEUSBR_RU5
46376.58900000001,Power,1989,NM,san juan,colorado river,NM_colorado river,01/01/1989,12/31/1989,WaDEUSBR_WS1,WaDEUSBR_RU5
41835.76,Power,1990,NM,san juan,colorado river,NM_colorado river,01/01/1990,12/31/1990,WaDEUSBR_WS1,WaDEUSBR_RU5
39776.532999999996,Power,1991,NM,san juan,colorado river,NM_colorado river,01/01/1991,12/31/1991,WaDEUSBR_WS1,WaDEUSBR_RU5
40192.86,Power,1992,NM,san juan,colorado river,NM_colorado river,01/01/1992,12/31/1992,WaDEUSBR_WS1,WaDEUSBR_RU5
47840.75,Power,1993,NM,san juan,colorado river,NM_colorado river,01/01/1993,12/31/1993,WaDEUSBR_WS1,WaDEUSBR_RU5
47559.349,Power,1994,NM,san juan,colorado river,NM_colorado river,01/01/1994,12/31/1994,WaDEUSBR_WS1,WaDEUSBR_RU5
45765.03,Power,1995,NM,san juan,colorado river,NM_colorado river,01/01/1995,12/31/1995,WaDEUSBR_WS1,WaDEUSBR_RU5
43474.98,Power,1996,NM,san juan,colorado river,NM_colorado river,01/01/1996,12/31/1996,WaDEUSBR_WS1,WaDEUSBR_RU5
45857.026,Power,1997,NM,san juan,colorado river,NM_colorado river,01/01/1997,12/31/1997,WaDEUSBR_WS1,WaDEUSBR_RU5
42610.52,Power,1998,NM,san juan,colorado river,NM_colorado river,01/01/1998,12/31/1998,WaDEUSBR_WS1,WaDEUSBR_RU5
44954.09099999999,Power,1999,NM,san juan,colorado river,NM_colorado river,01/01/1999,12/31/1999,WaDEUSBR_WS1,WaDEUSBR_RU5
44435.560999999994,Power,2000,NM,san juan,colorado river,NM_colorado river,01/01/2000,12/31/2000,WaDEUSBR_WS1,WaDEUSBR_RU5
48315.640999999996,Power,2001,NM,san juan,colorado river,NM_colorado river,01/01/2001,12/31/2001,WaDEUSBR_WS1,WaDEUSBR_RU5
45620.12,Power,2002,NM,san juan,colorado river,NM_colorado river,01/01/2002,12/31/2002,WaDEUSBR_WS1,WaDEUSBR_RU5
46990.25,Power,2003,NM,san juan,colorado river,NM_colorado river,01/01/2003,12/31/2003,WaDEUSBR_WS1,WaDEUSBR_RU5
48974.31,Power,2004,NM,san juan,colorado river,NM_colorado river,01/01/2004,12/31/2004,WaDEUSBR_WS1,WaDEUSBR_RU5
51184.84,Power,2005,NM,san juan,colorado river,NM_colorado river,01/01/2005,12/31/2005,WaDEUSBR_WS1,WaDEUSBR_RU5
50437.0,Power,2006,NM,san juan,colorado river,NM_colorado river,01/01/2006,12/31/2006,WaDEUSBR_WS1,WaDEUSBR_RU5
45689.7,Power,2007,NM,san juan,colorado river,NM_colorado river,01/01/2007,12/31/2007,WaDEUSBR_WS1,WaDEUSBR_RU5
45995.0,Power,2008,NM,san juan,colorado river,NM_colorado river,01/01/2008,12/31/2008,WaDEUSBR_WS1,WaDEUSBR_RU5
48045.0,Power,2009,NM,san juan,colorado river,NM_colorado river,01/01/2009,12/31/2009,WaDEUSBR_WS1,WaDEUSBR_RU5
42533.0,Power,2010,NM,san juan,colorado river,NM_colorado river,01/01/2010,12/31/2010,WaDEUSBR_WS1,WaDEUSBR_RU5
46724.0,Power,2011,NM,san juan,colorado river,NM_colorado river,01/01/2011,12/31/2011,WaDEUSBR_WS1,WaDEUSBR_RU5
44440.6,Power,2012,NM,san juan,colorado river,NM_colorado river,01/01/2012,12/31/2012,WaDEUSBR_WS1,WaDEUSBR_RU5
43031.5,Power,2013,NM,san juan,colorado river,NM_colorado river,01/01/2013,12/31/2013,WaDEUSBR_WS1,WaDEUSBR_RU5
37633.9,Power,2014,NM,san juan,colorado river,NM_colorado river,01/01/2014,12/31/2014,WaDEUSBR_WS1,WaDEUSBR_RU5
37802.4,Power,2015,NM,san juan,colorado river,NM_colorado river,01/01/2015,12/31/2015,WaDEUSBR_WS1,WaDEUSBR_RU5
33491.4,Power,2016,NM,san juan,colorado river,NM_colorado river,01/01/2016,12/31/2016,WaDEUSBR_WS1,WaDEUSBR_RU5
34953.4,Power,2017,NM,san juan,colorado river,NM_colorado river,01/01/2017,12/31/2017,WaDEUSBR_WS1,WaDEUSBR_RU5
34953.4,Power,2018,NM,san juan,colorado river,NM_colorado river,01/01/2018,12/31/2018,WaDEUSBR_WS1,WaDEUSBR_RU5
1872.0,Power,1971,UT,,green river,UT_green river,01/01/1971,12/31/1971,WaDEUSBR_WS2,WaDEUSBR_RU6
1696.0,Power,1972,UT,,green river,UT_green river,01/01/1972,12/31/1972,WaDEUSBR_WS2,WaDEUSBR_RU6
1912.0,Power,1973,UT,,green river,UT_green river,01/01/1973,12/31/1973,WaDEUSBR_WS2,WaDEUSBR_RU6
1832.0,Power,1974,UT,,green river,UT_green river,01/01/1974,12/31/1974,WaDEUSBR_WS2,WaDEUSBR_RU6
6996.0,Power,1975,UT,,green river,UT_green river,01/01/1975,12/31/1975,WaDEUSBR_WS2,WaDEUSBR_RU6
5054.0,Power,1976,UT,,green river,UT_green river,01/01/1976,12/31/1976,WaDEUSBR_WS2,WaDEUSBR_RU6
7303.0,Power,1977,UT,,green river,UT_green river,01/01/1977,12/31/1977,WaDEUSBR_WS2,WaDEUSBR_RU6
13155.0,Power,1978,UT,,green river,UT_green river,01/01/1978,12/31/1978,WaDEUSBR_WS2,WaDEUSBR_RU6
16769.0,Power,1979,UT,,green river,UT_green river,01/01/1979,12/31/1979,WaDEUSBR_WS2,WaDEUSBR_RU6
17770.0,Power,1980,UT,,green river,UT_green river,01/01/1980,12/31/1980,WaDEUSBR_WS2,WaDEUSBR_RU6
20120.0,Power,1981,UT,,green river,UT_green river,01/01/1981,12/31/1981,WaDEUSBR_WS2,WaDEUSBR_RU6
19960.0,Power,1982,UT,,green river,UT_green river,01/01/1982,12/31/1982,WaDEUSBR_WS2,WaDEUSBR_RU6
21430.0,Power,1983,UT,,green river,UT_green river,01/01/1983,12/31/1983,WaDEUSBR_WS2,WaDEUSBR_RU6
21940.0,Power,1984,UT,,green river,UT_green river,01/01/1984,12/31/1984,WaDEUSBR_WS2,WaDEUSBR_RU6
26666.0,Power,1985,UT,,green river,UT_green river,01/01/1985,12/31/1985,WaDEUSBR_WS2,WaDEUSBR_RU6
24614.7,Power,1986,UT,,green river,UT_green river,01/01/1986,12/31/1986,WaDEUSBR_WS2,WaDEUSBR_RU6
30686.0,Power,1987,UT,,green river,UT_green river,01/01/1987,12/31/1987,WaDEUSBR_WS2,WaDEUSBR_RU6
33801.0,Power,1988,UT,,green river,UT_green river,01/01/1988,12/31/1988,WaDEUSBR_WS2,WaDEUSBR_RU6
32219.16,Power,1989,UT,,green river,UT_green river,01/01/1989,12/31/1989,WaDEUSBR_WS2,WaDEUSBR_RU6
30556.0,Power,1990,UT,,green river,UT_green river,01/01/1990,12/31/1990,WaDEUSBR_WS2,WaDEUSBR_RU6
33048.0,Power,1991,UT,,green river,UT_green river,01/01/1991,12/31/1991,WaDEUSBR_WS2,WaDEUSBR_RU6
32820.0,Power,1992,UT,,green river,UT_green river,01/01/1992,12/31/1992,WaDEUSBR_WS2,WaDEUSBR_RU6
34708.0,Power,1993,UT,,green river,UT_green river,01/01/1993,12/31/1993,WaDEUSBR_WS2,WaDEUSBR_RU6
35555.0,Power,1994,UT,,green river,UT_green river,01/01/1994,12/31/1994,WaDEUSBR_WS2,WaDEUSBR_RU6
35839.0,Power,1995,UT,,green river,UT_green river,01/01/1995,12/31/1995,WaDEUSBR_WS2,WaDEUSBR_RU6
37852.96,Power,1996,UT,,green river,UT_green river,01/01/1996,12/31/1996,WaDEUSBR_WS2,WaDEUSBR_RU6
33817.94,Power,1997,UT,,green river,UT_green river,01/01/1997,12/31/1997,WaDEUSBR_WS2,WaDEUSBR_RU6
35755.5113,Power,1998,UT,,green river,UT_green river,01/01/1998,12/31/1998,WaDEUSBR_WS2,WaDEUSBR_RU6
32817.0043,Power,1999,UT,,green river,UT_green river,01/01/1999,12/31/1999,WaDEUSBR_WS2,WaDEUSBR_RU6
36640.4443,Power,2000,UT,,green river,UT_green river,01/01/2000,12/31/2000,WaDEUSBR_WS2,WaDEUSBR_RU6
32732.2783,Power,2001,UT,,green river,UT_green river,01/01/2001,12/31/2001,WaDEUSBR_WS2,WaDEUSBR_RU6
35625.3043,Power,2002,UT,,green river,UT_green river,01/01/2002,12/31/2002,WaDEUSBR_WS2,WaDEUSBR_RU6
34643.3043,Power,2003,UT,,green river,UT_green river,01/01/2003,12/31/2003,WaDEUSBR_WS2,WaDEUSBR_RU6
34826.5703,Power,2004,UT,,green river,UT_green river,01/01/2004,12/31/2004,WaDEUSBR_WS2,WaDEUSBR_RU6
34492.8243,Power,2005,UT,,green river,UT_green river,01/01/2005,12/31/2005,WaDEUSBR_WS2,WaDEUSBR_RU6
34492.8243,Power,2006,UT,,green river,UT_green river,01/01/2006,12/31/2006,WaDEUSBR_WS2,WaDEUSBR_RU6
34492.8243,Power,2007,UT,,green river,UT_green river,01/01/2007,12/31/2007,WaDEUSBR_WS2,WaDEUSBR_RU6
34492.8243,Power,2008,UT,,green river,UT_green river,01/01/2008,12/31/2008,WaDEUSBR_WS2,WaDEUSBR_RU6
34492.8243,Power,2009,UT,,green river,UT_green river,01/01/2009,12/31/2009,WaDEUSBR_WS2,WaDEUSBR_RU6
34667.9024,Power,2010,UT,,green river,UT_green river,01/01/2010,12/31/2010,WaDEUSBR_WS2,WaDEUSBR_RU6
34893.3752,Power,2011,UT,,green river,UT_green river,01/01/2011,12/31/2011,WaDEUSBR_WS2,WaDEUSBR_RU6
34386.6541,Power,2012,UT,,green river,UT_green river,01/01/2012,12/31/2012,WaDEUSBR_WS2,WaDEUSBR_RU6
34386.6541,Power,2013,UT,,green river,UT_green river,01/01/2013,12/31/2013,WaDEUSBR_WS2,WaDEUSBR_RU6
34386.6541,Power,2014,UT,,green river,UT_green river,01/01/2014,12/31/2014,WaDEUSBR_WS2,WaDEUSBR_RU6
34386.6541,Power,2015,UT,,green river,UT_green river,01/01/2015,12/31/2015,WaDEUSBR_WS2,WaDEUSBR_RU6
34386.6541,Power,2016,UT,,green river,UT_green river,01/01/2016,12/31/2016,WaDEUSBR_WS2,WaDEUSBR_RU6
34386.6541,Power,2017,UT,,green river,UT_green river,01/01/2017,12/31/2017,WaDEUSBR_WS2,WaDEUSBR_RU6
34386.6541,Power,2018,UT,,green river,UT_green river,01/01/2018,12/31/2018,WaDEUSBR_WS2,WaDEUSBR_RU6
0.0,Power,1971,UT,,upper main stem,UT_upper main stem,01/01/1971,12/31/1971,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1972,UT,,upper main stem,UT_upper main stem,01/01/1972,12/31/1972,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1973,UT,,upper main stem,UT_upper main stem,01/01/1973,12/31/1973,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1974,UT,,upper main stem,UT_upper main stem,01/01/1974,12/31/1974,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1975,UT,,upper main stem,UT_upper main stem,01/01/1975,12/31/1975,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1976,UT,,upper main stem,UT_upper main stem,01/01/1976,12/31/1976,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1977,UT,,upper main stem,UT_upper main stem,01/01/1977,12/31/1977,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1978,UT,,upper main stem,UT_upper main stem,01/01/1978,12/31/1978,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1979,UT,,upper main stem,UT_upper main stem,01/01/1979,12/31/1979,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1980,UT,,upper main stem,UT_upper main stem,01/01/1980,12/31/1980,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1981,UT,,upper main stem,UT_upper main stem,01/01/1981,12/31/1981,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1982,UT,,upper main stem,UT_upper main stem,01/01/1982,12/31/1982,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1983,UT,,upper main stem,UT_upper main stem,01/01/1983,12/31/1983,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1984,UT,,upper main stem,UT_upper main stem,01/01/1984,12/31/1984,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1985,UT,,upper main stem,UT_upper main stem,01/01/1985,12/31/1985,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1986,UT,,upper main stem,UT_upper main stem,01/01/1986,12/31/1986,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1987,UT,,upper main stem,UT_upper main stem,01/01/1987,12/31/1987,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1988,UT,,upper main stem,UT_upper main stem,01/01/1988,12/31/1988,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1989,UT,,upper main stem,UT_upper main stem,01/01/1989,12/31/1989,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1990,UT,,upper main stem,UT_upper main stem,01/01/1990,12/31/1990,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1991,UT,,upper main stem,UT_upper main stem,01/01/1991,12/31/1991,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1992,UT,,upper main stem,UT_upper main stem,01/01/1992,12/31/1992,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1993,UT,,upper main stem,UT_upper main stem,01/01/1993,12/31/1993,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1994,UT,,upper main stem,UT_upper main stem,01/01/1994,12/31/1994,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1995,UT,,upper main stem,UT_upper main stem,01/01/1995,12/31/1995,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1996,UT,,upper main stem,UT_upper main stem,01/01/1996,12/31/1996,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1997,UT,,upper main stem,UT_upper main stem,01/01/1997,12/31/1997,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1998,UT,,upper main stem,UT_upper main stem,01/01/1998,12/31/1998,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,1999,UT,,upper main stem,UT_upper main stem,01/01/1999,12/31/1999,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,2000,UT,,upper main stem,UT_upper main stem,01/01/2000,12/31/2000,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,2001,UT,,upper main stem,UT_upper main stem,01/01/2001,12/31/2001,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,2002,UT,,upper main stem,UT_upper main stem,01/01/2002,12/31/2002,WaDEUSBR_WS3,WaDEUSBR_RU7
0.0,Power,2003,UT,,upper main stem,UT_upper main stem,01/01/2003,12/31/2003,WaDEUSBR_WS3,WaDEUSBR_RU7
