OID_,Join_Count,TARGET_FID,SiteUUID,Longitude,Latitude,Basin_Numb,Basin_Subb,Basin_Name,Basin_Su_1,Priority,GlobalID
13997,1,13997,CAwr_S22855,-122.5084792,41.679308,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
14698,1,14698,CAwr_S23495,-122.4395726,41.40074915,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
15941,1,15941,CAwr_S24634,-122.412021,41.56236633,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
16118,1,16118,CAwr_S248,-122.4750271,41.60919323,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
16537,1,16537,CAwr_S25180,-122.4902072,41.63437879,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
16645,1,16645,CAwr_S25278,-122.2621215,41.77205348,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
17483,1,17483,CAwr_S26049,-122.4252,41.5881,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
17485,1,17485,CAwr_S26050,-122.4274,41.5824,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
17486,1,17486,CAwr_S26051,-122.4224,41.578,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
18221,1,18221,CAwr_S26744,-122.558,41.7237,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
18806,1,18806,CAwr_S27286,-122.5565,41.7223,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
18904,1,18904,CAwr_S27379,-122.4283,41.5493,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
18986,1,18986,CAwr_S27458,-122.4861,41.633,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
19014,1,19014,CAwr_S27483,-122.389,41.5442,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
20062,1,20062,CAwr_S28455,-122.4094,41.5996,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
20063,1,20063,CAwr_S28456,-122.4202,41.5923,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
20065,1,20065,CAwr_S28458,-122.4297,41.5825,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
20066,1,20066,CAwr_S28459,-122.4257,41.5822,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
20068,1,20068,CAwr_S28460,-122.4244,41.5816,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
20596,1,20596,CAwr_S28948,-122.4524,41.6076,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
20597,1,20597,CAwr_S28949,-122.4238,41.5805,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
20971,1,20971,CAwr_S29297,-122.4239,41.5806,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
20972,1,20972,CAwr_S29298,-122.4282,41.5894,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
21123,1,21123,CAwr_S29439,-122.395,41.5488,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
22007,1,22007,CAwr_S30256,-122.4094,41.599,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
22199,1,22199,CAwr_S30434,-122.4903,41.6345,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
22290,1,22290,CAwr_S30520,-122.4524,41.6076,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
22416,1,22416,CAwr_S30635,-122.4225,41.3799,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
22831,1,22831,CAwr_S31013,-122.4253,41.5884,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
22832,1,22832,CAwr_S31014,-122.4283,41.5894,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
23619,1,23619,CAwr_S31740,-122.4189,41.5921,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
23620,1,23620,CAwr_S31741,-122.4524,41.6075,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
23714,1,23714,CAwr_S31830,-122.4263,41.5219,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
23766,1,23766,CAwr_S31878,-122.4254,41.588,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
23767,1,23767,CAwr_S31879,-122.4253,41.5882,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
24311,1,24311,CAwr_S32384,-122.4268,41.5217,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
24341,1,24341,CAwr_S32412,-122.4222,41.3817,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
24426,1,24426,CAwr_S32490,-122.4526,41.6076,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
24427,1,24427,CAwr_S32491,-122.4525,41.6076,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
24634,1,24634,CAwr_S32683,-122.4494,41.4943,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
25032,1,25032,CAwr_S33066,-122.5383,41.7097,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
25697,1,25697,CAwr_S33686,-122.4224,41.524,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
26312,1,26312,CAwr_S34262,-122.4434,41.5349,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
26351,1,26351,CAwr_S34298,-122.5574,41.7222,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
26890,1,26890,CAwr_S34809,-122.4240927,41.71094119,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
26972,1,26972,CAwr_S34886,-122.4480005,41.45286442,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
27524,1,27524,CAwr_S3541,-122.4687414,41.49669553,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
27706,1,27706,CAwr_S35579,-122.5564312,41.76553414,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
27809,1,27809,CAwr_S35671,-122.3949,41.5494,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
28034,1,28034,CAwr_S35882,-122.5155,41.6834,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
28201,1,28201,CAwr_S36036,-122.462,41.4982,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
28257,1,28257,CAwr_S36088,-122.3936,41.5489,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
28772,1,28772,CAwr_S3656,-122.3832926,41.71203181,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
28853,1,28853,CAwr_S36645,-122.5673,41.4842,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
29233,1,29233,CAwr_S37045,-122.565,41.479,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
29921,1,29921,CAwr_S37760,-122.5744139,41.739775,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
30465,1,30465,CAwr_S38317,-122.369282,41.72265667,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
30466,1,30466,CAwr_S38318,-122.369282,41.72265667,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
30556,1,30556,CAwr_S38417,-122.5174611,41.52631667,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
30851,1,30851,CAwr_S38732,-122.4224,41.5308,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
31911,1,31911,CAwr_S39935,-122.492448,41.564664,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
32043,1,32043,CAwr_S40097,-122.5054,41.6681,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
32125,1,32125,CAwr_S40178,-122.5256,41.5055,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
33422,1,33422,CAwr_S41615,-122.555,41.4897,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
33864,1,33864,CAwr_S42101,-122.369282,41.72265667,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
35517,1,35517,CAwr_S43761,-122.5334348,41.70965847,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
35650,1,35650,CAwr_S43881,-122.4582216,41.71656424,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
35661,1,35661,CAwr_S43891,-122.3832926,41.71203181,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
36670,1,36670,CAwr_S4482,-122.5127926,41.5282088,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
37523,1,37523,CAwr_S45591,-122.5233092,41.63382322,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
38014,1,38014,CAwr_S46032,-122.4902072,41.63437879,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
38166,1,38166,CAwr_S46171,-122.5240747,41.68404155,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
38167,1,38167,CAwr_S46172,-122.5123687,41.68519129,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
38168,1,38168,CAwr_S46173,-122.4985042,41.69142608,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
38243,1,38243,CAwr_S46241,-122.4986831,41.66672634,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
38975,1,38975,CAwr_S46905,-122.5264956,41.73493739,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
40001,1,40001,CAwr_S47839,-122.4218001,41.7109495,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
40263,1,40263,CAwr_S48078,-122.5263425,41.50989727,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
40371,1,40371,CAwr_S48175,-122.5388312,41.65310037,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
40570,1,40570,CAwr_S48356,-122.5801482,41.50415235,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
40970,1,40970,CAwr_S4873,-122.4395807,41.64020665,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
41094,1,41094,CAwr_S48841,-122.5381912,41.70908777,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
41491,1,41491,CAwr_S49202,-122.5103308,41.75284682,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
42949,1,42949,CAwr_S50529,-122.5264956,41.73493739,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
43227,1,43227,CAwr_S5078,-122.5578898,41.72579035,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
43238,1,43238,CAwr_S5079,-122.5610932,41.72341491,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
43250,1,43250,CAwr_S5080,-122.5621127,41.72269649,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
43276,1,43276,CAwr_S50823,-122.5055,41.6989,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
43277,1,43277,CAwr_S50824,-122.5065,41.6988,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
43317,1,43317,CAwr_S50861,-122.4310897,41.3706445,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
44075,1,44075,CAwr_S51557,-122.3766518,41.54368675,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
45999,1,45999,CAwr_S53308,-122.4959486,41.69239748,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
46310,1,46310,CAwr_S53596,-122.4651147,41.62954173,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
46525,1,46525,CAwr_S53800,-122.4376451,41.70676378,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
47628,1,47628,CAwr_S54822,-122.3832926,41.71203181,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
47850,1,47850,CAwr_S55024,-122.4695678,41.68976229,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
48783,1,48783,CAwr_S55875,-122.4317561,41.71118753,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
49124,1,49124,CAwr_S56185,-122.4439199,41.63264319,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
49256,1,49256,CAwr_S56303,-122.4714719,41.72556759,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
49301,1,49301,CAwr_S56344,-122.4986831,41.66672634,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
49869,1,49869,CAwr_S56868,-122.3594631,41.47320753,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
50009,1,50009,CAwr_S56999,-122.3505471,41.71830933,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
50074,1,50074,CAwr_S57056,-122.4603909,41.60787979,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
50273,1,50273,CAwr_S57235,-122.4382993,41.45874738,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
51126,1,51126,CAwr_S58013,-122.5440912,41.73609163,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
51150,1,51150,CAwr_S58035,-122.4959486,41.69239748,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
52378,1,52378,CAwr_S59151,-122.5226557,41.55149311,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
52449,1,52449,CAwr_S59215,-122.4982518,41.69595938,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
52473,1,52473,CAwr_S59237,-122.3832926,41.71203181,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
52474,1,52474,CAwr_S59238,-122.3832926,41.71203181,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
52819,1,52819,CAwr_S5955,-122.3832926,41.71203181,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
54262,1,54262,CAwr_S60861,-122.6226288,41.67257977,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
54417,1,54417,CAwr_S6139,-122.3744,41.5409,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
55018,1,55018,CAwr_S6683,-122.5541797,41.77021002,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
55981,1,55981,CAwr_S7569,-122.3832926,41.71203181,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
56073,1,56073,CAwr_S7651,-122.4396455,41.40074887,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
56381,1,56381,CAwr_S7939,-122.348247,41.73354676,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
56780,1,56780,CAwr_S8302,-122.590744,41.77003085,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
56848,1,56848,CAwr_S8364,-122.326309,41.70548162,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
57143,1,57143,CAwr_S8632,-122.5564312,41.76553414,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
57227,1,57227,CAwr_S8708,-122.5334348,41.70965847,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
57499,1,57499,CAwr_S8955,-122.4521919,41.6120285,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
57500,1,57500,CAwr_S8956,-122.4527092,41.60749823,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
57654,1,57654,CAwr_S9094,-122.4347458,41.37908468,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
57980,1,57980,CAwr_S9394,-122.351172,41.73244031,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
58044,1,58044,CAwr_S9451,-122.4639592,41.64724752,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
58045,1,58045,CAwr_S9452,-122.4542483,41.64509027,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
58046,1,58046,CAwr_S9453,-122.4516562,41.64057215,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
58047,1,58047,CAwr_S9454,-122.4514582,41.63837742,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
58532,1,58532,CAwr_S990,-122.4248235,41.56437863,1-004,1-004,SHASTA VALLEY,SHASTA VALLEY,Medium,{F6D0C42A-C0AF-4F60-8548-8987CFF26BC1}
495,1,495,CAwr_S10452,-122.8174255,41.39815647,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,Medium,{134402D8-84D5-4C73-9573-73E536564B23}
595,1,595,CAwr_S10546,-122.959489,41.52936412,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,Medium,{134402D8-84D5-4C73-9573-73E536564B23}
1640,1,1640,CAwr_S11493,-122.919664,41.50223925,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,Medium,{134402D8-84D5-4C73-9573-73E536564B23}
2358,1,2358,CAwr_S12148,-122.8165894,41.31582014,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,Medium,{134402D8-84D5-4C73-9573-73E536564B23}
2459,1,2459,CAwr_S12248,-122.9890734,41.62490038,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,Medium,{134402D8-84D5-4C73-9573-73E536564B23}
2817,1,2817,CAwr_S12579,-122.9119332,41.57681566,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,Medium,{134402D8-84D5-4C73-9573-73E536564B23}
2841,1,2841,CAwr_S1260,-122.8930872,41.45386591,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,Medium,{134402D8-84D5-4C73-9573-73E536564B23}
3124,1,3124,CAwr_S12856,-122.8418754,41.50035769,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,Medium,{134402D8-84D5-4C73-9573-73E536564B23}
3126,1,3126,CAwr_S12858,-122.8434862,41.42651505,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,Medium,{134402D8-84D5-4C73-9573-73E536564B23}
3127,1,3127,CAwr_S12859,-122.8481313,41.41907059,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,Medium,{134402D8-84D5-4C73-9573-73E536564B23}
3129,1,3129,CAwr_S12860,-122.7721495,41.62544249,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,Medium,{134402D8-84D5-4C73-9573-73E536564B23}
3134,1,3134,CAwr_S12865,-122.828115,41.33495186,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,Medium,{134402D8-84D5-4C73-9573-73E536564B23}
3334,1,3334,CAwr_S13044,-122.87347,41.43260641,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,Medium,{134402D8-84D5-4C73-9573-73E536564B23}
3335,1,3335,CAwr_S13045,-122.9493937,41.63991504,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,Medium,{134402D8-84D5-4C73-9573-73E536564B23}
4025,1,4025,CAwr_S1368,-122.9847854,41.63344651,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,Medium,{134402D8-84D5-4C73-9573-73E536564B23}
4234,1,4234,CAwr_S13869,-122.9693424,41.54122159,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,Medium,{134402D8-84D5-4C73-9573-73E536564B23}
