VariableSpecificUUID,VariableSpecificCV,VariableCV,AggregationStatisticCV,AggregationInterval,AggregationIntervalUnitCV,ReportYearStartMonth,ReportYearTypeCV,AmountUnitCV,MaximumAmountUnitCV
CODWR_Allocation All,Allocation All,Allocation,Average,1,Day,11,Irrigation,CFS,AFY
