ReportingUnitUUID,EPSGCodeCV,ReportingUnitName,ReportingUnitNativeID,ReportingUnitProductVersion,ReportingUnitTypeCV,ReportingUnitUpdateDate,StateCV,Geometry
WYag_RU1,EPSG:4326,Bear River Planning Basin,WaDEWY_RU1,,Basin,,WY,"POLYGON ((-110.7493667619665 42.60565185634812, -110.7288665765312 42.5808334340158, -110.7225799565997 42.54217910927855, -110.7025070192835 42.51097107125798, -110.7026290878621 42.48448944183434, -110.6893844573268 42.48067092941989, -110.6684417730693 42.43638992435558, -110.6494369488561 42.42110824395036, -110.6354064952135 42.36648178070965, -110.6959457410031 42.35424041586253, -110.7374496467837 42.33074950978209, -110.7687225340177 42.34306716861499, -110.7941665661341 42.32177353022428, -110.8069534300567 42.26397705299865, -110.8036575316697 42.19236755391955, -110.813034058475 42.17527008294803, -110.8026351913609 42.16912841664316, -110.8035125744457 42.16093063394163, -110.7828369159909 42.15233612071546, -110.7967987054958 42.1384048452075, -110.7918472271678 42.09921646256976, -110.8022918715726 42.08401488927575, -110.7943725585467 42.06481170609544, -110.7994537353016 42.02392959877204, -110.7900390619531 41.99096298145651, -110.7989425633486 41.98034286403202, -110.7731552141418 41.94728851335424, -110.7745590234801 41.939918517026, -110.7481155397003 41.93702316138985, -110.7075729381406 41.91342544552793, -110.6890106181455 41.92018890219612, -110.6695785530078 41.89216613965567, -110.617599487926 41.85596084421763, -110.6143798826254 41.84048461617215, -110.5980529795613 41.82327651959577, -110.6076812715734 41.80372238318148, -110.6361999499677 41.78606414804204, -110.627571104223 41.74028778265512, -110.6967620844026 41.68445968576594, -110.7392425541005 41.68114089963285, -110.781486509295 41.69816589064339, -110.8564834613426 41.70666885198597, -110.9166030879621 41.65769958576732, -110.9255294816003 41.63311385851779, -110.9163589490063 41.57925033603425, -110.8922576910396 41.56020355125293, -110.9068374640777 41.53511047416907, -110.9051818841366 41.52087783854148, -110.8876876835398 41.51291275272143, -110.8716888423662 41.48653412175236, -110.8868408207472 41.45898818785463, -110.8769073500941 41.44107055855949, -110.8863143944937 41.41953277671632, -110.9044113144306 41.40829086353256, -110.8930816651867 41.38828659305187, -110.904609679693 41.36173629589337, -110.8687133769208 41.36961746057739, -110.8341674790459 41.36524963506264, -110.817504884243 41.33802795442659, -110.8399124130274 41.3168029774755, -110.8356399552197 41.30084228644245, -110.8411788931913 41.29330825737026, -110.8059921276346 41.27477646036539, -110.7993545535697 41.24542999289991, -110.8160705582097 41.22867202769197, -110.8061904892996 41.20735168573174, -110.7868957533363 41.20885467590261, -110.7721481344288 41.18975448847891, -110.7714233411143 41.17459106532544, -110.729087830439 41.19203185878331, -110.7078781104864 41.16081619091455, -110.7136993402523 41.13966369572302, -110.7078399675405 41.11856842259471, -110.729866029094 41.09402847533391, -110.7395019545515 41.06756591963153, -110.7115325937542 41.03724288914805, -110.7156372065918 40.9999465964583, -111.0474600340533 40.99790717507614, -111.047461837194 42.51387604244547, -111.0143814088749 42.50165939456548, -110.9833450298492 42.50777817042626, -110.9817581194416 42.53390121496915, -110.9583740222433 42.5432548513304, -110.9286651630668 42.53207015751184, -110.8912277235805 42.48745727473352, -110.858863831001 42.48624420440655, -110.8255157464545 42.53429031384695, -110.7943191505083 42.54080963065996, -110.786087037087 42.5634880064664, -110.7524108888514 42.57647705237412, -110.7609634415096 42.6027946463559, -110.7493667619665 42.60565185634812))"
WYag_RU2,EPSG:4326,Green River Planning  Basin,WaDEWY_RU2,,Basin,,WY,"POLYGON ((-110.0217361457065 43.43713378939293, -109.9985809358615 43.44511413401011, -109.9730071999223 43.42414093035973, -109.9449539197875 43.42434310784819, -109.921821593192 43.39792251631116, -109.8920516943302 43.38449478020999, -109.8235702504667 43.38164901678874, -109.7932891850478 43.38935089262964, -109.757080075585 43.36600494467251, -109.7128601066086 43.37326049687448, -109.6975479104077 43.36741638026177, -109.6951751696983 43.36107635409053, -109.7090225213722 43.34680176059283, -109.6874542201361 43.31765365569169, -109.6815032928426 43.27410888961361, -109.6899642954158 43.26611709482813, -109.6792831419035 43.25321197455304, -109.6765213032155 43.21546935732505, -109.6621627813872 43.20179367094119, -109.650627137932 43.1665458692965, -109.630287171216 43.16279220429686, -109.6232681290209 43.12697982805668, -109.5727996812602 43.10041427839627, -109.5553054806634 43.07084655612374, -109.5629959081346 43.05176544152198, -109.5534667960558 43.01292801121878, -109.5037155171573 43.00950241080767, -109.4929046625201 42.99614715466748, -109.4644470238111 42.99081421000784, -109.4553604114538 42.97151565642247, -109.4347381592386 42.96735763374784, -109.3979186987889 42.94001007050838, -109.372138978531 42.94612884277194, -109.3320846530842 42.8945846529594, -109.3325576757961 42.88067245656867, -109.3183898947778 42.85746383598729, -109.2824249260694 42.84333038568877, -109.2472457912602 42.80596542076762, -109.2368774426398 42.80941009669868, -109.2145462051432 42.79888153205712, -109.2121276835457 42.79371261384608, -109.2380371112237 42.7770957972333, -109.2367095931731 42.7676200859982, -109.2236633279002 42.76228332461579, -109.2088775651475 42.77069854899889, -109.1968460067378 42.76816940449447, -109.1486969006414 42.73912048312383, -109.1328582763883 42.71707153292493, -109.1274032595528 42.67483901980495, -109.0936355594335 42.64141082544927, -109.093856809744 42.63006591740822, -109.1254806520104 42.61600113214661, -109.140457151976 42.57644653388047, -109.1765136734672 42.5683784496058, -109.1812591566847 42.54039382821264, -109.2005844120409 42.53087234688138, -109.1804122938922 42.51424408189894, -109.1881866469961 42.4930114733009, -109.1301269534961 42.47695159783802, -109.1199951184799 42.45346069445554, -109.0871353172411 42.4543533309415, -109.0589981060777 42.44379425140363, -109.0571212758262 42.43358612240166, -109.0309600829414 42.43439865177641, -109.0222549423117 42.42119217048236, -108.9939422581287 42.4284439077602, -108.9890594475355 42.41755294960899, -108.9234466548392 42.38350677531747, -108.895805360429 42.36363983131321, -108.9031600943628 42.35792159910255, -108.8706359875607 42.3428230278605, -108.8687438967135 42.30826568611258, -108.8593902576542 42.29597473354715, -108.8697738668704 42.28174972596912, -108.8492736814352 42.26047515950108, -108.8304901102304 42.27074813951509, -108.7948379500114 42.26727294958698, -108.7475662234024 42.28039932197117, -108.7212676995447 42.26961517090348, -108.7138366698264 42.29413986116572, -108.6882858297272 42.31272125128476, -108.5990524280271 42.31718444720451, -108.5813293472715 42.28871536462242, -108.5649108896258 42.27719879219057, -108.5124053964918 42.26454543892095, -108.5012664772661 42.25484848007335, -108.4553833011984 42.25626754910814, -108.4234390250909 42.22493362578626, -108.3642883307418 42.2310600269987, -108.3310699473202 42.21705245840428, -108.3152999863053 42.2230758674574, -108.2978363024034 42.21789169134854, -108.2382202151907 42.24285507090485, -108.2154541033242 42.28939819377166, -108.1360931370886 42.27924346741213, -108.1080245945594 42.29425811661883, -108.1176300051206 42.30305099420809, -108.1156921387811 42.31442260851662, -108.0670623747288 42.32945632964595, -108.0170974735695 42.32086563044453, -107.9668197639209 42.33451843357892, -107.9638137817806 42.34185409469075, -107.9883956896094 42.36779403726507, -107.9876785270424 42.38347625862247, -107.9733810431006 42.39960861314705, -107.951622010947 42.40197372490752, -107.9178695669269 42.38941574114358, -107.9303665155023 42.35533141940954, -107.9258193957485 42.3073997495988, -107.8849868797407 42.30526352069495, -107.8711853008609 42.26995468386161, -107.8280029318898 42.25281143110271, -107.7362136866123 42.25233459256742, -107.6671905541008 42.27988815271613, -107.6637954730826 42.29410552774794, -107.6508789062365 42.30151367241808, -107.6152496346629 42.31115341100116, -107.5999450665116 42.3077201852384, -107.5781250000687 42.26657867566541, -107.5169296286994 42.24816894364187, -107.2918243410205 42.21656799361807, -107.2493591301197 42.25918960471654, -107.1925201403921 42.25153732468783, -107.1734237669932 42.22258376922559, -107.1244812025454 42.22555160392341, -107.0828323359435 42.21702575483476, -107.0525741555728 42.18082809554022, -107.0901489233341 42.1381912247453, -107.1254577646641 42.11566162018767, -107.1154174788335 42.0651435838094, -107.1378555288096 42.03509903109546, -107.1464080796691 41.98340988136101, -107.1256332385831 41.97596740597106, -107.1346206656112 41.96661758183598, -107.1343917854525 41.93772506605899, -107.1132125884901 41.91020965425218, -107.1066665645103 41.88692855640778, -107.1200637794199 41.86943435671026, -107.1905899065989 41.85176468039572, -107.2421722429546 41.84869384544464, -107.2240371728772 41.82231139865218, -107.2537841803956 41.80507278717943, -107.2720642094956 41.80443572992505, -107.2793807986849 41.81734847914902, -107.2983703623024 41.82632446230417, -107.3132476787374 41.8616752633028, -107.3423690827669 41.85073089621392, -107.340270996809 41.82592773267879, -107.3190383945063 41.81168746990085, -107.3266830473847 41.80657959227443, -107.3533782954719 41.82214736860624, -107.3720931998413 41.82014083992789, -107.3622131336292 41.79684829821042, -107.3590621933655 41.75334167597759, -107.4016876229854 41.69906997549901, -107.4389953631455 41.6746940618815, -107.4651184103863 41.6443328848548, -107.389602661034 41.62226104870848, -107.3931732204677 41.60499191424549, -107.4164657576885 41.57614517485996, -107.4567642220911 41.54692840312333, -107.4136962891524 41.55306625270543, -107.3211746243094 41.52806854063067, -107.3125457776655 41.51446914913197, -107.3273315449148 41.48202896166731, -107.2961578376141 41.45736312820583, -107.3468322759887 41.43445586954277, -107.3376083344571 41.40079498280227, -107.2862014747183 41.37455367830967, -107.2314605736465 41.4003944400514, -107.2092895512718 41.38498306211869, -107.2078704840356 41.37483596560736, -107.165672300736 41.36096572708669, -107.1647949230472 41.33442688189513, -107.134407042451 41.32617569295394, -107.1668853755596 41.29603576623765, -107.1465454115415 41.28777313162476, -107.1155548098066 41.25630187822912, -107.1143035902385 41.24336242903291, -107.1275100697339 41.22718047779688, -107.1069946308975 41.22378158814985, -107.0870132445655 41.19947814909733, -107.0681076029834 41.20153045776448, -106.9829864484658 41.1672058093007, -106.9738082896208 41.14747238134538, -107.0112380983595 41.1190452593313, -107.0099639883474 41.11334991306808, -106.9662551868274 41.12176513655186, -106.950119018278 41.09566116303228, -106.8942413309726 41.08398818770473, -106.8869323743296 41.07250213556517, -106.9185333234541 41.05783844049171, -106.9392547583004 41.02552795145385, -106.9224777193712 41.01293945279355, -106.8946151737512 41.01618957658775, -106.8674150750456 41.00279978558171, -110.7165524223564 40.99630272249271, -110.7115325937542 41.03724288914805, -110.7395019545515 41.06756591873221, -110.7298660281946 41.09402847533391, -110.7078399675405 41.11856842079601, -110.7136993411517 41.13966369662234, -110.7078781095871 41.16081619001523, -110.729087830439 41.19203185968263, -110.7714233402149 41.17459106622476, -110.7721481326302 41.18975448757959, -110.7868957533363 41.20885467590261, -110.8061904892996 41.20735168663111, -110.8160705582097 41.22867202769197, -110.7993545526704 41.24542999289991, -110.8059921267352 41.27477646036539, -110.841178892292 41.29330825826958, -110.8356399561191 41.30084228644245, -110.8399124130274 41.3168029774755, -110.8175048833436 41.33802795442659, -110.8341674790459 41.36524963596196, -110.8687133769208 41.36961746147671, -110.904609679693 41.36173629589337, -110.8930816642874 41.38828659305187, -110.9044113144306 41.40829086353256, -110.886314395393 41.41953277761564, -110.8769073491948 41.44107055945881, -110.8868408216466 41.45898818965327, -110.8716888423662 41.48653412175236, -110.8876876835398 41.51291275272143, -110.9051818841366 41.5208778394408, -110.9068374640777 41.53511047326975, -110.8922576919389 41.56020355035361, -110.9163589499056 41.57925033513493, -110.9255294816003 41.63311385851779, -110.9166030879621 41.65769958576732, -110.8564834604433 41.70666885198597, -110.7814865101943 41.69816589064339, -110.7392425549999 41.68114090053217, -110.6967620844026 41.68445968666526, -110.6275711033237 41.74028778265512, -110.6361999499677 41.78606414804204, -110.6076812724727 41.80372238228216, -110.5980529795613 41.82327652049509, -110.6143798817261 41.84048461707147, -110.617599487926 41.85596084421763, -110.6695785530078 41.89216613965567, -110.6890106172461 41.92018890219612, -110.7075729372413 41.91342544462861, -110.7481155397003 41.93702316228917, -110.7704315183998 41.93795776294047, -110.7883377056206 41.95934677263551, -110.7993392965712 41.98334121632411, -110.7900390619531 41.99096298145651, -110.7994537362009 42.02392959787272, -110.7943725585467 42.06481170699476, -110.8022918724719 42.08401489017507, -110.7918472262684 42.09921646167044, -110.7967987054958 42.13840484430818, -110.7828369150915 42.15233611981614, -110.8035125744457 42.16093063484095, -110.8026351904616 42.16912841664316, -110.8130340575756 42.17527008294803, -110.8036575307704 42.19236755481887, -110.8060913075678 42.2701911947679, -110.7889175399125 42.32987213029463, -110.7649612391698 42.34360122831407, -110.7374496458844 42.33074951068141, -110.6959457401038 42.35424041586253, -110.6354064961129 42.36648178160897, -110.6494369479568 42.42110824395036, -110.66844177217 42.43638992345626, -110.6893844573268 42.48067092852057, -110.7026290896607 42.48448944273366, -110.7025070183842 42.5109710721573, -110.7225799565997 42.54217910927855, -110.7351684579579 42.59102630691859, -110.7217712421491 42.58802032208024, -110.7119522075283 42.54890823342828, -110.6937866225546 42.52643203690906, -110.6797866820097 42.52684402353293, -110.6708450322724 42.53654479820392, -110.6548233051514 42.52739715605395, -110.6144332906638 42.54095840730469, -110.614700318265 42.57797622672155, -110.6290359469514 42.58486556959042, -110.6223373403959 42.60456466862462, -110.6322708110491 42.63738250839612, -110.6161117547537 42.64633560290582, -110.6129913338829 42.67759323044328, -110.6403198251998 42.68001174844346, -110.642105104467 42.70991515975686, -110.6194076531406 42.72335052300826, -110.6352157571015 42.73907089450626, -110.6318893429188 42.7648162822457, -110.6397476207561 42.80185699570382, -110.5796356203875 42.79245758205184, -110.5765380836656 42.81658172416729, -110.5968933109775 42.88582610788865, -110.6170806879234 42.90913009797572, -110.5985412619696 42.93473052939049, -110.6059341415474 42.94818115143903, -110.6290359505487 42.95861053344942, -110.6437835676575 42.99639510764814, -110.6117629984636 43.00345992803329, -110.5717620864511 42.99658966248302, -110.5657882678143 42.9732437127272, -110.5498733522734 42.96948623819941, -110.4936294565342 43.00184249823275, -110.4687118542686 43.0305557269653, -110.4633941675068 43.04854202309593, -110.412567139362 43.04812240842244, -110.3542404146634 43.07176971200266, -110.3027191170935 43.06615829407008, -110.2721633933259 43.08443832406948, -110.2725067140136 43.09668731876479, -110.2127914441698 43.11020660585024, -110.1958084092307 43.14588928186492, -110.2008972149345 43.21073531887993, -110.1861419661788 43.22257232785068, -110.1658172600585 43.2230567926369, -110.162902833399 43.23789977925145, -110.1842041034366 43.27389526285617, -110.2472686770078 43.2862968428251, -110.2655792237022 43.32081985655117, -110.2624816878796 43.3316955586032, -110.2339477542854 43.35393905914032, -110.1997375499479 43.35631942969798, -110.1921462988126 43.37022781745986, -110.1798629769947 43.37473678437516, -110.1121902466825 43.36696243306989, -110.1219177240237 43.40118789980181, -110.0829620346701 43.40742492661911, -110.097763061616 43.43293762107442, -110.0564727798948 43.45773315116406, -110.0331268337363 43.45718383806371, -110.0217361457065 43.43713378939293))"
WYag_RU3,EPSG:4326,Northeast River Planning Basin,WaDEWY_RU3,,Basin,,WY,"POLYGON ((-105.0010684346605 45.00030984172588, -104.0581911490023 44.99741848447553, -104.0533394891261 42.41742034097598, -104.1242294307436 42.47799301006944, -104.1486511216519 42.52527618235001, -104.1845245357787 42.53823089663859, -104.2180633539406 42.56404113718878, -104.2558212254692 42.55484008789978, -104.3042144768166 42.59548568521626, -104.3601455676638 42.6097717306809, -104.3929138179183 42.63786697138369, -104.5707016016975 42.64758300754983, -104.5975723264017 42.64300537110103, -104.6239700328907 42.65551757577555, -104.6594467164927 42.68399811032458, -104.6345596300229 42.72282028542787, -104.6508789050374 42.74208068887276, -104.6613235485429 42.7432403547586, -104.6685638410484 42.76136398366094, -104.781372069965 42.76953125056679, -104.8305358892199 42.79567718285574, -104.8632659920319 42.82762527298803, -104.8801116959979 42.83428191987474, -104.9358062759388 42.81883621302086, -104.9749450663617 42.81907653705258, -105.0086059558002 42.83560562390045, -105.0563278182742 42.8309974662601, -105.0756683360249 42.84143447991738, -105.1268692024517 42.84764861988793, -105.173042294766 42.86726379418883, -105.2132797248794 42.85584640618674, -105.2544250493765 42.85927963374814, -105.2749481180612 42.87741470382559, -105.3052215563297 42.88202286056662, -105.3252182005594 42.91186523219477, -105.3652725215096 42.93164062521475, -105.4351120019173 42.94580841072963, -105.4560546897721 42.97589111358405, -105.5080490100538 43.00598144718612, -105.5822296124066 43.02354431371913, -105.6009216290299 43.03947067403243, -105.6629791237875 43.05398178203365, -105.6876296984518 43.07220077684445, -105.7333221445014 43.08056259049118, -105.8176116941244 43.07972717337043, -105.9280929569244 43.06331634377432, -105.9626617407467 43.09759902807275, -105.9774704002388 43.13978195347443, -106.0004577624157 43.16109847781257, -105.9847717252349 43.17313003442359, -105.9862594620045 43.19659805185864, -105.9769363432376 43.21387100034644, -105.9882202133921 43.23375701717265, -106.020072937616 43.23759460420769, -106.0227050796756 43.27672576658091, -106.0395965573352 43.28422927895809, -106.0493621848169 43.35749435348168, -106.0845870978163 43.40127563226469, -106.0995635995804 43.45054626579758, -106.0383758544621 43.47290420326641, -105.9908142116066 43.50693130383667, -105.9530792224281 43.50769805861859, -105.9219512960154 43.52757263337037, -105.9267044045845 43.55816650458058, -105.8675155645916 43.59037780469197, -105.8219223029719 43.5914268494696, -105.8063125597768 43.60990524203334, -105.8173522963713 43.65608978271734, -105.8048248275038 43.6658973671698, -105.8374786381286 43.69384002619631, -105.8570785518336 43.69279479814145, -105.8543090805995 43.70730972196617, -105.8967056291614 43.73614883150344, -105.8814468392002 43.74580764740506, -105.8817901625859 43.76902771185945, -105.8935470563515 43.78252410940019, -105.8492965697808 43.84096908595461, -105.8295516961538 43.84513854800565, -105.8093032840193 43.86829757907009, -105.7751235954775 43.8778228762248, -105.786575315998 43.88887405219583, -105.7956924441509 43.93058395308702, -105.7821197508258 43.95195007593531, -105.7518157931643 43.96013641206582, -105.7308807378557 43.98520660500088, -105.765419007681 44.02979659913382, -105.7406005835501 44.04219818000206, -105.7484130876938 44.05864334121725, -105.7414398209909 44.09155654959517, -105.7289581276154 44.1033515908033, -105.732437133367 44.13285827428996, -105.720108033359 44.137622834826, -105.7238769526592 44.16029357718691, -105.7122268668764 44.17246627699711, -105.6771469128997 44.17770004262292, -105.6748886109206 44.1995964075482, -105.6643295277855 44.20758437841636, -105.6268615743022 44.21744155778174, -105.6464004528186 44.2409210190898, -105.6493606567689 44.26492691204743, -105.6385803206252 44.27381133792295, -105.6447219842321 44.28141784785544, -105.6172103900474 44.28914260874444, -105.6028594962687 44.30326462056581, -105.5498580926768 44.3108978286719, -105.5349273700021 44.32539367517802, -105.5156631480358 44.32400512733483, -105.4584503155296 44.29551315520803, -105.4467086787625 44.31240844689239, -105.3936233540345 44.31146240236802, -105.3579635621686 44.32487869009952, -105.3380966208623 44.32003021292405, -105.3210220331403 44.33347702004846, -105.272323609447 44.34237289609234, -105.2154388424286 44.33341216993574, -105.1954040543536 44.34749984564144, -105.1758270283946 44.34790039109021, -105.1534576434555 44.33568954563606, -105.1380233768773 44.33841323957938, -105.1246490470159 44.37066650475543, -105.1274414068954 44.38444137466973, -105.0963058452385 44.39753723125824, -105.084541319826 44.44374084476425, -105.0611648569725 44.45033645736169, -105.0213012678392 44.48538589644204, -105.0343704199589 44.50532531591068, -105.0272140503881 44.53796768446114, -105.0519027724949 44.54695892191677, -105.0660095201232 44.54217529215606, -105.0773696878608 44.57341003554478, -105.1364288312255 44.61386108432163, -105.1583099391523 44.64776992853945, -105.1930999768824 44.68030166608906, -105.1884460437499 44.69200897033778, -105.150085449284 44.6970367417523, -105.1253662086835 44.71300888205434, -105.1255035387573 44.72219085852134, -105.111625669489 44.7325592062424, -105.1277008073463 44.74847793850608, -105.1172561665388 44.77703094492222, -105.1295471173056 44.79385376024288, -105.1181793197198 44.79909133719553, -105.1184539780686 44.81304549955024, -105.0779800424449 44.8281288137938, -105.1130752570174 44.85536956635246, -105.1184997544601 44.88389205877155, -105.1464233379667 44.93716812251091, -105.0835723848576 44.97704315281931, -105.057945248974 44.9798545837221, -105.0497949261949 45.00033390758381, -105.0010684346605 45.00030984172588))"
