MethodUUID,ApplicableResourceTypeCV,DataConfidenceValue,DataCoverageValue,DataQualityValueCV,MethodDescription,MethodName,MethodNEMILink,MethodTypeCV
CODWR_Diversion Tracking,Allocation,,,,Methodology used for tracking diversions in the state of Colorado.,DiversionTracking,,Water Withdrawals
