ORGANIZATION_ID,REPORT_ID,REPORTING_UNIT_ID,SUMMARY_SEQ,BENEFICIAL_USE_ID,FRESH_SALINE_IND,SOURCE_TYPE,POWER_GENERATED,POPULATION_SERVED,WFS_FEATURE_REF
TWDB,2000,48605,1,4,1,1,,,
TWDB,2000,48609,1,4,1,1,,,
TWDB,2000,48625,1,4,1,1,,,
TWDB,2000,48629,1,4,1,1,,,
TWDB,2000,48633,1,4,1,1,,,
TWDB,2000,48637,1,4,1,1,,,
TWDB,2000,48641,1,4,1,1,,,
TWDB,2000,48645,1,4,1,1,,,
TWDB,2000,48613,1,4,1,1,,,
TWDB,2000,48617,1,4,1,1,,,
TWDB,2000,48621,1,4,1,1,,,
TWDB,2000,48649,1,4,1,1,,,
TWDB,2000,48653,1,4,1,1,,,
TWDB,2000,48657,1,4,1,1,,,
TWDB,2000,48661,1,4,1,1,,,
TWDB,2000,48665,1,4,1,1,,,
TWDB,2000,48669,1,4,1,1,,,
TWDB,2000,48673,1,4,1,1,,,
TWDB,2000,48677,1,4,1,1,,,
TWDB,2000,48681,1,4,1,1,,,
TWDB,2000,48685,1,4,1,1,,,
TWDB,2000,48689,1,4,1,1,,,
TWDB,2000,48693,1,4,1,1,,,
TWDB,2000,48697,1,4,1,1,,,
TWDB,2000,48701,1,4,1,1,,,
TWDB,2000,48705,1,4,1,1,,,
TWDB,2000,48709,1,4,1,1,,,
TWDB,2000,48713,1,4,1,1,,,
TWDB,2000,48717,1,4,1,1,,,
TWDB,2000,48721,1,4,1,1,,,
TWDB,2000,48725,1,4,1,1,,,
TWDB,2000,48729,1,4,1,1,,,
TWDB,2000,48733,1,4,1,1,,,
TWDB,2000,48737,1,4,1,1,,,
TWDB,2000,48741,1,4,1,1,,,
TWDB,2000,48745,1,4,1,1,,,
TWDB,2000,48749,1,4,1,1,,,
TWDB,2000,48753,1,4,1,1,,,
TWDB,2000,48757,1,4,1,1,,,
TWDB,2000,48761,1,4,1,1,,,
TWDB,2000,48765,1,4,1,1,,,
TWDB,2000,48769,1,4,1,1,,,
TWDB,2000,48773,1,4,1,1,,,
TWDB,2000,48777,1,4,1,1,,,
TWDB,2000,48781,1,4,1,1,,,
TWDB,2000,48785,1,4,1,1,,,
TWDB,2000,48789,1,4,1,1,,,
TWDB,2000,48793,1,4,1,1,,,
TWDB,2000,48797,1,4,1,1,,,
TWDB,2000,48801,1,4,1,1,,,
TWDB,2000,48805,1,4,1,1,,,
TWDB,2000,48809,1,4,1,1,,,
TWDB,2000,48813,1,4,1,1,,,
TWDB,2000,48817,1,4,1,1,,,
TWDB,2000,48821,1,4,1,1,,,
TWDB,2000,48825,1,4,1,1,,,
TWDB,2000,48829,1,4,1,1,,,
TWDB,2000,48833,1,4,1,1,,,
TWDB,2000,48837,1,4,1,1,,,
TWDB,2000,48841,1,4,1,1,,,
TWDB,2000,48845,1,4,1,1,,,
TWDB,2000,48849,1,4,1,1,,,
TWDB,2000,48853,1,4,1,1,,,
TWDB,2000,48857,1,4,1,1,,,
TWDB,2000,48861,1,4,1,1,,,
TWDB,2000,48865,1,4,1,1,,,
TWDB,2000,48869,1,4,1,1,,,
TWDB,2000,48873,1,4,1,1,,,
TWDB,2000,48877,1,4,1,1,,,
TWDB,2000,48881,1,4,1,1,,,
TWDB,2000,48885,1,4,1,1,,,
TWDB,2000,48889,1,4,1,1,,,
TWDB,2000,48893,1,4,1,1,,,
TWDB,2000,48897,1,4,1,1,,,
TWDB,2000,48901,1,4,1,1,,,
TWDB,2000,48905,1,4,1,1,,,
TWDB,2000,48909,1,4,1,1,,,
TWDB,2000,48913,1,4,1,1,,,
TWDB,2000,48917,1,4,1,1,,,
TWDB,2000,48921,1,4,1,1,,,
TWDB,2000,48925,1,4,1,1,,,
TWDB,2000,48929,1,4,1,1,,,
TWDB,2000,48933,1,4,1,1,,,
TWDB,2000,48937,1,4,1,1,,,
TWDB,2000,48941,1,4,1,1,,,
TWDB,2000,48945,1,4,1,1,,,
TWDB,2000,48949,1,4,1,1,,,
TWDB,2000,48953,1,4,1,1,,,
TWDB,2000,48957,1,4,1,1,,,
TWDB,2000,48961,1,4,1,1,,,
TWDB,2000,48965,1,4,1,1,,,
TWDB,2000,48969,1,4,1,1,,,
TWDB,2000,48973,1,4,1,1,,,
TWDB,2000,48977,1,4,1,1,,,
TWDB,2000,48981,1,4,1,1,,,
TWDB,2000,48985,1,4,1,1,,,
TWDB,2000,48989,1,4,1,1,,,
TWDB,2000,48993,1,4,1,1,,,
TWDB,2000,48997,1,4,1,1,,,
TWDB,2000,49001,1,4,1,1,,,
TWDB,2000,49005,1,4,1,1,,,
TWDB,2000,49009,1,4,1,1,,,
TWDB,2000,49013,1,4,1,1,,,
TWDB,2000,48001,1,5,1,1,,,
TWDB,2000,48005,1,5,1,1,,,
TWDB,2000,48009,1,5,1,1,,,
TWDB,2000,48013,1,5,1,1,,,
TWDB,2000,48017,1,5,1,1,,,
TWDB,2000,48021,1,5,1,1,,,
TWDB,2000,48025,1,5,1,1,,,
TWDB,2000,48029,1,5,1,1,,,
TWDB,2000,48033,1,5,1,1,,,
TWDB,2000,48037,1,5,1,1,,,
TWDB,2000,48041,1,5,1,1,,,
TWDB,2000,48045,1,5,1,1,,,
TWDB,2000,48049,1,5,1,1,,,
TWDB,2000,48053,1,5,1,1,,,
TWDB,2000,48057,1,5,1,1,,,
TWDB,2000,48061,1,5,1,1,,,
TWDB,2000,48065,1,5,1,1,,,
TWDB,2000,48069,1,5,1,1,,,
TWDB,2000,48073,1,5,1,1,,,
TWDB,2000,48077,1,5,1,1,,,
TWDB,2000,48081,1,5,1,1,,,
TWDB,2000,48085,1,5,1,1,,,
TWDB,2000,48089,1,5,1,1,,,
TWDB,2000,48093,1,5,1,1,,,
TWDB,2000,48097,1,5,1,1,,,
TWDB,2000,48101,1,5,1,1,,,
TWDB,2000,48105,1,5,1,1,,,
TWDB,2000,48109,1,5,1,1,,,
TWDB,2000,48113,1,5,1,1,,,
TWDB,2000,48117,1,5,1,1,,,
TWDB,2000,48121,1,5,1,1,,,
TWDB,2000,48125,1,5,1,1,,,
TWDB,2000,48129,1,5,1,1,,,
TWDB,2000,48133,1,5,1,1,,,
TWDB,2000,48137,1,5,1,1,,,
TWDB,2000,48141,1,5,1,1,,,
TWDB,2000,48145,1,5,1,1,,,
TWDB,2000,48149,1,5,1,1,,,
TWDB,2000,48153,1,5,1,1,,,
TWDB,2000,48157,1,5,1,1,,,
TWDB,2000,48161,1,5,1,1,,,
TWDB,2000,48165,1,5,1,1,,,
TWDB,2000,48169,1,5,1,1,,,
TWDB,2000,48173,1,5,1,1,,,
TWDB,2000,48177,1,5,1,1,,,
TWDB,2000,48181,1,5,1,1,,,
TWDB,2000,48185,1,5,1,1,,,
TWDB,2000,48189,1,5,1,1,,,
TWDB,2000,48193,1,5,1,1,,,
TWDB,2000,48197,1,5,1,1,,,
TWDB,2000,48201,1,5,1,1,,,
TWDB,2000,48205,1,5,1,1,,,
TWDB,2000,48209,1,5,1,1,,,
TWDB,2000,48213,1,5,1,1,,,
TWDB,2000,48217,1,5,1,1,,,
TWDB,2000,48221,1,5,1,1,,,
TWDB,2000,48225,1,5,1,1,,,
TWDB,2000,48229,1,5,1,1,,,
TWDB,2000,48233,1,5,1,1,,,
TWDB,2000,48237,1,5,1,1,,,
TWDB,2000,48241,1,5,1,1,,,
TWDB,2000,48245,1,5,1,1,,,
TWDB,2000,48249,1,5,1,1,,,
TWDB,2000,48253,1,5,1,1,,,
TWDB,2000,48257,1,5,1,1,,,
TWDB,2000,48261,1,5,1,1,,,
TWDB,2000,48265,1,5,1,1,,,
TWDB,2000,48269,1,5,1,1,,,
TWDB,2000,48273,1,5,1,1,,,
TWDB,2000,48281,1,5,1,1,,,
TWDB,2000,48277,1,5,1,1,,,
TWDB,2000,48285,1,5,1,1,,,
TWDB,2000,48289,1,5,1,1,,,
TWDB,2000,48293,1,5,1,1,,,
TWDB,2000,48297,1,5,1,1,,,
TWDB,2000,48301,1,5,1,1,,,
TWDB,2000,48305,1,5,1,1,,,
TWDB,2000,48309,1,5,1,1,,,
TWDB,2000,48313,1,5,1,1,,,
TWDB,2000,48317,1,5,1,1,,,
TWDB,2000,48321,1,5,1,1,,,
TWDB,2000,48325,1,5,1,1,,,
TWDB,2000,48329,1,5,1,1,,,
TWDB,2000,48333,1,5,1,1,,,
TWDB,2000,48337,1,5,1,1,,,
TWDB,2000,48341,1,5,1,1,,,
TWDB,2000,48345,1,5,1,1,,,
TWDB,2000,48349,1,5,1,1,,,
TWDB,2000,48353,1,5,1,1,,,
TWDB,2000,48357,1,5,1,1,,,
TWDB,2000,48361,1,5,1,1,,,
TWDB,2000,48365,1,5,1,1,,,
TWDB,2000,48369,1,5,1,1,,,
TWDB,2000,48373,1,5,1,1,,,
TWDB,2000,48377,1,5,1,1,,,
TWDB,2000,48381,1,5,1,1,,,
TWDB,2000,48385,1,5,1,1,,,
TWDB,2000,48389,1,5,1,1,,,
TWDB,2000,48393,1,5,1,1,,,
TWDB,2000,48397,1,5,1,1,,,
TWDB,2000,48401,1,5,1,1,,,
TWDB,2000,48405,1,5,1,1,,,
TWDB,2000,48409,1,5,1,1,,,
TWDB,2000,48413,1,5,1,1,,,
TWDB,2000,48417,1,5,1,1,,,
TWDB,2000,48421,1,5,1,1,,,
TWDB,2000,48425,1,5,1,1,,,
TWDB,2000,48429,1,5,1,1,,,
TWDB,2000,48433,1,5,1,1,,,
TWDB,2000,48437,1,5,1,1,,,
TWDB,2000,48441,1,5,1,1,,,
TWDB,2000,48445,1,5,1,1,,,
TWDB,2000,48449,1,5,1,1,,,
TWDB,2000,48453,1,5,1,1,,,
TWDB,2000,48457,1,5,1,1,,,
TWDB,2000,48461,1,5,1,1,,,
TWDB,2000,48465,1,5,1,1,,,
TWDB,2000,48469,1,5,1,1,,,
TWDB,2000,48473,1,5,1,1,,,
TWDB,2000,48477,1,5,1,1,,,
TWDB,2000,48481,1,5,1,1,,,
TWDB,2000,48485,1,5,1,1,,,
TWDB,2000,48489,1,5,1,1,,,
TWDB,2000,48493,1,5,1,1,,,
TWDB,2000,48497,1,5,1,1,,,
TWDB,2000,48501,1,5,1,1,,,
TWDB,2000,48505,1,5,1,1,,,
TWDB,2000,48509,1,5,1,1,,,
TWDB,2000,48513,1,5,1,1,,,
TWDB,2000,48517,1,5,1,1,,,
TWDB,2000,48521,1,5,1,1,,,
TWDB,2000,48525,1,5,1,1,,,
TWDB,2000,48529,1,5,1,1,,,
TWDB,2000,48533,1,5,1,1,,,
TWDB,2000,48537,1,5,1,1,,,
TWDB,2000,48541,1,5,1,1,,,
TWDB,2000,48545,1,5,1,1,,,
TWDB,2000,48549,1,5,1,1,,,
TWDB,2000,48565,1,5,1,1,,,
TWDB,2000,48553,1,5,1,1,,,
TWDB,2000,48557,1,5,1,1,,,
TWDB,2000,48561,1,5,1,1,,,
TWDB,2000,48569,1,5,1,1,,,
TWDB,2000,48573,1,5,1,1,,,
TWDB,2000,48577,1,5,1,1,,,
TWDB,2000,48581,1,5,1,1,,,
TWDB,2000,48585,1,5,1,1,,,
TWDB,2000,48589,1,5,1,1,,,
TWDB,2000,48593,1,5,1,1,,,
TWDB,2000,48597,1,5,1,1,,,
TWDB,2000,48601,1,5,1,1,,,
TWDB,2000,48605,1,5,1,1,,,
TWDB,2000,48609,1,5,1,1,,,
TWDB,2000,48625,1,5,1,1,,,
TWDB,2000,48629,1,5,1,1,,,
TWDB,2000,48633,1,5,1,1,,,
TWDB,2000,48637,1,5,1,1,,,
TWDB,2000,48641,1,5,1,1,,,
TWDB,2000,48645,1,5,1,1,,,
TWDB,2000,48613,1,5,1,1,,,
TWDB,2000,48617,1,5,1,1,,,
TWDB,2000,48621,1,5,1,1,,,
TWDB,2000,48649,1,5,1,1,,,
TWDB,2000,48653,1,5,1,1,,,
TWDB,2000,48657,1,5,1,1,,,
TWDB,2000,48661,1,5,1,1,,,
TWDB,2000,48665,1,5,1,1,,,
TWDB,2000,48669,1,5,1,1,,,
TWDB,2000,48673,1,5,1,1,,,
TWDB,2000,48677,1,5,1,1,,,
TWDB,2000,48681,1,5,1,1,,,
TWDB,2000,48685,1,5,1,1,,,
TWDB,2000,48689,1,5,1,1,,,
TWDB,2000,48693,1,5,1,1,,,
TWDB,2000,48697,1,5,1,1,,,
TWDB,2000,48701,1,5,1,1,,,
TWDB,2000,48705,1,5,1,1,,,
TWDB,2000,48709,1,5,1,1,,,
TWDB,2000,48713,1,5,1,1,,,
TWDB,2000,48717,1,5,1,1,,,
TWDB,2000,48721,1,5,1,1,,,
TWDB,2000,48725,1,5,1,1,,,
TWDB,2000,48729,1,5,1,1,,,
TWDB,2000,48733,1,5,1,1,,,
TWDB,2000,48737,1,5,1,1,,,
TWDB,2000,48741,1,5,1,1,,,
TWDB,2000,48745,1,5,1,1,,,
TWDB,2000,48749,1,5,1,1,,,
TWDB,2000,48753,1,5,1,1,,,
TWDB,2000,48757,1,5,1,1,,,
TWDB,2000,48761,1,5,1,1,,,
TWDB,2000,48765,1,5,1,1,,,
TWDB,2000,48769,1,5,1,1,,,
TWDB,2000,48773,1,5,1,1,,,
TWDB,2000,48777,1,5,1,1,,,
TWDB,2000,48781,1,5,1,1,,,
TWDB,2000,48785,1,5,1,1,,,
TWDB,2000,48789,1,5,1,1,,,
TWDB,2000,48793,1,5,1,1,,,
TWDB,2000,48797,1,5,1,1,,,
TWDB,2000,48801,1,5,1,1,,,
TWDB,2000,48805,1,5,1,1,,,
TWDB,2000,48809,1,5,1,1,,,
TWDB,2000,48813,1,5,1,1,,,
TWDB,2000,48817,1,5,1,1,,,
TWDB,2000,48821,1,5,1,1,,,
TWDB,2000,48825,1,5,1,1,,,
TWDB,2000,48829,1,5,1,1,,,
TWDB,2000,48833,1,5,1,1,,,
TWDB,2000,48837,1,5,1,1,,,
TWDB,2000,48841,1,5,1,1,,,
TWDB,2000,48845,1,5,1,1,,,
TWDB,2000,48849,1,5,1,1,,,
TWDB,2000,48853,1,5,1,1,,,
TWDB,2000,48857,1,5,1,1,,,
TWDB,2000,48861,1,5,1,1,,,
TWDB,2000,48865,1,5,1,1,,,
TWDB,2000,48869,1,5,1,1,,,
TWDB,2000,48873,1,5,1,1,,,
TWDB,2000,48877,1,5,1,1,,,
TWDB,2000,48881,1,5,1,1,,,
TWDB,2000,48885,1,5,1,1,,,
TWDB,2000,48889,1,5,1,1,,,
TWDB,2000,48893,1,5,1,1,,,
TWDB,2000,48897,1,5,1,1,,,
TWDB,2000,48901,1,5,1,1,,,
TWDB,2000,48905,1,5,1,1,,,
TWDB,2000,48909,1,5,1,1,,,
TWDB,2000,48913,1,5,1,1,,,
TWDB,2000,48917,1,5,1,1,,,
TWDB,2000,48921,1,5,1,1,,,
TWDB,2000,48925,1,5,1,1,,,
TWDB,2000,48929,1,5,1,1,,,
TWDB,2000,48933,1,5,1,1,,,
TWDB,2000,48937,1,5,1,1,,,
TWDB,2000,48941,1,5,1,1,,,
TWDB,2000,48945,1,5,1,1,,,
TWDB,2000,48949,1,5,1,1,,,
TWDB,2000,48953,1,5,1,1,,,
TWDB,2000,48957,1,5,1,1,,,
TWDB,2000,48961,1,5,1,1,,,
TWDB,2000,48965,1,5,1,1,,,
TWDB,2000,48969,1,5,1,1,,,
TWDB,2000,48973,1,5,1,1,,,
TWDB,2000,48977,1,5,1,1,,,
TWDB,2000,48981,1,5,1,1,,,
TWDB,2000,48985,1,5,1,1,,,
TWDB,2000,48989,1,5,1,1,,,
TWDB,2000,48993,1,5,1,1,,,
TWDB,2000,48997,1,5,1,1,,,
TWDB,2000,49001,1,5,1,1,,,
TWDB,2000,49005,1,5,1,1,,,
TWDB,2000,49009,1,5,1,1,,,
TWDB,2000,49013,1,5,1,1,,,
TWDB,2001,12,1,16,1,1,,2173827,
TWDB,2001,13,1,16,1,1,,83000,
TWDB,2001,1,1,16,1,1,,172360,
TWDB,2001,14,1,16,1,1,,1625907,
TWDB,2001,15,1,16,1,1,,24463,
TWDB,2001,4,1,16,1,1,,140365,
TWDB,2001,18,1,16,1,1,,398619,
TWDB,2001,16,1,16,1,1,,48859,
TWDB,2001,17,1,16,1,1,,48768,
TWDB,2001,6,1,16,1,1,,624461,
TWDB,2001,7,1,16,1,1,,207185,
TWDB,2001,21,1,16,1,1,,205870,
TWDB,2001,22,1,16,1,1,,1330849,
TWDB,2001,2,1,16,1,1,,564171,
TWDB,2001,23,1,16,1,1,,1148459,
TWDB,2001,5,1,16,1,1,,508319,
TWDB,2001,19,1,16,1,1,,1546234,
TWDB,2001,20,1,16,1,1,,119843,
TWDB,2001,10,1,16,1,1,,3590937,
TWDB,2001,11,1,16,1,1,,887872,
TWDB,2001,3,1,16,1,1,,177589,
TWDB,2001,8,1,16,1,1,,5602531,
TWDB,2001,9,1,16,1,1,,94536,
TWDB,2001,12,1,17,1,1,,2173827,
TWDB,2001,13,1,17,1,1,,83000,
TWDB,2001,1,1,17,1,1,,172360,
TWDB,2001,14,1,17,1,1,,1625907,
TWDB,2001,15,1,17,1,1,,24463,
TWDB,2001,4,1,17,1,1,,140365,
TWDB,2001,18,1,17,1,1,,398619,
TWDB,2001,16,1,17,1,1,,48859,
TWDB,2001,17,1,17,1,1,,48768,
TWDB,2001,6,1,17,1,1,,624461,
TWDB,2001,7,1,17,1,1,,207185,
TWDB,2001,21,1,17,1,1,,205870,
TWDB,2001,22,1,17,1,1,,1330849,
TWDB,2001,2,1,17,1,1,,564171,
TWDB,2001,23,1,17,1,1,,1148459,
TWDB,2001,5,1,17,1,1,,508319,
TWDB,2001,19,1,17,1,1,,1546234,
TWDB,2001,20,1,17,1,1,,119843,
TWDB,2001,10,1,17,1,1,,3590937,
TWDB,2001,11,1,17,1,1,,887872,
TWDB,2001,3,1,17,1,1,,177589,
TWDB,2001,8,1,17,1,1,,5602531,
TWDB,2001,9,1,17,1,1,,94536,
TWDB,2001,12,1,13,1,1,,,
TWDB,2001,13,1,13,1,1,,,
TWDB,2001,1,1,13,1,1,,,
TWDB,2001,14,1,13,1,1,,,
TWDB,2001,15,1,13,1,1,,,
TWDB,2001,4,1,13,1,1,,,
TWDB,2001,18,1,13,1,1,,,
TWDB,2001,16,1,13,1,1,,,
TWDB,2001,17,1,13,1,1,,,
TWDB,2001,6,1,13,1,1,,,
TWDB,2001,7,1,13,1,1,,,
TWDB,2001,21,1,13,1,1,,,
TWDB,2001,22,1,13,1,1,,,
TWDB,2001,2,1,13,1,1,,,
TWDB,2001,23,1,13,1,1,,,
TWDB,2001,5,1,13,1,1,,,
TWDB,2001,19,1,13,1,1,,,
TWDB,2001,20,1,13,1,1,,,
TWDB,2001,10,1,13,1,1,,,
TWDB,2001,11,1,13,1,1,,,
TWDB,2001,3,1,13,1,1,,,
TWDB,2001,8,1,13,1,1,,,
TWDB,2001,9,1,13,1,1,,,
TWDB,2001,12,1,14,1,1,,,
TWDB,2001,13,1,14,1,1,,,
TWDB,2001,1,1,14,1,1,,,
TWDB,2001,14,1,14,1,1,,,
TWDB,2001,15,1,14,1,1,,,
TWDB,2001,4,1,14,1,1,,,
TWDB,2001,18,1,14,1,1,,,
TWDB,2001,16,1,14,1,1,,,
TWDB,2001,17,1,14,1,1,,,
TWDB,2001,6,1,14,1,1,,,
TWDB,2001,7,1,14,1,1,,,
TWDB,2001,21,1,14,1,1,,,
TWDB,2001,22,1,14,1,1,,,
TWDB,2001,2,1,14,1,1,,,
TWDB,2001,23,1,14,1,1,,,
TWDB,2001,5,1,14,1,1,,,
TWDB,2001,19,1,14,1,1,,,
TWDB,2001,20,1,14,1,1,,,
TWDB,2001,10,1,14,1,1,,,
TWDB,2001,11,1,14,1,1,,,
TWDB,2001,3,1,14,1,1,,,
TWDB,2001,8,1,14,1,1,,,
TWDB,2001,9,1,14,1,1,,,
TWDB,2001,12,1,7,1,1,,,
TWDB,2001,13,1,7,1,1,,,
TWDB,2001,1,1,7,1,1,,,
TWDB,2001,14,1,7,1,1,,,
TWDB,2001,15,1,7,1,1,,,
TWDB,2001,4,1,7,1,1,,,
TWDB,2001,18,1,7,1,1,,,
TWDB,2001,16,1,7,1,1,,,
TWDB,2001,17,1,7,1,1,,,
TWDB,2001,6,1,7,1,1,,,
TWDB,2001,7,1,7,1,1,,,
TWDB,2001,21,1,7,1,1,,,
TWDB,2001,22,1,7,1,1,,,
TWDB,2001,2,1,7,1,1,,,
TWDB,2001,23,1,7,1,1,,,
TWDB,2001,5,1,7,1,1,,,
TWDB,2001,19,1,7,1,1,,,
TWDB,2001,20,1,7,1,1,,,
TWDB,2001,10,1,7,1,1,,,
TWDB,2001,11,1,7,1,1,,,
TWDB,2001,3,1,7,1,1,,,
TWDB,2001,8,1,7,1,1,,,
TWDB,2001,9,1,7,1,1,,,
TWDB,2001,12,1,8,1,1,,,
TWDB,2001,13,1,8,1,1,,,
TWDB,2001,1,1,8,1,1,,,
TWDB,2001,14,1,8,1,1,,,
TWDB,2001,15,1,8,1,1,,,
TWDB,2001,4,1,8,1,1,,,
TWDB,2001,18,1,8,1,1,,,
TWDB,2001,16,1,8,1,1,,,
TWDB,2001,17,1,8,1,1,,,
TWDB,2001,6,1,8,1,1,,,
TWDB,2001,7,1,8,1,1,,,
TWDB,2001,21,1,8,1,1,,,
TWDB,2001,22,1,8,1,1,,,
TWDB,2001,2,1,8,1,1,,,
TWDB,2001,23,1,8,1,1,,,
TWDB,2001,5,1,8,1,1,,,
TWDB,2001,19,1,8,1,1,,,
TWDB,2001,20,1,8,1,1,,,
TWDB,2001,10,1,8,1,1,,,
TWDB,2001,11,1,8,1,1,,,
TWDB,2001,3,1,8,1,1,,,
TWDB,2001,8,1,8,1,1,,,
TWDB,2001,9,1,8,1,1,,,
TWDB,2001,12,1,10,1,1,,,
TWDB,2001,13,1,10,1,1,,,
TWDB,2001,1,1,10,1,1,,,
TWDB,2001,14,1,10,1,1,,,
TWDB,2001,15,1,10,1,1,,,
TWDB,2001,4,1,10,1,1,,,
TWDB,2001,18,1,10,1,1,,,
TWDB,2001,16,1,10,1,1,,,
TWDB,2001,17,1,10,1,1,,,
TWDB,2001,6,1,10,1,1,,,
TWDB,2001,7,1,10,1,1,,,
TWDB,2001,21,1,10,1,1,,,
TWDB,2001,22,1,10,1,1,,,
TWDB,2001,2,1,10,1,1,,,
TWDB,2001,23,1,10,1,1,,,
TWDB,2001,5,1,10,1,1,,,
TWDB,2001,19,1,10,1,1,,,
TWDB,2001,20,1,10,1,1,,,
TWDB,2001,10,1,10,1,1,,,
TWDB,2001,11,1,10,1,1,,,
TWDB,2001,3,1,10,1,1,,,
TWDB,2001,8,1,10,1,1,,,
TWDB,2001,9,1,10,1,1,,,
TWDB,2001,12,1,11,1,1,,,
TWDB,2001,13,1,11,1,1,,,
TWDB,2001,1,1,11,1,1,,,
TWDB,2001,14,1,11,1,1,,,
TWDB,2001,15,1,11,1,1,,,
TWDB,2001,4,1,11,1,1,,,
TWDB,2001,18,1,11,1,1,,,
TWDB,2001,16,1,11,1,1,,,
TWDB,2001,17,1,11,1,1,,,
TWDB,2001,6,1,11,1,1,,,
TWDB,2001,7,1,11,1,1,,,
TWDB,2001,21,1,11,1,1,,,
TWDB,2001,22,1,11,1,1,,,
TWDB,2001,2,1,11,1,1,,,
TWDB,2001,23,1,11,1,1,,,
TWDB,2001,5,1,11,1,1,,,
TWDB,2001,19,1,11,1,1,,,
TWDB,2001,20,1,11,1,1,,,
TWDB,2001,10,1,11,1,1,,,
TWDB,2001,11,1,11,1,1,,,
TWDB,2001,3,1,11,1,1,,,
TWDB,2001,8,1,11,1,1,,,
TWDB,2001,9,1,11,1,1,,,
TWDB,2001,12,1,1,1,1,,,
TWDB,2001,13,1,1,1,1,,,
TWDB,2001,1,1,1,1,1,,,
TWDB,2001,14,1,1,1,1,,,
TWDB,2001,15,1,1,1,1,,,
TWDB,2001,4,1,1,1,1,,,
TWDB,2001,18,1,1,1,1,,,
TWDB,2001,16,1,1,1,1,,,
TWDB,2001,17,1,1,1,1,,,
TWDB,2001,6,1,1,1,1,,,
TWDB,2001,7,1,1,1,1,,,
TWDB,2001,21,1,1,1,1,,,
TWDB,2001,22,1,1,1,1,,,
TWDB,2001,2,1,1,1,1,,,
TWDB,2001,23,1,1,1,1,,,
TWDB,2001,5,1,1,1,1,,,
TWDB,2001,19,1,1,1,1,,,
TWDB,2001,20,1,1,1,1,,,
TWDB,2001,10,1,1,1,1,,,
TWDB,2001,11,1,1,1,1,,,
TWDB,2001,3,1,1,1,1,,,
TWDB,2001,8,1,1,1,1,,,
TWDB,2001,9,1,1,1,1,,,
TWDB,2001,12,1,2,1,1,,,
TWDB,2001,13,1,2,1,1,,,
TWDB,2001,1,1,2,1,1,,,
TWDB,2001,14,1,2,1,1,,,
TWDB,2001,15,1,2,1,1,,,
TWDB,2001,4,1,2,1,1,,,
TWDB,2001,18,1,2,1,1,,,
TWDB,2001,16,1,2,1,1,,,
TWDB,2001,17,1,2,1,1,,,
TWDB,2001,6,1,2,1,1,,,
TWDB,2001,7,1,2,1,1,,,
TWDB,2001,21,1,2,1,1,,,
TWDB,2001,22,1,2,1,1,,,
TWDB,2001,2,1,2,1,1,,,
TWDB,2001,23,1,2,1,1,,,
TWDB,2001,5,1,2,1,1,,,
TWDB,2001,19,1,2,1,1,,,
TWDB,2001,20,1,2,1,1,,,
TWDB,2001,10,1,2,1,1,,,
TWDB,2001,11,1,2,1,1,,,
TWDB,2001,3,1,2,1,1,,,
TWDB,2001,8,1,2,1,1,,,
TWDB,2001,9,1,2,1,1,,,
TWDB,2001,12,1,4,1,1,,,
TWDB,2001,13,1,4,1,1,,,
TWDB,2001,1,1,4,1,1,,,
TWDB,2001,14,1,4,1,1,,,
TWDB,2001,15,1,4,1,1,,,
TWDB,2001,4,1,4,1,1,,,
TWDB,2001,18,1,4,1,1,,,
TWDB,2001,16,1,4,1,1,,,
TWDB,2001,17,1,4,1,1,,,
TWDB,2001,6,1,4,1,1,,,
TWDB,2001,7,1,4,1,1,,,
TWDB,2001,21,1,4,1,1,,,
TWDB,2001,22,1,4,1,1,,,
TWDB,2001,2,1,4,1,1,,,
TWDB,2001,23,1,4,1,1,,,
TWDB,2001,5,1,4,1,1,,,
TWDB,2001,19,1,4,1,1,,,
TWDB,2001,20,1,4,1,1,,,
TWDB,2001,10,1,4,1,1,,,
TWDB,2001,11,1,4,1,1,,,
TWDB,2001,3,1,4,1,1,,,
TWDB,2001,8,1,4,1,1,,,
TWDB,2001,9,1,4,1,1,,,
TWDB,2001,12,1,5,1,1,,,
TWDB,2001,13,1,5,1,1,,,
TWDB,2001,1,1,5,1,1,,,
TWDB,2001,14,1,5,1,1,,,
TWDB,2001,15,1,5,1,1,,,
TWDB,2001,4,1,5,1,1,,,
TWDB,2001,18,1,5,1,1,,,
TWDB,2001,16,1,5,1,1,,,
TWDB,2001,17,1,5,1,1,,,
TWDB,2001,6,1,5,1,1,,,
TWDB,2001,7,1,5,1,1,,,
TWDB,2001,21,1,5,1,1,,,
TWDB,2001,22,1,5,1,1,,,
TWDB,2001,2,1,5,1,1,,,
TWDB,2001,23,1,5,1,1,,,
TWDB,2001,5,1,5,1,1,,,
TWDB,2001,19,1,5,1,1,,,
TWDB,2001,20,1,5,1,1,,,
TWDB,2001,10,1,5,1,1,,,
TWDB,2001,11,1,5,1,1,,,
TWDB,2001,3,1,5,1,1,,,
TWDB,2001,8,1,5,1,1,,,
TWDB,2001,9,1,5,1,1,,,
TWDB,2001,48001,1,16,1,1,,55013,
TWDB,2001,48005,1,16,1,1,,12963,
TWDB,2001,48009,1,16,1,1,,81144,
TWDB,2001,48013,1,16,1,1,,22743,
TWDB,2001,48017,1,16,1,1,,9008,
