MethodUUID,ApplicableResourceTypeCV,DataConfidenceValue,DataCoverageValue,DataQualityValueCV,MethodDescription,MethodName,MethodNEMILink,MethodTypeCV
NDSWC_Water Rights,Surface Ground,,,,Water Rights,North Dakota Water Rights,https://mapservice.swc.nd.gov/,Adjudicated
