SiteUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID
AZ_5245,,Unspecified,,EPSG:4326,,,,,34.4525,-112.260278,,,Unspecified,342709112153701,,GWSI,AZ,
AZ_5246,,Unspecified,,EPSG:4326,,,,,33.573917,-111.798278,,,Unspecified,333427111475701,,INDEX,AZ,
AZ_5247,,Unspecified,,EPSG:4326,,,,,33.688889,-112.407778,,,Unspecified,334120112242801,,GWSI,AZ,
AZ_5248,,Unspecified,,EPSG:4326,,,,,31.345278000000004,-109.742222,,,Unspecified,312043109443201,,GWSI,AZ,
AZ_5249,,Unspecified,,EPSG:4326,,,,,35.181389,-111.610278,,,Unspecified,351053111363701,,GWSI,AZ,
AZ_5250,,Unspecified,,EPSG:4326,,,,,34.5325,-111.821389,,,Unspecified,343157111491701,,GWSI,AZ,
AZ_5251,,Unspecified,,EPSG:4326,,,,,35.254721999999994,-112.043056,,,Unspecified,351517112023501,,GWSI,AZ,
AZ_5252,,Unspecified,,EPSG:4326,,,,,35.254721999999994,-112.043889,,,Unspecified,351517112023801,,GWSI,AZ,
AZ_5253,,Unspecified,,EPSG:4326,,,,,34.869444,-110.024444,,,Unspecified,345212110012901,,GWSI,AZ,
AZ_5254,,Unspecified,,EPSG:4326,,,,,34.696667,-109.924444,,,Unspecified,344150109552601,,GWSI,AZ,
AZ_5255,,Unspecified,,EPSG:4326,,,,,32.275833,-109.873333,,,Unspecified,321633109522401,,GWSI,AZ,
AZ_5256,,Unspecified,,EPSG:4326,,,,,32.075694,-110.764806,,,Unspecified,320432110455301,,GWSI,AZ,
AZ_5257,,Unspecified,,EPSG:4326,,,,,34.555,-112.411667,,,Unspecified,343318112244201,,GWSI,AZ,
AZ_5258,,Unspecified,,EPSG:4326,,,,,31.530556,-110.776944,,,Unspecified,313150110463701,,GWSI,AZ,
AZ_5259,,Unspecified,,EPSG:4326,,,,,34.764722,-111.897222,,,Unspecified,344553111535001,,GWSI,AZ,
AZ_5260,,Unspecified,,EPSG:4326,,,,,31.381444,-110.043833,,,Unspecified,312253110023801,,GWSI,AZ,
AZ_5261,,Unspecified,,EPSG:4326,,,,,34.69,-112.025,,,Unspecified,344124112013001,,GWSI,AZ,
AZ_5262,,Unspecified,,EPSG:4326,,,,,33.031111,-111.456944,,,Unspecified,330152111272501,,GWSI,AZ,
AZ_5263,,Unspecified,,EPSG:4326,,,,,33.435833,-111.554444,,,Unspecified,332609111331601,,GWSI,AZ,
AZ_5264,,Unspecified,,EPSG:4326,,,,,33.045556,-113.5575,,,Unspecified,330244113332701,,GWSI,AZ,
AZ_5265,,Unspecified,,EPSG:4326,,,,,34.543056,-112.220833,,,Unspecified,343235112131501,,GWSI,AZ,
AZ_5266,,Unspecified,,EPSG:4326,,,,,32.235986,-110.989242,,,Unspecified,321408110592101,,GWSI,AZ,
AZ_5267,,Unspecified,,EPSG:4326,,,,,32.261667,-110.881111,,,Unspecified,321542110525201,,GWSI,AZ,
AZ_5268,,Unspecified,,EPSG:4326,,,,,32.261389,-110.881111,,,Unspecified,321541110525201,,GWSI,AZ,
AZ_5269,,Unspecified,,EPSG:4326,,,,,35.232778,-114.546389,,,Unspecified,351358114324701,,GWSI,AZ,
AZ_5270,,Unspecified,,EPSG:4326,,,,,33.27111,-111.1835,,,Unspecified,331616111110201,,GWSI,AZ,
AZ_5271,,Unspecified,,EPSG:4326,,,,,33.915833,-112.034167,,,Unspecified,335457112020301,,GWSI,AZ,
AZ_5272,,Unspecified,,EPSG:4326,,,,,33.9025,-112.030278,,,Unspecified,335409112014901,,GWSI,AZ,
AZ_5273,,Unspecified,,EPSG:4326,,,,,34.232222,-111.786389,,,Unspecified,341356111471101,,GWSI,AZ,
AZ_5274,,Unspecified,,EPSG:4326,,,,,34.168417,-111.982556,,,Unspecified,341006111585701,,GWSI,AZ,
AZ_5275,,Unspecified,,EPSG:4326,,,,,34.24075,-111.91225,,,Unspecified,341427111544401,,GWSI,AZ,
AZ_5276,,Unspecified,,EPSG:4326,,,,,33.785278000000005,-111.261944,,,Unspecified,334707111154301,,GWSI,AZ,
AZ_5277,,Unspecified,,EPSG:4326,,,,,34.347167,-111.200389,,,Unspecified,342050111121001,,INDEX,AZ,
AZ_5278,,Unspecified,,EPSG:4326,,,,,34.149167,-111.801389,,,Unspecified,340857111480501,,GWSI,AZ,
AZ_5279,,Unspecified,,EPSG:4326,,,,,34.239667,-111.307194,,,Unspecified,341423111182701,,GWSI,AZ,
AZ_5280,,Unspecified,,EPSG:4326,,,,,33.555833,-111.615556,,,Unspecified,333321111365601,,GWSI,AZ,
AZ_5281,,Unspecified,,EPSG:4326,,,,,33.552776,-111.606834,,,Unspecified,333309111362501,,INDEX,AZ,
AZ_5282,,Unspecified,,EPSG:4326,,,,,34.301556,-111.114417,,,Unspecified,341804111065501,,GWSI,AZ,
AZ_5283,,Unspecified,,EPSG:4326,,,,,34.306667,-111.106667,,,Unspecified,341825111062401,,GWSI,AZ,
AZ_5284,,Unspecified,,EPSG:4326,,,,,31.715,-109.6625,,,Unspecified,314254109394501,,GWSI,AZ,
AZ_5285,,Unspecified,,EPSG:4326,,,,,34.540556,-111.839167,,,Unspecified,343225111502601,,GWSI,AZ,
AZ_5286,,Unspecified,,EPSG:4326,,,,,31.745,-110.3675,,,Unspecified,314440110220101,,GWSI,AZ,
AZ_5287,,Unspecified,,EPSG:4326,,,,,31.766417,-110.298057,,,Unspecified,314558110175201,,GWSI,AZ,
AZ_5288,,Unspecified,,EPSG:4326,,,,,31.7315,-110.315194,,,Unspecified,314350110185401,,GWSI,AZ,
AZ_5289,,Unspecified,,EPSG:4326,,,,,31.715083,-110.324139,,,Unspecified,314254110192701,,GWSI,AZ,
AZ_5290,,Unspecified,,EPSG:4326,,,,,31.693806,-110.31525,,,Unspecified,314142110185401,,GWSI,AZ,
AZ_5291,,Unspecified,,EPSG:4326,,,,,31.787056,-110.495,,,Unspecified,314713110294201,,GWSI,AZ,
AZ_5292,,Unspecified,,EPSG:4326,,,,,31.74375,-110.502889,,,Unspecified,314437110301101,,GWSI,AZ,
AZ_5293,,Unspecified,,EPSG:4326,,,,,31.743778,-110.519531,,,Unspecified,314441110311501,,GWSI,AZ,
AZ_5294,,Unspecified,,EPSG:4326,,,,,31.743444,-110.414917,,,Unspecified,314435110245401,,GWSI,AZ,
AZ_5295,,Unspecified,,EPSG:4326,,,,,31.782833,-110.396888,,,Unspecified,314658110234901,,GWSI,AZ,
AZ_5296,,Unspecified,,EPSG:4326,,,,,33.552914,-112.169519,,,Unspecified,333308112100901,,INDEX,AZ,
AZ_5297,,Unspecified,,EPSG:4326,,,,,33.814221999999994,-111.873194,,,Unspecified,334852111522101,,INDEX,AZ,
AZ_5298,,Unspecified,,EPSG:4326,,,,,33.431251,-111.523,,,Unspecified,332551111312401,,GWSI,AZ,
AZ_5299,,Unspecified,,EPSG:4326,,,,,33.867778,-111.931944,,,Unspecified,335204111555001,,GWSI,AZ,
AZ_5300,,Unspecified,,EPSG:4326,,,,,33.302667,-111.229361,,,Unspecified,331810111134501,,INDEX,AZ,
AZ_5301,,Unspecified,,EPSG:4326,,,,,33.669497,-111.564917,,,Unspecified,334010111335401,,GWSI,AZ,
AZ_5302,,Unspecified,,EPSG:4326,,,,,33.695581,-111.516914,,,Unspecified,334143111310001,,GWSI,AZ,
AZ_5303,,Unspecified,,EPSG:4326,,,,,34.080528,-111.022361,,,Unspecified,340450111012001,,GWSI,AZ,
AZ_5304,,Unspecified,,EPSG:4326,,,,,34.306944,-111.034444,,,Unspecified,341825111020401,,GWSI,AZ,
AZ_5305,,Unspecified,,EPSG:4326,,,,,33.956111,-111.2925,,,Unspecified,335722111173301,,GWSI,AZ,
AZ_5306,,Unspecified,,EPSG:4326,,,,,33.781694,-111.261222,,,Unspecified,334653111154101,,INDEX,AZ,
AZ_5307,,Unspecified,,EPSG:4326,,,,,33.878056,-111.271944,,,Unspecified,335241111161901,,GWSI,AZ,
AZ_5308,,Unspecified,,EPSG:4326,,,,,34.162222,-110.953056,,,Unspecified,340944110571101,,GWSI,AZ,
AZ_5309,,Unspecified,,EPSG:4326,,,,,34.117778,-111.003333,,,Unspecified,340703111001101,,GWSI,AZ,
AZ_5310,,Unspecified,,EPSG:4326,,,,,34.115139,-111.353722,,,Unspecified,340654111211201,,INDEX,AZ,
AZ_5311,,Unspecified,,EPSG:4326,,,,,34.0625,-111.290833,,,Unspecified,340345111224101,,GWSI,AZ,
AZ_5312,,Unspecified,,EPSG:4326,,,,,34.028861,-111.352806,,,Unspecified,340143111211001,,INDEX,AZ,
AZ_5313,,Unspecified,,EPSG:4326,,,,,34.001806,-111.357306,,,Unspecified,340004111212801,,GWSI,AZ,
AZ_5314,,Unspecified,,EPSG:4326,,,,,34.080417,-111.382194,,,Unspecified,340447111225701,,GWSI,AZ,
AZ_5315,,Unspecified,,EPSG:4326,,,,,34.14925,-111.360361,,,Unspecified,340847111214601,,GWSI,AZ,
AZ_5316,,Unspecified,,EPSG:4326,,,,,34.082917,-111.355028,,,Unspecified,340458111211801,,INDEX,AZ,
AZ_5317,,Unspecified,,EPSG:4326,,,,,34.180222,-111.316722,,,Unspecified,341049111190001,,GWSI,AZ,
AZ_5318,,Unspecified,,EPSG:4326,,,,,33.889833,-111.251778,,,Unspecified,335322111150701,,INDEX,AZ,
AZ_5319,,Unspecified,,EPSG:4326,,,,,33.969861,-111.323417,,,Unspecified,335812111192401,,INDEX,AZ,
