MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,WaterSourceUUID,Amount,AllocationCropDutyAmount,AssociatedNativeAllocationIDs,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,Geometry,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifier,TimeframeEnd,TimeframeStart,ReasonRemoved,index
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,5.95,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,42309.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,5.95,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,42310.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,5.95,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,42311.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,6.69,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,42312.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,19.99,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,42313.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,14.58,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,42314.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,3.76,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,42315.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,3.7,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,42316.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,3.69,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,42317.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,59.82,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,42318.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,85.39,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,42319.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,115.6,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,42320.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,99.85,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,42321.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,8.36,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,42322.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,39.66,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,42323.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,25.39,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,42324.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,28.7,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,42325.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,24.11,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,42326.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,44.51,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,42327.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,38.97,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,42328.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,50.87,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,42329.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,28.34,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,42330.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,44.16,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,42331.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,14.62,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,42332.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,15.33,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,42333.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,16.08,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,42334.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,10.46,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,42335.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,12.22,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,42336.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,14.08,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,42337.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,12.49,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,42338.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,15.81,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,42339.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,4.41,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,42340.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,3.75,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,42341.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,6.97,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,42342.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,3.23,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,42343.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,3.68,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,42344.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,4.68,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,42345.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,5.81,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,42346.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,4.79,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,42347.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,0.51,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,42348.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,0.67,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,42349.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,0.66,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,42350.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,0.66,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,42351.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,0.66,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,42352.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,3.56,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,42353.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,7.5,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,42354.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,7.5,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,42355.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,1.32,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,42356.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,7.52,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,42357.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,7.51,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,42358.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,7.52,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,42359.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,7.51,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,42360.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,7.51,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,42361.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,122.74,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,42362.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,171.88,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,42363.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,94.75,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,42364.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,632.95,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,42365.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,576.32,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,42366.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,121.64,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,42367.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,95.46,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,42368.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,101.24,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,42369.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,80.39,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,42370.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,1250.48,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,42371.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,1483.25,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,42372.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,862.78,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,42373.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,972.9,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,42374.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,1079.44,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,42375.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,996.69,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,42376.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,1211.39,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,42377.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,969.99,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,42378.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,629.19,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,42379.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,28.08,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,42380.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,29.31,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,42381.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,28.12,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,42382.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,27.3,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,42383.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,27.44,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,42384.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,28.44,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,42385.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,35.67,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,42386.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,31.92,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,42387.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,4.34,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,42388.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,1.22,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,42389.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,0.75,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,42390.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,2.0,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,42391.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,1.65,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,42392.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,4.57,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,42393.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,3.24,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,42394.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,10.6,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,42395.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,56.66,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,42396.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,45.96,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,42397.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,45.69,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,42398.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,57.79,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,42399.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,60.02,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,42400.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,49.64,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,42401.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,48.97,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,42402.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,55.67,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,42403.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,49.26,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,42404.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,0.42,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,42405.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,6.0,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,42406.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,22.56,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,42407.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,14.9159,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,42408.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,2.7967,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,42409.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,1.5471,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,42410.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,0.5157,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,42411.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,0.2579,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,42412.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,28.9591,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,42413.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,1.17,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,42414.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,1.45,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,42415.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,1.03,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,42416.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,0.62,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,42417.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,0.84,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,42418.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,0.61,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,42419.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,413.65,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,42420.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,384.99,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,42421.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,205.32,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,42422.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,223.55,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,42423.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,660.28,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,42424.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,451.34,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2016,,12/31/2016,01/01/2016,Bad SiteUUID,42425.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,308.85,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2017,,12/31/2017,01/01/2017,Bad SiteUUID,42426.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,414.29,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2018,,12/31/2018,01/01/2018,Bad SiteUUID,42427.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,390.32,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2019,,12/31/2019,01/01/2019,Bad SiteUUID,42428.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,81.89,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,42429.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,61.19,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,42430.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,48.4,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,42431.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,196.28,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2014,,12/31/2014,01/01/2014,Bad SiteUUID,42432.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,64.65,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,Bad SiteUUID,42433.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,84.02,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2011,,12/31/2011,01/01/2011,Bad SiteUUID,42434.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,100.59,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2012,,12/31/2012,01/01/2012,Bad SiteUUID,42435.0
CO_Water Use Data,CODWR,,CO_Reservoirs and Gages,COss_WS180,73.53,,,Quantification of amount,,,,03/09/2021,,,,,,,,Unspecified,2013,,12/31/2013,01/01/2013,Bad SiteUUID,42436.0
