VariableSpecificUUID,AggregationInterval,AggregationIntervalUnitCV,AggregationStatisticCV,AmountUnitCV,MaximumAmountUnitCV,ReportYearStartMonth,ReportYearTypeCV,VariableCV,VariableSpecificCV
MDNRC_Reservoirs and Gages,1,Daily,Average,CFS,CFS,1,CalendarYear,Reservoirs and Gages,Discharge
