Amount,USE TYPE,Year,STATE,COUNTY
2174.0,Stockpond,1989,Colorado,green river
2174.0,Stockpond,1990,Colorado,green river
2174.0,Stockpond,1991,Colorado,green river
2174.0,Stockpond,1992,Colorado,green river
2174.0,Stockpond,1993,Colorado,green river
2174.0,Stockpond,1994,Colorado,green river
1986.0,Stockpond,1995,Colorado,green river
1783.0,Stockpond,1996,Colorado,green river
1521.0,Stockpond,1997,Colorado,green river
1982.0,Stockpond,1998,Colorado,green river
2036.0,Stockpond,1999,Colorado,green river
2122.0,Stockpond,2000,Colorado,green river
2174.0,Stockpond,2001,Colorado,green river
2174.0,Stockpond,2002,Colorado,green river
2174.0,Stockpond,2003,Colorado,green river
2174.0,Stockpond,2004,Colorado,green river
2072.0,Stockpond,2005,Colorado,green river
2174.0,Stockpond,2006,Colorado,green river
1787.0,Stockpond,2007,Colorado,green river
1977.0,Stockpond,2008,Colorado,green river
1889.0,Stockpond,2009,Colorado,green river
1836.0,Stockpond,2010,Colorado,green river
1803.0,Stockpond,2011,Colorado,green river
2174.0,Stockpond,2012,Colorado,green river
1967.0,Stockpond,2013,Colorado,green river
1912.0,Stockpond,2014,Colorado,green river
1760.0,Stockpond,2015,Colorado,green river
1962.0,Stockpond,2016,Colorado,green river
1923.0,Stockpond,2017,Colorado,green river
2109.0,Stockpond,2018,Colorado,green river
0.0,Stockpond,2019,Colorado,green river
0.0,Stockpond,2020,Colorado,green river
4632.9196,Stockpond,1971,Colorado,upper main stem
5008.5617,Stockpond,1972,Colorado,upper main stem
5217.2518,Stockpond,1973,Colorado,upper main stem
5384.2039,Stockpond,1974,Colorado,upper main stem
4465.9675,Stockpond,1975,Colorado,upper main stem
1564.0,Stockpond,1976,Colorado,upper main stem
2052.0,Stockpond,1977,Colorado,upper main stem
2627.0,Stockpond,1978,Colorado,upper main stem
2229.0,Stockpond,1979,Colorado,upper main stem
2694.0,Stockpond,1980,Colorado,upper main stem
3365.01,Stockpond,1981,Colorado,upper main stem
3365.01,Stockpond,1982,Colorado,upper main stem
3365.01,Stockpond,1983,Colorado,upper main stem
3365.01,Stockpond,1984,Colorado,upper main stem
3365.01,Stockpond,1985,Colorado,upper main stem
2404.0,Stockpond,1986,Colorado,upper main stem
3895.0,Stockpond,1987,Colorado,upper main stem
3727.0,Stockpond,1988,Colorado,upper main stem
3895.0,Stockpond,1989,Colorado,upper main stem
3601.0,Stockpond,1990,Colorado,upper main stem
3650.0,Stockpond,1991,Colorado,upper main stem
3196.0,Stockpond,1992,Colorado,upper main stem
2606.0,Stockpond,1993,Colorado,upper main stem
3895.0,Stockpond,1994,Colorado,upper main stem
2402.0,Stockpond,1995,Colorado,upper main stem
3477.0,Stockpond,1996,Colorado,upper main stem
3273.0,Stockpond,1997,Colorado,upper main stem
3854.0,Stockpond,1998,Colorado,upper main stem
3764.0,Stockpond,1999,Colorado,upper main stem
3895.0,Stockpond,2000,Colorado,upper main stem
3708.0,Stockpond,2001,Colorado,upper main stem
3895.0,Stockpond,2002,Colorado,upper main stem
3775.0,Stockpond,2003,Colorado,upper main stem
3585.0,Stockpond,2004,Colorado,upper main stem
2812.0,Stockpond,2005,Colorado,upper main stem
3895.0,Stockpond,2006,Colorado,upper main stem
3681.0,Stockpond,2007,Colorado,upper main stem
3835.0,Stockpond,2008,Colorado,upper main stem
3895.0,Stockpond,2009,Colorado,upper main stem
3489.0,Stockpond,2010,Colorado,upper main stem
3745.0,Stockpond,2011,Colorado,upper main stem
3895.0,Stockpond,2012,Colorado,upper main stem
3697.0,Stockpond,2013,Colorado,upper main stem
3646.0,Stockpond,2014,Colorado,upper main stem
3373.0,Stockpond,2015,Colorado,upper main stem
3795.0,Stockpond,2016,Colorado,upper main stem
3895.0,Stockpond,2017,Colorado,upper main stem
3895.0,Stockpond,2018,Colorado,upper main stem
0.0,Stockpond,2019,Colorado,upper main stem
0.0,Stockpond,2020,Colorado,upper main stem
3893.4858,Stockpond,1971,Colorado,san juan-colorado river
4113.8718,Stockpond,1972,Colorado,san juan-colorado river
2718.0938,Stockpond,1973,Colorado,san juan-colorado river
3599.6378,Stockpond,1974,Colorado,san juan-colorado river
2791.5558,Stockpond,1975,Colorado,san juan-colorado river
2537.0,Stockpond,1976,Colorado,san juan-colorado river
2626.0,Stockpond,1977,Colorado,san juan-colorado river
3155.0,Stockpond,1978,Colorado,san juan-colorado river
2638.0,Stockpond,1979,Colorado,san juan-colorado river
3644.0,Stockpond,1980,Colorado,san juan-colorado river
3781.72,Stockpond,1981,Colorado,san juan-colorado river
3781.72,Stockpond,1982,Colorado,san juan-colorado river
3781.72,Stockpond,1983,Colorado,san juan-colorado river
3781.72,Stockpond,1984,Colorado,san juan-colorado river
3781.72,Stockpond,1985,Colorado,san juan-colorado river
2817.0,Stockpond,1986,Colorado,san juan-colorado river
3767.0,Stockpond,1987,Colorado,san juan-colorado river
3948.0,Stockpond,1988,Colorado,san juan-colorado river
5062.0,Stockpond,1989,Colorado,san juan-colorado river
3395.0,Stockpond,1990,Colorado,san juan-colorado river
3991.0,Stockpond,1991,Colorado,san juan-colorado river
4056.0,Stockpond,1992,Colorado,san juan-colorado river
4033.0,Stockpond,1993,Colorado,san juan-colorado river
4323.0,Stockpond,1994,Colorado,san juan-colorado river
4407.0,Stockpond,1995,Colorado,san juan-colorado river
4180.0,Stockpond,1996,Colorado,san juan-colorado river
3503.0,Stockpond,1997,Colorado,san juan-colorado river
4083.0,Stockpond,1998,Colorado,san juan-colorado river
4228.0,Stockpond,1999,Colorado,san juan-colorado river
4429.0,Stockpond,2000,Colorado,san juan-colorado river
4427.0,Stockpond,2001,Colorado,san juan-colorado river
5022.0,Stockpond,2002,Colorado,san juan-colorado river
4658.0,Stockpond,2003,Colorado,san juan-colorado river
3741.0,Stockpond,2004,Colorado,san juan-colorado river
3685.0,Stockpond,2005,Colorado,san juan-colorado river
4008.0,Stockpond,2006,Colorado,san juan-colorado river
4142.0,Stockpond,2007,Colorado,san juan-colorado river
4267.0,Stockpond,2008,Colorado,san juan-colorado river
4945.0,Stockpond,2009,Colorado,san juan-colorado river
4294.0,Stockpond,2010,Colorado,san juan-colorado river
4556.0,Stockpond,2011,Colorado,san juan-colorado river
5062.0,Stockpond,2012,Colorado,san juan-colorado river
4355.0,Stockpond,2013,Colorado,san juan-colorado river
4357.0,Stockpond,2014,Colorado,san juan-colorado river
3660.0,Stockpond,2015,Colorado,san juan-colorado river
4582.0,Stockpond,2016,Colorado,san juan-colorado river
4627.0,Stockpond,2017,Colorado,san juan-colorado river
5062.0,Stockpond,2018,Colorado,san juan-colorado river
0.0,Stockpond,2019,Colorado,san juan-colorado river
0.0,Stockpond,2020,Colorado,san juan-colorado river
2292.8161,Stockpond,1971,New Mexico,san juan-colorado river
2374.7024,Stockpond,1972,New Mexico,san juan-colorado river
1883.3847,Stockpond,1973,New Mexico,san juan-colorado river
2456.5887,Stockpond,1974,New Mexico,san juan-colorado river
1965.271,Stockpond,1975,New Mexico,san juan-colorado river
717.0,Stockpond,1976,New Mexico,san juan-colorado river
732.0,Stockpond,1977,New Mexico,san juan-colorado river
872.0,Stockpond,1978,New Mexico,san juan-colorado river
718.0,Stockpond,1979,New Mexico,san juan-colorado river
964.0,Stockpond,1980,New Mexico,san juan-colorado river
2293.5653,Stockpond,1981,New Mexico,san juan-colorado river
2375.4516,Stockpond,1982,New Mexico,san juan-colorado river
2375.4516,Stockpond,1983,New Mexico,san juan-colorado river
2375.4516,Stockpond,1984,New Mexico,san juan-colorado river
2375.4516,Stockpond,1985,New Mexico,san juan-colorado river
3680.0,Stockpond,1986,New Mexico,san juan-colorado river
3680.0,Stockpond,1987,New Mexico,san juan-colorado river
3680.0,Stockpond,1988,New Mexico,san juan-colorado river
3680.0,Stockpond,1989,New Mexico,san juan-colorado river
3680.0,Stockpond,1990,New Mexico,san juan-colorado river
3680.0,Stockpond,1991,New Mexico,san juan-colorado river
3680.0,Stockpond,1992,New Mexico,san juan-colorado river
3680.0,Stockpond,1993,New Mexico,san juan-colorado river
3680.0,Stockpond,1994,New Mexico,san juan-colorado river
3680.0,Stockpond,1995,New Mexico,san juan-colorado river
3680.0,Stockpond,1996,New Mexico,san juan-colorado river
3680.0,Stockpond,1997,New Mexico,san juan-colorado river
3680.0,Stockpond,1998,New Mexico,san juan-colorado river
3680.0,Stockpond,1999,New Mexico,san juan-colorado river
3680.0,Stockpond,2000,New Mexico,san juan-colorado river
3680.0,Stockpond,2001,New Mexico,san juan-colorado river
3680.0,Stockpond,2002,New Mexico,san juan-colorado river
3680.0,Stockpond,2003,New Mexico,san juan-colorado river
3680.0,Stockpond,2004,New Mexico,san juan-colorado river
3680.0,Stockpond,2005,New Mexico,san juan-colorado river
3680.0,Stockpond,2006,New Mexico,san juan-colorado river
3680.0,Stockpond,2007,New Mexico,san juan-colorado river
3680.0,Stockpond,2008,New Mexico,san juan-colorado river
3680.0,Stockpond,2009,New Mexico,san juan-colorado river
3680.0,Stockpond,2010,New Mexico,san juan-colorado river
3680.0,Stockpond,2011,New Mexico,san juan-colorado river
3680.0,Stockpond,2012,New Mexico,san juan-colorado river
3680.0,Stockpond,2013,New Mexico,san juan-colorado river
3680.0,Stockpond,2014,New Mexico,san juan-colorado river
3680.0,Stockpond,2015,New Mexico,san juan-colorado river
3680.0,Stockpond,2016,New Mexico,san juan-colorado river
3680.0,Stockpond,2017,New Mexico,san juan-colorado river
3680.0,Stockpond,2018,New Mexico,san juan-colorado river
0.0,Stockpond,2019,New Mexico,san juan-colorado river
0.0,Stockpond,2020,New Mexico,san juan-colorado river
2545.7188,Stockpond,1971,Utah,green river
2606.3311,Stockpond,1972,Utah,green river
2182.0446,Stockpond,1973,Utah,green river
2909.3929,Stockpond,1974,Utah,green river
2727.5558,Stockpond,1975,Utah,green river
1644.0,Stockpond,1976,Utah,green river
1805.0,Stockpond,1977,Utah,green river
1944.0,Stockpond,1978,Utah,green river
1954.0,Stockpond,1979,Utah,green river
1787.0,Stockpond,1980,Utah,green river
3225.1,Stockpond,1981,Utah,green river
2873.48,Stockpond,1982,Utah,green river
2929.36,Stockpond,1983,Utah,green river
2952.48,Stockpond,1984,Utah,green river
3009.31,Stockpond,1985,Utah,green river
2602.0,Stockpond,1986,Utah,green river
2602.0,Stockpond,1987,Utah,green river
2602.0,Stockpond,1988,Utah,green river
2602.0,Stockpond,1989,Utah,green river
2602.0,Stockpond,1990,Utah,green river
2602.0,Stockpond,1991,Utah,green river
2602.0,Stockpond,1992,Utah,green river
2602.0,Stockpond,1993,Utah,green river
2602.0,Stockpond,1994,Utah,green river
2602.0,Stockpond,1995,Utah,green river
2602.0,Stockpond,1996,Utah,green river
2430.0,Stockpond,1997,Utah,green river
2602.0,Stockpond,1998,Utah,green river
2602.0,Stockpond,1999,Utah,green river
2602.0,Stockpond,2000,Utah,green river
2602.0,Stockpond,2001,Utah,green river
2602.0,Stockpond,2002,Utah,green river
2602.0,Stockpond,2003,Utah,green river
2602.0,Stockpond,2004,Utah,green river
2602.0,Stockpond,2005,Utah,green river
2602.0,Stockpond,2006,Utah,green river
2602.0,Stockpond,2007,Utah,green river
2602.0,Stockpond,2008,Utah,green river
2602.0,Stockpond,2009,Utah,green river
2602.0,Stockpond,2010,Utah,green river
2602.0,Stockpond,2011,Utah,green river
2602.0,Stockpond,2012,Utah,green river
2602.0,Stockpond,2013,Utah,green river
2602.0,Stockpond,2014,Utah,green river
2602.0,Stockpond,2015,Utah,green river
2602.0,Stockpond,2016,Utah,green river
2602.0,Stockpond,2017,Utah,green river
2602.0,Stockpond,2018,Utah,green river
0.0,Stockpond,2019,Utah,green river
0.0,Stockpond,2020,Utah,green river
213.5615,Stockpond,1971,Utah,upper main stem
170.8492,Stockpond,1972,Utah,upper main stem
170.8492,Stockpond,1973,Utah,upper main stem
213.5615,Stockpond,1974,Utah,upper main stem
170.8492,Stockpond,1975,Utah,upper main stem
37.0,Stockpond,1976,Utah,upper main stem
44.0,Stockpond,1977,Utah,upper main stem
46.0,Stockpond,1978,Utah,upper main stem
37.0,Stockpond,1979,Utah,upper main stem
44.0,Stockpond,1980,Utah,upper main stem
69.85,Stockpond,1981,Utah,upper main stem
66.47,Stockpond,1982,Utah,upper main stem
60.58,Stockpond,1983,Utah,upper main stem
65.28,Stockpond,1984,Utah,upper main stem
61.07,Stockpond,1985,Utah,upper main stem
89.0,Stockpond,1986,Utah,upper main stem
87.0,Stockpond,1987,Utah,upper main stem
89.0,Stockpond,1988,Utah,upper main stem
89.0,Stockpond,1989,Utah,upper main stem
89.0,Stockpond,1990,Utah,upper main stem
89.0,Stockpond,1991,Utah,upper main stem
89.0,Stockpond,1992,Utah,upper main stem
89.0,Stockpond,1993,Utah,upper main stem
89.0,Stockpond,1994,Utah,upper main stem
89.0,Stockpond,1995,Utah,upper main stem
89.0,Stockpond,1996,Utah,upper main stem
89.0,Stockpond,1997,Utah,upper main stem
89.0,Stockpond,1998,Utah,upper main stem
89.0,Stockpond,1999,Utah,upper main stem
89.0,Stockpond,2000,Utah,upper main stem
89.0,Stockpond,2001,Utah,upper main stem
89.0,Stockpond,2002,Utah,upper main stem
89.0,Stockpond,2003,Utah,upper main stem
89.0,Stockpond,2004,Utah,upper main stem
89.0,Stockpond,2005,Utah,upper main stem
89.0,Stockpond,2006,Utah,upper main stem
89.0,Stockpond,2007,Utah,upper main stem
89.0,Stockpond,2008,Utah,upper main stem
89.0,Stockpond,2009,Utah,upper main stem
89.0,Stockpond,2010,Utah,upper main stem
89.0,Stockpond,2011,Utah,upper main stem
89.0,Stockpond,2012,Utah,upper main stem
89.0,Stockpond,2013,Utah,upper main stem
89.0,Stockpond,2014,Utah,upper main stem
89.0,Stockpond,2015,Utah,upper main stem
89.0,Stockpond,2016,Utah,upper main stem
89.0,Stockpond,2017,Utah,upper main stem
89.0,Stockpond,2018,Utah,upper main stem
0.0,Stockpond,2019,Utah,upper main stem
0.0,Stockpond,2020,Utah,upper main stem
1524.12,Stockpond,1971,Utah,san juan-colorado river
1604.3369,Stockpond,1972,Utah,san juan-colorado river
1283.4695,Stockpond,1973,Utah,san juan-colorado river
1604.3369,Stockpond,1974,Utah,san juan-colorado river
1363.6863,Stockpond,1975,Utah,san juan-colorado river
2072.0,Stockpond,1976,Utah,san juan-colorado river
1904.0,Stockpond,1977,Utah,san juan-colorado river
2228.0,Stockpond,1978,Utah,san juan-colorado river
2102.0,Stockpond,1979,Utah,san juan-colorado river
2043.0,Stockpond,1980,Utah,san juan-colorado river
3091.82,Stockpond,1981,Utah,san juan-colorado river
2935.37,Stockpond,1982,Utah,san juan-colorado river
2948.41,Stockpond,1983,Utah,san juan-colorado river
3106.6,Stockpond,1984,Utah,san juan-colorado river
2979.7,Stockpond,1985,Utah,san juan-colorado river
3115.0,Stockpond,1986,Utah,san juan-colorado river
3115.0,Stockpond,1987,Utah,san juan-colorado river
3115.0,Stockpond,1988,Utah,san juan-colorado river
3115.0,Stockpond,1989,Utah,san juan-colorado river
3115.0,Stockpond,1990,Utah,san juan-colorado river
3115.0,Stockpond,1991,Utah,san juan-colorado river
3115.0,Stockpond,1992,Utah,san juan-colorado river
3115.0,Stockpond,1993,Utah,san juan-colorado river
3115.0,Stockpond,1994,Utah,san juan-colorado river
3115.0,Stockpond,1995,Utah,san juan-colorado river
3115.0,Stockpond,1996,Utah,san juan-colorado river
2962.0,Stockpond,1997,Utah,san juan-colorado river
3115.0,Stockpond,1998,Utah,san juan-colorado river
3115.0,Stockpond,1999,Utah,san juan-colorado river
3115.0,Stockpond,2000,Utah,san juan-colorado river
3115.0,Stockpond,2001,Utah,san juan-colorado river
3115.0,Stockpond,2002,Utah,san juan-colorado river
3115.0,Stockpond,2003,Utah,san juan-colorado river
3115.0,Stockpond,2004,Utah,san juan-colorado river
3115.0,Stockpond,2005,Utah,san juan-colorado river
3115.0,Stockpond,2006,Utah,san juan-colorado river
3115.0,Stockpond,2007,Utah,san juan-colorado river
3115.0,Stockpond,2008,Utah,san juan-colorado river
3115.0,Stockpond,2009,Utah,san juan-colorado river
3115.0,Stockpond,2010,Utah,san juan-colorado river
3115.0,Stockpond,2011,Utah,san juan-colorado river
3115.0,Stockpond,2012,Utah,san juan-colorado river
3115.0,Stockpond,2013,Utah,san juan-colorado river
3115.0,Stockpond,2014,Utah,san juan-colorado river
2706.0,Stockpond,2015,Utah,san juan-colorado river
3115.0,Stockpond,2016,Utah,san juan-colorado river
3115.0,Stockpond,2017,Utah,san juan-colorado river
3115.0,Stockpond,2018,Utah,san juan-colorado river
0.0,Stockpond,2019,Utah,san juan-colorado river
0.0,Stockpond,2020,Utah,san juan-colorado river
2574.6603,Stockpond,1971,Wyoming,green river
2523.167,Stockpond,1972,Wyoming,green river
2420.1806,Stockpond,1973,Wyoming,green river
2677.6467,Stockpond,1974,Wyoming,green river
2523.167,Stockpond,1975,Wyoming,green river
1420.0,Stockpond,1976,Wyoming,green river
1753.0,Stockpond,1977,Wyoming,green river
1742.0,Stockpond,1978,Wyoming,green river
1860.0,Stockpond,1979,Wyoming,green river
1765.0,Stockpond,1980,Wyoming,green river
2499.17,Stockpond,1981,Wyoming,green river
2131.97,Stockpond,1982,Wyoming,green river
2076.17,Stockpond,1983,Wyoming,green river
2158.07,Stockpond,1984,Wyoming,green river
2572.07,Stockpond,1985,Wyoming,green river
2754.0,Stockpond,1986,Wyoming,green river
2754.0,Stockpond,1987,Wyoming,green river
2754.0,Stockpond,1988,Wyoming,green river
2754.0,Stockpond,1989,Wyoming,green river
2754.0,Stockpond,1990,Wyoming,green river
2754.0,Stockpond,1991,Wyoming,green river
2754.0,Stockpond,1992,Wyoming,green river
2754.0,Stockpond,1993,Wyoming,green river
2754.0,Stockpond,1994,Wyoming,green river
2754.0,Stockpond,1995,Wyoming,green river
2754.0,Stockpond,1996,Wyoming,green river
2754.0,Stockpond,1997,Wyoming,green river
2754.0,Stockpond,1998,Wyoming,green river
2754.0,Stockpond,1999,Wyoming,green river
2754.0,Stockpond,2000,Wyoming,green river
2754.0,Stockpond,2001,Wyoming,green river
2754.0,Stockpond,2002,Wyoming,green river
2754.0,Stockpond,2003,Wyoming,green river
2754.0,Stockpond,2004,Wyoming,green river
2754.0,Stockpond,2005,Wyoming,green river
2754.0,Stockpond,2006,Wyoming,green river
2754.0,Stockpond,2007,Wyoming,green river
2754.0,Stockpond,2008,Wyoming,green river
2754.0,Stockpond,2009,Wyoming,green river
2754.0,Stockpond,2010,Wyoming,green river
2754.0,Stockpond,2011,Wyoming,green river
2754.0,Stockpond,2012,Wyoming,green river
2754.0,Stockpond,2013,Wyoming,green river
2754.0,Stockpond,2014,Wyoming,green river
2754.0,Stockpond,2015,Wyoming,green river
2754.0,Stockpond,2016,Wyoming,green river
2754.0,Stockpond,2017,Wyoming,green river
2754.0,Stockpond,2018,Wyoming,green river
0.0,Stockpond,2019,Wyoming,green river
0.0,Stockpond,2020,Wyoming,green river
4600.0,Major and Minor Reservoirs,1971,Arizona,san juan-colorado river
4600.0,Major and Minor Reservoirs,1972,Arizona,san juan-colorado river
3300.0,Major and Minor Reservoirs,1973,Arizona,san juan-colorado river
4742.0,Major and Minor Reservoirs,1974,Arizona,san juan-colorado river
3900.0,Major and Minor Reservoirs,1975,Arizona,san juan-colorado river
3966.0,Major and Minor Reservoirs,1976,Arizona,san juan-colorado river
4150.0,Major and Minor Reservoirs,1977,Arizona,san juan-colorado river
4330.0,Major and Minor Reservoirs,1978,Arizona,san juan-colorado river
3650.0,Major and Minor Reservoirs,1979,Arizona,san juan-colorado river
3664.0,Major and Minor Reservoirs,1980,Arizona,san juan-colorado river
5615.0,Major and Minor Reservoirs,1981,Arizona,san juan-colorado river
4300.0,Major and Minor Reservoirs,1982,Arizona,san juan-colorado river
4000.0,Major and Minor Reservoirs,1983,Arizona,san juan-colorado river
4900.0,Major and Minor Reservoirs,1984,Arizona,san juan-colorado river
4900.0,Major and Minor Reservoirs,1985,Arizona,san juan-colorado river
5305.9,Major and Minor Reservoirs,1986,Arizona,san juan-colorado river
5582.0,Major and Minor Reservoirs,1987,Arizona,san juan-colorado river
5131.0,Major and Minor Reservoirs,1988,Arizona,san juan-colorado river
2765.0,Major and Minor Reservoirs,1989,Arizona,san juan-colorado river
2440.0,Major and Minor Reservoirs,1990,Arizona,san juan-colorado river
2590.0,Major and Minor Reservoirs,1991,Arizona,san juan-colorado river
4700.0,Major and Minor Reservoirs,1992,Arizona,san juan-colorado river
3850.0,Major and Minor Reservoirs,1993,Arizona,san juan-colorado river
3825.0,Major and Minor Reservoirs,1994,Arizona,san juan-colorado river
3760.0,Major and Minor Reservoirs,1995,Arizona,san juan-colorado river
5806.2678,Major and Minor Reservoirs,1996,Arizona,san juan-colorado river
5686.949,Major and Minor Reservoirs,1997,Arizona,san juan-colorado river
5234.2348,Major and Minor Reservoirs,1998,Arizona,san juan-colorado river
4927.2019,Major and Minor Reservoirs,1999,Arizona,san juan-colorado river
4469.8314,Major and Minor Reservoirs,2000,Arizona,san juan-colorado river
4359.2346,Major and Minor Reservoirs,2001,Arizona,san juan-colorado river
3605.9341,Major and Minor Reservoirs,2002,Arizona,san juan-colorado river
3783.7184,Major and Minor Reservoirs,2003,Arizona,san juan-colorado river
3620.0585,Major and Minor Reservoirs,2004,Arizona,san juan-colorado river
3523.1888,Major and Minor Reservoirs,2005,Arizona,san juan-colorado river
3654.8979,Major and Minor Reservoirs,2006,Arizona,san juan-colorado river
3522.4748,Major and Minor Reservoirs,2007,Arizona,san juan-colorado river
3467.5964,Major and Minor Reservoirs,2008,Arizona,san juan-colorado river
3750.5942,Major and Minor Reservoirs,2009,Arizona,san juan-colorado river
3303.3632,Major and Minor Reservoirs,2010,Arizona,san juan-colorado river
3563.4303,Major and Minor Reservoirs,2011,Arizona,san juan-colorado river
3947.6167,Major and Minor Reservoirs,2012,Arizona,san juan-colorado river
3599.5851,Major and Minor Reservoirs,2013,Arizona,san juan-colorado river
3623.9979,Major and Minor Reservoirs,2014,Arizona,san juan-colorado river
2860.4594,Major and Minor Reservoirs,2015,Arizona,san juan-colorado river
3502.8985,Major and Minor Reservoirs,2016,Arizona,san juan-colorado river
3754.165,Major and Minor Reservoirs,2017,Arizona,san juan-colorado river
3814.9494,Major and Minor Reservoirs,2018,Arizona,san juan-colorado river
0.0,Major and Minor Reservoirs,2019,Arizona,san juan-colorado river
0.0,Major and Minor Reservoirs,2020,Arizona,san juan-colorado river
5800.0,Major and Minor Reservoirs,1971,Colorado,green river
4400.0,Major and Minor Reservoirs,1972,Colorado,green river
4100.0,Major and Minor Reservoirs,1973,Colorado,green river
4800.0,Major and Minor Reservoirs,1974,Colorado,green river
4400.0,Major and Minor Reservoirs,1975,Colorado,green river
3856.0,Major and Minor Reservoirs,1976,Colorado,green river
5102.0,Major and Minor Reservoirs,1977,Colorado,green river
5401.0,Major and Minor Reservoirs,1978,Colorado,green river
5443.0,Major and Minor Reservoirs,1979,Colorado,green river
6085.0,Major and Minor Reservoirs,1980,Colorado,green river
6489.35,Major and Minor Reservoirs,1981,Colorado,green river
6470.35,Major and Minor Reservoirs,1982,Colorado,green river
6472.0,Major and Minor Reservoirs,1983,Colorado,green river
6472.12,Major and Minor Reservoirs,1984,Colorado,green river
6479.8,Major and Minor Reservoirs,1985,Colorado,green river
7000.5008,Major and Minor Reservoirs,1986,Colorado,green river
8169.4223,Major and Minor Reservoirs,1987,Colorado,green river
8133.7357,Major and Minor Reservoirs,1988,Colorado,green river
8252.2691,Major and Minor Reservoirs,1989,Colorado,green river
8057.9477,Major and Minor Reservoirs,1990,Colorado,green river
7466.8927,Major and Minor Reservoirs,1991,Colorado,green river
7871.1245,Major and Minor Reservoirs,1992,Colorado,green river
7394.3744,Major and Minor Reservoirs,1993,Colorado,green river
8370.5691,Major and Minor Reservoirs,1994,Colorado,green river
6770.0048,Major and Minor Reservoirs,1995,Colorado,green river
5619.6158,Major and Minor Reservoirs,1996,Colorado,green river
4258.6787,Major and Minor Reservoirs,1997,Colorado,green river
7055.4815,Major and Minor Reservoirs,1998,Colorado,green river
7766.5131,Major and Minor Reservoirs,1999,Colorado,green river
7735.3301,Major and Minor Reservoirs,2000,Colorado,green river
8373.2691,Major and Minor Reservoirs,2001,Colorado,green river
8373.2691,Major and Minor Reservoirs,2002,Colorado,green river
8373.2691,Major and Minor Reservoirs,2003,Colorado,green river
8373.2691,Major and Minor Reservoirs,2004,Colorado,green river
6534.0696,Major and Minor Reservoirs,2005,Colorado,green river
8373.2691,Major and Minor Reservoirs,2006,Colorado,green river
7522.2714,Major and Minor Reservoirs,2007,Colorado,green river
8363.8505,Major and Minor Reservoirs,2008,Colorado,green river
8075.4252,Major and Minor Reservoirs,2009,Colorado,green river
7554.1786,Major and Minor Reservoirs,2010,Colorado,green river
7204.5679,Major and Minor Reservoirs,2011,Colorado,green river
8373.2691,Major and Minor Reservoirs,2012,Colorado,green river
8373.2691,Major and Minor Reservoirs,2013,Colorado,green river
6835.7505,Major and Minor Reservoirs,2014,Colorado,green river
7381.7902,Major and Minor Reservoirs,2015,Colorado,green river
8183.299,Major and Minor Reservoirs,2016,Colorado,green river
8192.1681,Major and Minor Reservoirs,2017,Colorado,green river
8373.2691,Major and Minor Reservoirs,2018,Colorado,green river
0.0,Major and Minor Reservoirs,2019,Colorado,green river
0.0,Major and Minor Reservoirs,2020,Colorado,green river
46761.0,Major and Minor Reservoirs,1971,Colorado,upper main stem
45447.0,Major and Minor Reservoirs,1972,Colorado,upper main stem
43963.0,Major and Minor Reservoirs,1973,Colorado,upper main stem
48494.0,Major and Minor Reservoirs,1974,Colorado,upper main stem
44577.0,Major and Minor Reservoirs,1975,Colorado,upper main stem
29073.0,Major and Minor Reservoirs,1976,Colorado,upper main stem
36635.0,Major and Minor Reservoirs,1977,Colorado,upper main stem
44104.0,Major and Minor Reservoirs,1978,Colorado,upper main stem
41884.0,Major and Minor Reservoirs,1979,Colorado,upper main stem
54756.0,Major and Minor Reservoirs,1980,Colorado,upper main stem
67483.5824,Major and Minor Reservoirs,1981,Colorado,upper main stem
63269.51,Major and Minor Reservoirs,1982,Colorado,upper main stem
67246.22,Major and Minor Reservoirs,1983,Colorado,upper main stem
69052.2894,Major and Minor Reservoirs,1984,Colorado,upper main stem
71397.9652,Major and Minor Reservoirs,1985,Colorado,upper main stem
56008.798,Major and Minor Reservoirs,1986,Colorado,upper main stem
61397.0687,Major and Minor Reservoirs,1987,Colorado,upper main stem
61055.0558,Major and Minor Reservoirs,1988,Colorado,upper main stem
61429.5088,Major and Minor Reservoirs,1989,Colorado,upper main stem
56668.448,Major and Minor Reservoirs,1990,Colorado,upper main stem
62653.2894,Major and Minor Reservoirs,1991,Colorado,upper main stem
63397.8148,Major and Minor Reservoirs,1992,Colorado,upper main stem
59368.2453,Major and Minor Reservoirs,1993,Colorado,upper main stem
66679.9217,Major and Minor Reservoirs,1994,Colorado,upper main stem
52385.491,Major and Minor Reservoirs,1995,Colorado,upper main stem
64865.5574,Major and Minor Reservoirs,1996,Colorado,upper main stem
65765.9873,Major and Minor Reservoirs,1997,Colorado,upper main stem
73124.649,Major and Minor Reservoirs,1998,Colorado,upper main stem
72960.5246,Major and Minor Reservoirs,1999,Colorado,upper main stem
73762.7089,Major and Minor Reservoirs,2000,Colorado,upper main stem
70697.6438,Major and Minor Reservoirs,2001,Colorado,upper main stem
61869.4154,Major and Minor Reservoirs,2002,Colorado,upper main stem
64608.7884,Major and Minor Reservoirs,2003,Colorado,upper main stem
67528.6623,Major and Minor Reservoirs,2004,Colorado,upper main stem
67126.1967,Major and Minor Reservoirs,2005,Colorado,upper main stem
71923.1849,Major and Minor Reservoirs,2006,Colorado,upper main stem
72938.7913,Major and Minor Reservoirs,2007,Colorado,upper main stem
