Amount,USE TYPE,Year,STATE,COUNTY
2500.0,Irrigated Agriculture ,1971,Arizona,san juan-colorado river
2900.0,Irrigated Agriculture ,1972,Arizona,san juan-colorado river
4000.0,Irrigated Agriculture ,1973,Arizona,san juan-colorado river
4250.0,Irrigated Agriculture ,1974,Arizona,san juan-colorado river
3540.0,Irrigated Agriculture ,1975,Arizona,san juan-colorado river
2690.0,Irrigated Agriculture ,1976,Arizona,san juan-colorado river
3810.0,Irrigated Agriculture ,1977,Arizona,san juan-colorado river
4300.0,Irrigated Agriculture ,1978,Arizona,san juan-colorado river
5320.0,Irrigated Agriculture ,1979,Arizona,san juan-colorado river
6290.0,Irrigated Agriculture ,1980,Arizona,san juan-colorado river
4575.0,Irrigated Agriculture ,1981,Arizona,san juan-colorado river
5664.0,Irrigated Agriculture ,1982,Arizona,san juan-colorado river
6523.0,Irrigated Agriculture ,1983,Arizona,san juan-colorado river
5800.0,Irrigated Agriculture ,1984,Arizona,san juan-colorado river
5800.0,Irrigated Agriculture ,1985,Arizona,san juan-colorado river
3838.9,Irrigated Agriculture ,1986,Arizona,san juan-colorado river
3377.1,Irrigated Agriculture ,1987,Arizona,san juan-colorado river
3275.1,Irrigated Agriculture ,1988,Arizona,san juan-colorado river
3371.76,Irrigated Agriculture ,1989,Arizona,san juan-colorado river
3620.0,Irrigated Agriculture ,1990,Arizona,san juan-colorado river
4500.0,Irrigated Agriculture ,1991,Arizona,san juan-colorado river
3790.0,Irrigated Agriculture ,1992,Arizona,san juan-colorado river
4520.0,Irrigated Agriculture ,1993,Arizona,san juan-colorado river
4900.0,Irrigated Agriculture ,1994,Arizona,san juan-colorado river
4300.0,Irrigated Agriculture ,1995,Arizona,san juan-colorado river
425.9,Irrigated Agriculture ,1996,Arizona,san juan-colorado river
398.8,Irrigated Agriculture ,1997,Arizona,san juan-colorado river
463.3,Irrigated Agriculture ,1998,Arizona,san juan-colorado river
485.8,Irrigated Agriculture ,1999,Arizona,san juan-colorado river
649.4,Irrigated Agriculture ,2000,Arizona,san juan-colorado river
515.0,Irrigated Agriculture ,2001,Arizona,san juan-colorado river
436.3,Irrigated Agriculture ,2002,Arizona,san juan-colorado river
487.9,Irrigated Agriculture ,2003,Arizona,san juan-colorado river
580.4,Irrigated Agriculture ,2004,Arizona,san juan-colorado river
609.4,Irrigated Agriculture ,2005,Arizona,san juan-colorado river
572.3,Irrigated Agriculture ,2006,Arizona,san juan-colorado river
958.2128,Irrigated Agriculture ,2007,Arizona,san juan-colorado river
1081.5,Irrigated Agriculture ,2008,Arizona,san juan-colorado river
729.5776,Irrigated Agriculture ,2009,Arizona,san juan-colorado river
1209.563,Irrigated Agriculture ,2010,Arizona,san juan-colorado river
1014.4311,Irrigated Agriculture ,2011,Arizona,san juan-colorado river
612.8336,Irrigated Agriculture ,2012,Arizona,san juan-colorado river
1055.6067,Irrigated Agriculture ,2013,Arizona,san juan-colorado river
968.0913,Irrigated Agriculture ,2014,Arizona,san juan-colorado river
1178.6036,Irrigated Agriculture ,2015,Arizona,san juan-colorado river
1114.7121,Irrigated Agriculture ,2016,Arizona,san juan-colorado river
1106.7703,Irrigated Agriculture ,2017,Arizona,san juan-colorado river
1019.7252,Irrigated Agriculture ,2018,Arizona,san juan-colorado river
0.0,Irrigated Agriculture ,2019,Arizona,san juan-colorado river
0.0,Irrigated Agriculture ,2020,Arizona,san juan-colorado river
147229.0,Irrigated Agriculture ,1971,Colorado,green river
128045.0,Irrigated Agriculture ,1972,Colorado,green river
120533.0,Irrigated Agriculture ,1973,Colorado,green river
140336.0,Irrigated Agriculture ,1974,Colorado,green river
124835.0,Irrigated Agriculture ,1975,Colorado,green river
117430.0,Irrigated Agriculture ,1976,Colorado,green river
101285.0,Irrigated Agriculture ,1977,Colorado,green river
135420.0,Irrigated Agriculture ,1978,Colorado,green river
134259.0,Irrigated Agriculture ,1979,Colorado,green river
129310.0,Irrigated Agriculture ,1980,Colorado,green river
156092.888,Irrigated Agriculture ,1981,Colorado,green river
142308.266,Irrigated Agriculture ,1982,Colorado,green river
139679.482,Irrigated Agriculture ,1983,Colorado,green river
136239.364,Irrigated Agriculture ,1984,Colorado,green river
131406.655,Irrigated Agriculture ,1985,Colorado,green river
120153.9,Irrigated Agriculture ,1986,Colorado,green river
137987.2,Irrigated Agriculture ,1987,Colorado,green river
185849.9,Irrigated Agriculture ,1988,Colorado,green river
167111.6,Irrigated Agriculture ,1989,Colorado,green river
169852.1,Irrigated Agriculture ,1990,Colorado,green river
168084.7973,Irrigated Agriculture ,1991,Colorado,green river
190939.854,Irrigated Agriculture ,1992,Colorado,green river
137093.9329,Irrigated Agriculture ,1993,Colorado,green river
151759.6553,Irrigated Agriculture ,1994,Colorado,green river
107409.5306,Irrigated Agriculture ,1995,Colorado,green river
191852.2584,Irrigated Agriculture ,1996,Colorado,green river
131402.0834,Irrigated Agriculture ,1997,Colorado,green river
162343.0776,Irrigated Agriculture ,1998,Colorado,green river
150787.571,Irrigated Agriculture ,1999,Colorado,green river
190485.4724,Irrigated Agriculture ,2000,Colorado,green river
177121.0,Irrigated Agriculture ,2001,Colorado,green river
215140.0,Irrigated Agriculture ,2002,Colorado,green river
180779.1,Irrigated Agriculture ,2003,Colorado,green river
131425.3,Irrigated Agriculture ,2004,Colorado,green river
118595.7,Irrigated Agriculture ,2005,Colorado,green river
148442.5,Irrigated Agriculture ,2006,Colorado,green river
155904.6,Irrigated Agriculture ,2007,Colorado,green river
151792.8,Irrigated Agriculture ,2008,Colorado,green river
204694.9,Irrigated Agriculture ,2009,Colorado,green river
216359.6,Irrigated Agriculture ,2010,Colorado,green river
198029.0,Irrigated Agriculture ,2011,Colorado,green river
276447.4,Irrigated Agriculture ,2012,Colorado,green river
181391.0,Irrigated Agriculture ,2013,Colorado,green river
154112.0,Irrigated Agriculture ,2014,Colorado,green river
169262.5,Irrigated Agriculture ,2015,Colorado,green river
172330.3,Irrigated Agriculture ,2016,Colorado,green river
164843.4,Irrigated Agriculture ,2017,Colorado,green river
201212.5,Irrigated Agriculture ,2018,Colorado,green river
0.0,Irrigated Agriculture ,2019,Colorado,green river
0.0,Irrigated Agriculture ,2020,Colorado,green river
985970.5317,Irrigated Agriculture ,1971,Colorado,upper main stem
974215.0,Irrigated Agriculture ,1972,Colorado,upper main stem
842480.0,Irrigated Agriculture ,1973,Colorado,upper main stem
1013597.0,Irrigated Agriculture ,1974,Colorado,upper main stem
921269.0,Irrigated Agriculture ,1975,Colorado,upper main stem
904678.0,Irrigated Agriculture ,1976,Colorado,upper main stem
822262.0,Irrigated Agriculture ,1977,Colorado,upper main stem
986244.0,Irrigated Agriculture ,1978,Colorado,upper main stem
984831.0,Irrigated Agriculture ,1979,Colorado,upper main stem
1006678.0,Irrigated Agriculture ,1980,Colorado,upper main stem
1059416.541,Irrigated Agriculture ,1981,Colorado,upper main stem
1016864.749,Irrigated Agriculture ,1982,Colorado,upper main stem
1009453.272,Irrigated Agriculture ,1983,Colorado,upper main stem
922455.222,Irrigated Agriculture ,1984,Colorado,upper main stem
1011258.749,Irrigated Agriculture ,1985,Colorado,upper main stem
836124.4,Irrigated Agriculture ,1986,Colorado,upper main stem
964544.0,Irrigated Agriculture ,1987,Colorado,upper main stem
1089711.2,Irrigated Agriculture ,1988,Colorado,upper main stem
1125820.5,Irrigated Agriculture ,1989,Colorado,upper main stem
1033206.6,Irrigated Agriculture ,1990,Colorado,upper main stem
1079454.501,Irrigated Agriculture ,1991,Colorado,upper main stem
1103990.3378,Irrigated Agriculture ,1992,Colorado,upper main stem
912638.626,Irrigated Agriculture ,1993,Colorado,upper main stem
1111273.3301,Irrigated Agriculture ,1994,Colorado,upper main stem
762836.0924,Irrigated Agriculture ,1995,Colorado,upper main stem
1013847.4885,Irrigated Agriculture ,1996,Colorado,upper main stem
835403.0995,Irrigated Agriculture ,1997,Colorado,upper main stem
964411.368,Irrigated Agriculture ,1998,Colorado,upper main stem
850087.7871,Irrigated Agriculture ,1999,Colorado,upper main stem
1080423.0513,Irrigated Agriculture ,2000,Colorado,upper main stem
1077097.5,Irrigated Agriculture ,2001,Colorado,upper main stem
1006916.2,Irrigated Agriculture ,2002,Colorado,upper main stem
947432.0,Irrigated Agriculture ,2003,Colorado,upper main stem
874501.4,Irrigated Agriculture ,2004,Colorado,upper main stem
807957.1,Irrigated Agriculture ,2005,Colorado,upper main stem
795027.2,Irrigated Agriculture ,2006,Colorado,upper main stem
836905.4,Irrigated Agriculture ,2007,Colorado,upper main stem
906965.4,Irrigated Agriculture ,2008,Colorado,upper main stem
885541.0,Irrigated Agriculture ,2009,Colorado,upper main stem
883359.4,Irrigated Agriculture ,2010,Colorado,upper main stem
889468.2,Irrigated Agriculture ,2011,Colorado,upper main stem
1116339.8,Irrigated Agriculture ,2012,Colorado,upper main stem
802324.7,Irrigated Agriculture ,2013,Colorado,upper main stem
715887.5,Irrigated Agriculture ,2014,Colorado,upper main stem
665396.3,Irrigated Agriculture ,2015,Colorado,upper main stem
1014549.4,Irrigated Agriculture ,2016,Colorado,upper main stem
1036783.4,Irrigated Agriculture ,2017,Colorado,upper main stem
1148878.3,Irrigated Agriculture ,2018,Colorado,upper main stem
0.0,Irrigated Agriculture ,2019,Colorado,upper main stem
0.0,Irrigated Agriculture ,2020,Colorado,upper main stem
191556.0,Irrigated Agriculture ,1971,Colorado,san juan-colorado river
210840.0,Irrigated Agriculture ,1972,Colorado,san juan-colorado river
194865.0,Irrigated Agriculture ,1973,Colorado,san juan-colorado river
206454.0,Irrigated Agriculture ,1974,Colorado,san juan-colorado river
210639.0,Irrigated Agriculture ,1975,Colorado,san juan-colorado river
167710.0,Irrigated Agriculture ,1976,Colorado,san juan-colorado river
129778.0,Irrigated Agriculture ,1977,Colorado,san juan-colorado river
153212.0,Irrigated Agriculture ,1978,Colorado,san juan-colorado river
186034.0,Irrigated Agriculture ,1979,Colorado,san juan-colorado river
173000.0,Irrigated Agriculture ,1980,Colorado,san juan-colorado river
187290.252,Irrigated Agriculture ,1981,Colorado,san juan-colorado river
204140.235,Irrigated Agriculture ,1982,Colorado,san juan-colorado river
209338.966,Irrigated Agriculture ,1983,Colorado,san juan-colorado river
224098.42,Irrigated Agriculture ,1984,Colorado,san juan-colorado river
202003.088,Irrigated Agriculture ,1985,Colorado,san juan-colorado river
196248.8,Irrigated Agriculture ,1986,Colorado,san juan-colorado river
285136.6,Irrigated Agriculture ,1987,Colorado,san juan-colorado river
317972.6,Irrigated Agriculture ,1988,Colorado,san juan-colorado river
393340.5,Irrigated Agriculture ,1989,Colorado,san juan-colorado river
309889.7,Irrigated Agriculture ,1990,Colorado,san juan-colorado river
269596.5883,Irrigated Agriculture ,1991,Colorado,san juan-colorado river
273118.2501,Irrigated Agriculture ,1992,Colorado,san juan-colorado river
273617.4569,Irrigated Agriculture ,1993,Colorado,san juan-colorado river
288097.7721,Irrigated Agriculture ,1994,Colorado,san juan-colorado river
244812.4421,Irrigated Agriculture ,1995,Colorado,san juan-colorado river
321564.8781,Irrigated Agriculture ,1996,Colorado,san juan-colorado river
277115.2426,Irrigated Agriculture ,1997,Colorado,san juan-colorado river
322061.2438,Irrigated Agriculture ,1998,Colorado,san juan-colorado river
263398.4265,Irrigated Agriculture ,1999,Colorado,san juan-colorado river
359454.1187,Irrigated Agriculture ,2000,Colorado,san juan-colorado river
353111.6,Irrigated Agriculture ,2001,Colorado,san juan-colorado river
317226.8,Irrigated Agriculture ,2002,Colorado,san juan-colorado river
322197.0,Irrigated Agriculture ,2003,Colorado,san juan-colorado river
262647.4,Irrigated Agriculture ,2004,Colorado,san juan-colorado river
292934.3,Irrigated Agriculture ,2005,Colorado,san juan-colorado river
274291.3,Irrigated Agriculture ,2006,Colorado,san juan-colorado river
340303.7,Irrigated Agriculture ,2007,Colorado,san juan-colorado river
385107.7,Irrigated Agriculture ,2008,Colorado,san juan-colorado river
371977.6,Irrigated Agriculture ,2009,Colorado,san juan-colorado river
363660.5,Irrigated Agriculture ,2010,Colorado,san juan-colorado river
367433.2,Irrigated Agriculture ,2011,Colorado,san juan-colorado river
506886.1,Irrigated Agriculture ,2012,Colorado,san juan-colorado river
344319.0,Irrigated Agriculture ,2013,Colorado,san juan-colorado river
433175.4,Irrigated Agriculture ,2014,Colorado,san juan-colorado river
345931.4,Irrigated Agriculture ,2015,Colorado,san juan-colorado river
316728.8,Irrigated Agriculture ,2016,Colorado,san juan-colorado river
335179.8,Irrigated Agriculture ,2017,Colorado,san juan-colorado river
346116.7,Irrigated Agriculture ,2018,Colorado,san juan-colorado river
0.0,Irrigated Agriculture ,2019,Colorado,san juan-colorado river
0.0,Irrigated Agriculture ,2020,Colorado,san juan-colorado river
86627.0,Irrigated Agriculture ,1971,New Mexico,san juan-colorado river
98019.0,Irrigated Agriculture ,1972,New Mexico,san juan-colorado river
94264.0,Irrigated Agriculture ,1973,New Mexico,san juan-colorado river
102050.0,Irrigated Agriculture ,1974,New Mexico,san juan-colorado river
94115.0,Irrigated Agriculture ,1975,New Mexico,san juan-colorado river
146628.0,Irrigated Agriculture ,1976,New Mexico,san juan-colorado river
138355.0,Irrigated Agriculture ,1977,New Mexico,san juan-colorado river
163526.0,Irrigated Agriculture ,1978,New Mexico,san juan-colorado river
186494.0,Irrigated Agriculture ,1979,New Mexico,san juan-colorado river
210479.0,Irrigated Agriculture ,1980,New Mexico,san juan-colorado river
152189.202,Irrigated Agriculture ,1981,New Mexico,san juan-colorado river
196250.099,Irrigated Agriculture ,1982,New Mexico,san juan-colorado river
200958.407,Irrigated Agriculture ,1983,New Mexico,san juan-colorado river
178053.206,Irrigated Agriculture ,1984,New Mexico,san juan-colorado river
206323.735,Irrigated Agriculture ,1985,New Mexico,san juan-colorado river
270396.3941,Irrigated Agriculture ,1986,New Mexico,san juan-colorado river
213677.3382,Irrigated Agriculture ,1987,New Mexico,san juan-colorado river
204935.0211,Irrigated Agriculture ,1988,New Mexico,san juan-colorado river
241856.2824,Irrigated Agriculture ,1989,New Mexico,san juan-colorado river
229974.4525,Irrigated Agriculture ,1990,New Mexico,san juan-colorado river
217695.4231,Irrigated Agriculture ,1991,New Mexico,san juan-colorado river
179038.6732,Irrigated Agriculture ,1992,New Mexico,san juan-colorado river
219338.5441,Irrigated Agriculture ,1993,New Mexico,san juan-colorado river
239125.2562,Irrigated Agriculture ,1994,New Mexico,san juan-colorado river
221441.5359,Irrigated Agriculture ,1995,New Mexico,san juan-colorado river
208194.7595,Irrigated Agriculture ,1996,New Mexico,san juan-colorado river
183488.2638,Irrigated Agriculture ,1997,New Mexico,san juan-colorado river
194095.9553,Irrigated Agriculture ,1998,New Mexico,san juan-colorado river
155602.1441,Irrigated Agriculture ,1999,New Mexico,san juan-colorado river
181088.7337,Irrigated Agriculture ,2000,New Mexico,san juan-colorado river
195513.9908,Irrigated Agriculture ,2001,New Mexico,san juan-colorado river
238510.7048,Irrigated Agriculture ,2002,New Mexico,san juan-colorado river
231165.6042,Irrigated Agriculture ,2003,New Mexico,san juan-colorado river
229132.6093,Irrigated Agriculture ,2004,New Mexico,san juan-colorado river
210117.4803,Irrigated Agriculture ,2005,New Mexico,san juan-colorado river
211269.0,Irrigated Agriculture ,2006,New Mexico,san juan-colorado river
224143.0,Irrigated Agriculture ,2007,New Mexico,san juan-colorado river
221658.0,Irrigated Agriculture ,2008,New Mexico,san juan-colorado river
213484.0,Irrigated Agriculture ,2009,New Mexico,san juan-colorado river
208142.0,Irrigated Agriculture ,2010,New Mexico,san juan-colorado river
260039.618,Irrigated Agriculture ,2011,New Mexico,san juan-colorado river
279357.4482,Irrigated Agriculture ,2012,New Mexico,san juan-colorado river
238484.0198,Irrigated Agriculture ,2013,New Mexico,san juan-colorado river
250871.2775,Irrigated Agriculture ,2014,New Mexico,san juan-colorado river
212904.9169,Irrigated Agriculture ,2015,New Mexico,san juan-colorado river
201299.0,Irrigated Agriculture ,2016,New Mexico,san juan-colorado river
235103.0,Irrigated Agriculture ,2017,New Mexico,san juan-colorado river
235103.0,Irrigated Agriculture ,2018,New Mexico,san juan-colorado river
0.0,Irrigated Agriculture ,2019,New Mexico,san juan-colorado river
0.0,Irrigated Agriculture ,2020,New Mexico,san juan-colorado river
535487.0,Irrigated Agriculture ,1971,Utah,green river
541662.0,Irrigated Agriculture ,1972,Utah,green river
534935.0,Irrigated Agriculture ,1973,Utah,green river
550710.0,Irrigated Agriculture ,1974,Utah,green river
443487.0,Irrigated Agriculture ,1975,Utah,green river
441003.0,Irrigated Agriculture ,1976,Utah,green river
242681.0,Irrigated Agriculture ,1977,Utah,green river
460846.0,Irrigated Agriculture ,1978,Utah,green river
472082.0,Irrigated Agriculture ,1979,Utah,green river
453413.0,Irrigated Agriculture ,1980,Utah,green river
409150.678,Irrigated Agriculture ,1981,Utah,green river
403547.27,Irrigated Agriculture ,1982,Utah,green river
407310.288,Irrigated Agriculture ,1983,Utah,green river
438749.188,Irrigated Agriculture ,1984,Utah,green river
510744.684,Irrigated Agriculture ,1985,Utah,green river
473064.3806,Irrigated Agriculture ,1986,Utah,green river
461311.5274,Irrigated Agriculture ,1987,Utah,green river
440391.5642,Irrigated Agriculture ,1988,Utah,green river
421774.9296,Irrigated Agriculture ,1989,Utah,green river
463353.1748,Irrigated Agriculture ,1990,Utah,green river
509182.5,Irrigated Agriculture ,1991,Utah,green river
520363.5,Irrigated Agriculture ,1992,Utah,green river
481311.2,Irrigated Agriculture ,1993,Utah,green river
633905.7,Irrigated Agriculture ,1994,Utah,green river
487527.5,Irrigated Agriculture ,1995,Utah,green river
443729.3842,Irrigated Agriculture ,1996,Utah,green river
442659.4362,Irrigated Agriculture ,1997,Utah,green river
516025.1658,Irrigated Agriculture ,1998,Utah,green river
523540.9112,Irrigated Agriculture ,1999,Utah,green river
429041.0858,Irrigated Agriculture ,2000,Utah,green river
535687.3,Irrigated Agriculture ,2001,Utah,green river
403786.5,Irrigated Agriculture ,2002,Utah,green river
478127.0,Irrigated Agriculture ,2003,Utah,green river
455040.2,Irrigated Agriculture ,2004,Utah,green river
490291.6,Irrigated Agriculture ,2005,Utah,green river
591393.5,Irrigated Agriculture ,2006,Utah,green river
537817.1,Irrigated Agriculture ,2007,Utah,green river
454640.8,Irrigated Agriculture ,2008,Utah,green river
443932.4,Irrigated Agriculture ,2009,Utah,green river
492766.0,Irrigated Agriculture ,2010,Utah,green river
472458.9,Irrigated Agriculture ,2011,Utah,green river
549168.0,Irrigated Agriculture ,2012,Utah,green river
570438.0,Irrigated Agriculture ,2013,Utah,green river
442186.6,Irrigated Agriculture ,2014,Utah,green river
417978.6,Irrigated Agriculture ,2015,Utah,green river
564548.8,Irrigated Agriculture ,2016,Utah,green river
597857.1,Irrigated Agriculture ,2017,Utah,green river
686366.1,Irrigated Agriculture ,2018,Utah,green river
0.0,Irrigated Agriculture ,2019,Utah,green river
0.0,Irrigated Agriculture ,2020,Utah,green river
10274.0,Irrigated Agriculture ,1971,Utah,upper main stem
9377.0,Irrigated Agriculture ,1972,Utah,upper main stem
9473.0,Irrigated Agriculture ,1973,Utah,upper main stem
10403.0,Irrigated Agriculture ,1974,Utah,upper main stem
9247.0,Irrigated Agriculture ,1975,Utah,upper main stem
10982.0,Irrigated Agriculture ,1976,Utah,upper main stem
3983.0,Irrigated Agriculture ,1977,Utah,upper main stem
13193.0,Irrigated Agriculture ,1978,Utah,upper main stem
14501.0,Irrigated Agriculture ,1979,Utah,upper main stem
13968.0,Irrigated Agriculture ,1980,Utah,upper main stem
9072.03,Irrigated Agriculture ,1981,Utah,upper main stem
7721.16,Irrigated Agriculture ,1982,Utah,upper main stem
9102.0,Irrigated Agriculture ,1983,Utah,upper main stem
10061.04,Irrigated Agriculture ,1984,Utah,upper main stem
9640.35,Irrigated Agriculture ,1985,Utah,upper main stem
9563.8,Irrigated Agriculture ,1986,Utah,upper main stem
10233.8,Irrigated Agriculture ,1987,Utah,upper main stem
9711.5,Irrigated Agriculture ,1988,Utah,upper main stem
9070.7,Irrigated Agriculture ,1989,Utah,upper main stem
10636.1,Irrigated Agriculture ,1990,Utah,upper main stem
13830.4,Irrigated Agriculture ,1991,Utah,upper main stem
13517.9,Irrigated Agriculture ,1992,Utah,upper main stem
12910.1,Irrigated Agriculture ,1993,Utah,upper main stem
13461.2,Irrigated Agriculture ,1994,Utah,upper main stem
9570.0,Irrigated Agriculture ,1995,Utah,upper main stem
12932.013,Irrigated Agriculture ,1996,Utah,upper main stem
20173.0518,Irrigated Agriculture ,1997,Utah,upper main stem
19279.4742,Irrigated Agriculture ,1998,Utah,upper main stem
17887.0206,Irrigated Agriculture ,1999,Utah,upper main stem
14051.3844,Irrigated Agriculture ,2000,Utah,upper main stem
21647.8,Irrigated Agriculture ,2001,Utah,upper main stem
9884.9,Irrigated Agriculture ,2002,Utah,upper main stem
12475.9,Irrigated Agriculture ,2003,Utah,upper main stem
12206.6,Irrigated Agriculture ,2004,Utah,upper main stem
10212.8,Irrigated Agriculture ,2005,Utah,upper main stem
20455.9,Irrigated Agriculture ,2006,Utah,upper main stem
14310.8,Irrigated Agriculture ,2007,Utah,upper main stem
17576.9,Irrigated Agriculture ,2008,Utah,upper main stem
15058.8,Irrigated Agriculture ,2009,Utah,upper main stem
25699.8,Irrigated Agriculture ,2010,Utah,upper main stem
18862.6,Irrigated Agriculture ,2011,Utah,upper main stem
19070.1,Irrigated Agriculture ,2012,Utah,upper main stem
21372.2,Irrigated Agriculture ,2013,Utah,upper main stem
21032.0,Irrigated Agriculture ,2014,Utah,upper main stem
9082.8,Irrigated Agriculture ,2015,Utah,upper main stem
16540.4,Irrigated Agriculture ,2016,Utah,upper main stem
16501.8,Irrigated Agriculture ,2017,Utah,upper main stem
11380.9,Irrigated Agriculture ,2018,Utah,upper main stem
0.0,Irrigated Agriculture ,2019,Utah,upper main stem
0.0,Irrigated Agriculture ,2020,Utah,upper main stem
42802.0,Irrigated Agriculture ,1971,Utah,san juan-colorado river
37668.0,Irrigated Agriculture ,1972,Utah,san juan-colorado river
51907.0,Irrigated Agriculture ,1973,Utah,san juan-colorado river
43378.0,Irrigated Agriculture ,1974,Utah,san juan-colorado river
40104.0,Irrigated Agriculture ,1975,Utah,san juan-colorado river
40765.0,Irrigated Agriculture ,1976,Utah,san juan-colorado river
16822.0,Irrigated Agriculture ,1977,Utah,san juan-colorado river
46661.0,Irrigated Agriculture ,1978,Utah,san juan-colorado river
59099.0,Irrigated Agriculture ,1979,Utah,san juan-colorado river
56369.0,Irrigated Agriculture ,1980,Utah,san juan-colorado river
42918.807,Irrigated Agriculture ,1981,Utah,san juan-colorado river
46758.903,Irrigated Agriculture ,1982,Utah,san juan-colorado river
58777.509,Irrigated Agriculture ,1983,Utah,san juan-colorado river
60293.877,Irrigated Agriculture ,1984,Utah,san juan-colorado river
63449.961,Irrigated Agriculture ,1985,Utah,san juan-colorado river
60333.1,Irrigated Agriculture ,1986,Utah,san juan-colorado river
54198.8,Irrigated Agriculture ,1987,Utah,san juan-colorado river
53529.6,Irrigated Agriculture ,1988,Utah,san juan-colorado river
53809.7,Irrigated Agriculture ,1989,Utah,san juan-colorado river
48936.4,Irrigated Agriculture ,1990,Utah,san juan-colorado river
68947.8,Irrigated Agriculture ,1991,Utah,san juan-colorado river
68240.5,Irrigated Agriculture ,1992,Utah,san juan-colorado river
68600.7,Irrigated Agriculture ,1993,Utah,san juan-colorado river
76868.0,Irrigated Agriculture ,1994,Utah,san juan-colorado river
85409.8,Irrigated Agriculture ,1995,Utah,san juan-colorado river
64419.6568,Irrigated Agriculture ,1996,Utah,san juan-colorado river
62183.5074,Irrigated Agriculture ,1997,Utah,san juan-colorado river
70312.8426,Irrigated Agriculture ,1998,Utah,san juan-colorado river
59016.1301,Irrigated Agriculture ,1999,Utah,san juan-colorado river
69526.6057,Irrigated Agriculture ,2000,Utah,san juan-colorado river
72638.7,Irrigated Agriculture ,2001,Utah,san juan-colorado river
51936.6,Irrigated Agriculture ,2002,Utah,san juan-colorado river
60089.9,Irrigated Agriculture ,2003,Utah,san juan-colorado river
50149.3,Irrigated Agriculture ,2004,Utah,san juan-colorado river
71685.4,Irrigated Agriculture ,2005,Utah,san juan-colorado river
127823.5,Irrigated Agriculture ,2006,Utah,san juan-colorado river
133393.9,Irrigated Agriculture ,2007,Utah,san juan-colorado river
110538.5,Irrigated Agriculture ,2008,Utah,san juan-colorado river
102639.7,Irrigated Agriculture ,2009,Utah,san juan-colorado river
92563.4,Irrigated Agriculture ,2010,Utah,san juan-colorado river
90610.8,Irrigated Agriculture ,2011,Utah,san juan-colorado river
93684.0,Irrigated Agriculture ,2012,Utah,san juan-colorado river
93662.8,Irrigated Agriculture ,2013,Utah,san juan-colorado river
74185.1,Irrigated Agriculture ,2014,Utah,san juan-colorado river
69307.8,Irrigated Agriculture ,2015,Utah,san juan-colorado river
81590.6,Irrigated Agriculture ,2016,Utah,san juan-colorado river
84966.7,Irrigated Agriculture ,2017,Utah,san juan-colorado river
79187.7,Irrigated Agriculture ,2018,Utah,san juan-colorado river
0.0,Irrigated Agriculture ,2019,Utah,san juan-colorado river
0.0,Irrigated Agriculture ,2020,Utah,san juan-colorado river
309916.0,Irrigated Agriculture ,1971,Wyoming,green river
291759.0,Irrigated Agriculture ,1972,Wyoming,green river
280820.0,Irrigated Agriculture ,1973,Wyoming,green river
344556.0,Irrigated Agriculture ,1974,Wyoming,green river
259369.0,Irrigated Agriculture ,1975,Wyoming,green river
245354.0,Irrigated Agriculture ,1976,Wyoming,green river
147625.0,Irrigated Agriculture ,1977,Wyoming,green river
270985.0,Irrigated Agriculture ,1978,Wyoming,green river
267559.0,Irrigated Agriculture ,1979,Wyoming,green river
260876.0,Irrigated Agriculture ,1980,Wyoming,green river
237145.534,Irrigated Agriculture ,1981,Wyoming,green river
224291.601,Irrigated Agriculture ,1982,Wyoming,green river
253177.552,Irrigated Agriculture ,1983,Wyoming,green river
225224.139,Irrigated Agriculture ,1984,Wyoming,green river
245859.112,Irrigated Agriculture ,1985,Wyoming,green river
380692.6,Irrigated Agriculture ,1986,Wyoming,green river
378364.6,Irrigated Agriculture ,1987,Wyoming,green river
463711.1,Irrigated Agriculture ,1988,Wyoming,green river
369055.4,Irrigated Agriculture ,1989,Wyoming,green river
401100.8,Irrigated Agriculture ,1990,Wyoming,green river
325417.8,Irrigated Agriculture ,1991,Wyoming,green river
431555.3,Irrigated Agriculture ,1992,Wyoming,green river
295906.6,Irrigated Agriculture ,1993,Wyoming,green river
489886.9,Irrigated Agriculture ,1994,Wyoming,green river
342933.4,Irrigated Agriculture ,1995,Wyoming,green river
387317.8869,Irrigated Agriculture ,1996,Wyoming,green river
336893.2275,Irrigated Agriculture ,1997,Wyoming,green river
279091.1254,Irrigated Agriculture ,1998,Wyoming,green river
309349.684,Irrigated Agriculture ,1999,Wyoming,green river
319795.0143,Irrigated Agriculture ,2000,Wyoming,green river
342732.4,Irrigated Agriculture ,2001,Wyoming,green river
350061.7,Irrigated Agriculture ,2002,Wyoming,green river
317593.9,Irrigated Agriculture ,2003,Wyoming,green river
285731.4,Irrigated Agriculture ,2004,Wyoming,green river
314597.5,Irrigated Agriculture ,2005,Wyoming,green river
234140.3,Irrigated Agriculture ,2006,Wyoming,green river
333281.8,Irrigated Agriculture ,2007,Wyoming,green river
293813.5,Irrigated Agriculture ,2008,Wyoming,green river
301109.5,Irrigated Agriculture ,2009,Wyoming,green river
292990.0,Irrigated Agriculture ,2010,Wyoming,green river
305629.8,Irrigated Agriculture ,2011,Wyoming,green river
277493.8,Irrigated Agriculture ,2012,Wyoming,green river
269780.9,Irrigated Agriculture ,2013,Wyoming,green river
263113.7,Irrigated Agriculture ,2014,Wyoming,green river
