DataPublicationDate,OrganizationUUID,RegulatoryOverlayUUID,ReportingUnitUUID
2021-09-23,KDADWR,KSre_RO1,KSre_RU1
2021-09-23,KDADWR,KSre_RO2,KSre_RU2
2021-09-23,KDADWR,KSre_RO3,KSre_RU3
2021-09-23,KDADWR,KSre_RO4,KSre_RU4
2021-09-23,KDADWR,KSre_RO5,KSre_RU5
