WaDESiteUUID,SiteNativeID,SiteName,USGSSiteID,SiteTypeCV,Longitude,Latitude,Geometry,CoordinateMethodCV,CoordinateAccuracy,GNISCodeCV,EPSGCodeCV,NHDMetadataID
2000558-CODWR,2000558-CODWR,2000558-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505545-CODWR,6505545-CODWR,6505545-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505552-CODWR,6505552-CODWR,6505552-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506749-CODWR,6506749-CODWR,6506749-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506756-CODWR,6506756-CODWR,6506756-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505556-CODWR,6505556-CODWR,6505556-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505563-CODWR,6505563-CODWR,6505563-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506761-CODWR,6506761-CODWR,6506761-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506764-CODWR,6506764-CODWR,6506764-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506765-CODWR,6506765-CODWR,6506765-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506766-CODWR,6506766-CODWR,6506766-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505576-CODWR,6505576-CODWR,6505576-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505579-CODWR,6505579-CODWR,6505579-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506769-CODWR,6506769-CODWR,6506769-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506784-CODWR,6506784-CODWR,6506784-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505270-CODWR,6505270-CODWR,6505270-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505272-CODWR,6505272-CODWR,6505272-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000600-CODWR,2000600-CODWR,2000600-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000611-CODWR,2000611-CODWR,2000611-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506094-CODWR,6506094-CODWR,6506094-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506109-CODWR,6506109-CODWR,6506109-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505599-CODWR,6505599-CODWR,6505599-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505611-CODWR,6505611-CODWR,6505611-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505291-CODWR,6505291-CODWR,6505291-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505298-CODWR,6505298-CODWR,6505298-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000621-CODWR,2000621-CODWR,2000621-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000634-CODWR,2000634-CODWR,2000634-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506135-CODWR,6506135-CODWR,6506135-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506144-CODWR,6506144-CODWR,6506144-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506786-CODWR,6506786-CODWR,6506786-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506803-CODWR,6506803-CODWR,6506803-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000651-CODWR,2000651-CODWR,2000651-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000676-CODWR,2000676-CODWR,2000676-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505305-CODWR,6505305-CODWR,6505305-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505316-CODWR,6505316-CODWR,6505316-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506148-CODWR,6506148-CODWR,6506148-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506152-CODWR,6506152-CODWR,6506152-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505614-CODWR,6505614-CODWR,6505614-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505616-CODWR,6505616-CODWR,6505616-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505322-CODWR,6505322-CODWR,6505322-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505325-CODWR,6505325-CODWR,6505325-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000685-CODWR,2000685-CODWR,2000685-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000687-CODWR,2000687-CODWR,2000687-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506162-CODWR,6506162-CODWR,6506162-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506169-CODWR,6506169-CODWR,6506169-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505524-CODWR,6505524-CODWR,6505524-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505526-CODWR,6505526-CODWR,6505526-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506961-CODWR,6506961-CODWR,6506961-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506989-CODWR,6506989-CODWR,6506989-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505527-CODWR,6505527-CODWR,6505527-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505555-CODWR,6505555-CODWR,6505555-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506995-CODWR,6506995-CODWR,6506995-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507004-CODWR,6507004-CODWR,6507004-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505630-CODWR,6505630-CODWR,6505630-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505644-CODWR,6505644-CODWR,6505644-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000697-CODWR,2000697-CODWR,2000697-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
2000698-CODWR,2000698-CODWR,2000698-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505559-CODWR,6505559-CODWR,6505559-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505564-CODWR,6505564-CODWR,6505564-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505326-CODWR,6505326-CODWR,6505326-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505329-CODWR,6505329-CODWR,6505329-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505668-CODWR,6505668-CODWR,6505668-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505676-CODWR,6505676-CODWR,6505676-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406503-CODWR,6406503-CODWR,6406503-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406508-CODWR,6406508-CODWR,6406508-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406525-CODWR,6406525-CODWR,6406525-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406540-CODWR,6406540-CODWR,6406540-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507012-CODWR,6507012-CODWR,6507012-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507017-CODWR,6507017-CODWR,6507017-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505678-CODWR,6505678-CODWR,6505678-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505686-CODWR,6505686-CODWR,6505686-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506807-CODWR,6506807-CODWR,6506807-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506814-CODWR,6506814-CODWR,6506814-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505332-CODWR,6505332-CODWR,6505332-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505350-CODWR,6505350-CODWR,6505350-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507022-CODWR,6507022-CODWR,6507022-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507026-CODWR,6507026-CODWR,6507026-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406558-CODWR,6406558-CODWR,6406558-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406596-CODWR,6406596-CODWR,6406596-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406621-CODWR,6406621-CODWR,6406621-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406628-CODWR,6406628-CODWR,6406628-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506845-CODWR,6506845-CODWR,6506845-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506853-CODWR,6506853-CODWR,6506853-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506179-CODWR,6506179-CODWR,6506179-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506188-CODWR,6506188-CODWR,6506188-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505352-CODWR,6505352-CODWR,6505352-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505354-CODWR,6505354-CODWR,6505354-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505688-CODWR,6505688-CODWR,6505688-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505696-CODWR,6505696-CODWR,6505696-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507030-CODWR,6507030-CODWR,6507030-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507031-CODWR,6507031-CODWR,6507031-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406648-CODWR,6406648-CODWR,6406648-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406657-CODWR,6406657-CODWR,6406657-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506857-CODWR,6506857-CODWR,6506857-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506866-CODWR,6506866-CODWR,6506866-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506197-CODWR,6506197-CODWR,6506197-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506236-CODWR,6506236-CODWR,6506236-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505371-CODWR,6505371-CODWR,6505371-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505372-CODWR,6505372-CODWR,6505372-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406664-CODWR,6406664-CODWR,6406664-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406684-CODWR,6406684-CODWR,6406684-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505375-CODWR,6505375-CODWR,6505375-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505376-CODWR,6505376-CODWR,6505376-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505699-CODWR,6505699-CODWR,6505699-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505705-CODWR,6505705-CODWR,6505705-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406691-CODWR,6406691-CODWR,6406691-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406698-CODWR,6406698-CODWR,6406698-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506892-CODWR,6506892-CODWR,6506892-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506895-CODWR,6506895-CODWR,6506895-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506251-CODWR,6506251-CODWR,6506251-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506253-CODWR,6506253-CODWR,6506253-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505389-CODWR,6505389-CODWR,6505389-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505399-CODWR,6505399-CODWR,6505399-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406706-CODWR,6406706-CODWR,6406706-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406708-CODWR,6406708-CODWR,6406708-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506260-CODWR,6506260-CODWR,6506260-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506262-CODWR,6506262-CODWR,6506262-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505717-CODWR,6505717-CODWR,6505717-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505732-CODWR,6505732-CODWR,6505732-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506266-CODWR,6506266-CODWR,6506266-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506270-CODWR,6506270-CODWR,6506270-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507036-CODWR,6507036-CODWR,6507036-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507037-CODWR,6507037-CODWR,6507037-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506905-CODWR,6506905-CODWR,6506905-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506917-CODWR,6506917-CODWR,6506917-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406757-CODWR,6406757-CODWR,6406757-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406852-CODWR,6406852-CODWR,6406852-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505401-CODWR,6505401-CODWR,6505401-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505407-CODWR,6505407-CODWR,6505407-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507038-CODWR,6507038-CODWR,6507038-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507054-CODWR,6507054-CODWR,6507054-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506277-CODWR,6506277-CODWR,6506277-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506303-CODWR,6506303-CODWR,6506303-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406853-CODWR,6406853-CODWR,6406853-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406862-CODWR,6406862-CODWR,6406862-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506923-CODWR,6506923-CODWR,6506923-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506927-CODWR,6506927-CODWR,6506927-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505745-CODWR,6505745-CODWR,6505745-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505748-CODWR,6505748-CODWR,6505748-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505414-CODWR,6505414-CODWR,6505414-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505418-CODWR,6505418-CODWR,6505418-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506316-CODWR,6506316-CODWR,6506316-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506325-CODWR,6506325-CODWR,6506325-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406876-CODWR,6406876-CODWR,6406876-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6406918-CODWR,6406918-CODWR,6406918-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506933-CODWR,6506933-CODWR,6506933-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506947-CODWR,6506947-CODWR,6506947-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505432-CODWR,6505432-CODWR,6505432-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505445-CODWR,6505445-CODWR,6505445-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507059-CODWR,6507059-CODWR,6507059-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507066-CODWR,6507066-CODWR,6507066-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6500515-CODWR,6500515-CODWR,6500515-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6500552-CODWR,6500552-CODWR,6500552-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506331-CODWR,6506331-CODWR,6506331-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506335-CODWR,6506335-CODWR,6506335-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6502401-CODWR,6502401-CODWR,6502401-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505014-CODWR,6505014-CODWR,6505014-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505751-CODWR,6505751-CODWR,6505751-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505752-CODWR,6505752-CODWR,6505752-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506967-CODWR,6506967-CODWR,6506967-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506974-CODWR,6506974-CODWR,6506974-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505756-CODWR,6505756-CODWR,6505756-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505770-CODWR,6505770-CODWR,6505770-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505456-CODWR,6505456-CODWR,6505456-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505461-CODWR,6505461-CODWR,6505461-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506980-CODWR,6506980-CODWR,6506980-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506985-CODWR,6506985-CODWR,6506985-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507082-CODWR,6507082-CODWR,6507082-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507090-CODWR,6507090-CODWR,6507090-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507102-CODWR,6507102-CODWR,6507102-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507105-CODWR,6507105-CODWR,6507105-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507117-CODWR,6507117-CODWR,6507117-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507123-CODWR,6507123-CODWR,6507123-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507133-CODWR,6507133-CODWR,6507133-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507134-CODWR,6507134-CODWR,6507134-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505570-CODWR,6505570-CODWR,6505570-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505578-CODWR,6505578-CODWR,6505578-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507144-CODWR,6507144-CODWR,6507144-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507153-CODWR,6507153-CODWR,6507153-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505018-CODWR,6505018-CODWR,6505018-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505033-CODWR,6505033-CODWR,6505033-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505601-CODWR,6505601-CODWR,6505601-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505609-CODWR,6505609-CODWR,6505609-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505469-CODWR,6505469-CODWR,6505469-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505472-CODWR,6505472-CODWR,6505472-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505613-CODWR,6505613-CODWR,6505613-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505619-CODWR,6505619-CODWR,6505619-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505782-CODWR,6505782-CODWR,6505782-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505783-CODWR,6505783-CODWR,6505783-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506343-CODWR,6506343-CODWR,6506343-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506344-CODWR,6506344-CODWR,6506344-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505620-CODWR,6505620-CODWR,6505620-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505621-CODWR,6505621-CODWR,6505621-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505805-CODWR,6505805-CODWR,6505805-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505810-CODWR,6505810-CODWR,6505810-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506371-CODWR,6506371-CODWR,6506371-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506382-CODWR,6506382-CODWR,6506382-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505813-CODWR,6505813-CODWR,6505813-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505822-CODWR,6505822-CODWR,6505822-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505625-CODWR,6505625-CODWR,6505625-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505626-CODWR,6505626-CODWR,6505626-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506385-CODWR,6506385-CODWR,6506385-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506398-CODWR,6506398-CODWR,6506398-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506987-CODWR,6506987-CODWR,6506987-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506999-CODWR,6506999-CODWR,6506999-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507160-CODWR,6507160-CODWR,6507160-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507167-CODWR,6507167-CODWR,6507167-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507005-CODWR,6507005-CODWR,6507005-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507009-CODWR,6507009-CODWR,6507009-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506400-CODWR,6506400-CODWR,6506400-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506416-CODWR,6506416-CODWR,6506416-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507185-CODWR,6507185-CODWR,6507185-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507191-CODWR,6507191-CODWR,6507191-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505485-CODWR,6505485-CODWR,6505485-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505486-CODWR,6505486-CODWR,6505486-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506438-CODWR,6506438-CODWR,6506438-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506440-CODWR,6506440-CODWR,6506440-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506449-CODWR,6506449-CODWR,6506449-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506467-CODWR,6506467-CODWR,6506467-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505827-CODWR,6505827-CODWR,6505827-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505828-CODWR,6505828-CODWR,6505828-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505628-CODWR,6505628-CODWR,6505628-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505637-CODWR,6505637-CODWR,6505637-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506479-CODWR,6506479-CODWR,6506479-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506487-CODWR,6506487-CODWR,6506487-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507015-CODWR,6507015-CODWR,6507015-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507016-CODWR,6507016-CODWR,6507016-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507194-CODWR,6507194-CODWR,6507194-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507197-CODWR,6507197-CODWR,6507197-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505650-CODWR,6505650-CODWR,6505650-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505651-CODWR,6505651-CODWR,6505651-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506489-CODWR,6506489-CODWR,6506489-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6506496-CODWR,6506496-CODWR,6506496-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505839-CODWR,6505839-CODWR,6505839-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505845-CODWR,6505845-CODWR,6505845-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507202-CODWR,6507202-CODWR,6507202-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507212-CODWR,6507212-CODWR,6507212-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507024-CODWR,6507024-CODWR,6507024-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6507052-CODWR,6507052-CODWR,6507052-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505488-CODWR,6505488-CODWR,6505488-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505525-CODWR,6505525-CODWR,6505525-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505653-CODWR,6505653-CODWR,6505653-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
6505654-CODWR,6505654-CODWR,6505654-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
