WaDESiteUUID,SiteNativeID,SiteName,USGSSiteID,SiteTypeCV,Longitude,Latitude,Geometry,CoordinateMethodCV,CoordinateAccuracy,GNISCodeCV,EPSGCodeCV,NHDMetadataID
1910403-CODWR,1910403-CODWR,1910403-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910410-CODWR,1910410-CODWR,1910410-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910516-CODWR,1910516-CODWR,1910516-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910535-CODWR,1910535-CODWR,1910535-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910744-CODWR,1910744-CODWR,1910744-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910748-CODWR,1910748-CODWR,1910748-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910568-CODWR,1910568-CODWR,1910568-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910605-CODWR,1910605-CODWR,1910605-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910947-CODWR,1910947-CODWR,1910947-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910951-CODWR,1910951-CODWR,1910951-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910412-CODWR,1910412-CODWR,1910412-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910449-CODWR,1910449-CODWR,1910449-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910570-CODWR,1910570-CODWR,1910570-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910582-CODWR,1910582-CODWR,1910582-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911253-CODWR,1911253-CODWR,1911253-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911254-CODWR,1911254-CODWR,1911254-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910757-CODWR,1910757-CODWR,1910757-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910761-CODWR,1910761-CODWR,1910761-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910954-CODWR,1910954-CODWR,1910954-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910958-CODWR,1910958-CODWR,1910958-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911255-CODWR,1911255-CODWR,1911255-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911258-CODWR,1911258-CODWR,1911258-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910969-CODWR,1910969-CODWR,1910969-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910970-CODWR,1910970-CODWR,1910970-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910614-CODWR,1910614-CODWR,1910614-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910617-CODWR,1910617-CODWR,1910617-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912049-CODWR,1912049-CODWR,1912049-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912053-CODWR,1912053-CODWR,1912053-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910583-CODWR,1910583-CODWR,1910583-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910585-CODWR,1910585-CODWR,1910585-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910971-CODWR,1910971-CODWR,1910971-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911049-CODWR,1911049-CODWR,1911049-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912063-CODWR,1912063-CODWR,1912063-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912099-CODWR,1912099-CODWR,1912099-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910456-CODWR,1910456-CODWR,1910456-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910461-CODWR,1910461-CODWR,1910461-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911054-CODWR,1911054-CODWR,1911054-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911055-CODWR,1911055-CODWR,1911055-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911263-CODWR,1911263-CODWR,1911263-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911271-CODWR,1911271-CODWR,1911271-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910603-CODWR,1910603-CODWR,1910603-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910606-CODWR,1910606-CODWR,1910606-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910628-CODWR,1910628-CODWR,1910628-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910636-CODWR,1910636-CODWR,1910636-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912106-CODWR,1912106-CODWR,1912106-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912110-CODWR,1912110-CODWR,1912110-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910462-CODWR,1910462-CODWR,1910462-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910465-CODWR,1910465-CODWR,1910465-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910611-CODWR,1910611-CODWR,1910611-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910615-CODWR,1910615-CODWR,1910615-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910649-CODWR,1910649-CODWR,1910649-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910650-CODWR,1910650-CODWR,1910650-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911275-CODWR,1911275-CODWR,1911275-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911276-CODWR,1911276-CODWR,1911276-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910474-CODWR,1910474-CODWR,1910474-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910475-CODWR,1910475-CODWR,1910475-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911066-CODWR,1911066-CODWR,1911066-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911075-CODWR,1911075-CODWR,1911075-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910626-CODWR,1910626-CODWR,1910626-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910627-CODWR,1910627-CODWR,1910627-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1106313-CODWR,1106313-CODWR,1106313-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1106705-CODWR,1106705-CODWR,1106705-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910659-CODWR,1910659-CODWR,1910659-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910662-CODWR,1910662-CODWR,1910662-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912116-CODWR,1912116-CODWR,1912116-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912118-CODWR,1912118-CODWR,1912118-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910477-CODWR,1910477-CODWR,1910477-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910484-CODWR,1910484-CODWR,1910484-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911093-CODWR,1911093-CODWR,1911093-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911102-CODWR,1911102-CODWR,1911102-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910643-CODWR,1910643-CODWR,1910643-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910645-CODWR,1910645-CODWR,1910645-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1106709-CODWR,1106709-CODWR,1106709-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1106713-CODWR,1106713-CODWR,1106713-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910668-CODWR,1910668-CODWR,1910668-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910673-CODWR,1910673-CODWR,1910673-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911279-CODWR,1911279-CODWR,1911279-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911287-CODWR,1911287-CODWR,1911287-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910488-CODWR,1910488-CODWR,1910488-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910491-CODWR,1910491-CODWR,1910491-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912125-CODWR,1912125-CODWR,1912125-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912128-CODWR,1912128-CODWR,1912128-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911288-CODWR,1911288-CODWR,1911288-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911299-CODWR,1911299-CODWR,1911299-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910778-CODWR,1910778-CODWR,1910778-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910781-CODWR,1910781-CODWR,1910781-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911103-CODWR,1911103-CODWR,1911103-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911110-CODWR,1911110-CODWR,1911110-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912138-CODWR,1912138-CODWR,1912138-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912139-CODWR,1912139-CODWR,1912139-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911117-CODWR,1911117-CODWR,1911117-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911124-CODWR,1911124-CODWR,1911124-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911306-CODWR,1911306-CODWR,1911306-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911307-CODWR,1911307-CODWR,1911307-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912145-CODWR,1912145-CODWR,1912145-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912148-CODWR,1912148-CODWR,1912148-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910652-CODWR,1910652-CODWR,1910652-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910653-CODWR,1910653-CODWR,1910653-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910494-CODWR,1910494-CODWR,1910494-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910496-CODWR,1910496-CODWR,1910496-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911125-CODWR,1911125-CODWR,1911125-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911134-CODWR,1911134-CODWR,1911134-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910654-CODWR,1910654-CODWR,1910654-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910667-CODWR,1910667-CODWR,1910667-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912178-CODWR,1912178-CODWR,1912178-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912185-CODWR,1912185-CODWR,1912185-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911135-CODWR,1911135-CODWR,1911135-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911136-CODWR,1911136-CODWR,1911136-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910678-CODWR,1910678-CODWR,1910678-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910686-CODWR,1910686-CODWR,1910686-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912188-CODWR,1912188-CODWR,1912188-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912189-CODWR,1912189-CODWR,1912189-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911139-CODWR,1911139-CODWR,1911139-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911149-CODWR,1911149-CODWR,1911149-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910703-CODWR,1910703-CODWR,1910703-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910706-CODWR,1910706-CODWR,1910706-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911151-CODWR,1911151-CODWR,1911151-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911156-CODWR,1911156-CODWR,1911156-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910786-CODWR,1910786-CODWR,1910786-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910789-CODWR,1910789-CODWR,1910789-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912209-CODWR,1912209-CODWR,1912209-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912231-CODWR,1912231-CODWR,1912231-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910709-CODWR,1910709-CODWR,1910709-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910718-CODWR,1910718-CODWR,1910718-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911177-CODWR,1911177-CODWR,1911177-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911184-CODWR,1911184-CODWR,1911184-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910802-CODWR,1910802-CODWR,1910802-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910821-CODWR,1910821-CODWR,1910821-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910502-CODWR,1910502-CODWR,1910502-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910510-CODWR,1910510-CODWR,1910510-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911185-CODWR,1911185-CODWR,1911185-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911190-CODWR,1911190-CODWR,1911190-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912232-CODWR,1912232-CODWR,1912232-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912234-CODWR,1912234-CODWR,1912234-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911312-CODWR,1911312-CODWR,1911312-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911314-CODWR,1911314-CODWR,1911314-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910731-CODWR,1910731-CODWR,1910731-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910743-CODWR,1910743-CODWR,1910743-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910513-CODWR,1910513-CODWR,1910513-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910523-CODWR,1910523-CODWR,1910523-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911316-CODWR,1911316-CODWR,1911316-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911333-CODWR,1911333-CODWR,1911333-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910752-CODWR,1910752-CODWR,1910752-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910755-CODWR,1910755-CODWR,1910755-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910683-CODWR,1910683-CODWR,1910683-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910685-CODWR,1910685-CODWR,1910685-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911335-CODWR,1911335-CODWR,1911335-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911340-CODWR,1911340-CODWR,1911340-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910531-CODWR,1910531-CODWR,1910531-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910532-CODWR,1910532-CODWR,1910532-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910764-CODWR,1910764-CODWR,1910764-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910787-CODWR,1910787-CODWR,1910787-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910542-CODWR,1910542-CODWR,1910542-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910543-CODWR,1910543-CODWR,1910543-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911205-CODWR,1911205-CODWR,1911205-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911206-CODWR,1911206-CODWR,1911206-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910794-CODWR,1910794-CODWR,1910794-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910806-CODWR,1910806-CODWR,1910806-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912244-CODWR,1912244-CODWR,1912244-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912247-CODWR,1912247-CODWR,1912247-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910548-CODWR,1910548-CODWR,1910548-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910552-CODWR,1910552-CODWR,1910552-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910829-CODWR,1910829-CODWR,1910829-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910830-CODWR,1910830-CODWR,1910830-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910697-CODWR,1910697-CODWR,1910697-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910700-CODWR,1910700-CODWR,1910700-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911214-CODWR,1911214-CODWR,1911214-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911223-CODWR,1911223-CODWR,1911223-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910814-CODWR,1910814-CODWR,1910814-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910816-CODWR,1910816-CODWR,1910816-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912253-CODWR,1912253-CODWR,1912253-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912259-CODWR,1912259-CODWR,1912259-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910554-CODWR,1910554-CODWR,1910554-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910557-CODWR,1910557-CODWR,1910557-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910702-CODWR,1910702-CODWR,1910702-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910711-CODWR,1910711-CODWR,1910711-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910559-CODWR,1910559-CODWR,1910559-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910569-CODWR,1910569-CODWR,1910569-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910835-CODWR,1910835-CODWR,1910835-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910846-CODWR,1910846-CODWR,1910846-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911224-CODWR,1911224-CODWR,1911224-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911230-CODWR,1911230-CODWR,1911230-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910834-CODWR,1910834-CODWR,1910834-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910860-CODWR,1910860-CODWR,1910860-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912274-CODWR,1912274-CODWR,1912274-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912290-CODWR,1912290-CODWR,1912290-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910575-CODWR,1910575-CODWR,1910575-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910579-CODWR,1910579-CODWR,1910579-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910717-CODWR,1910717-CODWR,1910717-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910725-CODWR,1910725-CODWR,1910725-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910849-CODWR,1910849-CODWR,1910849-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910863-CODWR,1910863-CODWR,1910863-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911231-CODWR,1911231-CODWR,1911231-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911240-CODWR,1911240-CODWR,1911240-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911351-CODWR,1911351-CODWR,1911351-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911359-CODWR,1911359-CODWR,1911359-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912301-CODWR,1912301-CODWR,1912301-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912314-CODWR,1912314-CODWR,1912314-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910897-CODWR,1910897-CODWR,1910897-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910900-CODWR,1910900-CODWR,1910900-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910726-CODWR,1910726-CODWR,1910726-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910740-CODWR,1910740-CODWR,1910740-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910901-CODWR,1910901-CODWR,1910901-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910907-CODWR,1910907-CODWR,1910907-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910880-CODWR,1910880-CODWR,1910880-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910882-CODWR,1910882-CODWR,1910882-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911362-CODWR,1911362-CODWR,1911362-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911363-CODWR,1911363-CODWR,1911363-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911265-CODWR,1911265-CODWR,1911265-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911273-CODWR,1911273-CODWR,1911273-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910580-CODWR,1910580-CODWR,1910580-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910607-CODWR,1910607-CODWR,1910607-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911384-CODWR,1911384-CODWR,1911384-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911388-CODWR,1911388-CODWR,1911388-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910884-CODWR,1910884-CODWR,1910884-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910887-CODWR,1910887-CODWR,1910887-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912316-CODWR,1912316-CODWR,1912316-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912324-CODWR,1912324-CODWR,1912324-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911278-CODWR,1911278-CODWR,1911278-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911280-CODWR,1911280-CODWR,1911280-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910609-CODWR,1910609-CODWR,1910609-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910624-CODWR,1910624-CODWR,1910624-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911390-CODWR,1911390-CODWR,1911390-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911393-CODWR,1911393-CODWR,1911393-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910908-CODWR,1910908-CODWR,1910908-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910916-CODWR,1910916-CODWR,1910916-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912325-CODWR,1912325-CODWR,1912325-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912335-CODWR,1912335-CODWR,1912335-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911281-CODWR,1911281-CODWR,1911281-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911298-CODWR,1911298-CODWR,1911298-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910625-CODWR,1910625-CODWR,1910625-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910629-CODWR,1910629-CODWR,1910629-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911405-CODWR,1911405-CODWR,1911405-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911409-CODWR,1911409-CODWR,1911409-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910932-CODWR,1910932-CODWR,1910932-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910934-CODWR,1910934-CODWR,1910934-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912368-CODWR,1912368-CODWR,1912368-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1912374-CODWR,1912374-CODWR,1912374-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910655-CODWR,1910655-CODWR,1910655-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910658-CODWR,1910658-CODWR,1910658-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910944-CODWR,1910944-CODWR,1910944-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1910948-CODWR,1910948-CODWR,1910948-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
1911320-CODWR,1911320-CODWR,1911320-CODWR,,,-104.114295,40.269491,,5107,GPS,0.01,0.01,
