OrganizationName,RegulatoryOverlayName,ReportingUnitName,DataPublicationDateID
CODWR,RIO GRANDE RIVER COMPACT,Joes Valley,10/1/2013
CODWR,COSTILLA CREEK COMPACT,Castle Dale,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Willow Creek,10/1/2013
CODWR,RIO GRANDE RIVER COMPACT,Price River,10/1/2013
CODWR,COSTILLA CREEK COMPACT,Sevier Lake,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Gunnison,10/1/2013
CODWR,RIO GRANDE RIVER COMPACT,Scipio,10/1/2013
CODWR,COSTILLA CREEK COMPACT,Fillmore,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Ferron Creek,10/1/2013
CODWR,RIO GRANDE RIVER COMPACT,Upper Green River,10/1/2013
CODWR,COSTILLA CREEK COMPACT,Block Mountain,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Colorado River/Dead Horse,10/1/2013
CODWR,COLORADO RIVER COMPACT,Richfield,10/1/2013
CODWR,ASPINALL UNIT OPERATIONS,Colorado River/Castle Valley,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Cove Fort-Black Rock,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Ivie Creek,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Fremont River,10/1/2013
CODWR,COLORADO RIVER COMPACT,Otter Creek,10/1/2013
CODWR,LA PLATA RIVER COMPACT,Marysvale,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Moab,10/1/2013
CODWR,ANIMAS-LA PLATA PROJECT COMPACT,Canyonlands,10/1/2013
CODWR,SAN-JUAN RIVER BASIN RIP,Cane Spring,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Rabbit Valley,10/1/2013
CODWR,SOUTH PLATTE RIVER COMPACT,Torrey,10/1/2013
CODWR,REPUBLICAN RIVER COMPACT,Lisbon Valley,10/1/2013
CODWR,PLATTE RIVER RECOVERY IMPLEMENTATION PROGRAM,Milford,10/1/2013
CODWR,COLORADO RIVER COMPACT,Piute,10/1/2013
CODWR,LA PLATA RIVER COMPACT,Snake Valley,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Boulder,10/1/2013
CODWR,ANIMAS-LA PLATA PROJECT COMPACT,Escalante River,10/1/2013
CODWR,SAN-JUAN RIVER BASIN RIP,Escalante Desert,10/1/2013
CODWR,SAN-JUAN RIVER BASIN RIP,Navajo Lake,10/1/2013
CODWR,COLORADO RIVER COMPACT,Lake Powell,10/1/2013
CODWR,LA PLATA RIVER COMPACT,Paria River,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Kanab Creek,10/1/2013
CODWR,ANIMAS-LA PLATA PROJECT COMPACT,Long Valley,10/1/2013
CODWR,SAN-JUAN RIVER BASIN RIP,McElmo,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Johnson Wash,10/1/2013
CODWR,COLORADO RIVER COMPACT,Beaver,10/1/2013
CODWR,LA PLATA RIVER COMPACT,Cedar,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Lower Beaver River,10/1/2013
CODWR,ANIMAS-LA PLATA PROJECT COMPACT,Great Salt Lake,10/1/2013
CODWR,SAN-JUAN RIVER BASIN RIP,East Shore,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",North Fork Virgin,10/1/2013
CODWR,COLORADO RIVER COMPACT,Laverkin,10/1/2013
CODWR,LA PLATA RIVER COMPACT,Beaver Dam Wash,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Santa Clara,10/1/2013
CODWR,ANIMAS-LA PLATA PROJECT COMPACT,St. George,10/1/2013
CODWR,SAN-JUAN RIVER BASIN RIP,Wahweep Creek,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",San Juan River,10/1/2013
CODWR,COLORADO RIVER COMPACT,Bear Lake,10/1/2013
CODWR,LA PLATA RIVER COMPACT,Tremonton,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Brigham City,10/1/2013
CODWR,ANIMAS-LA PLATA PROJECT COMPACT,Cache Valley,10/1/2013
CODWR,SAN-JUAN RIVER BASIN RIP,Randolph,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Evanston,10/1/2013
CODWR,RIO GRANDE RIVER COMPACT,Cedar Valley,10/1/2013
CODWR,COSTILLA CREEK COMPACT,Colorado Headwaters-Plateau,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Westwater Canyon,10/1/2013
CODWR,COLORADO RIVER COMPACT,Upper Dolores,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Lower Dolores,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Upper Colorado-Kane Springs,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Upper Green-Flaming Gorge Reservoir,10/1/2013
CODWR,COLORADO RIVER COMPACT,Blacks Fork,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Muddy,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Lower White,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Duchesne,10/1/2013
CODWR,COLORADO RIVER COMPACT,Strawberry,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Lower Green-Desolation Canyon,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Willow,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Price,10/1/2013
CODWR,COLORADO RIVER COMPACT,Lower Green,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,San Rafael,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Lower Green-Diamond,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Upper Lake Powell,10/1/2013
CODWR,SOUTH PLATTE RIVER COMPACT,Muddy,10/1/2013
CODWR,REPUBLICAN RIVER COMPACT,Fremont,10/1/2013
CODWR,PLATTE RIVER RECOVERY IMPLEMENTATION PROGRAM,Dirty Devil,10/1/2013
CODWR,COLORADO RIVER COMPACT,Escalante,10/1/2013
CODWR,ASPINALL UNIT OPERATIONS,Lower Lake Powell,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Paria,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Lower San Juan-Four Corners,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",McElmo,10/1/2013
CODWR,COLORADO RIVER COMPACT,Montezuma,10/1/2013
CODWR,ASPINALL UNIT OPERATIONS,Chinle,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Lower San Juan,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Kanab,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Upper Virgin,10/1/2013
CODWR,COLORADO RIVER COMPACT,Fort Pearce Wash,10/1/2013
CODWR,ASPINALL UNIT OPERATIONS,Lower Virgin,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Meadow Valley Wash,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Upper Bear,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Central Bear,10/1/2013
CODWR,COLORADO RIVER COMPACT,Bear Lake,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT and YAMPA PORTION,Middle Bear,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Little Bear-Logan,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Lower Bear-Malad,10/1/2013
CODWR,COLORADO RIVER COMPACT,Upper Weber,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT and YAMPA PORTION,Lower Weber,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Utah Lake,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Spanish Fork,10/1/2013
CODWR,COLORADO RIVER COMPACT,Provo,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Jordan,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Hamlin-Snake Valleys,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Pine Valley,10/1/2013
CODWR,COLORADO RIVER COMPACT,Tule Valley,10/1/2013
CODWR,LA PLATA RIVER COMPACT,Rush-Tooele Valleys,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Skull Valley,10/1/2013
CODWR,ANIMAS-LA PLATA PROJECT COMPACT,Southern Great Salt Lake Desert,10/1/2013
CODWR,SAN-JUAN RIVER BASIN RIP,"Pilot-Thousand Springs, Nevada, Utah",10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Northern Great Salt Lake Desert,10/1/2013
CODWR,NEBRASKA VS. WYOMING,Curlew Valley,10/1/2013
CODWR,WYOMING VS. COLORADO,Great Salt Lake,10/1/2013
CODWR,PLATTE RIVER RECOVERY IMPLEMENTATION PROGRAM,Upper Sevier,10/1/2013
CODWR,COLORADO RIVER COMPACT,East Fork Sevier,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT and YAMPA PORTION,Middle Sevier,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,San Pitch,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Lower Sevier,10/1/2013
CODWR,NEBRASKA VS. WYOMING,Escalante Desert,10/1/2013
CODWR,WYOMING VS. COLORADO,Beaver Bottoms-Upper Beaver,10/1/2013
CODWR,PLATTE RIVER RECOVERY IMPLEMENTATION PROGRAM,Lower Beaver,10/1/2013
CODWR,SOUTH PLATTE RIVER COMPACT,Sevier Lake,10/1/2013
CODWR,REPUBLICAN RIVER COMPACT,Raft,10/1/2013
CODWR,PLATTE RIVER RECOVERY IMPLEMENTATION PROGRAM,Goose,10/1/2013
CODWR,SOUTH PLATTE RIVER COMPACT,Beaver,10/1/2013
CODWR,REPUBLICAN RIVER COMPACT,Box Elder,10/1/2013
CODWR,PLATTE RIVER RECOVERY IMPLEMENTATION PROGRAM,Cache,10/1/2013
CODWR,SOUTH PLATTE RIVER COMPACT,Carbon,10/1/2013
CODWR,REPUBLICAN RIVER COMPACT,Daggett,10/1/2013
CODWR,PLATTE RIVER RECOVERY IMPLEMENTATION PROGRAM,Davis,10/1/2013
CODWR,COLORADO RIVER COMPACT,Duchesne,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Emery,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Garfield,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Grand,10/1/2013
CODWR,COLORADO RIVER COMPACT,Iron,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Juab,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Kane,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Millard,10/1/2013
CODWR,COLORADO RIVER COMPACT,Morgan,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Piute,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Rich,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Salt Lake,10/1/2013
CODWR,COLORADO RIVER COMPACT,San Juan,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,SanPete,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Sevier,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Summit,10/1/2013
CODWR,COLORADO RIVER COMPACT,Tooele,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT and YAMPA PORTION,Uintah,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Utah,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Wasatch,10/1/2013
CODWR,COLORADO RIVER COMPACT,Washington,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT and YAMPA PORTION,Wayne,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Weber,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Curlew Valley,10/1/2013
CODWR,COLORADO RIVER COMPACT,Clear Creek,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT and YAMPA PORTION,Promontory Point,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Yost,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Goose Creek,10/1/2013
CODWR,COLORADO RIVER COMPACT,Lynn,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT and YAMPA PORTION,Hansel Valley,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Park Valley,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Grouse Creek,10/1/2013
CODWR,COLORADO RIVER COMPACT,Ogden Valley,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT and YAMPA PORTION,Diamond Fork,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Rush Valley,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Colorado River/Cisco,10/1/2013
CODWR,COLORADO RIVER COMPACT,Delta,10/1/2013
CODWR,ASPINALL UNIT OPERATIONS,Lower Green River,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Sevier Bridge,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Lasal,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Emery,10/1/2013
CODWR,SOUTH PLATTE RIVER COMPACT,San Rafael River,10/1/2013
CODWR,REPUBLICAN RIVER COMPACT,Lower Muddy Creek,10/1/2013
CODWR,PLATTE RIVER RECOVERY IMPLEMENTATION PROGRAM,East Fork Sevier,10/1/2013
CODWR,COLORADO RIVER COMPACT,Indian Creek,10/1/2013
CODWR,ASPINALL UNIT OPERATIONS,Panguitch,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Parowan,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Monticello,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Blanding,10/1/2013
CODWR,COLORADO RIVER COMPACT,Lost Creek,10/1/2013
CODWR,ASPINALL UNIT OPERATIONS,Morgan,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Echo,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Smith Fork,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Crouse Creek,10/1/2013
CODWR,COLORADO RIVER COMPACT,North GSL Desert,10/1/2013
CODWR,ASPINALL UNIT OPERATIONS,Henry's Fork,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Flaming Gorge Reservoir,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Antelope Island,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Chalk Creek,10/1/2013
CODWR,COLORADO RIVER COMPACT,Sheep Creek Lake,10/1/2013
CODWR,ASPINALL UNIT OPERATIONS,East Canyon,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Blacks Fork,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Kamas Valley,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Skull Valley,10/1/2013
CODWR,SOUTH PLATTE RIVER COMPACT,Parley's Creek,10/1/2013
CODWR,REPUBLICAN RIVER COMPACT,City Creek,10/1/2013
CODWR,PLATTE RIVER RECOVERY IMPLEMENTATION PROGRAM,Oakley,10/1/2013
CODWR,ARKANSAS RIVER COMPACT,Emigration Creek,10/1/2013
CODWR,KANSAS VS. COLORADO,Uintah River,10/1/2013
CODWR,ARKANSAS RIVER COMPACT,Big Brush Creek,10/1/2013
CODWR,KANSAS VS. COLORADO,Whiterocks River,10/1/2013
CODWR,COLORADO RIVER COMPACT,Vermillion/Yampa Creek,10/1/2013
CODWR,ASPINALL UNIT OPERATIONS,Yellowstone River,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Dry Fork,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Deep Creek,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Moon Lake,10/1/2013
CODWR,COLORADO RIVER COMPACT,Rock Creek,10/1/2013
CODWR,LA PLATA RIVER COMPACT,Upper Duchesne River,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Millcreek,10/1/2013
CODWR,ANIMAS-LA PLATA PROJECT COMPACT,Woodland,10/1/2013
CODWR,SAN-JUAN RIVER BASIN RIP,Provo River Reservoirs,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Roosevelt Duchesne,10/1/2013
CODWR,SOUTH PLATTE RIVER COMPACT,Big Cottonwood Creek,10/1/2013
CODWR,REPUBLICAN RIVER COMPACT,Vernal,10/1/2013
CODWR,PLATTE RIVER RECOVERY IMPLEMENTATION PROGRAM,Little Cottonwood Creek,10/1/2013
CODWR,COLORADO RIVER COMPACT,Tooele Valley,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Utah Valley,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Tabiona,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Pelican Lake,10/1/2013
CODWR,COLORADO RIVER COMPACT,West Fork Duchesne River,10/1/2013
CODWR,LA PLATA RIVER COMPACT,Salt Lake Valley,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Wallsburg,10/1/2013
CODWR,ANIMAS-LA PLATA PROJECT COMPACT,Fruitland,10/1/2013
CODWR,SAN-JUAN RIVER BASIN RIP,Strawberry Reservoir,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Vivian Park,10/1/2013
CODWR,COLORADO RIVER COMPACT,Starvation Reservoir,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Ouray,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Hobble Creek,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Strawberry River,10/1/2013
CODWR,COLORADO RIVER COMPACT,Desolation Canyon,10/1/2013
CODWR,ASPINALL UNIT OPERATIONS,Soldier Summit,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Colton,10/1/2013
CODWR,UCR ENDANGERED FISH RECOVERY PROGRAM,Levan,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Nephi,10/1/2013
CODWR,SOUTH PLATTE RIVER COMPACT,Mini Maud,10/1/2013
CODWR,REPUBLICAN RIVER COMPACT,Scofield,10/1/2013
CODWR,PLATTE RIVER RECOVERY IMPLEMENTATION PROGRAM,White River,10/1/2013
CODWR,COLORADO RIVER COMPACT,South GSL Desert,10/1/2013
CODWR,LA PLATA RIVER COMPACT,Salt Creek,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Tule Valley,10/1/2013
CODWR,ANIMAS-LA PLATA PROJECT COMPACT,Huntington Creek,10/1/2013
CODWR,SAN-JUAN RIVER BASIN RIP,Range Creek,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Fool Creek,10/1/2013
CODWR,COLORADO RIVER COMPACT,Joes Valley,10/1/2013
CODWR,LA PLATA RIVER COMPACT,Castle Dale,10/1/2013
CODWR,UPPER COLORADO RIVER COMPACT,Willow Creek,10/1/2013
CODWR,ANIMAS-LA PLATA PROJECT COMPACT,Price River,10/1/2013
CODWR,SAN-JUAN RIVER BASIN RIP,Sevier Lake,10/1/2013
CODWR,"RIO GRANDE, COLORADO, TIJUANA TREATY",Gunnison,10/1/2013
CODWR,ARKANSAS RIVER COMPACT,Scipio,10/1/2013
CODWR,KANSAS VS. COLORADO,Fillmore,10/1/2013
CODWR,SOUTH PLATTE RIVER COMPACT,Ferron Creek,10/1/2013
CODWR,REPUBLICAN RIVER COMPACT,Upper Green River,10/1/2013
CODWR,PLATTE RIVER RECOVERY IMPLEMENTATION PROGRAM,Block Mountain,10/1/2013
CODWR,SOUTH PLATTE RIVER COMPACT,Colorado River/Dead Horse,10/1/2013
CODWR,REPUBLICAN RIVER COMPACT,Richfield,10/1/2013
CODWR,PLATTE RIVER RECOVERY IMPLEMENTATION PROGRAM,Colorado River/Castle Valley,10/1/2013
