SiteUUID,SiteNativeID,SiteName,USGSSiteID,SiteTypeCV,Longitude,Latitude,SitePoint,SiteNativeURL,Geometry,CoordinateMethodCV,CoordinateAccuracy,GNISCodeCV,EPSGCodeCV,NHDNetworkStatusCV,NHDProductCV,NHDUpdateDate,NHDReachCode,NHDMeasureNumber,StateCV,HUC8,HUC12,County
AZ_334708112295301,334708112295301,Unspecified,,INDEX,-112.4981314804107,33.78497181471271,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312049110134902,312049110134902,Unspecified,,GWSI,-110.23141253803637,31.346346920006084,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_345149114342601,345149114342601,Unspecified,,GWSI,-114.57457399833869,34.863440136520886,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_345327114343301,345327114343301,Unspecified,,GWSI,-114.57691771541631,34.890558837166324,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323616111295201,323616111295201,Unspecified,,GWSI,-111.49857723913635,32.60400527331022,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_353705114033601,353705114033601,Unspecified,,GWSI,-114.06007609430448,35.61789849977467,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344820112300501,344820112300501,Unspecified,,GWSI,-112.5018173386146,34.80630354995539,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332557112414801,332557112414801,Unspecified,,GWSI,-112.69815465676852,33.432664565332466,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332557112414501,332557112414501,Unspecified,,GWSI,-112.69599927136974,33.43261290202128,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_335203113563401,335203113563401,Unspecified,,GWSI,-113.94121590186586,33.866944896040074,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324819113300201,324819113300201,Unspecified,,GWSI,-113.5014738503755,32.804659862735605,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313023109325701,313023109325701,Unspecified,,GWSI,-109.54792209072247,31.505820327989476,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343828109550501,343828109550501,Unspecified,,GWSI,-109.920173279677,34.636611612954404,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_351518111451101,351518111451101,Unspecified,,GWSI,-111.75333718326365,35.25415017459334,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344354111541801,344354111541801,Unspecified,,GWSI,-111.90480498661022,34.725649933224716,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323124114353101,323124114353101,Unspecified,,GWSI,-114.59171738520806,32.524350688249555,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331452111500201,331452111500201,Unspecified,,INDEX,-111.83589439312121,33.248557160393,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332618113073501,332618113073501,Unspecified,,GWSI,-113.12631962819675,33.44189550454753,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_342903111492601,342903111492601,Unspecified,,GWSI,-111.82463513859078,34.48431941443117,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333630112185601,333630112185601,Unspecified,,GWSI,-112.31715255360248,33.60797566029446,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325518112521101,325518112521101,Unspecified,,GWSI,-112.86950452343797,32.92236756262734,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_315544111014901,315544111014901,Unspecified,,GWSI,-111.032214957196,31.929528903068068,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_315544111021801,315544111021801,Unspecified,,GWSI,-111.0385845146573,31.92949104041897,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_335742113124201,335742113124201,Unspecified,,GWSI,-113.21248865509392,33.962006643923075,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_342423111312201,342423111312201,Unspecified,,GWSI,-111.5230231961959,34.40704684921704,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331259111431201,331259111431201,Unspecified,,GWSI,-111.7238234081868,33.21841239239245,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_321234110531001,321234110531001,Unspecified,,GWSI,-110.88692137374571,32.20972394175323,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331039112420701,331039112420701,Unspecified,,GWSI,-112.71160975815631,33.180931469563546,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_330844112410001,330844112410001,Unspecified,,GWSI,-112.6833810182721,33.14644167930629,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_321448110503401,321448110503401,Unspecified,,GWSI,-110.84412483724205,32.246025943118205,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_342437111300901,342437111300901,Unspecified,,GWSI,-111.5054970472995,34.41054743729258,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_342332111272001,342332111272001,Unspecified,,GWSI,-111.45722907531575,34.39606472654276,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_342317110315201,342317110315201,Unspecified,,GWSI,-110.53080769158048,34.387560332588016,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343213111512301,343213111512301,Unspecified,,GWSI,-111.85559798412623,34.537537040985555,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343213111512101,343213111512101,Unspecified,,GWSI,-111.85559798412623,34.537537040985555,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344558112325701,344558112325701,Unspecified,,GWSI,-112.54807136084212,34.76566305650816,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_350221114113401,350221114113401,Unspecified,,GWSI,-114.19387017431437,35.03886251292969,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_322752110541301,322752110541301,Unspecified,,GWSI,-110.90488536270932,32.464501010235594,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323201114363401,323201114363401,Unspecified,,GWSI,-114.6090490833245,32.533453277105224,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323055114363301,323055114363301,Unspecified,,GWSI,-114.60878303008474,32.5152176632956,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323047114360501,323047114360501,Unspecified,,GWSI,-114.6023276973236,32.51340192398681,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323109114360501,323109114360501,Unspecified,,GWSI,-114.60240213232092,32.51880789072514,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323109114370701,323109114370701,Unspecified,,GWSI,-114.6175008787936,32.520681465848725,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_345111112275901,345111112275901,Unspecified,,GWSI,-112.4651165636173,34.85236632172343,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_353709114044001,353709114044001,Unspecified,,GWSI,-114.07783594421728,35.61970778726535,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343212112151701,343212112151701,Unspecified,,GWSI,-112.25451221609322,34.53082612676989,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343744112295301,343744112295301,Unspecified,,GWSI,-112.49878602396015,34.62944095920907,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314001109391401,314001109391401,Unspecified,,GWSI,-109.65420444078491,31.666316081169565,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_342423111305901,342423111305901,Unspecified,,GWSI,-111.52080740886454,34.41065455728874,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_334823112051401,334823112051401,Unspecified,,GWSI,-112.08815715580937,33.80706276322334,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_322725110552401,322725110552401,Unspecified,,GWSI,-110.92406334130824,32.45725201021495,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_330432112035801,330432112035801,Unspecified,,GWSI,-112.0731305592977,33.075239445053874,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312153109435101,312153109435101,Unspecified,,GWSI,-109.73165348248058,31.36746079088341,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344212112184501,344212112184501,Unspecified,,GWSI,-112.31229989738854,34.704132836172576,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324754111332801,324754111332801,Unspecified,,GWSI,-111.55987694955472,32.79863771272721,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_320915110565601,320915110565601,Unspecified,,GWSI,-110.94869683481653,32.16235587045077,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343219111513601,343219111513601,Unspecified,,GWSI,-111.8599663521692,34.53940910339128,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344617112274301,344617112274301,Unspecified,,GWSI,-112.46185012419932,34.77188658968665,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_334625112201101,334625112201101,Unspecified,,INDEX,-112.33716517076785,33.773925336261975,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343852112260201,343852112260201,Unspecified,,GWSI,-112.43504458113611,34.648187536221194,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323122114363101,323122114363101,Unspecified,,GWSI,-114.60887928228449,32.522434689572286,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_315258109355901,315258109355901,Unspecified,,GWSI,-109.60079992780642,31.882325027517577,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325143112005201,325143112005201,Unspecified,,GWSI,-112.0158896259623,32.863969216896365,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_334501113560501,334501113560501,Unspecified,,GWSI,-113.93660285654681,33.750856055196365,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332557112415201,332557112415201,Unspecified,,GWSI,-112.69815465676852,33.432664565332466,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_320705110441901,320705110441901,Unspecified,,GWSI,-110.7393003168064,32.11809949627419,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332524112193701,332524112193701,Unspecified,,GWSI,-112.32695805029513,33.42510737647357,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331503111461901,331503111461901,Unspecified,,GWSI,-111.77370659656354,33.25122354171838,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332856111451401,332856111451401,Unspecified,,GWSI,-111.75407765991397,33.48184735549477,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_335034112043201,335034112043201,Unspecified,,GWSI,-112.07736782522981,33.84360149939467,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_330003113222001,330003113222001,Unspecified,,GWSI,-113.37379006379346,33.00015367784533,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_322232111025001,322232111025001,Unspecified,,GWSI,-110.73878323754832,32.92078071207212,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_350417110413301,350417110413301,Unspecified,,INDEX,-110.69217023772414,35.07052153002177,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331219111434201,331219111434201,Unspecified,,GWSI,-111.72828428156286,33.2055872974209,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332637112291101,332637112291101,Unspecified,,GWSI,-112.4864140529841,33.44380694398171,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312554110064701,312554110064701,Unspecified,,INDEX,-110.11485807337122,31.42989016680564,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_350556114371201,350556114371201,Unspecified,,GWSI,-114.62283136872213,35.09977208705335,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343231112152401,343231112152401,Unspecified,,GWSI,-112.25676799771709,34.54172294077703,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_321057110443701,321057110443701,Unspecified,,GWSI,-110.74350564141334,32.18358656210289,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_342219109125601,342219109125601,Unspecified,,GWSI,-109.2170427416879,34.37117755108049,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_342024109220301,342024109220301,Unspecified,,AUTOMATED,-109.36711408194489,34.33965673758881,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312618109374701,312618109374701,Unspecified,,GWSI,-109.63134982734891,31.43822259794142,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333622112235101,333622112235101,Unspecified,,GWSI,-112.40076085193225,33.60869842083867,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325455111431901,325455111431901,Unspecified,,GWSI,-111.72365347257055,32.91536884673967,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_353732114044001,353732114044001,Unspecified,,GWSI,-114.07771067479395,35.63057080654322,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324732111494401,324732111494401,Unspecified,,GWSI,-111.82916129429381,32.79298594573275,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312633110134501,312633110134501,Unspecified,,GWSI,-110.22595755265394,31.440055765914995,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324804109100301,324804109100301,Unspecified,,GWSI,-109.16874675453771,32.80183134382208,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333028112495801,333028112495801,Unspecified,,GWSI,-112.83414992033467,33.50737935870347,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_342859111492901,342859111492901,Unspecified,,INDEX,-111.8269444664982,34.482500235343714,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_334818113350701,334818113350701,Unspecified,,GWSI,-113.5851383042768,33.80044724551394,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343213112165701,343213112165701,Unspecified,,GWSI,-112.28339684986791,34.53654954188203,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_351539111362201,351539111362201,Unspecified,,GWSI,-111.60673248974774,33.26127831883829,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314344109405801,314344109405801,Unspecified,,GWSI,-109.67949295782495,31.728627875565696,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343316111520801,343316111520801,Unspecified,,GWSI,-111.86433793980446,34.55390582588519,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332448112243301,332448112243301,Unspecified,,GWSI,-112.41028065122332,33.41465512923755,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332239112505801,332239112505801,Unspecified,,GWSI,-112.849307786626,33.37662919061361,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_320320109571001,320320109571001,Unspecified,,GWSI,-109.94654099027609,32.055051366281184,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_320318109404101,320318109404101,Unspecified,,GWSI,-109.679425355274,32.05520182527371,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_330003113220801,330003113220801,Unspecified,,GWSI,-113.3694748220433,33.000172580355674,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312826110100501,312826110100501,Unspecified,,GWSI,-110.16954985844404,31.473779188092426,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332141111263601,332141111263601,Unspecified,,GWSI,-111.44345674465224,33.444870468068125,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312701109284301,312701109284301,Unspecified,,GWSI,-109.4786158054626,31.450094516777305,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_340611110593401,340611110593401,Unspecified,,GWSI,-110.98225943203563,34.104193623982994,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_322238111065701,322238111065701,Unspecified,,GWSI,-111.11762632127221,32.37648013717217,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333328113175501,333328113175501,Unspecified,,GWSI,-113.2994236434674,33.558016221241516,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344710112301601,344710112301601,Unspecified,,GWSI,-112.50464104042017,34.78675663039511,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_330000112001801,330000112001801,Unspecified,,GWSI,-112.00624011266592,33.00050931821573,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_353709114041001,353709114041001,Unspecified,,GWSI,-114.07116632216044,35.61971592450196,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_353731114043901,353731114043901,Unspecified,,GWSI,-114.07777402403875,35.625143786439885,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_335448113594701,335448113594701,Unspecified,,GWSI,-113.99791764351045,33.91245231217664,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_342439111264301,342439111264301,Unspecified,,GWSI,-111.44646759658121,34.410659886273685,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343105111504601,343105111504601,Unspecified,,INDEX,-111.84742775789984,34.51522087845756,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_321354109575501,321354109575501,Unspecified,,GWSI,-109.96688037150618,32.23260708847315,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325632113194901,325632113194901,Unspecified,,GWSI,-113.3299919614277,32.94161798918828,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312912110165801,312912110165801,Unspecified,,GWSI,-110.28378495658593,31.48823709817216,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313607111015701,313607111015701,Unspecified,,GWSI,-111.03451502421284,31.602926640905565,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332318112283701,332318112283701,Unspecified,,GWSI,-112.47774512843465,33.3874722668282,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324748113232301,324748113232301,Unspecified,,GWSI,-113.3898206939726,32.796020952744456,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312656109452901,312656109452901,Unspecified,,GWSI,-109.75703883206123,31.449590021010927,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333540112233201,333540112233201,Unspecified,,GWSI,-112.39269551651253,33.594152533663056,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331219111324401,331219111324401,Unspecified,,GWSI,-111.54719930846356,33.2062988128991,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_330130113034801,330130113034801,Unspecified,,GWSI,-113.06496601393388,33.02485498120305,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_322232111093201,322232111093201,Unspecified,,GWSI,-111.16012336234388,32.376415287668856,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_321802109494901,321802109494901,Unspecified,,GWSI,-109.8321980762135,32.30319329679932,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324131114155401,324131114155401,Unspecified,,GWSI,-114.26923676179096,32.69175319786252,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325750113174602,325750113174602,Unspecified,,GWSI,-113.29611608353282,32.96353564604468,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_320334110572601,320334110572601,Unspecified,,GWSI,-110.95396690609782,32.058690058519446,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_315106109414901,315106109414901,Unspecified,,GWSI,-109.6983580696944,31.85173399607942,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324149111413701,324149111413701,Unspecified,,GWSI,-111.6964344732689,32.69637329526039,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314159109421601,314159109421601,Unspecified,,GWSI,-109.70531842202402,31.699168045878583,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_345134112281601,345134112281601,Unspecified,,GWSI,-112.46728556164224,34.8465154247885,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_345159112305401,345159112305401,Unspecified,,GWSI,-112.5137530123242,34.866179027344664,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313927111133601,313927111133601,Unspecified,,GWSI,-111.23091828051304,31.657848888417817,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323138114360501,323138114360501,Unspecified,,GWSI,-114.60251749172235,32.52792623948367,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_342856111493001,342856111493001,Unspecified,,GWSI,-111.83351721523007,34.48266299247061,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_315052109411001,315052109411001,Unspecified,,GWSI,-109.68763218719229,31.848123630230713,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_315024109415701,315024109415701,Unspecified,,GWSI,-109.70037004565175,31.84083014619579,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_330145112414401,330145112414401,Unspecified,,GWSI,-112.69492264744052,33.0299716717338,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324902113270401,324902113270401,Unspecified,,GWSI,-113.45619616415942,32.81742335146732,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313241109421301,313241109421301,Unspecified,,GWSI,-109.70340410962132,31.54464074763711,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332029112550801,332029112550801,Unspecified,,GWSI,-112.91973342892709,33.34203131662299,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_315738109452501,315738109452501,Unspecified,,GWSI,-109.7572596823833,31.960845865152912,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_321040109093701,321040109093701,Unspecified,,GWSI,-109.16233667568692,32.17842495329083,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325315111394601,325315111394601,Unspecified,,GWSI,-111.66322409688846,32.88794870246293,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325901113201101,325901113201101,Unspecified,,GWSI,-113.33499119353665,32.98533993820771,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325035110371201,325035110371201,Unspecified,,GWSI,-110.62091275009335,32.84361541141449,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_322801110552701,322801110552701,Unspecified,,GWSI,-110.92617867048308,32.466301482228594,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323821111330301,323821111330301,Unspecified,,GWSI,-111.55233862043139,32.638492233601696,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_330447113232701,330447113232701,Unspecified,,GWSI,-113.38895452405839,33.079873138021895,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331053112422201,331053112422201,Unspecified,,GWSI,-112.70939407232062,33.1809348646913,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_330854112400101,330854112400101,Unspecified,,GWSI,-112.6684390179725,33.14833826937698,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_330656112402501,330656112402501,Unspecified,,GWSI,-112.6743956337486,33.11537641177132,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333546113210501,333546113210501,Unspecified,,GWSI,-113.35147314701699,33.59599859918891,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_350455114112601,350455114112601,Unspecified,,GWSI,-114.19178350032891,35.082520243191794,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324549111424101,324549111424101,Unspecified,,GWSI,-111.7130967787143,32.763906180617475,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324417111274801,324417111274801,Unspecified,,GWSI,-111.46530078964915,32.73897476812091,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312427109354901,312427109354901,Unspecified,,GWSI,-109.59752728954926,31.407319356198048,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_322533111032901,322533111032901,Unspecified,,GWSI,-111.05808714034521,32.42470406434654,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343042112123801,343042112123801,Unspecified,,GWSI,-112.21069530741391,34.51253921213743,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344528112020801,344528112020801,Unspecified,,GWSI,-112.0348259079518,34.75700493117983,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323031114353201,323031114353201,Unspecified,,GWSI,-114.5935388573912,32.50803817125041,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_320317110191201,320317110191201,Unspecified,,GWSI,-110.32364636726243,32.05702020929012,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331753112291201,331753112291201,Unspecified,,GWSI,-112.5010565818366,33.293218130052715,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_315100110582901,315100110582901,Unspecified,,GWSI,-110.9742748007816,31.85114751212753,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344350112300301,344350112300301,Unspecified,,GWSI,-112.50261446147213,34.72982313415385,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324829109105001,324829109105001,Unspecified,,GWSI,-109.17952172053843,32.80915841526372,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331545111444901,331545111444901,Unspecified,,GWSI,-111.75003854059625,33.26220119551068,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325817112031801,325817112031801,Unspecified,,GWSI,-112.05120045591718,32.97185278588125,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314329110261701,314329110261701,Unspecified,,GWSI,-110.43631120800976,31.72588582154261,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343905111483001,343905111483001,Unspecified,,GWSI,-111.79958374129916,34.6453449115559,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332518112300001,332518112300001,Unspecified,,GWSI,-112.50365676231462,33.422134945259565,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_342425111313301,342425111313301,Unspecified,,GWSI,-111.5425002127536,34.39248784106553,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323903111350801,323903111350801,Unspecified,,GWSI,-111.58705586321658,32.6510087728572,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325722113183801,325722113183801,Unspecified,,GWSI,-113.31119874747812,32.95618768577179,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325722113182801,325722113182801,Unspecified,,GWSI,-113.30904361000009,32.95619148958932,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343047112122701,343047112122701,Unspecified,,GWSI,-112.21069530741391,34.51253921213743,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331025112403301,331025112403301,Unspecified,,GWSI,-112.67715889635163,33.17353628866483,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344259112302901,344259112302901,Unspecified,,GWSI,-112.5093570511554,34.71694499699557,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_341006109045401,341006109045401,Unspecified,,GWSI,-109.08818845950205,34.16857498734682,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325523111554301,325523111554301,Unspecified,,INDEX,-111.93044306000021,32.92393167803374,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
