SiteUUID,SiteNativeID,SiteName,USGSSiteID,SiteTypeCV,Longitude,Latitude,SitePoint,SiteNativeURL,Geometry,CoordinateMethodCV,CoordinateAccuracy,GNISCodeCV,EPSGCodeCV,NHDNetworkStatusCV,NHDProductCV,NHDUpdateDate,NHDReachCode,NHDMeasureNumber,StateCV,HUC8,HUC12,County
AZ_332532112075501,332532112075501,Unspecified,,GWSI,-112.13340059498219,33.42521443438074,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332626112080201,332626112080201,Unspecified,,GWSI,-112.13343081938665,33.441439429434155,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332603112073501,332603112073501,Unspecified,,GWSI,-112.13344157724904,33.43424213411509,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332548112083201,332548112083201,Unspecified,,GWSI,-112.14211395303948,33.430636121734594,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332622112090001,332622112090001,Unspecified,,GWSI,-112.15078530269756,33.439638120749144,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332548112090401,332548112090401,Unspecified,,GWSI,-112.15080201576215,33.43063697764149,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332543112093201,332543112093201,Unspecified,,GWSI,-112.16164849685319,33.430526835631056,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332625112100701,332625112100701,Unspecified,,GWSI,-112.16807079667362,33.44133441147442,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332549112101001,332549112101001,Unspecified,,GWSI,-112.17033446293364,33.43045419029761,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332545112103901,332545112103901,Unspecified,,GWSI,-112.17897896568932,33.428748892040964,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332557112113901,332557112113901,Unspecified,,GWSI,-112.19623193888742,33.43258810312839,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332616112120801,332616112120801,Unspecified,,GWSI,-112.20261843347407,33.43806397513091,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332637112122301,332637112122301,Unspecified,,GWSI,-112.21121152751424,33.44349091096028,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332648112134501,332648112134501,Unspecified,,GWSI,-112.22853672934929,33.447189572359505,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332751112141101,332751112141101,Unspecified,,GWSI,-112.23695779254354,33.46449425486931,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332846112151601,332846112151601,Unspecified,,GWSI,-112.25409773008073,33.478797264064184,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332750112151101,332750112151101,Unspecified,,GWSI,-112.25417537096104,33.46416791918101,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332821112151501,332821112151501,Unspecified,,GWSI,-112.25414837943866,33.47148247600477,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332820112154601,332820112154601,Unspecified,,GWSI,-112.25844174941663,33.47688633058102,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332754112154901,332754112154901,Unspecified,,GWSI,-112.26500475302387,33.465798507359345,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332759112161701,332759112161701,Unspecified,,GWSI,-112.2715197923758,33.4656867505706,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332817112163701,332817112163701,Unspecified,,GWSI,-112.27581029844372,33.47106297043874,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332910112165301,332910112165301,Unspecified,,GWSI,-112.28228149345298,33.48548036862087,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332909112172301,332909112172301,Unspecified,,GWSI,-112.29094028166385,33.48532733117269,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332908112175301,332908112175301,Unspecified,,GWSI,-112.29927510109357,33.48510493604166,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332905112181701,332905112181701,Unspecified,,GWSI,-112.30553979424208,33.48493086482767,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332910112183601,332910112183601,Unspecified,,GWSI,-112.32956714960632,33.54468564872732,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332941112171801,332941112171801,Unspecified,,GWSI,-112.28885983562866,33.49455714923299,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333004112172201,333004112172201,Unspecified,,GWSI,-112.28881148957277,33.50182676924012,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333028112172002,333028112172002,Unspecified,,GWSI,-112.2887727495068,33.50727449541702,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333054112170301,333054112170301,Unspecified,,GWSI,-112.28663938907515,33.51443049681142,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333123112165501,333123112165501,Unspecified,,GWSI,-112.28218305371666,33.523405257288,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333145112165001,333145112165001,Unspecified,,GWSI,-112.28216333807234,33.52870847249234,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333148112161701,333148112161701,Unspecified,,GWSI,-112.27124853518515,33.5290103955963,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333238112161601,333238112161601,Unspecified,,INDEX,-112.27125977801641,33.54331398175628,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_333304112160401,333304112160401,Unspecified,,GWSI,-112.27124927606856,33.550465928589425,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_315729110251201,315729110251201,Unspecified,,GWSI,-110.42085461111965,31.958525678247458,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_320527110191601,320527110191601,Unspecified,,GWSI,-110.32221093258234,32.09149244973959,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_320515110192801,320515110192801,Unspecified,,GWSI,-110.32644990289096,32.08787040867589,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_320524110200701,320524110200701,Unspecified,,GWSI,-110.33281231304834,32.08785896872112,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_320527110191701,320527110191701,Unspecified,,GWSI,-110.32221093258234,32.09149244973959,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313728109280601,313728109280601,Unspecified,,GWSI,-109.46611106936608,31.626774866626135,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313438109243301,313438109243301,Unspecified,,GWSI,-109.40774205624787,31.577302821623316,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313535109284901,313535109284901,Unspecified,,GWSI,-109.48314288167786,31.590578897978205,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313527109285401,313527109285401,Unspecified,,GWSI,-109.48314288167786,31.590578897978205,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313523109293001,313523109293001,Unspecified,,GWSI,-109.49163086357832,31.590706463759,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313712109281301,313712109281301,Unspecified,,GWSI,-109.47035548279764,31.619437682768215,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313721109281301,313721109281301,Unspecified,,GWSI,-109.47035548279764,31.619437682768215,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_345740112361001,345740112361001,Unspecified,,GWSI,-112.60185758587073,34.961209407062185,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_345803112345901,345803112345901,Unspecified,,GWSI,-112.58417165820865,34.96664384197533,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344627112273801,344627112273801,Unspecified,,GWSI,-112.45962759331582,34.77368956040506,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344659112280301,344659112280301,Unspecified,,GWSI,-112.46854223022672,34.78287857985212,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344631112275401,344631112275401,Unspecified,,GWSI,-112.46629063623848,34.77557512608695,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_334947111574201,334947111574201,Unspecified,,GWSI,-111.96155059302333,33.82904713681106,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_345739112361001,345739112361001,Unspecified,,GWSI,-112.60185758587073,34.961209407062185,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324901109355201,324901109355201,Unspecified,,GWSI,-109.59759899934323,32.8172643536287,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324849109360101,324849109360101,Unspecified,,GWSI,-109.59976119121114,32.81370780788417,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324837109373901,324837109373901,Unspecified,,GWSI,-109.62764088455285,32.810246373506196,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324845109375201,324845109375201,Unspecified,,GWSI,-109.6319154189486,32.81205197740334,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324848109380301,324848109380301,Unspecified,,GWSI,-109.6361519600328,32.81383898434318,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325136109454801,325136109454801,Unspecified,,GWSI,-109.76373276237673,32.85930655318031,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325130109454801,325130109454801,Unspecified,,GWSI,-109.76373308331085,32.857511633549464,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325053109462001,325053109462001,Unspecified,,GWSI,-109.77228011430755,32.8503078619228,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325046109460101,325046109460101,Unspecified,,GWSI,-109.76802852268219,32.846730335156394,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325052109460101,325052109460101,Unspecified,,GWSI,-109.76802852268219,32.846730335156394,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331504111410701,331504111410701,Unspecified,,GWSI,-111.68687183523276,33.250209131925004,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331525111410801,331525111410801,Unspecified,,GWSI,-111.6869358652942,33.25756889398372,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331457111413701,331457111413701,Unspecified,,GWSI,-111.69346987478622,33.24998310029014,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331648111410801,331648111410801,Unspecified,,GWSI,-111.68747477835097,33.290036910362396,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331627111410701,331627111410701,Unspecified,,GWSI,-111.6871783588858,33.27386621084521,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331615111410801,331615111410801,Unspecified,,GWSI,-111.68710621868466,33.27027675963433,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331556111410801,331556111410801,Unspecified,,GWSI,-111.68703408707,33.26668730624485,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331552111411901,331552111411901,Unspecified,,GWSI,-111.68916349523614,33.26480843699213,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332331112440501,332331112440501,Unspecified,,GWSI,-112.73474632794493,33.3911705732202,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325242109473701,325242109473701,Unspecified,,GWSI,-109.79364961917297,32.87753888902454,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325242109472701,325242109472701,Unspecified,,GWSI,-109.7914976766486,32.879367156358896,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325229109470901,325229109470901,Unspecified,,GWSI,-109.78723259187376,32.875681901853184,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325238109461501,325238109461501,Unspecified,,GWSI,-109.77219132142068,32.87559828037963,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325232109461801,325232109461801,Unspecified,,GWSI,-109.77219132142068,32.87559828037963,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325232109462601,325232109462601,Unspecified,,GWSI,-109.77433961092295,32.87561033254644,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325105109453101,325105109453101,Unspecified,,GWSI,-109.75949391738777,32.852120980807655,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325230109460101,325230109460101,Unspecified,,GWSI,-109.76791945354437,32.87556528905734,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325140109455501,325140109455501,Unspecified,,GWSI,-109.76583989371997,32.86110424241884,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325142109454801,325142109454801,Unspecified,,GWSI,-109.76372910941434,32.8611104590987,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325137109453901,325137109453901,Unspecified,,GWSI,-109.76162058846317,32.86110764284043,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325141109452901,325141109452901,Unspecified,,GWSI,-109.75947384269814,32.86830213089552,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325137109452701,325137109452701,Unspecified,,GWSI,-109.75950980616484,32.86111378830426,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325203109452701,325203109452701,Unspecified,,GWSI,-109.75527135297473,32.86470662295504,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325057109451101,325057109451101,Unspecified,,GWSI,-109.7531182485014,32.85031679888024,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325056109445601,325056109445601,Unspecified,,GWSI,-109.74886815598077,32.84851552852958,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325656109543101,325656109543101,Unspecified,,GWSI,-109.90943675923846,32.94993997671975,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325658109543601,325658109543601,Unspecified,,GWSI,-109.91157089058554,32.949949569014976,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325716109542101,325716109542101,Unspecified,,GWSI,-109.91372193157534,32.95539819899057,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325739109545401,325739109545401,Unspecified,,GWSI,-109.91588060650848,32.96085587654377,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325739109545501,325739109545501,Unspecified,,GWSI,-109.91588060650848,32.96085587654377,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325722109544901,325722109544901,Unspecified,,GWSI,-109.91372193157534,32.95539819899057,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325754109550501,325754109550501,Unspecified,,GWSI,-109.91803404053931,32.96448245723338,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325806109550701,325806109550701,Unspecified,,GWSI,-109.9201866871777,32.96809997428889,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325813109551301,325813109551301,Unspecified,,GWSI,-109.9201925565846,32.96990397799069,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325415109465401,325415109465401,Unspecified,,GWSI,-109.78287491056935,32.90467396953048,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325402109465001,325402109465001,Unspecified,,GWSI,-109.78072177709099,32.901063156924096,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325349109470101,325349109470101,Unspecified,,GWSI,-109.78501849151887,32.89748809449878,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325358109465901,325358109465901,Unspecified,,GWSI,-109.78287184268058,32.89927115180217,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325012109445201,325012109445201,Unspecified,,GWSI,-109.74885489273824,32.83590583604741,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325111109453601,325111109453601,Unspecified,,GWSI,-109.76161682286912,32.853918896034116,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_345236111465901,345236111465901,Unspecified,,GWSI,-111.784440530778,34.87760776403095,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_315511110021101,315511110021101,Unspecified,,GWSI,-110.03644255866132,31.923036824486495,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314618111284401,314618111284401,Unspecified,,GWSI,-111.4786796012582,31.772841186474153,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_315519110021101,315519110021101,Unspecified,,GWSI,-110.03644255866132,31.923036824486495,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314642111241501,314642111241501,Unspecified,,GWSI,-111.40395087130945,31.778747899467525,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_314657111271501,314657111271501,Unspecified,,INDEX,-111.45529868893732,31.782084242191495,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313401111254101,313401111254101,Unspecified,,GWSI,-111.42912774421674,31.56748377156607,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_313436111262101,313436111262101,Unspecified,,GWSI,-111.44001678697701,31.576550252949065,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_335116112352301,335116112352301,Unspecified,,GWSI,-112.58683425982235,33.85383231480746,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_341344111182901,341344111182901,Unspecified,,GWSI,-111.30932528963292,34.22926356792796,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324321109055001,324321109055001,Unspecified,,GWSI,-109.09785109879368,32.721897101895564,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324300109051601,324300109051601,Unspecified,,GWSI,-109.08919285364085,32.71646242250163,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324942109400101,324942109400101,Unspecified,,GWSI,-109.66810424226412,32.828406967452594,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324941109395601,324941109395601,Unspecified,,GWSI,-109.66597826148677,32.82841138365092,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324938109395401,324938109395401,Unspecified,,GWSI,-109.66597826148677,32.82841138365092,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324938109395301,324938109395301,Unspecified,,GWSI,-109.66597345622604,32.82658937086719,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324933109395401,324933109395401,Unspecified,,GWSI,-109.66597345622604,32.82658937086719,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324935109395901,324935109395901,Unspecified,,GWSI,-109.66809925894867,32.82659397181727,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324923109402101,324923109402101,Unspecified,,GWSI,-109.67233992642305,32.82295902078037,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324926109403801,324926109403801,Unspecified,,GWSI,-109.67872029116715,32.82477634521375,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324926109405201,324926109405201,Unspecified,,GWSI,-109.68084499100584,32.824780717277726,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324932109421201,324932109421201,Unspecified,,GWSI,-109.7042896868627,32.82672131508141,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324937109421901,324937109421901,Unspecified,,GWSI,-109.70641859131193,32.826734316671164,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324939109422301,324939109422301,Unspecified,,GWSI,-109.70639017272153,32.82854697704661,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324951109430601,324951109430601,Unspecified,,GWSI,-109.71913466850322,32.83043689382456,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_324954109441901,324954109441901,Unspecified,,GWSI,-109.73820881493702,32.83231733886299,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_352917113464101,352917113464101,Unspecified,,GWSI,-109.7467179402339,32.84131432202278,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325035109444701,325035109444701,Unspecified,,GWSI,-109.74671621935208,32.843109227219934,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325041109450901,325041109450901,Unspecified,,GWSI,-109.75310833086024,32.84491389231535,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325558109513101,325558109513101,Unspecified,,GWSI,-109.85944859665312,32.93368201240098,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325559109513301,325559109513301,Unspecified,,GWSI,-109.85944859665312,32.93368201240098,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325624109515001,325624109515001,Unspecified,,GWSI,-109.86361943105524,32.94083658596688,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325634109530601,325634109530601,Unspecified,,GWSI,-109.88552567337948,32.942612366204365,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325529109502401,325529109502401,Unspecified,,GWSI,-109.84017227704001,32.924674273362776,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325533109503101,325533109503101,Unspecified,,GWSI,-109.8423112559179,32.9264800120227,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325544109504001,325544109504001,Unspecified,,GWSI,-109.84444409742427,32.93008058308355,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325553109505001,325553109505001,Unspecified,,GWSI,-109.8465865004306,32.931886281497746,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325547109511901,325547109511901,Unspecified,,GWSI,-109.85519808331908,32.93010740697054,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325034109445001,325034109445001,Unspecified,,GWSI,-109.74671621935208,32.843109227219934,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325033109444701,325033109444701,Unspecified,,GWSI,-109.74671621935208,32.843109227219934,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325045109445301,325045109445301,Unspecified,,GWSI,-109.74885607490646,32.84671146645389,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331337112240601,331337112240601,Unspecified,,GWSI,-112.40201411422547,33.22602973567233,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331337112260401,331337112260401,Unspecified,,GWSI,-112.43312258765044,33.22698295769169,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_331311112252901,331311112252901,Unspecified,,INDEX,-112.42559261469155,33.21878108963021,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343111112563301,343111112563301,Unspecified,,GWSI,-112.94323208867966,34.52231305117311,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343134112585501,343134112585501,Unspecified,,GWSI,-112.98273910468116,34.52606879739586,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_343026112550401,343026112550401,Unspecified,,GWSI,-112.91929677721497,34.50773353165249,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332436112151801,332436112151801,Unspecified,,INDEX,-112.25630117774662,33.409203339355784,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_344535111545601,344535111545601,Unspecified,,GWSI,-111.91567041869962,34.760132500519795,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_332436112151701,332436112151701,Unspecified,,GWSI,-112.25630117774662,33.409203339355784,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325744109560701,325744109560701,Unspecified,,GWSI,-109.9351352549354,32.962717235337045,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325650109550201,325650109550201,Unspecified,,GWSI,-109.91796340011489,32.948156043937864,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325704109551501,325704109551501,Unspecified,,GWSI,-109.92225807847754,32.95181010441043,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325717109552101,325717109552101,Unspecified,,GWSI,-109.92227183829932,32.95543617820116,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325723109553201,325723109553201,Unspecified,,GWSI,-109.9265569761298,32.95726801364276,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325700109551001,325700109551001,Unspecified,,GWSI,-109.92011277966375,32.94998761989635,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325620109500501,325620109500501,Unspecified,,GWSI,-109.83580206268164,32.93718907578694,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325609109500501,325609109500501,Unspecified,,GWSI,-109.83580181330893,32.93541219193411,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325559109500501,325559109500501,Unspecified,,GWSI,-109.83580061152911,32.93362627901588,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325551109500501,325551109500501,Unspecified,,GWSI,-109.83582933598684,32.93004572199736,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_323638114455601,323638114455601,Unspecified,,GWSI,-114.76668566838492,32.61006554753091,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312534110550301,312534110550301,Unspecified,,GWSI,-110.91879782357036,31.426948749640044,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312523110542801,312523110542801,Unspecified,,INDEX,-110.90816484856566,31.425200204829192,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312458110541201,312458110541201,Unspecified,,GWSI,-110.90821085367243,31.41793702219844,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312524110542601,312524110542601,Unspecified,,GWSI,-110.90817820732445,31.423368621682517,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_312509110541501,312509110541501,Unspecified,,GWSI,-110.9060848140462,31.419776098833786,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_330227110531201,330227110531201,Unspecified,,GWSI,-110.88785693089629,33.04178648113243,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_330229110530801,330229110530801,Unspecified,,GWSI,-110.88783625892316,33.04542164672796,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_320758110570101,320758110570101,Unspecified,,GWSI,-110.94770433088766,32.13043703070916,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325347109480701,325347109480701,Unspecified,,GWSI,-109.80430190129997,32.89771008199624,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325348109484001,325348109484001,Unspecified,,GWSI,-109.81072504502372,32.89773526734643,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325405109484701,325405109484701,Unspecified,,GWSI,-109.81286745687103,32.901354498036284,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325412109485600,325412109485600,Unspecified,,GWSI,-109.81500306217724,32.9031696837575,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325412109492501,325412109492501,Unspecified,,GWSI,-109.82340705177971,32.90317690418083,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325413109491101,325413109491101,Unspecified,,GWSI,-109.8192473977537,32.90497770969671,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
AZ_325426109493301,325426109493301,Unspecified,,GWSI,-109.82548246158758,32.9085180617451,,,,Unspecified,,,EPSG:4326,,,,,,AZ,,,
