VariableSpecificUUID,AggregationInterval,AggregationIntervalUnitCV,AggregationStatisticCV,AmountUnitCV,MaximumAmountUnitCV,ReportYearStartMonth,ReportYearTypeCV,VariableCV,VariableSpecificCV
UDWR_Site Specific Withdrawal,1,Year,Cumulative,AF,AF,1,CalendarYear,Withdrawal,Site Specific
