"Year","CategoryC","CategoryD","HR","CategoryA","KAcreFt"
2013,"Inter-basin Water Transfers - Instream Flow Requirements","SPL19D","San Francisco Bay","Instream Flow Requirements",0
2013,"Local Supplies - Instream Flow Requirements","SPL1D","San Francisco Bay","Instream Flow Requirements",12.9
2013,"Return Flow from Other DAUCO within PA - Instream Flow Requirements","SPL2A4","San Francisco Bay","Instream Flow Requirements",0
2013,"Return Flow from Other PA - Instream Flow Requirements","SPL2B4","San Francisco Bay","Instream Flow Requirements",0
2013,"Return Flow from Other Region - Instream Flow Requirements","SPL2C4","San Francisco Bay","Instream Flow Requirements",0
2013,"Local Imports - Instream Flow Requirements","SPL3D","San Francisco Bay","Instream Flow Requirements",0
2013,"Groundwater Extraction - Unadjudicated - Instream Flow Requirements","SPL4D","San Francisco Bay","Instream Flow Requirements",0
2013,"Groundwater Extraction - Adjudicated - Instream Flow Requirements","SPL5D","San Francisco Bay","Instream Flow Requirements",0
2013,"Groundwater Extraction - Banked - Instream Flow Requirements","SPL6D","San Francisco Bay","Instream Flow Requirements",0
2013,"Colorado River Deliveries - Managed Wetlands","SPL11B","San Francisco Bay","Managed Wetlands",0
2013,"State Water Project Deliveries - Managed Wetlands","SPL12B","San Francisco Bay","Managed Wetlands",0
2013,"Central Valley Project - Base Deliveries - Managed Wetlands","SPL13B","San Francisco Bay","Managed Wetlands",0
2013,"Central Valley Project - Project Deliveries - Managed Wetlands","SPL14B","San Francisco Bay","Managed Wetlands",0
2013,"Other Federal Deliveries - Managed Wetlands","SPL15B","San Francisco Bay","Managed Wetlands",0
2013,"Ocean Desalination - Managed Wetlands","SPL16B","San Francisco Bay","Managed Wetlands",0
2013,"Water from Refineries - Managed Wetlands","SPL17B","San Francisco Bay","Managed Wetlands",0
2013,"Water Transfers - Regional - Managed Wetlands","SPL18B","San Francisco Bay","Managed Wetlands",0
2013,"Inter-basin Water Transfers - Managed Wetlands","SPL19B","San Francisco Bay","Managed Wetlands",0
2013,"Local Supplies - Managed Wetlands","SPL1B","San Francisco Bay","Managed Wetlands",55
2013,"Return Flow from Other DAUCO within PA - Managed Wetlands","SPL2A2","San Francisco Bay","Managed Wetlands",0
2013,"Return Flow from Other PA - Managed Wetlands","SPL2B2","San Francisco Bay","Managed Wetlands",0
2013,"Return Flow from Other Region - Managed Wetlands","SPL2C2","San Francisco Bay","Managed Wetlands",0
2013,"Return Flow to Carryover Storage within DAU from Previous WY - Managed Wetlands","SPL2D2","San Francisco Bay","Managed Wetlands",0
2013,"Local Imports - Managed Wetlands","SPL3B","San Francisco Bay","Managed Wetlands",0
2013,"Groundwater Extraction - Unadjudicated - Managed Wetlands","SPL4B","San Francisco Bay","Managed Wetlands",0
2013,"Groundwater Extraction - Adjudicated - Managed Wetlands","SPL5B","San Francisco Bay","Managed Wetlands",0
2013,"Groundwater Extraction - Banked - Managed Wetlands","SPL6B","San Francisco Bay","Managed Wetlands",0
2013,"Desalination - Required Delta Outflow","SPL10D","San Francisco Bay","Required Delta Outflow",0
2013,"Colorado River Deliveries - Required Delta Outflow","SPL11F","San Francisco Bay","Required Delta Outflow",0
2013,"State Water Project Deliveries - Required Delta Outflow","SPL12F","San Francisco Bay","Required Delta Outflow",0
2013,"Central Valley Project - Base Deliveries - Required Delta Outflow","SPL13F","San Francisco Bay","Required Delta Outflow",0
2013,"Central Valley Project - Project Deliveries - Required Delta Outflow","SPL14F","San Francisco Bay","Required Delta Outflow",0
2013,"Other Federal Deliveries - Required Delta Outflow","SPL15F","San Francisco Bay","Required Delta Outflow",0
2013,"Ocean Desalination - Required Delta Outflow","SPL16F","San Francisco Bay","Required Delta Outflow",0
2013,"Water from Refineries - Required Delta Outflow","SPL17F","San Francisco Bay","Required Delta Outflow",0
2013,"Water Transfers - Regional - Required Delta Outflow","SPL18F","San Francisco Bay","Required Delta Outflow",0
2013,"Inter-basin Water Transfers - Required Delta Outflow","SPL19F","San Francisco Bay","Required Delta Outflow",0
2013,"Local Supplies - Required Delta Outflow","SPL1F","San Francisco Bay","Required Delta Outflow",0
2013,"Return Flow from Other DAUCO within PA - Required Delta Outflow","SPL2A6","San Francisco Bay","Required Delta Outflow",0
2013,"Return Flow from Other PA - Required Delta Outflow","SPL2B6","San Francisco Bay","Required Delta Outflow",0
2013,"Return Flow from Other Region - Required Delta Outflow","SPL2C6","San Francisco Bay","Required Delta Outflow",0
2013,"Local Imports - Required Delta Outflow","SPL3F","San Francisco Bay","Required Delta Outflow",0
2013,"Groundwater Extraction - Unadjudicated - Required Delta Outflow","SPL4F","San Francisco Bay","Required Delta Outflow",0
2013,"Groundwater Extraction - Adjudicated - Required Delta Outflow","SPL5F","San Francisco Bay","Required Delta Outflow",0
2013,"Groundwater Extraction - Banked - Required Delta Outflow","SPL6F","San Francisco Bay","Required Delta Outflow",0
2013,"Desalination - Urban","SPL10A","San Francisco Bay","Urban",0
2013,"Colorado River Deliveries - Urban","SPL11C","San Francisco Bay","Urban",0
2013,"State Water Project Deliveries - Urban","SPL12C","San Francisco Bay","Urban",71
2013,"Central Valley Project - Base Deliveries - Urban","SPL13C","San Francisco Bay","Urban",39.9
2013,"Central Valley Project - Project Deliveries - Urban","SPL14C","San Francisco Bay","Urban",96.4
2013,"Other Federal Deliveries - Urban","SPL15C","San Francisco Bay","Urban",9.9
2013,"Ocean Desalination - Urban","SPL16C","San Francisco Bay","Urban",0
2013,"Water from Refineries - Urban","SPL17C","San Francisco Bay","Urban",0
2013,"Water Transfers - Regional - Urban","SPL18C","San Francisco Bay","Urban",0
2013,"Inter-basin Water Transfers - Urban","SPL19C","San Francisco Bay","Urban",0
2013,"Local Supplies - Urban","SPL1C","San Francisco Bay","Urban",209.2
2013,"Return Flow from Other DAUCO within PA - Urban","SPL2A3","San Francisco Bay","Urban",38.3
2013,"Return Flow from Other PA - Urban","SPL2B3","San Francisco Bay","Urban",0
2013,"Return Flow from Other Region - Urban","SPL2C3","San Francisco Bay","Urban",0
2013,"Return Flow to Carryover Storage within DAU from Previous WY - Urban","SPL2D3","San Francisco Bay","Urban",0
2013,"Local Imports - Urban","SPL3C","San Francisco Bay","Urban",544.5
2013,"Groundwater Extraction - Unadjudicated - Urban","SPL4C","San Francisco Bay","Urban",157.1
2013,"Groundwater Extraction - Adjudicated - Urban","SPL5C","San Francisco Bay","Urban",0
2013,"Groundwater Extraction - Banked - Urban","SPL6C","San Francisco Bay","Urban",0
2013,"Total Developed Supply (TDS)","SPL23","San Francisco Bay","Water Supplies",1318.1
2013,"Total Return Flow and Reuse (TRFR)","SPL24","San Francisco Bay","Water Supplies",95.7
2013,"Total Supply and Retuse (TSR)","SPL25","San Francisco Bay","Water Supplies",1413.8
2013,"Total Reuse of Deep Percolation (TRDP)","SPL26","San Francisco Bay","Water Supplies",346.7
2013,"Total Net Supply (TNS)","SPL27","San Francisco Bay","Water Supplies",971.4
2013,"Total Reuse (TR)","SPL28","San Francisco Bay","Water Supplies",442.4
2013,"Desalination - Wild and Scenic Flows","SPL10C","San Francisco Bay","Wild and Scenic Rivers",0
2013,"Colorado River Deliveries - Wild and Scenic Flows","SPL11E","San Francisco Bay","Wild and Scenic Rivers",0
2013,"State Water Project Deliveries - Wild and Scenic Flows","SPL12E","San Francisco Bay","Wild and Scenic Rivers",0
2013,"Central Valley Project - Base Deliveries - Wild and Scenic Flows","SPL13E","San Francisco Bay","Wild and Scenic Rivers",0
2013,"Central Valley Project - Project Deliveries - Wild and Scenic Flows","SPL14E","San Francisco Bay","Wild and Scenic Rivers",0
2013,"Other Federal Deliveries - Wild and Scenic Flows","SPL15E","San Francisco Bay","Wild and Scenic Rivers",0
2013,"Ocean Desalination - Wild and Scenic Flows","SPL16E","San Francisco Bay","Wild and Scenic Rivers",0
2013,"Water from Refineries - Wild and Scenic Flows","SPL17E","San Francisco Bay","Wild and Scenic Rivers",0
2013,"Water Transfers - Regional - Wild and Scenic Flows","SPL18E","San Francisco Bay","Wild and Scenic Rivers",0
2013,"Inter-basin Water Transfers - Wild and Scenic Flows","SPL19E","San Francisco Bay","Wild and Scenic Rivers",0
2013,"Local Supplies - Wild and Scenic Flows","SPL1E","San Francisco Bay","Wild and Scenic Rivers",0
2013,"Return Flow from Other DAUCO within PA - Wild and Scenic Flows","SPL2A5","San Francisco Bay","Wild and Scenic Rivers",0
2013,"Return Flow from Other PA - Wild and Scenic Flows","SPL2B5","San Francisco Bay","Wild and Scenic Rivers",0
2013,"Return Flow from Other Region - Wild and Scenic Flows","SPL2C5","San Francisco Bay","Wild and Scenic Rivers",0
2013,"Local Imports - Wild and Scenic Flows","SPL3E","San Francisco Bay","Wild and Scenic Rivers",0
2013,"Groundwater Extraction - Unadjudicated - Wild and Scenic Flows","SPL4E","San Francisco Bay","Wild and Scenic Rivers",0
2013,"Groundwater Extraction - Adjudicated - Wild and Scenic Flows","SPL5E","San Francisco Bay","Wild and Scenic Rivers",0
2013,"Groundwater Extraction - Banked - Wild and Scenic Flows","SPL6E","San Francisco Bay","Wild and Scenic Rivers",0
2013,"Colorado River Deliveries - Agriculture","SPL11A","San Joaquin River","Agriculture",0
2013,"State Water Project Deliveries - Agriculture","SPL12A","San Joaquin River","Agriculture",42.6
2013,"Central Valley Project - Base Deliveries - Agriculture","SPL13A","San Joaquin River","Agriculture",4
2013,"Central Valley Project - Project Deliveries - Agriculture","SPL14A","San Joaquin River","Agriculture",1071.1
2013,"Other Federal Deliveries - Agriculture","SPL15A","San Joaquin River","Agriculture",60.9
2013,"Ocean Desalination - Agriculture","SPL16A","San Joaquin River","Agriculture",0
2013,"Water from Refineries - Agriculture","SPL17A","San Joaquin River","Agriculture",0
2013,"Water Transfers - Regional - Agriculture","SPL18A","San Joaquin River","Agriculture",0
2013,"Inter-basin Water Transfers - Agriculture","SPL19A","San Joaquin River","Agriculture",0
2013,"Local Supplies - Agriculture","SPL1A","San Joaquin River","Agriculture",1721
2013,"Return Flow from Other DAUCO within PA - Agriculture","SPL2A1","San Joaquin River","Agriculture",4.8
2013,"Return Flow from Other PA - Agriculture","SPL2B1","San Joaquin River","Agriculture",1136.9
2013,"Return Flow from Other Region - Agriculture","SPL2C1","San Joaquin River","Agriculture",3.7
2013,"Return Flow to Carryover Storage within DAU from Previous WY - Agriculture","SPL2D1","San Joaquin River","Agriculture",0
2013,"Local Imports - Agriculture","SPL3A","San Joaquin River","Agriculture",0
2013,"Groundwater Extraction - Unadjudicated - Agriculture","SPL4A","San Joaquin River","Agriculture",3300
2013,"Groundwater Extraction - Adjudicated - Agriculture","SPL5A","San Joaquin River","Agriculture",0
2013,"Groundwater Extraction - Banked - Agriculture","SPL6A","San Joaquin River","Agriculture",0
2013,"Desalination - Instream Flow Requirements","SPL10B","San Joaquin River","Instream Flow Requirements",0
2013,"Colorado River Deliveries - Instream Flow Requirements","SPL11D","San Joaquin River","Instream Flow Requirements",0
2013,"State Water Project Deliveries - Instream Flow Requirements","SPL12D","San Joaquin River","Instream Flow Requirements",0
2013,"Central Valley Project - Base Deliveries - Instream Flow Requirements","SPL13D","San Joaquin River","Instream Flow Requirements",0
2013,"Central Valley Project - Project Deliveries - Instream Flow Requirements","SPL14D","San Joaquin River","Instream Flow Requirements",0
2013,"Other Federal Deliveries - Instream Flow Requirements","SPL15D","San Joaquin River","Instream Flow Requirements",0
2013,"Ocean Desalination - Instream Flow Requirements","SPL16D","San Joaquin River","Instream Flow Requirements",0
2013,"Water from Refineries - Instream Flow Requirements","SPL17D","San Joaquin River","Instream Flow Requirements",0
2013,"Water Transfers - Regional - Instream Flow Requirements","SPL18D","San Joaquin River","Instream Flow Requirements",0
2013,"Inter-basin Water Transfers - Instream Flow Requirements","SPL19D","San Joaquin River","Instream Flow Requirements",0
2013,"Local Supplies - Instream Flow Requirements","SPL1D","San Joaquin River","Instream Flow Requirements",167.3
2013,"Return Flow from Other DAUCO within PA - Instream Flow Requirements","SPL2A4","San Joaquin River","Instream Flow Requirements",0
2013,"Return Flow from Other PA - Instream Flow Requirements","SPL2B4","San Joaquin River","Instream Flow Requirements",0
2013,"Return Flow from Other Region - Instream Flow Requirements","SPL2C4","San Joaquin River","Instream Flow Requirements",0
2013,"Local Imports - Instream Flow Requirements","SPL3D","San Joaquin River","Instream Flow Requirements",0
2013,"Groundwater Extraction - Unadjudicated - Instream Flow Requirements","SPL4D","San Joaquin River","Instream Flow Requirements",0
2013,"Groundwater Extraction - Adjudicated - Instream Flow Requirements","SPL5D","San Joaquin River","Instream Flow Requirements",0
2013,"Groundwater Extraction - Banked - Instream Flow Requirements","SPL6D","San Joaquin River","Instream Flow Requirements",0
2013,"Colorado River Deliveries - Managed Wetlands","SPL11B","San Joaquin River","Managed Wetlands",0
2013,"State Water Project Deliveries - Managed Wetlands","SPL12B","San Joaquin River","Managed Wetlands",1
2013,"Central Valley Project - Base Deliveries - Managed Wetlands","SPL13B","San Joaquin River","Managed Wetlands",0
2013,"Central Valley Project - Project Deliveries - Managed Wetlands","SPL14B","San Joaquin River","Managed Wetlands",259.9
2013,"Other Federal Deliveries - Managed Wetlands","SPL15B","San Joaquin River","Managed Wetlands",0
2013,"Ocean Desalination - Managed Wetlands","SPL16B","San Joaquin River","Managed Wetlands",0
2013,"Water from Refineries - Managed Wetlands","SPL17B","San Joaquin River","Managed Wetlands",0
2013,"Water Transfers - Regional - Managed Wetlands","SPL18B","San Joaquin River","Managed Wetlands",0
2013,"Inter-basin Water Transfers - Managed Wetlands","SPL19B","San Joaquin River","Managed Wetlands",0
2013,"Local Supplies - Managed Wetlands","SPL1B","San Joaquin River","Managed Wetlands",50
2013,"Return Flow from Other DAUCO within PA - Managed Wetlands","SPL2A2","San Joaquin River","Managed Wetlands",0
2013,"Return Flow from Other PA - Managed Wetlands","SPL2B2","San Joaquin River","Managed Wetlands",0
2013,"Return Flow from Other Region - Managed Wetlands","SPL2C2","San Joaquin River","Managed Wetlands",0
2013,"Return Flow to Carryover Storage within DAU from Previous WY - Managed Wetlands","SPL2D2","San Joaquin River","Managed Wetlands",0
2013,"Local Imports - Managed Wetlands","SPL3B","San Joaquin River","Managed Wetlands",0
2013,"Groundwater Extraction - Unadjudicated - Managed Wetlands","SPL4B","San Joaquin River","Managed Wetlands",222.5
2013,"Groundwater Extraction - Adjudicated - Managed Wetlands","SPL5B","San Joaquin River","Managed Wetlands",0
2013,"Groundwater Extraction - Banked - Managed Wetlands","SPL6B","San Joaquin River","Managed Wetlands",0
2013,"Desalination - Required Delta Outflow","SPL10D","San Joaquin River","Required Delta Outflow",0
2013,"Colorado River Deliveries - Required Delta Outflow","SPL11F","San Joaquin River","Required Delta Outflow",0
2013,"State Water Project Deliveries - Required Delta Outflow","SPL12F","San Joaquin River","Required Delta Outflow",0
2013,"Central Valley Project - Base Deliveries - Required Delta Outflow","SPL13F","San Joaquin River","Required Delta Outflow",0
2013,"Central Valley Project - Project Deliveries - Required Delta Outflow","SPL14F","San Joaquin River","Required Delta Outflow",0
2013,"Other Federal Deliveries - Required Delta Outflow","SPL15F","San Joaquin River","Required Delta Outflow",0
2013,"Ocean Desalination - Required Delta Outflow","SPL16F","San Joaquin River","Required Delta Outflow",0
2013,"Water from Refineries - Required Delta Outflow","SPL17F","San Joaquin River","Required Delta Outflow",0
2013,"Water Transfers - Regional - Required Delta Outflow","SPL18F","San Joaquin River","Required Delta Outflow",0
2013,"Inter-basin Water Transfers - Required Delta Outflow","SPL19F","San Joaquin River","Required Delta Outflow",0
2013,"Local Supplies - Required Delta Outflow","SPL1F","San Joaquin River","Required Delta Outflow",0
2013,"Return Flow from Other DAUCO within PA - Required Delta Outflow","SPL2A6","San Joaquin River","Required Delta Outflow",0
2013,"Return Flow from Other PA - Required Delta Outflow","SPL2B6","San Joaquin River","Required Delta Outflow",0
2013,"Return Flow from Other Region - Required Delta Outflow","SPL2C6","San Joaquin River","Required Delta Outflow",0
2013,"Local Imports - Required Delta Outflow","SPL3F","San Joaquin River","Required Delta Outflow",0
2013,"Groundwater Extraction - Unadjudicated - Required Delta Outflow","SPL4F","San Joaquin River","Required Delta Outflow",0
2013,"Groundwater Extraction - Adjudicated - Required Delta Outflow","SPL5F","San Joaquin River","Required Delta Outflow",0
2013,"Groundwater Extraction - Banked - Required Delta Outflow","SPL6F","San Joaquin River","Required Delta Outflow",0
2013,"Desalination - Urban","SPL10A","San Joaquin River","Urban",0
2013,"Colorado River Deliveries - Urban","SPL11C","San Joaquin River","Urban",0
2013,"State Water Project Deliveries - Urban","SPL12C","San Joaquin River","Urban",1.6
2013,"Central Valley Project - Base Deliveries - Urban","SPL13C","San Joaquin River","Urban",2.1
2013,"Central Valley Project - Project Deliveries - Urban","SPL14C","San Joaquin River","Urban",55.7
2013,"Other Federal Deliveries - Urban","SPL15C","San Joaquin River","Urban",11.7
2013,"Ocean Desalination - Urban","SPL16C","San Joaquin River","Urban",0
2013,"Water from Refineries - Urban","SPL17C","San Joaquin River","Urban",0
2013,"Water Transfers - Regional - Urban","SPL18C","San Joaquin River","Urban",0
2013,"Inter-basin Water Transfers - Urban","SPL19C","San Joaquin River","Urban",0
2013,"Local Supplies - Urban","SPL1C","San Joaquin River","Urban",222
2013,"Return Flow from Other DAUCO within PA - Urban","SPL2A3","San Joaquin River","Urban",0
2013,"Return Flow from Other PA - Urban","SPL2B3","San Joaquin River","Urban",0.1
2013,"Return Flow from Other Region - Urban","SPL2C3","San Joaquin River","Urban",0
2013,"Return Flow to Carryover Storage within DAU from Previous WY - Urban","SPL2D3","San Joaquin River","Urban",0
2013,"Local Imports - Urban","SPL3C","San Joaquin River","Urban",0
2013,"Groundwater Extraction - Unadjudicated - Urban","SPL4C","San Joaquin River","Urban",332.2
2013,"Groundwater Extraction - Adjudicated - Urban","SPL5C","San Joaquin River","Urban",0
2013,"Groundwater Extraction - Banked - Urban","SPL6C","San Joaquin River","Urban",0
2013,"Total Developed Supply (TDS)","SPL23","San Joaquin River","Water Supplies",8214.2
2013,"Total Return Flow and Reuse (TRFR)","SPL24","San Joaquin River","Water Supplies",2065.2
2013,"Total Supply and Retuse (TSR)","SPL25","San Joaquin River","Water Supplies",10279.4
2013,"Total Reuse of Deep Percolation (TRDP)","SPL26","San Joaquin River","Water Supplies",685
2013,"Total Net Supply (TNS)","SPL27","San Joaquin River","Water Supplies",7529.2
2013,"Total Reuse (TR)","SPL28","San Joaquin River","Water Supplies",2750.2
2013,"Desalination - Wild and Scenic Flows","SPL10C","San Joaquin River","Wild and Scenic Rivers",0
2013,"Colorado River Deliveries - Wild and Scenic Flows","SPL11E","San Joaquin River","Wild and Scenic Rivers",0
2013,"State Water Project Deliveries - Wild and Scenic Flows","SPL12E","San Joaquin River","Wild and Scenic Rivers",0
2013,"Central Valley Project - Base Deliveries - Wild and Scenic Flows","SPL13E","San Joaquin River","Wild and Scenic Rivers",0
2013,"Central Valley Project - Project Deliveries - Wild and Scenic Flows","SPL14E","San Joaquin River","Wild and Scenic Rivers",0
2013,"Other Federal Deliveries - Wild and Scenic Flows","SPL15E","San Joaquin River","Wild and Scenic Rivers",0
2013,"Ocean Desalination - Wild and Scenic Flows","SPL16E","San Joaquin River","Wild and Scenic Rivers",0
2013,"Water from Refineries - Wild and Scenic Flows","SPL17E","San Joaquin River","Wild and Scenic Rivers",0
2013,"Water Transfers - Regional - Wild and Scenic Flows","SPL18E","San Joaquin River","Wild and Scenic Rivers",0
2013,"Inter-basin Water Transfers - Wild and Scenic Flows","SPL19E","San Joaquin River","Wild and Scenic Rivers",0
2013,"Local Supplies - Wild and Scenic Flows","SPL1E","San Joaquin River","Wild and Scenic Rivers",684.9
2013,"Return Flow from Other DAUCO within PA - Wild and Scenic Flows","SPL2A5","San Joaquin River","Wild and Scenic Rivers",0
2013,"Return Flow from Other PA - Wild and Scenic Flows","SPL2B5","San Joaquin River","Wild and Scenic Rivers",0
2013,"Return Flow from Other Region - Wild and Scenic Flows","SPL2C5","San Joaquin River","Wild and Scenic Rivers",0
2013,"Local Imports - Wild and Scenic Flows","SPL3E","San Joaquin River","Wild and Scenic Rivers",0
2013,"Groundwater Extraction - Unadjudicated - Wild and Scenic Flows","SPL4E","San Joaquin River","Wild and Scenic Rivers",0
2013,"Groundwater Extraction - Adjudicated - Wild and Scenic Flows","SPL5E","San Joaquin River","Wild and Scenic Rivers",0
2013,"Groundwater Extraction - Banked - Wild and Scenic Flows","SPL6E","San Joaquin River","Wild and Scenic Rivers",0
2013,"Colorado River Deliveries - Agriculture","SPL11A","South Coast","Agriculture",195.7
2013,"State Water Project Deliveries - Agriculture","SPL12A","South Coast","Agriculture",108.3
2013,"Central Valley Project - Base Deliveries - Agriculture","SPL13A","South Coast","Agriculture",0
2013,"Central Valley Project - Project Deliveries - Agriculture","SPL14A","South Coast","Agriculture",0
2013,"Other Federal Deliveries - Agriculture","SPL15A","South Coast","Agriculture",0
2013,"Ocean Desalination - Agriculture","SPL16A","South Coast","Agriculture",0
2013,"Water from Refineries - Agriculture","SPL17A","South Coast","Agriculture",0
2013,"Water Transfers - Regional - Agriculture","SPL18A","South Coast","Agriculture",0
2013,"Inter-basin Water Transfers - Agriculture","SPL19A","South Coast","Agriculture",0
2013,"Local Supplies - Agriculture","SPL1A","South Coast","Agriculture",25.4
2013,"Return Flow from Other DAUCO within PA - Agriculture","SPL2A1","South Coast","Agriculture",10.2
2013,"Return Flow from Other PA - Agriculture","SPL2B1","South Coast","Agriculture",0
2013,"Return Flow from Other Region - Agriculture","SPL2C1","South Coast","Agriculture",0
2013,"Return Flow to Carryover Storage within DAU from Previous WY - Agriculture","SPL2D1","South Coast","Agriculture",0
2013,"Local Imports - Agriculture","SPL3A","South Coast","Agriculture",2.6
2013,"Groundwater Extraction - Unadjudicated - Agriculture","SPL4A","South Coast","Agriculture",530.3
2013,"Groundwater Extraction - Adjudicated - Agriculture","SPL5A","South Coast","Agriculture",112.4
2013,"Groundwater Extraction - Banked - Agriculture","SPL6A","South Coast","Agriculture",0
2013,"Desalination - Instream Flow Requirements","SPL10B","South Coast","Instream Flow Requirements",0
2013,"Colorado River Deliveries - Instream Flow Requirements","SPL11D","South Coast","Instream Flow Requirements",0
2013,"State Water Project Deliveries - Instream Flow Requirements","SPL12D","South Coast","Instream Flow Requirements",0
2013,"Central Valley Project - Base Deliveries - Instream Flow Requirements","SPL13D","South Coast","Instream Flow Requirements",0
2013,"Central Valley Project - Project Deliveries - Instream Flow Requirements","SPL14D","South Coast","Instream Flow Requirements",0
2013,"Other Federal Deliveries - Instream Flow Requirements","SPL15D","South Coast","Instream Flow Requirements",0
2013,"Ocean Desalination - Instream Flow Requirements","SPL16D","South Coast","Instream Flow Requirements",0
2013,"Water from Refineries - Instream Flow Requirements","SPL17D","South Coast","Instream Flow Requirements",0
2013,"Water Transfers - Regional - Instream Flow Requirements","SPL18D","South Coast","Instream Flow Requirements",0
2013,"Inter-basin Water Transfers - Instream Flow Requirements","SPL19D","South Coast","Instream Flow Requirements",0
2013,"Local Supplies - Instream Flow Requirements","SPL1D","South Coast","Instream Flow Requirements",0
2013,"Return Flow from Other DAUCO within PA - Instream Flow Requirements","SPL2A4","South Coast","Instream Flow Requirements",0
2013,"Return Flow from Other PA - Instream Flow Requirements","SPL2B4","South Coast","Instream Flow Requirements",0
2013,"Return Flow from Other Region - Instream Flow Requirements","SPL2C4","South Coast","Instream Flow Requirements",0
2013,"Local Imports - Instream Flow Requirements","SPL3D","South Coast","Instream Flow Requirements",0
2013,"Groundwater Extraction - Unadjudicated - Instream Flow Requirements","SPL4D","South Coast","Instream Flow Requirements",0
2013,"Groundwater Extraction - Adjudicated - Instream Flow Requirements","SPL5D","South Coast","Instream Flow Requirements",0
2013,"Groundwater Extraction - Banked - Instream Flow Requirements","SPL6D","South Coast","Instream Flow Requirements",0
2013,"Colorado River Deliveries - Managed Wetlands","SPL11B","South Coast","Managed Wetlands",2.8
2013,"State Water Project Deliveries - Managed Wetlands","SPL12B","South Coast","Managed Wetlands",3.1
2013,"Central Valley Project - Base Deliveries - Managed Wetlands","SPL13B","South Coast","Managed Wetlands",0
2013,"Central Valley Project - Project Deliveries - Managed Wetlands","SPL14B","South Coast","Managed Wetlands",0
2013,"Other Federal Deliveries - Managed Wetlands","SPL15B","South Coast","Managed Wetlands",0
2013,"Ocean Desalination - Managed Wetlands","SPL16B","South Coast","Managed Wetlands",0
2013,"Water from Refineries - Managed Wetlands","SPL17B","South Coast","Managed Wetlands",0
2013,"Water Transfers - Regional - Managed Wetlands","SPL18B","South Coast","Managed Wetlands",0
2013,"Inter-basin Water Transfers - Managed Wetlands","SPL19B","South Coast","Managed Wetlands",0
2013,"Local Supplies - Managed Wetlands","SPL1B","South Coast","Managed Wetlands",0
2013,"Return Flow from Other DAUCO within PA - Managed Wetlands","SPL2A2","South Coast","Managed Wetlands",0
2013,"Return Flow from Other PA - Managed Wetlands","SPL2B2","South Coast","Managed Wetlands",0
2013,"Return Flow from Other Region - Managed Wetlands","SPL2C2","South Coast","Managed Wetlands",0
2013,"Return Flow to Carryover Storage within DAU from Previous WY - Managed Wetlands","SPL2D2","South Coast","Managed Wetlands",0
2013,"Local Imports - Managed Wetlands","SPL3B","South Coast","Managed Wetlands",25.6
2013,"Groundwater Extraction - Unadjudicated - Managed Wetlands","SPL4B","South Coast","Managed Wetlands",0.2
2013,"Groundwater Extraction - Adjudicated - Managed Wetlands","SPL5B","South Coast","Managed Wetlands",0
2013,"Groundwater Extraction - Banked - Managed Wetlands","SPL6B","South Coast","Managed Wetlands",0
2013,"Desalination - Required Delta Outflow","SPL10D","South Coast","Required Delta Outflow",0
2013,"Colorado River Deliveries - Required Delta Outflow","SPL11F","South Coast","Required Delta Outflow",0
2013,"State Water Project Deliveries - Required Delta Outflow","SPL12F","South Coast","Required Delta Outflow",0
2013,"Central Valley Project - Base Deliveries - Required Delta Outflow","SPL13F","South Coast","Required Delta Outflow",0
2013,"Central Valley Project - Project Deliveries - Required Delta Outflow","SPL14F","South Coast","Required Delta Outflow",0
2013,"Other Federal Deliveries - Required Delta Outflow","SPL15F","South Coast","Required Delta Outflow",0
2013,"Ocean Desalination - Required Delta Outflow","SPL16F","South Coast","Required Delta Outflow",0
2013,"Water from Refineries - Required Delta Outflow","SPL17F","South Coast","Required Delta Outflow",0
2013,"Water Transfers - Regional - Required Delta Outflow","SPL18F","South Coast","Required Delta Outflow",0
2013,"Inter-basin Water Transfers - Required Delta Outflow","SPL19F","South Coast","Required Delta Outflow",0
2013,"Local Supplies - Required Delta Outflow","SPL1F","South Coast","Required Delta Outflow",0
2013,"Return Flow from Other DAUCO within PA - Required Delta Outflow","SPL2A6","South Coast","Required Delta Outflow",0
2013,"Return Flow from Other PA - Required Delta Outflow","SPL2B6","South Coast","Required Delta Outflow",0
2013,"Return Flow from Other Region - Required Delta Outflow","SPL2C6","South Coast","Required Delta Outflow",0
2013,"Local Imports - Required Delta Outflow","SPL3F","South Coast","Required Delta Outflow",0
2013,"Groundwater Extraction - Unadjudicated - Required Delta Outflow","SPL4F","South Coast","Required Delta Outflow",0
2013,"Groundwater Extraction - Adjudicated - Required Delta Outflow","SPL5F","South Coast","Required Delta Outflow",0
2013,"Groundwater Extraction - Banked - Required Delta Outflow","SPL6F","South Coast","Required Delta Outflow",0
2013,"Desalination - Urban","SPL10A","South Coast","Urban",0
2013,"Colorado River Deliveries - Urban","SPL11C","South Coast","Urban",1108.4
2013,"State Water Project Deliveries - Urban","SPL12C","South Coast","Urban",952.5
2013,"Central Valley Project - Base Deliveries - Urban","SPL13C","South Coast","Urban",0
2013,"Central Valley Project - Project Deliveries - Urban","SPL14C","South Coast","Urban",0
2013,"Other Federal Deliveries - Urban","SPL15C","South Coast","Urban",0
2013,"Ocean Desalination - Urban","SPL16C","South Coast","Urban",0
