VariableSpecificUUID,AggregationInterval,AggregationIntervalUnitCV,AggregationStatisticCV,AmountUnitCV,MaximumAmountUnitCV,ReportYearStartMonth,ReportYearTypeCV,VariableCV,VariableSpecificCV
COag_V1,1,Year,Cumulative,AFY,AFY,1,CalendarYear,ReservoirStorage,ReservoirStorage_Monthly_Unspecified_Surface Water
COag_V2,1,Year,Cumulative,AFY,AFY,1,CalendarYear,ForecastedRunoff,ForecastedRunoff_Monthly_Unspecified_Surface Water
COag_V3,1,Year,Cumulative,AFY,AFY,1,CalendarYear,PrevMoStreamflow,PrevMoStreamflow_Monthly_Unspecified_Surface Water
