MethodUUID,ApplicableResourceTypeCV,DataConfidenceValue,DataCoverageValue,DataQualityValueCV,MethodDescription,MethodName,MethodNEMILink,MethodTypeCV
SD_Water Allocation,Surface Ground Water,,,,Water Rights,Water Rights,Unspecified,Water Use
