MethodUUID,ApplicableResourceTypeCV,DataConfidenceValue,DataCoverageValue,DataQualityValueCV,MethodDescription,MethodName,MethodNEMILink,MethodTypeCV
CSWRCB_Public Drinking Water,Surface Ground Storage,,,,Public drinking water records.,Site Specific,https://data.ca.gov/dataset/drinking-water-public-water-system-annually-reported-water-production-and-delivery-information,Modeled
