MethodUUID,MethodName,MethodDescription,MethodNEMILink,ApplicableResourceTypeCV,MethodTypeCV,DataCoverageValue,DataQualityValueCV,DataConfidenceValue
MTDNRC-Water Rights,Montana Water Rights,Water Rights,http://wrqs.dnrc.mt.gov/default.aspx,Surface Ground,Adjudicated,,,
