,WaDESiteUUID,SiteNativeID,SiteName,USGSSiteID,SiteTypeCV,Longitude,Latitude,SitePoint,SiteNativeURL,Geometry,CoordinateMethodCV,CoordinateAccuracy,GNISCodeCV,EPSGCodeCV,NHDNetworkStatusCV,NHDProductCV,NHDUpdateDate,NHDReachCode,NHDMeasureNumber,StateCV
1492,,1,Not Provided,,PIPELINE,,,,,,,,,,,,,,,
1493,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1494,,1,Not Provided,,DAM,,,,,,,,,,,,,,,
1495,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1496,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1497,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1498,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1499,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1500,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1501,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1502,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1503,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1504,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1505,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1506,,1,Not Provided,,PUMP,,,,,,,,,,,,,,,
1507,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1508,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1509,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1510,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1511,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1512,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1513,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1514,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1515,,1,Not Provided,,PIPELINE,,,,,,,,,,,,,,,
1516,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1517,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1518,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1519,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1520,,1,Not Provided,,PIPELINE,,,,,,,,,,,,,,,
1521,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1522,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1523,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1524,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1525,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1526,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1527,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1528,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1529,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1530,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1531,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1532,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1533,,1,Not Provided,,DEVELOPED SPRING,,,,,,,,,,,,,,,
1534,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1535,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1536,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1537,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1538,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1539,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1540,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1541,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1542,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1543,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1544,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1545,,1,Not Provided,,PIPELINE,,,,,,,,,,,,,,,
1546,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1547,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1548,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1549,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1550,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1551,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1552,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1553,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1554,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1555,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1556,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1557,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1558,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1559,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1560,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1561,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1562,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1563,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1564,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1565,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1566,,2,Not Provided,,WELL,,,,,,,,,,,,,,,
1567,,3,Not Provided,,WELL,,,,,,,,,,,,,,,
1568,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1569,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1570,,2,Not Provided,,WELL,,,,,,,,,,,,,,,
1571,,3,Not Provided,,WELL,,,,,,,,,,,,,,,
1572,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1573,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1574,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1575,,2,Not Provided,,WELL,,,,,,,,,,,,,,,
1576,,3,Not Provided,,WELL,,,,,,,,,,,,,,,
1577,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1578,,2,Not Provided,,WELL,,,,,,,,,,,,,,,
1579,,3,Not Provided,,WELL,,,,,,,,,,,,,,,
1580,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1581,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1582,,2,Not Provided,,WELL,,,,,,,,,,,,,,,
1583,,3,Not Provided,,WELL,,,,,,,,,,,,,,,
1584,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1585,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1586,,2,Not Provided,,WELL,,,,,,,,,,,,,,,
1587,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1588,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1589,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1590,,2,Not Provided,,WELL,,,,,,,,,,,,,,,
1591,,3,Not Provided,,WELL,,,,,,,,,,,,,,,
1592,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1593,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1594,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1595,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1596,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1597,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1598,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1599,,2,Not Provided,,WELL,,,,,,,,,,,,,,,
1600,,3,Not Provided,,WELL,,,,,,,,,,,,,,,
1601,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1602,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1603,,2,Not Provided,,WELL,,,,,,,,,,,,,,,
1604,,3,Not Provided,,WELL,,,,,,,,,,,,,,,
1605,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1606,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1607,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1608,,2,Not Provided,,WELL,,,,,,,,,,,,,,,
1609,,3,Not Provided,,WELL,,,,,,,,,,,,,,,
1610,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1611,,2,Not Provided,,WELL,,,,,,,,,,,,,,,
1612,,3,Not Provided,,WELL,,,,,,,,,,,,,,,
1613,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1614,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1615,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1616,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1617,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1618,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1619,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1620,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1621,,1,Not Provided,,FLOWING,,,,,,,,,,,,,,,
1622,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1623,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1624,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1625,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1626,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1627,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1628,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1629,,1,Not Provided,,SPRING BOX,,,,,,,,,,,,,,,
1630,,1,Not Provided,,SPRING BOX,,,,,,,,,,,,,,,
1631,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1632,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1633,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1634,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1635,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1636,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1637,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1638,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1639,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1640,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1641,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1642,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1643,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1644,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1645,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1646,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1647,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1648,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1649,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1650,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1651,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1652,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1653,,1,Not Provided,,DAM,,,,,,,,,,,,,,,
1654,,1,Not Provided,,DAM,,,,,,,,,,,,,,,
1655,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1656,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1657,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1658,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1659,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1660,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1661,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1662,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1663,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1664,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1665,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1666,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1667,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1668,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1669,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1670,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1671,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1672,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1673,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1674,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1675,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1676,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1677,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1678,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1679,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1680,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1681,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1682,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1683,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1684,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1685,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1686,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1687,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1688,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1689,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1690,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1691,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1692,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1693,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1694,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1695,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1696,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1697,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1698,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1699,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1700,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1701,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1702,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1703,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1704,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1705,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1706,,1,Not Provided,,DEVELOPED SPRING,,,,,,,,,,,,,,,
1707,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1708,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1709,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1710,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1711,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1712,,1,Not Provided,,PUMP,,,,,,,,,,,,,,,
1713,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1714,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1715,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1716,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1717,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1718,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1719,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1720,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1721,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1722,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1723,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1724,,1,Not Provided,,DEVELOPED SPRING,,,,,,,,,,,,,,,
1725,,1,Not Provided,,DEVELOPED SPRING,,,,,,,,,,,,,,,
1726,,1,Not Provided,,DEVELOPED SPRING,,,,,,,,,,,,,,,
1727,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1728,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1729,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1730,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1731,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1732,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1733,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1734,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1735,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1736,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1737,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1738,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1739,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1740,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1741,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1742,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1743,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1744,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1745,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1746,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1747,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1748,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1749,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1750,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1751,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1752,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1753,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1754,,1,Not Provided,,PUMP,,,,,,,,,,,,,,,
1755,,1,Not Provided,,PIPELINE,,,,,,,,,,,,,,,
1756,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1757,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1758,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1759,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1760,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1761,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1762,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1763,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1764,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1765,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1766,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1767,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1768,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1769,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1770,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1771,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1772,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1773,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1774,,1,Not Provided,,BUCKET,,,,,,,,,,,,,,,
1775,,2,Not Provided,,BUCKET,,,,,,,,,,,,,,,
1776,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1777,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1778,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1779,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1780,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1781,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1782,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1783,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1784,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1785,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1786,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1787,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1788,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1789,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1790,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1791,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1792,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1793,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1794,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1795,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1796,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1797,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1798,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1799,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1800,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1801,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1802,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1803,,1,Not Provided,,PUMP,,,,,,,,,,,,,,,
1804,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1805,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1806,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1807,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1808,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1809,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1810,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1811,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1812,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1813,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1814,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1815,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1816,,1,Not Provided,,UNDEVELOPED SPRING,,,,,,,,,,,,,,,
1817,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1818,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1819,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1820,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1821,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1822,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1823,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1824,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1825,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1826,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1827,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1828,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1829,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1830,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1831,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1832,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1833,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1834,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1835,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1836,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1837,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1838,,1,Not Provided,,PUMP,,,,,,,,,,,,,,,
1839,,1,Not Provided,,PUMP,,,,,,,,,,,,,,,
1840,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1841,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1842,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1843,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1844,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1845,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1846,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1847,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1848,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1849,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1850,,1,Not Provided,,PUMP,,,,,,,,,,,,,,,
1851,,1,Not Provided,,PUMP,,,,,,,,,,,,,,,
1852,,1,Not Provided,,PUMP,,,,,,,,,,,,,,,
1853,,1,Not Provided,,PUMP,,,,,,,,,,,,,,,
1854,,1,Not Provided,,PUMP,,,,,,,,,,,,,,,
1855,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1856,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1857,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1858,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1859,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1860,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1861,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1862,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1863,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1864,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1865,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1866,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1867,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1868,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1869,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1870,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1871,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1872,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1873,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1874,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1875,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1876,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1877,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1878,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1879,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1880,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1881,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1882,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1883,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1884,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1885,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1886,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1887,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1888,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1889,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1890,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1891,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1892,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1893,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1894,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1895,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1896,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1897,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1898,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1899,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1900,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1901,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1902,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1903,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1904,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1905,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1906,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1907,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1908,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1909,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1910,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1911,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1912,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1913,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1914,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1915,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1916,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1917,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1918,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1919,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
1920,,1,Not Provided,,WELL,,,,,,,,,,,,,,,
