SiteUUID,Longitude,Latitude
NEwr_S10293,-99.3195156279502,41.023432688065
NEwr_S10294,-98.0396999047802,41.4095098181025
NEwr_S10295,-96.5801674368976,41.427243885274
NEwr_S10296,-97.0115274162484,40.4610176335189
NEwr_S10297,-97.0115274162484,40.4610176335189
NEwr_S10298,-96.9849896238207,40.4475152001297
NEwr_S10299,-96.9863608050216,40.44289466356
NEwr_S103,-98.8881762967175,42.7160856120001
NEwr_S1030,-97.8228618816295,41.3928264881821
NEwr_S10300,-96.9863608050216,40.44289466356
NEwr_S10301,-96.9863608050216,40.44289466356
NEwr_S10302,-96.9797909715815,40.4376410861747
NEwr_S10303,-97.2259791807296,40.300703416747
NEwr_S10304,-97.6490510541405,42.1693240220246
NEwr_S10305,-96.6019550785206,42.0557522087868
NEwr_S10306,-96.6019550785206,42.0557522087868
NEwr_S10307,-99.3505595280745,40.6876700160728
NEwr_S10308,-99.3505595280745,40.6876700160728
NEwr_S10309,-99.6781993486215,40.6931117711272
NEwr_S1031,-97.8228618816295,41.3928264881821
NEwr_S10310,-99.6781993486215,40.6931117711272
NEwr_S10311,-99.6781993486215,40.6931117711272
NEwr_S10312,-99.6781993486215,40.6931117711272
NEwr_S10313,-99.6781993486215,40.6931117711272
NEwr_S10314,-99.6781993486215,40.6931117711272
NEwr_S10315,-99.6781993486215,40.6931117711272
NEwr_S10316,-99.6781993486215,40.6931117711272
NEwr_S10317,-99.6781993486215,40.6931117711272
NEwr_S10318,-99.6781993486215,40.6931117711272
NEwr_S10319,-99.6781993486215,40.6931117711272
NEwr_S1032,-97.8228629956168,41.3928375041343
NEwr_S10320,-99.6781993486215,40.6931117711272
NEwr_S10321,-99.6781993486215,40.6931117711272
NEwr_S10322,-99.6781993486215,40.6931117711272
NEwr_S10323,-99.6781993486215,40.6931117711272
NEwr_S10324,-99.6781993486215,40.6931117711272
NEwr_S10325,-99.3506727365571,40.6877323028754
NEwr_S10326,-99.3506727365571,40.6877323028754
NEwr_S10327,-96.3299748345003,41.1020573822949
NEwr_S10328,-96.3299748345003,41.1020573822949
NEwr_S10329,-96.3299748345003,41.1020573822949
NEwr_S1033,-97.8228629956168,41.3928375041343
NEwr_S10330,-96.3299748345003,41.1020573822949
NEwr_S10331,-96.3299748345003,41.1020573822949
NEwr_S10332,-96.3299748345003,41.1020573822949
