,SiteUUID,SiteNativeID,SiteName,USGSSiteID,SiteTypeCV,Longitude,Latitude,SitePoint,SiteNativeURL,Geometry,CoordinateMethodCV,CoordinateAccuracy,GNISCodeCV,EPSGCodeCV,NHDNetworkStatusCV,NHDProductCV,NHDUpdateDate,NHDReachCode,NHDMeasureNumber,StateCV,HUC8,HUC12,County
27363,,32485.0,,,,,,,,,,,,,,,,,,,,,
27367,,13332.0,,,,,,,,,,,,,,,,,,,,,
27368,,44145.0,,,,,,,,,,,,,,,,,,,,,
27369,,18880.0,,,,,,,,,,,,,,,,,,,,,
27370,,20945.0,,,,,,,,,,,,,,,,,,,,,
27371,,26597.0,,,,,,,,,,,,,,,,,,,,,
27372,,7580.0,,,,,,,,,,,,,,,,,,,,,
27373,,20946.0,,,,,,,,,,,,,,,,,,,,,
27374,,42037.0,,,,,,,,,,,,,,,,,,,,,
27375,,38298.0,,,,,,,,,,,,,,,,,,,,,
27376,,3841.0,,,,,,,,,,,,,,,,,,,,,
27379,,7581.0,,,,,,,,,,,,,,,,,,,,,
27380,,20947.0,,,,,,,,,,,,,,,,,,,,,
27383,,20948.0,,,,,,,,,,,,,,,,,,,,,
27384,,13333.0,,,,,,,,,,,,,,,,,,,,,
27385,,15277.0,,,,,,,,,,,,,,,,,,,,,
27386,,13334.0,,,,,,,,,,,,,,,,,,,,,
27387,,26598.0,,,,,,,,,,,,,,,,,,,,,
27388,,20949.0,,,,,,,,,,,,,,,,,,,,,
27389,,42038.0,,,,,,,,,,,,,,,,,,,,,
27390,,38300.0,,,,,,,,,,,,,,,,,,,,,
27391,,1775.0,,,,,,,,,,,,,,,,,,,,,
27394,,36299.0,,,,,,,,,,,,,,,,,,,,,
27395,,32487.0,,,,,,,,,,,,,,,,,,,,,
27396,,30386.0,,,,,,,,,,,,,,,,,,,,,
27398,,1776.0,,,,,,,,,,,,,,,,,,,,,
27399,,3842.0,,,,,,,,,,,,,,,,,,,,,
27400,,32488.0,,,,,,,,,,,,,,,,,,,,,
27401,,7582.0,,,,,,,,,,,,,,,,,,,,,
27402,,9592.0,,,,,,,,,,,,,,,,,,,,,
27403,,7583.0,,,,,,,,,,,,,,,,,,,,,
27404,,44146.0,,,,,,,,,,,,,,,,,,,,,
27405,,26599.0,,,,,,,,,,,,,,,,,,,,,
27406,,24535.0,,,,,,,,,,,,,,,,,,,,,
27407,,44147.0,,,,,,,,,,,,,,,,,,,,,
27408,,1777.0,,,,,,,,,,,,,,,,,,,,,
27410,,13335.0,,,,,,,,,,,,,,,,,,,,,
27411,,26600.0,,,,,,,,,,,,,,,,,,,,,
27412,,26601.0,,,,,,,,,,,,,,,,,,,,,
27413,,1778.0,,,,,,,,,,,,,,,,,,,,,
27414,,9594.0,,,,,,,,,,,,,,,,,,,,,
27415,,7584.0,,,,,,,,,,,,,,,,,,,,,
27417,,32489.0,,,,,,,,,,,,,,,,,,,,,
27418,,24536.0,,,,,,,,,,,,,,,,,,,,,
27421,,26602.0,,,,,,,,,,,,,,,,,,,,,
27422,,26603.0,,,,,,,,,,,,,,,,,,,,,
27423,,13336.0,,,,,,,,,,,,,,,,,,,,,
27424,,32490.0,,,,,,,,,,,,,,,,,,,,,
27425,,16080.0,,,,,,,,,,,,,,,,,,,,,
27426,,3844.0,,,,,,,,,,,,,,,,,,,,,
27427,,1779.0,,,,,,,,,,,,,,,,,,,,,
27428,,13337.0,,,,,,,,,,,,,,,,,,,,,
27429,,7585.0,,,,,,,,,,,,,,,,,,,,,
27430,,42039.0,,,,,,,,,,,,,,,,,,,,,
27431,,24537.0,,,,,,,,,,,,,,,,,,,,,
27432,,36301.0,,,,,,,,,,,,,,,,,,,,,
27433,,42040.0,,,,,,,,,,,,,,,,,,,,,
27434,,39192.0,,,,,,,,,,,,,,,,,,,,,
27435,,24538.0,,,,,,,,,,,,,,,,,,,,,
27436,,18882.0,,,,,,,,,,,,,,,,,,,,,
27437,,7586.0,,,,,,,,,,,,,,,,,,,,,
27439,,15280.0,,,,,,,,,,,,,,,,,,,,,
27440,,1780.0,,,,,,,,,,,,,,,,,,,,,
27441,,44148.0,,,,,,,,,,,,,,,,,,,,,
27442,,36302.0,,,,,,,,,,,,,,,,,,,,,
27443,,9596.0,,,,,,,,,,,,,,,,,,,,,
27444,,32491.0,,,,,,,,,,,,,,,,,,,,,
27445,,36303.0,,,,,,,,,,,,,,,,,,,,,
27446,,20951.0,,,,,,,,,,,,,,,,,,,,,
27447,,36304.0,,,,,,,,,,,,,,,,,,,,,
27448,,15281.0,,,,,,,,,,,,,,,,,,,,,
27449,,38301.0,,,,,,,,,,,,,,,,,,,,,
27450,,24539.0,,,,,,,,,,,,,,,,,,,,,
27451,,26604.0,,,,,,,,,,,,,,,,,,,,,
27452,,30387.0,,,,,,,,,,,,,,,,,,,,,
27453,,38302.0,,,,,,,,,,,,,,,,,,,,,
27454,,18883.0,,,,,,,,,,,,,,,,,,,,,
27455,,15282.0,,,,,,,,,,,,,,,,,,,,,
27457,,42042.0,,,,,,,,,,,,,,,,,,,,,
27459,,42043.0,,,,,,,,,,,,,,,,,,,,,
27460,,20953.0,,,,,,,,,,,,,,,,,,,,,
27461,,3845.0,,,,,,,,,,,,,,,,,,,,,
27462,,24540.0,,,,,,,,,,,,,,,,,,,,,
27464,,30388.0,,,,,,,,,,,,,,,,,,,,,
27465,,38303.0,,,,,,,,,,,,,,,,,,,,,
27466,,9598.0,,,,,,,,,,,,,,,,,,,,,
27467,,30389.0,,,,,,,,,,,,,,,,,,,,,
27468,,20954.0,,,,,,,,,,,,,,,,,,,,,
27469,,1781.0,,,,,,,,,,,,,,,,,,,,,
27470,,9599.0,,,,,,,,,,,,,,,,,,,,,
27471,,7587.0,,,,,,,,,,,,,,,,,,,,,
27472,,3846.0,,,,,,,,,,,,,,,,,,,,,
27473,,9600.0,,,,,,,,,,,,,,,,,,,,,
27474,,30390.0,,,,,,,,,,,,,,,,,,,,,
27475,,44149.0,,,,,,,,,,,,,,,,,,,,,
27476,,24541.0,,,,,,,,,,,,,,,,,,,,,
27477,,9601.0,,,,,,,,,,,,,,,,,,,,,
27479,,42044.0,,,,,,,,,,,,,,,,,,,,,
27480,,27429.0,,,,,,,,,,,,,,,,,,,,,
27481,,30391.0,,,,,,,,,,,,,,,,,,,,,
27482,,10460.0,,,,,,,,,,,,,,,,,,,,,
27483,,24542.0,,,,,,,,,,,,,,,,,,,,,
27484,,4651.0,,,,,,,,,,,,,,,,,,,,,
27485,,21795.0,,,,,,,,,,,,,,,,,,,,,
27486,,24543.0,,,,,,,,,,,,,,,,,,,,,
27487,,21796.0,,,,,,,,,,,,,,,,,,,,,
27488,,42045.0,,,,,,,,,,,,,,,,,,,,,
27489,,39147.0,,,,,,,,,,,,,,,,,,,,,
27490,,44980.0,,,,,,,,,,,,,,,,,,,,,
27491,,24544.0,,,,,,,,,,,,,,,,,,,,,
27492,,45270.0,,,,,,,,,,,,,,,,,,,,,
27495,,4923.0,,,,,,,,,,,,,,,,,,,,,
27497,,10784.0,,,,,,,,,,,,,,,,,,,,,
27498,,33555.0,,,,,,,,,,,,,,,,,,,,,
27499,,45271.0,,,,,,,,,,,,,,,,,,,,,
27500,,27677.0,,,,,,,,,,,,,,,,,,,,,
27501,,45272.0,,,,,,,,,,,,,,,,,,,,,
27502,,22043.0,,,,,,,,,,,,,,,,,,,,,
27503,,27678.0,,,,,,,,,,,,,,,,,,,,,
27504,,10785.0,,,,,,,,,,,,,,,,,,,,,
27505,,45273.0,,,,,,,,,,,,,,,,,,,,,
27506,,33569.0,,,,,,,,,,,,,,,,,,,,,
27507,,10799.0,,,,,,,,,,,,,,,,,,,,,
27508,,27697.0,,,,,,,,,,,,,,,,,,,,,
27509,,39455.0,,,,,,,,,,,,,,,,,,,,,
27510,,27698.0,,,,,,,,,,,,,,,,,,,,,
27511,,4941.0,,,,,,,,,,,,,,,,,,,,,
27513,,27778.0,,,,,,,,,,,,,,,,,,,,,
27516,,39823.0,,,,,,,,,,,,,,,,,,,,,
27517,,45628.0,,,,,,,,,,,,,,,,,,,,,
27518,,45820.0,,,,,,,,,,,,,,,,,,,,,
27519,,45821.0,,,,,,,,,,,,,,,,,,,,,
27520,,34069.0,,,,,,,,,,,,,,,,,,,,,
27521,,28373.0,,,,,,,,,,,,,,,,,,,,,
27522,,5582.0,,,,,,,,,,,,,,,,,,,,,
27523,,11438.0,,,,,,,,,,,,,,,,,,,,,
27524,,40117.0,,,,,,,,,,,,,,,,,,,,,
27525,,34193.0,,,,,,,,,,,,,,,,,,,,,
27526,,11439.0,,,,,,,,,,,,,,,,,,,,,
27527,,11440.0,,,,,,,,,,,,,,,,,,,,,
27528,,16985.0,,,,,,,,,,,,,,,,,,,,,
27529,,34194.0,,,,,,,,,,,,,,,,,,,,,
27530,,34195.0,,,,,,,,,,,,,,,,,,,,,
27531,,16984.0,,,,,,,,,,,,,,,,,,,,,
27532,,5584.0,,,,,,,,,,,,,,,,,,,,,
27533,,28374.0,,,,,,,,,,,,,,,,,,,,,
27534,,11545.0,,,,,,,,,,,,,,,,,,,,,
27537,,10899.0,,,,,,,,,,,,,,,,,,,,,
27538,,33679.0,,,,,,,,,,,,,,,,,,,,,
27539,,27845.0,,,,,,,,,,,,,,,,,,,,,
27540,,33680.0,,,,,,,,,,,,,,,,,,,,,
27541,,5052.0,,,,,,,,,,,,,,,,,,,,,
27543,,45468.0,,,,,,,,,,,,,,,,,,,,,
27545,,45472.0,,,,,,,,,,,,,,,,,,,,,
27546,,16569.0,,,,,,,,,,,,,,,,,,,,,
27547,,11202.0,,,,,,,,,,,,,,,,,,,,,
27548,,22477.0,,,,,,,,,,,,,,,,,,,,,
27550,,46174.0,,,,,,,,,,,,,,,,,,,,,
27551,,39969.0,,,,,,,,,,,,,,,,,,,,,
27552,,28312.0,,,,,,,,,,,,,,,,,,,,,
27553,,11487.0,,,,,,,,,,,,,,,,,,,,,
27554,,34284.0,,,,,,,,,,,,,,,,,,,,,
27556,,22212.0,,,,,,,,,,,,,,,,,,,,,
27557,,39645.0,,,,,,,,,,,,,,,,,,,,,
27558,,27901.0,,,,,,,,,,,,,,,,,,,,,
27559,,39654.0,,,,,,,,,,,,,,,,,,,,,
27560,,33789.0,,,,,,,,,,,,,,,,,,,,,
27561,,33791.0,,,,,,,,,,,,,,,,,,,,,
27563,,22401.0,,,,,,,,,,,,,,,,,,,,,
27564,,40259.0,,,,,,,,,,,,,,,,,,,,,
27565,,34378.0,,,,,,,,,,,,,,,,,,,,,
27567,,5761.0,,,,,,,,,,,,,,,,,,,,,
27568,,28563.0,,,,,,,,,,,,,,,,,,,,,
27632,,10867.0,,,,,,,,,,,,,,,,,,,,,
29090,,30908.0,,,,,,,,,,,,,,,,,,,,,
29091,,42557.0,,,,,,,,,,,,,,,,,,,,,
29092,,36785.0,,,,,,,,,,,,,,,,,,,,,
29093,,19405.0,,,,,,,,,,,,,,,,,,,,,
30403,,42951.0,,,,,,,,,,,,,,,,,,,,,
30773,,25547.0,,,,,,,,,,,,,,,,,,,,,
30781,,25548.0,,,,,,,,,,,,,,,,,,,,,
30896,,43111.0,,,,,,,,,,,,,,,,,,,,,
31433,,38875.0,,,,,,,,,,,,,,,,,,,,,
31868,,34183.0,,,,,,,,,,,,,,,,,,,,,
31874,,10941.0,,,,,,,,,,,,,,,,,,,,,
31995,,45480.0,,,,,,,,,,,,,,,,,,,,,
32110,,28352.0,,,,,,,,,,,,,,,,,,,,,
32212,,17012.0,,,,,,,,,,,,,,,,,,,,,
32726,,8564.0,,,,,,,,,,,,,,,,,,,,,
34153,,11346.0,,,,,,,,,,,,,,,,,,,,,
34325,,45411.0,,,,,,,,,,,,,,,,,,,,,
34357,,10444.0,,,,,,,,,,,,,,,,,,,,,
34374,,4997.0,,,,,,,,,,,,,,,,,,,,,
35889,,,,,,,,,,,,,,,,,,,,,,,
36220,,3353.0,,,,,,,,,,,,,,,,,,,,,
36254,,31988.0,,,,,,,,,,,,,,,,,,,,,
36327,,33018.0,,,,,,,,,,,,,,,,,,,,,
36332,,15759.0,,,,,,,,,,,,,,,,,,,,,
36346,,33683.0,,,,,,,,,,,,,,,,,,,,,
36429,,44671.0,,,,,,,,,,,,,,,,,,,,,
36601,,38906.0,,,,,,,,,,,,,,,,,,,,,
36669,,4433.0,,,,,,,,,,,,,,,,,,,,,
36701,,44759.0,,,,,,,,,,,,,,,,,,,,,
36702,,38006.0,,,,,,,,,,,,,,,,,,,,,
36798,,14992.0,,,,,,,,,,,,,,,,,,,,,
37056,,16193.0,,,,,,,,,,,,,,,,,,,,,
37075,,21937.0,,,,,,,,,,,,,,,,,,,,,
37103,,45190.0,,,,,,,,,,,,,,,,,,,,,
37280,,27198.0,,,,,,,,,,,,,,,,,,,,,
37361,,15960.0,,,,,,,,,,,,,,,,,,,,,
37368,,33225.0,,,,,,,,,,,,,,,,,,,,,
37412,,10427.0,,,,,,,,,,,,,,,,,,,,,
37531,,11263.0,,,,,,,,,,,,,,,,,,,,,
37587,,40211.0,,,,,,,,,,,,,,,,,,,,,
37631,,11382.0,,,,,,,,,,,,,,,,,,,,,
37632,,45898.0,,,,,,,,,,,,,,,,,,,,,
37671,,40098.0,,,,,,,,,,,,,,,,,,,,,
37727,,34332.0,,,,,,,,,,,,,,,,,,,,,
37771,,4991.0,,,,,,,,,,,,,,,,,,,,,
37784,,33668.0,,,,,,,,,,,,,,,,,,,,,
37841,,22246.0,,,,,,,,,,,,,,,,,,,,,
37851,,45538.0,,,,,,,,,,,,,,,,,,,,,
37886,,27889.0,,,,,,,,,,,,,,,,,,,,,
37942,,11204.0,,,,,,,,,,,,,,,,,,,,,
37955,,39885.0,,,,,,,,,,,,,,,,,,,,,
37956,,16800.0,,,,,,,,,,,,,,,,,,,,,
37959,,5417.0,,,,,,,,,,,,,,,,,,,,,
37960,,28174.0,,,,,,,,,,,,,,,,,,,,,
37962,,45792.0,,,,,,,,,,,,,,,,,,,,,
37964,,45793.0,,,,,,,,,,,,,,,,,,,,,
37974,,45832.0,,,,,,,,,,,,,,,,,,,,,
37994,,45876.0,,,,,,,,,,,,,,,,,,,,,
38028,,40070.0,,,,,,,,,,,,,,,,,,,,,
38040,,5546.0,,,,,,,,,,,,,,,,,,,,,
38041,,16949.0,,,,,,,,,,,,,,,,,,,,,
38042,,45912.0,,,,,,,,,,,,,,,,,,,,,
38043,,40072.0,,,,,,,,,,,,,,,,,,,,,
38044,,34167.0,,,,,,,,,,,,,,,,,,,,,
38045,,34168.0,,,,,,,,,,,,,,,,,,,,,
38046,,45913.0,,,,,,,,,,,,,,,,,,,,,
38047,,28315.0,,,,,,,,,,,,,,,,,,,,,
38071,,28388.0,,,,,,,,,,,,,,,,,,,,,
38096,,5644.0,,,,,,,,,,,,,,,,,,,,,
38106,,5659.0,,,,,,,,,,,,,,,,,,,,,
38110,,5067.0,,,,,,,,,,,,,,,,,,,,,
38117,,22173.0,,,,,,,,,,,,,,,,,,,,,
38118,,17103.0,,,,,,,,,,,,,,,,,,,,,
38130,,22758.0,,,,,,,,,,,,,,,,,,,,,
38167,,5003.0,,,,,,,,,,,,,,,,,,,,,
38171,,10861.0,,,,,,,,,,,,,,,,,,,,,
38178,,27809.0,,,,,,,,,,,,,,,,,,,,,
38185,,39534.0,,,,,,,,,,,,,,,,,,,,,
38195,,39541.0,,,,,,,,,,,,,,,,,,,,,
38237,,33690.0,,,,,,,,,,,,,,,,,,,,,
38257,,16497.0,,,,,,,,,,,,,,,,,,,,,
38266,,33744.0,,,,,,,,,,,,,,,,,,,,,
38271,,46155.0,,,,,,,,,,,,,,,,,,,,,
38273,,16509.0,,,,,,,,,,,,,,,,,,,,,
38275,,45482.0,,,,,,,,,,,,,,,,,,,,,
38302,,45530.0,,,,,,,,,,,,,,,,,,,,,
38313,,16649.0,,,,,,,,,,,,,,,,,,,,,
38317,,45602.0,,,,,,,,,,,,,,,,,,,,,
38318,,39798.0,,,,,,,,,,,,,,,,,,,,,
38321,,,,,,,,,,,,,,,,,,,,,,,
38364,,45660.0,,,,,,,,,,,,,,,,,,,,,
38372,,16717.0,,,,,,,,,,,,,,,,,,,,,
38373,,33963.0,,,,,,,,,,,,,,,,,,,,,
38377,,45664.0,,,,,,,,,,,,,,,,,,,,,
38391,,5201.0,,,,,,,,,,,,,,,,,,,,,
38450,,,,,,,,,,,,,,,,,,,,,,,
38453,,40237.0,,,,,,,,,,,,,,,,,,,,,
38470,,5771.0,,,,,,,,,,,,,,,,,,,,,
38471,,40293.0,,,,,,,,,,,,,,,,,,,,,
38491,,22798.0,,,,,,,,,,,,,,,,,,,,,
38492,,40240.0,,,,,,,,,,,,,,,,,,,,,
38493,,34351.0,,,,,,,,,,,,,,,,,,,,,
38558,,40253.0,,,,,,,,,,,,,,,,,,,,,
38572,,22824.0,,,,,,,,,,,,,,,,,,,,,
38588,,,,,,,,,,,,,,,,,,,,,,,
38600,,17209.0,,,,,,,,,,,,,,,,,,,,,
38614,,17211.0,,,,,,,,,,,,,,,,,,,,,
38619,,60142.0,,,,,,,,,,,,,,,,,,,,,
38676,,28600.0,,,,,,,,,,,,,,,,,,,,,
38686,,40302.0,,,,,,,,,,,,,,,,,,,,,
38716,,4413.0,,,,,,,,,,,,,,,,,,,,,
38718,,45696.0,,,,,,,,,,,,,,,,,,,,,
38724,,16604.0,,,,,,,,,,,,,,,,,,,,,
38727,,46059.0,,,,,,,,,,,,,,,,,,,,,
38731,,27899.0,,,,,,,,,,,,,,,,,,,,,
38732,,16713.0,,,,,,,,,,,,,,,,,,,,,
38733,,34355.0,,,,,,,,,,,,,,,,,,,,,
38737,,17197.0,,,,,,,,,,,,,,,,,,,,,
38739,,,,,,,,,,,,,,,,,,,,,,,
38740,,,,,,,,,,,,,,,,,,,,,,,
38741,,,,,,,,,,,,,,,,,,,,,,,
38742,,15805.0,,,,,,,,,,,,,,,,,,,,,
38744,,,,,,,,,,,,,,,,,,,,,,,
38745,,,,,,,,,,,,,,,,,,,,,,,
38746,,15771.0,,,,,,,,,,,,,,,,,,,,,
38747,,38910.0,,,,,,,,,,,,,,,,,,,,,
38749,,44711.0,,,,,,,,,,,,,,,,,,,,,
38750,,,,,,,,,,,,,,,,,,,,,,,
38751,,45808.0,,,,,,,,,,,,,,,,,,,,,
38752,,44765.0,,,,,,,,,,,,,,,,,,,,,
38753,,,,,,,,,,,,,,,,,,,,,,,
38754,,,,,,,,,,,,,,,,,,,,,,,
38755,,,,,,,,,,,,,,,,,,,,,,,
38756,,,,,,,,,,,,,,,,,,,,,,,
38757,,,,,,,,,,,,,,,,,,,,,,,
38758,,,,,,,,,,,,,,,,,,,,,,,
38759,,,,,,,,,,,,,,,,,,,,,,,
38760,,,,,,,,,,,,,,,,,,,,,,,
38761,,,,,,,,,,,,,,,,,,,,,,,
38762,,,,,,,,,,,,,,,,,,,,,,,
38763,,,,,,,,,,,,,,,,,,,,,,,
38765,,,,,,,,,,,,,,,,,,,,,,,
38766,,4488.0,,,,,,,,,,,,,,,,,,,,,
38767,,39003.0,,,,,,,,,,,,,,,,,,,,,
38768,,44806.0,,,,,,,,,,,,,,,,,,,,,
38770,,45801.0,,,,,,,,,,,,,,,,,,,,,
38771,,40031.0,,,,,,,,,,,,,,,,,,,,,
38772,,16916.0,,,,,,,,,,,,,,,,,,,,,
38773,,34176.0,,,,,,,,,,,,,,,,,,,,,
38778,,45388.0,,,,,,,,,,,,,,,,,,,,,
38780,,5382.0,,,,,,,,,,,,,,,,,,,,,
38781,,28146.0,,,,,,,,,,,,,,,,,,,,,
38783,,28248.0,,,,,,,,,,,,,,,,,,,,,
38784,,16873.0,,,,,,,,,,,,,,,,,,,,,
38785,,,,,,,,,,,,,,,,,,,,,,,
38791,,39622.0,,,,,,,,,,,,,,,,,,,,,
38799,,17031.0,,,,,,,,,,,,,,,,,,,,,
38801,,5676.0,,,,,,,,,,,,,,,,,,,,,
38803,,22740.0,,,,,,,,,,,,,,,,,,,,,
38804,,46040.0,,,,,,,,,,,,,,,,,,,,,
38805,,40201.0,,,,,,,,,,,,,,,,,,,,,
38814,,22108.0,,,,,,,,,,,,,,,,,,,,,
38815,,33637.0,,,,,,,,,,,,,,,,,,,,,
38816,,10891.0,,,,,,,,,,,,,,,,,,,,,
38821,,10936.0,,,,,,,,,,,,,,,,,,,,,
38822,,22198.0,,,,,,,,,,,,,,,,,,,,,
38823,,,,,,,,,,,,,,,,,,,,,,,
38824,,33736.0,,,,,,,,,,,,,,,,,,,,,
38830,,,,,,,,,,,,,,,,,,,,,,,
38835,,,,,,,,,,,,,,,,,,,,,,,
38836,,45558.0,,,,,,,,,,,,,,,,,,,,,
38837,,33882.0,,,,,,,,,,,,,,,,,,,,,
38839,,22346.0,,,,,,,,,,,,,,,,,,,,,
38841,,22349.0,,,,,,,,,,,,,,,,,,,,,
38849,,11215.0,,,,,,,,,,,,,,,,,,,,,
38850,,22433.0,,,,,,,,,,,,,,,,,,,,,
38863,,22573.0,,,,,,,,,,,,,,,,,,,,,
38865,,22655.0,,,,,,,,,,,,,,,,,,,,,
38866,,16991.0,,,,,,,,,,,,,,,,,,,,,
38867,,5594.0,,,,,,,,,,,,,,,,,,,,,
38871,,11502.0,,,,,,,,,,,,,,,,,,,,,
38872,,22751.0,,,,,,,,,,,,,,,,,,,,,
38874,,28498.0,,,,,,,,,,,,,,,,,,,,,
38875,,17108.0,,,,,,,,,,,,,,,,,,,,,
38876,,10817.0,,,,,,,,,,,,,,,,,,,,,
38878,,22071.0,,,,,,,,,,,,,,,,,,,,,
38884,,33644.0,,,,,,,,,,,,,,,,,,,,,
38885,,5008.0,,,,,,,,,,,,,,,,,,,,,
38887,,27811.0,,,,,,,,,,,,,,,,,,,,,
38889,,33647.0,,,,,,,,,,,,,,,,,,,,,
38890,,45380.0,,,,,,,,,,,,,,,,,,,,,
38891,,16444.0,,,,,,,,,,,,,,,,,,,,,
38892,,22164.0,,,,,,,,,,,,,,,,,,,,,
38896,,27860.0,,,,,,,,,,,,,,,,,,,,,
38900,,16494.0,,,,,,,,,,,,,,,,,,,,,
38902,,39641.0,,,,,,,,,,,,,,,,,,,,,
38903,,39642.0,,,,,,,,,,,,,,,,,,,,,
38904,,5105.0,,,,,,,,,,,,,,,,,,,,,
38905,,22208.0,,,,,,,,,,,,,,,,,,,,,
38906,,27895.0,,,,,,,,,,,,,,,,,,,,,
38907,,45478.0,,,,,,,,,,,,,,,,,,,,,
38909,,33790.0,,,,,,,,,,,,,,,,,,,,,
38912,,27943.0,,,,,,,,,,,,,,,,,,,,,
38913,,33798.0,,,,,,,,,,,,,,,,,,,,,
38914,,22265.0,,,,,,,,,,,,,,,,,,,,,
38915,,33799.0,,,,,,,,,,,,,,,,,,,,,
38916,,28133.0,,,,,,,,,,,,,,,,,,,,,
38917,,39943.0,,,,,,,,,,,,,,,,,,,,,
38918,,16849.0,,,,,,,,,,,,,,,,,,,,,
38919,,39983.0,,,,,,,,,,,,,,,,,,,,,
38920,,28228.0,,,,,,,,,,,,,,,,,,,,,
38921,,22528.0,,,,,,,,,,,,,,,,,,,,,
38922,,16854.0,,,,,,,,,,,,,,,,,,,,,
38923,,34098.0,,,,,,,,,,,,,,,,,,,,,
38924,,16906.0,,,,,,,,,,,,,,,,,,,,,
38925,,28287.0,,,,,,,,,,,,,,,,,,,,,
38926,,40034.0,,,,,,,,,,,,,,,,,,,,,
38927,,22583.0,,,,,,,,,,,,,,,,,,,,,
38929,,40131.0,,,,,,,,,,,,,,,,,,,,,
38931,,5610.0,,,,,,,,,,,,,,,,,,,,,
38932,,45479.0,,,,,,,,,,,,,,,,,,,,,
38933,,22621.0,,,,,,,,,,,,,,,,,,,,,
38934,,5563.0,,,,,,,,,,,,,,,,,,,,,
38935,,45926.0,,,,,,,,,,,,,,,,,,,,,
38936,,11416.0,,,,,,,,,,,,,,,,,,,,,
38937,,28349.0,,,,,,,,,,,,,,,,,,,,,
38938,,5564.0,,,,,,,,,,,,,,,,,,,,,
38939,,45927.0,,,,,,,,,,,,,,,,,,,,,
38942,,11509.0,,,,,,,,,,,,,,,,,,,,,
38944,,22776.0,,,,,,,,,,,,,,,,,,,,,
38945,,28508.0,,,,,,,,,,,,,,,,,,,,,
38946,,39544.0,,,,,,,,,,,,,,,,,,,,,
38947,,39549.0,,,,,,,,,,,,,,,,,,,,,
38948,,46180.0,,,,,,,,,,,,,,,,,,,,,
38951,,27762.0,,,,,,,,,,,,,,,,,,,,,
38952,,46169.0,,,,,,,,,,,,,,,,,,,,,
38953,,16361.0,,,,,,,,,,,,,,,,,,,,,
38954,,27766.0,,,,,,,,,,,,,,,,,,,,,
38955,,33602.0,,,,,,,,,,,,,,,,,,,,,
38956,,33603.0,,,,,,,,,,,,,,,,,,,,,
38957,,16362.0,,,,,,,,,,,,,,,,,,,,,
38958,,27769.0,,,,,,,,,,,,,,,,,,,,,
38959,,33613.0,,,,,,,,,,,,,,,,,,,,,
38961,,27865.0,,,,,,,,,,,,,,,,,,,,,
38962,,16458.0,,,,,,,,,,,,,,,,,,,,,
38963,,33706.0,,,,,,,,,,,,,,,,,,,,,
38964,,45447.0,,,,,,,,,,,,,,,,,,,,,
38965,,39598.0,,,,,,,,,,,,,,,,,,,,,
38966,,5072.0,,,,,,,,,,,,,,,,,,,,,
38967,,39599.0,,,,,,,,,,,,,,,,,,,,,
38968,,33707.0,,,,,,,,,,,,,,,,,,,,,
38969,,27866.0,,,,,,,,,,,,,,,,,,,,,
38970,,16459.0,,,,,,,,,,,,,,,,,,,,,
38971,,5074.0,,,,,,,,,,,,,,,,,,,,,
38972,,45450.0,,,,,,,,,,,,,,,,,,,,,
38973,,33712.0,,,,,,,,,,,,,,,,,,,,,
38974,,46176.0,,,,,,,,,,,,,,,,,,,,,
38975,,22183.0,,,,,,,,,,,,,,,,,,,,,
38976,,10926.0,,,,,,,,,,,,,,,,,,,,,
38977,,22184.0,,,,,,,,,,,,,,,,,,,,,
38978,,16460.0,,,,,,,,,,,,,,,,,,,,,
38979,,39605.0,,,,,,,,,,,,,,,,,,,,,
38980,,10927.0,,,,,,,,,,,,,,,,,,,,,
38981,,33746.0,,,,,,,,,,,,,,,,,,,,,
38982,,39658.0,,,,,,,,,,,,,,,,,,,,,
38983,,39659.0,,,,,,,,,,,,,,,,,,,,,
38984,,22215.0,,,,,,,,,,,,,,,,,,,,,
38985,,33747.0,,,,,,,,,,,,,,,,,,,,,
38986,,22216.0,,,,,,,,,,,,,,,,,,,,,
38987,,33748.0,,,,,,,,,,,,,,,,,,,,,
38988,,16510.0,,,,,,,,,,,,,,,,,,,,,
38989,,33749.0,,,,,,,,,,,,,,,,,,,,,
38990,,33750.0,,,,,,,,,,,,,,,,,,,,,
38991,,39660.0,,,,,,,,,,,,,,,,,,,,,
38992,,45484.0,,,,,,,,,,,,,,,,,,,,,
38993,,27905.0,,,,,,,,,,,,,,,,,,,,,
38994,,33751.0,,,,,,,,,,,,,,,,,,,,,
38995,,22217.0,,,,,,,,,,,,,,,,,,,,,
38996,,10954.0,,,,,,,,,,,,,,,,,,,,,
38997,,22218.0,,,,,,,,,,,,,,,,,,,,,
38998,,45485.0,,,,,,,,,,,,,,,,,,,,,
38999,,22219.0,,,,,,,,,,,,,,,,,,,,,
39000,,33752.0,,,,,,,,,,,,,,,,,,,,,
39001,,27906.0,,,,,,,,,,,,,,,,,,,,,
39002,,33753.0,,,,,,,,,,,,,,,,,,,,,
39003,,46168.0,,,,,,,,,,,,,,,,,,,,,
39004,,5107.0,,,,,,,,,,,,,,,,,,,,,
39005,,45486.0,,,,,,,,,,,,,,,,,,,,,
39006,,39661.0,,,,,,,,,,,,,,,,,,,,,
39007,,45487.0,,,,,,,,,,,,,,,,,,,,,
