SiteUUID,RegulatoryOverlayUUIDs,WaterSourceUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID,ReasonRemoved,index
CAwr_S22924,,CAwr_WS1,Unspecified,,,4326,,,,,,,,,POD,Unspecified,11431.0,,Unspecified,CA,,Bad CoordinateMethodCV,22923.0
CAwr_S22936,,CAwr_WS1,Unspecified,,,4326,,,,,,,,,POD,Unspecified,44084.0,,Unspecified,CA,,Bad CoordinateMethodCV,22935.0
CAwr_S22937,,CAwr_WS1,Unspecified,,,4326,,,,,,,,,POD,Unspecified,38242.0,,Unspecified,CA,,Bad CoordinateMethodCV,22936.0
CAwr_S22941,,CAwr_WS1,Unspecified,,,4326,,,,,,,,,POD,Unspecified,9526.0,,Unspecified,CA,,Bad CoordinateMethodCV,22940.0
CAwr_S22942,,CAwr_WS1,Unspecified,,,4326,,,,,,,,,POD,Unspecified,13250.0,,Unspecified,CA,,Bad CoordinateMethodCV,22941.0
CAwr_S22944,,CAwr_WS1,Unspecified,,,4326,,,,,,,,,POD,Unspecified,44085.0,,Unspecified,CA,,Bad CoordinateMethodCV,22943.0
CAwr_S22945,,CAwr_WS1,Unspecified,,,4326,,,,,,,,,POD,Unspecified,18777.0,,Unspecified,CA,,Bad CoordinateMethodCV,22944.0
CAwr_S22947,,CAwr_WS1,Unspecified,,,4326,,,,,,,,,POD,Unspecified,18778.0,,Unspecified,CA,,Bad CoordinateMethodCV,22946.0
CAwr_S22948,,CAwr_WS1,Unspecified,,,4326,,,,,,,,,POD,Unspecified,26531.0,,Unspecified,CA,,Bad CoordinateMethodCV,22947.0
CAwr_S22949,,CAwr_WS1,Unspecified,,,4326,,,,,,,,,POD,Unspecified,9528.0,,Unspecified,CA,,Bad CoordinateMethodCV,22948.0
