Year,Basin,Population,Irrig ation Reuse,Irrigation,Irrigation Ground Water,Irrigation Surface Water,Livestock,Livestock Ground Water,Livestock Reuse,Livestock Surface Water,Manu-facturing,Mfg Ground Water,Mfg Reuse,Mfg Surface Water,Mining,Mining Ground Water,Mining Reuse,Mining Surface Water,Municipal,Municipal Ground  Water,Municipal Reuse,Municipal Surface Water,Power Ground Water,Power Reuse,Power Surface Water,Steam Electric (Power)
2014,TRINITY,7150689,,61202,17231,43971,22709,2773,,19936,40457,5247,,35212,9298,2344,,6952,1204334,98959,,1105375,147,,22484,22631
2014,TRINITY-SAN JACINTO,105140,,8933,267,8666,283,97,,186,82768,3541,,79227,0,0,,0,12970,1537,,11434,22,,883,905
2014,STATE TOTAL,26956958,,7829948,6422898,1407050,314764,154744,,160020,998430,170902,,827525,163405,137222,,26180,4098398,1489148,,2609261,54416,,381170,435583
2015,BRAZOS,2829783,15820,1446678,1390931,39927,77166,39684,0,37482,106124,8886,3345,93893,11729,9109,17,2603,446064,191211,21265,233588,28821,7946,177724,214491
2015,BRAZOS-COLORADO,89613,79,101686,58053,43554,1773,1126,0,647,21701,814,0,20887,2,2,0,0,12460,12460,0,0,0,1,2,3
2015,CANADIAN,185055,2430,1368151,1363611,2110,35517,28123,0,7394,27183,25577,1561,45,1336,886,282,168,35512,31023,2545,1944,1089,10828,0,11917
2015,COLORADO,2147814,18154,888104,819975,49975,17179,8571,0,8608,22395,5801,1664,14930,44579,41031,1695,1853,319298,75318,21327,222653,6805,2360,84557,93722
2015,COLORADO-LAVACA,25368,0,43752,40021,3731,827,554,0,273,27991,1479,1384,25128,0,0,0,0,3360,3233,0,127,0,0,0,0
2015,CYPRESS,154275,16,598,279,303,11744,3216,0,8528,2797,42,0,2755,774,46,4,724,17608,7917,0,9691,60,0,39411,39471
2015,GUADALUPE,545679,344,8641,6473,1824,17271,9551,0,7720,17589,7163,1561,8865,11340,9961,0,1379,81017,40541,1347,39129,1458,232,3684,5374
2015,LAVACA,50399,0,122229,91220,31009,3993,2607,0,1386,1468,1468,0,0,1024,922,0,102,5716,5716,0,0,0,0,0,0
2015,LAVACA-GUADALUPE,52483,0,13709,10859,2850,747,472,0,275,16756,17,0,16739,3,3,0,0,7051,1157,0,5894,0,0,0,0
2015,NECHES,681515,0,10563,1720,8843,21699,3018,0,18681,119087,48698,69,70320,1722,1097,71,554,110522,68224,10,42288,170,0,171,341
2015,NECHES-TRINITY,214572,0,134472,332,134140,1109,284,0,825,63186,102,2,63082,14,14,0,0,41624,7698,0,33926,0,0,0,0
2015,NUECES,236922,191,197175,177907,19077,9162,6215,0,2947,10504,2121,0,8383,28256,25507,0,2749,37864,30163,1702,5999,3532,0,0,3532
2015,NUECES-RIO GRANDE,1694696,173,457954,3907,453874,4799,3331,0,1468,38300,3358,979,33963,1086,1080,1,5,236937,29512,10185,197240,474,2537,3422,6433
2015,RED,597875,1261,662244,629655,31328,39667,27813,0,11854,15193,11293,1601,2299,2379,445,161,1773,83183,49576,456,33151,0,0,4361,4361
2015,RIO GRANDE,1402101,11735,578125,359120,207270,6915,5727,0,1188,7202,5578,0,1624,9800,9287,91,422,229464,128404,10378,90682,3842,3068,3651,10561
2015,SABINE,576124,155,4431,1726,2550,21662,3446,0,18216,60602,5451,429,54722,5238,3660,111,1467,89946,39992,129,49825,1280,1691,35431,38402
2015,SAN ANTONIO,2104957,48,22593,19963,2582,3591,2034,0,1557,6145,4567,717,861,13914,13250,0,664,325701,273566,35925,16210,806,24489,23143,48438
2015,SAN ANTONIO-NUECES,122967,0,8489,8390,99,1413,1120,0,293,2647,1,0,2646,63,57,0,6,21876,5755,307,15814,0,0,0,0
2015,SAN JACINTO,4918999,290,18240,10307,7643,3016,1438,0,1578,138847,27873,5901,105073,0,0,0,0,709288,287797,2512,418979,1854,0,14703,16557
2015,SAN JACINTO-BRAZOS,1248804,10,52785,3189,49586,1378,991,0,387,128363,2683,255,125425,138,138,0,0,166754,49297,4985,112472,2,0,2725,2727
2015,SULPHUR,186770,0,14889,4021,10868,13057,3594,0,9463,37682,241,0,37441,0,0,0,0,30639,5222,2,25415,0,0,5036,5036
2015,TRINITY,7295036,12,44685,12330,32343,22674,2747,0,19927,43579,5167,1319,37093,7292,1285,847,5160,1248242,99310,2783,1146149,162,9786,21207,31155
2015,TRINITY-SAN JACINTO,107307,19,6100,394,5687,283,100,0,183,100097,3471,942,95684,0,0,0,0,12908,1494,0,11414,22,0,883,905
2015,STATE TOTAL,27469114,50737,6206293,5014383,1141173,316642,155762,0,160880,1015438,171851,21729,821858,140689,117780,3280,19629,4273034,1444586,115858,2712590,50377,62938,420111,533426
2016,BRAZOS,2872777,14102,1813341,1763706,35533,78867,40449,0,38418,125156,8123,3354,113679,9687,8078,62,1547,465866,192323,27199,246344,23848,6920,165426,196194
2016,BRAZOS-COLORADO,90382,130,187753,48986,138637,1799,1140,0,659,29780,594,0,29186,0,0,0,0,19676,12898,0,6778,0,5,9,14
2016,CANADIAN,181090,2239,1614472,1611958,275,37666,29912,0,7754,21793,20124,1622,47,579,407,114,58,39145,32538,2382,4225,862,8539,0,9401
2016,COLORADO,2184736,17587,983984,908162,58235,17481,8716,0,8765,22040,5011,1695,15334,51433,47518,1900,2015,321515,77527,20271,223717,11857,2346,33226,47429
2016,COLORADO-LAVACA,25358,0,79990,37074,42916,840,563,0,277,28110,499,1579,26032,0,0,0,0,3258,3084,0,174,0,0,0,0
2016,CYPRESS,152048,19,560,390,151,12153,3337,0,8816,3384,54,0,3330,771,123,10,638,17492,7579,0,9913,44,0,40688,40732
2016,GUADALUPE,564422,422,8769,6442,1905,17784,9821,0,7963,20858,7632,1835,11391,9573,8507,0,1066,80677,39809,1339,39529,971,260,4462,5693
2016,LAVACA,50386,0,153074,96310,56764,4139,2705,0,1434,1410,1410,0,0,475,428,0,47,5496,5496,0,0,2436,0,0,2436
2016,LAVACA-GUADALUPE,53463,0,24887,14283,10604,765,484,0,281,16314,17,0,16297,3,3,0,0,6223,873,0,5350,0,0,0,0
2016,NECHES,677819,0,9565,1661,7904,22377,3102,0,19275,129117,50923,71,78123,1615,1109,74,432,110949,67718,9,43222,418,0,4882,5300
2016,NECHES-TRINITY,217794,3,125179,465,124711,1132,289,0,843,61562,123,158,61281,19,19,0,0,41092,7776,0,33316,0,0,5588,5588
2016,NUECES,236032,182,218119,197696,20241,9485,6493,0,2992,10858,2083,0,8775,16655,15091,0,1564,33450,29280,1700,2470,5076,0,0,5076
2016,NUECES-RIO GRANDE,1703153,0,918917,5198,913719,4890,3396,0,1494,37469,3135,909,33425,683,679,0,4,207451,30659,3782,173010,476,3186,2987,6649
2016,RED,596471,981,903380,871743,30656,40449,28322,0,12127,16298,11788,1997,2513,2906,302,102,2502,95864,51579,1656,42629,0,0,4400,4400
2016,RIO GRANDE,1401371,26352,604945,334814,243779,7027,5813,0,1214,7222,6269,0,953,9820,9337,85,398,240309,125150,9997,105162,4464,2901,3412,10777
2016,SABINE,576132,190,3780,2000,1590,22327,3552,0,18775,58854,7021,558,51275,3590,2612,46,932,86312,38828,181,47303,1161,2316,30224,33701
2016,SAN ANTONIO,2143887,67,25221,22018,3136,3650,2068,0,1582,6488,4758,678,1052,14703,14099,0,604,318581,275130,28938,14513,844,19392,19489,39725
2016,SAN ANTONIO-NUECES,124692,0,8867,8702,165,1449,1149,0,300,3509,0,0,3509,0,0,0,0,18509,6330,307,11872,0,0,0,0
2016,SAN JACINTO,4997234,587,15574,11771,3216,3104,1478,0,1626,143262,23390,5552,114320,6,5,0,1,799690,290498,2746,506446,2001,0,15823,17824
2016,SAN JACINTO-BRAZOS,1279109,24,67913,3551,64338,1399,1005,0,394,130674,2391,272,128011,126,126,0,0,169333,49030,2286,118017,0,0,2452,2452
2016,SULPHUR,184019,0,12910,5200,7710,13403,3703,0,9700,36846,137,0,36709,0,0,0,0,29747,4872,6,24869,0,0,4389,4389
2016,TRINITY,7441362,12,45324,15374,29938,22907,2799,0,20108,45067,8038,1455,35574,2933,476,686,1771,1230190,97577,2094,1130519,142,9355,16849,26346
2016,TRINITY-SAN JACINTO,108859,44,5265,255,4966,292,104,0,188,108397,1130,2701,104566,0,0,0,0,13105,1251,0,11854,19,0,693,712
2016,STATE TOTAL,27862596,62941,7831789,5967759,1801089,325385,160400,0,164985,1064468,164650,24436,875382,125577,108919,3079,13579,4353930,1447805,104893,2801232,54619,55220,354999,464838
