HUC8,HUC8 Name,Report Year,Component Type,Component ID,Component Name,Component Volume,TimeframeStart,TimeframeEnd
10190003,Middle South Platte-Cherry Creek,2016,ReservoirStorage,06016020,BARR LAKE,26900.0,2016-03-01,2016-03-28
10190003,Middle South Platte-Cherry Creek,2016,ReservoirStorage,06016020,BARR LAKE,29100.0,2016-04-01,2016-04-28
10190003,Middle South Platte-Cherry Creek,2016,ReservoirStorage,06016020,BARR LAKE,29332.0,2016-05-01,2016-05-28
10190003,Middle South Platte-Cherry Creek,2016,ReservoirStorage,06016020,BARR LAKE,29400.0,2016-06-01,2016-06-28
10190003,Middle South Platte-Cherry Creek,2016,ReservoirStorage,06016020,BARR LAKE,29900.0,2016-07-01,2016-07-28
10190003,Middle South Platte-Cherry Creek,2016,ReservoirStorage,06016020,BARR LAKE,24100.0,2016-08-01,2016-08-28
10190003,Middle South Platte-Cherry Creek,2016,ReservoirStorage,06016020,BARR LAKE,14500.0,2016-09-01,2016-09-28
10190003,Middle South Platte-Cherry Creek,2016,ReservoirStorage,06016020,BARR LAKE,10300.0,2016-10-01,2016-10-28
10190003,Middle South Platte-Cherry Creek,2016,ReservoirStorage,06016020,BARR LAKE,12200.0,2016-11-01,2016-11-28
10190003,Middle South Platte-Cherry Creek,2016,ReservoirStorage,06016020,BARR LAKE,18000.0,2016-12-01,2016-12-28
10190003,Middle South Platte-Cherry Creek,2017,ReservoirStorage,06016020,BARR LAKE,21700.0,2017-01-01,2017-01-28
10190003,Middle South Platte-Cherry Creek,2017,ReservoirStorage,06016020,BARR LAKE,24000.0,2017-02-01,2017-02-28
10190003,Middle South Platte-Cherry Creek,2017,ReservoirStorage,06016020,BARR LAKE,26000.0,2017-03-01,2017-03-28
10190003,Middle South Platte-Cherry Creek,2017,ReservoirStorage,06016020,BARR LAKE,29600.0,2017-04-01,2017-04-28
10190003,Middle South Platte-Cherry Creek,2017,ReservoirStorage,06016020,BARR LAKE,28700.0,2017-05-01,2017-05-28
10190003,Middle South Platte-Cherry Creek,2017,ReservoirStorage,06016020,BARR LAKE,29600.0,2017-06-01,2017-06-28
10190003,Middle South Platte-Cherry Creek,2017,ReservoirStorage,06016020,BARR LAKE,29100.0,2017-07-01,2017-07-28
10190003,Middle South Platte-Cherry Creek,2017,ReservoirStorage,06016020,BARR LAKE,19500.0,2017-08-01,2017-08-28
10190003,Middle South Platte-Cherry Creek,2017,ReservoirStorage,06016020,BARR LAKE,21200.0,2017-09-01,2017-09-28
10190003,Middle South Platte-Cherry Creek,2017,ReservoirStorage,06016020,BARR LAKE,15900.0,2017-10-01,2017-10-28
10190003,Middle South Platte-Cherry Creek,2017,ReservoirStorage,06016020,BARR LAKE,28200.0,2017-11-01,2017-11-28
10190003,Middle South Platte-Cherry Creek,2017,ReservoirStorage,06016020,BARR LAKE,27900.0,2017-12-01,2017-12-28
10190003,Middle South Platte-Cherry Creek,2018,ReservoirStorage,06016020,BARR LAKE,26900.0,2018-01-01,2018-01-28
10190003,Middle South Platte-Cherry Creek,2018,ReservoirStorage,06016020,BARR LAKE,26800.0,2018-02-01,2018-02-28
10190003,Middle South Platte-Cherry Creek,2018,ReservoirStorage,06016020,BARR LAKE,28800.0,2018-03-01,2018-03-28
10190003,Middle South Platte-Cherry Creek,2018,ReservoirStorage,06016020,BARR LAKE,29800.0,2018-04-01,2018-04-28
10190003,Middle South Platte-Cherry Creek,2018,ReservoirStorage,06016020,BARR LAKE,29600.0,2018-05-01,2018-05-28
10190003,Middle South Platte-Cherry Creek,2018,ReservoirStorage,06016020,BARR LAKE,29900.0,2018-06-01,2018-06-28
10190003,Middle South Platte-Cherry Creek,2018,ReservoirStorage,06016020,BARR LAKE,24600.0,2018-07-01,2018-07-28
10190003,Middle South Platte-Cherry Creek,2018,ReservoirStorage,06016020,BARR LAKE,16700.0,2018-08-01,2018-08-28
