LU_SEQ_NO,METHOD_CONTEXT,METHOD_NAME,METHOD_DESC,STATE,METHOD_DATE,METHOD_TYPE,TIME_SCALE,METHOD_LINK,SOURCE_ID,RESOURCE_TYPE,LOCATION_NAME,LAST_CHANGE_DATE,RETIRED_FLAG
1,TWDB,Texas Water Development Board,Historical Water Use Estimates,37,,,,http://www.twdb.texas.gov/waterplanning/waterusesurvey/estimates/index.asp,,,,,
