in_MethodTypeCV,in_VariableSpecificCV,in_WaterSourceTypeCV,in_ReportingUnitName,in_ReportingUnitNativeID,in_ReportingUnitTypeCV,in_ReportYearCV,in_Amount,in_WaterSourceNativeID
Modeled,Annual Groundwater Demand,Groundwater,South Platte River,1006,Subbasin,2006,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,South Platte River,1006,Subbasin,2007,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,South Platte River,1006,Subbasin,2008,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,South Platte River,1006,Subbasin,2009,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,South Platte River,1006,Subbasin,2010,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,South Platte River,1006,Subbasin,2011,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,South Platte River,1006,Subbasin,2012,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,1988,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,1989,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,1990,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,1991,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,1992,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,1993,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,1994,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,1995,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,1996,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,1997,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,1998,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,1999,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,2000,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,2001,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,2002,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,2003,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,2004,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,2005,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,2006,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,2007,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,2008,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,2009,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,2010,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,2011,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Arikaree River,1101,Subbasin,2012,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,1988,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,1989,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,1990,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,1991,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,1992,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,1993,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,1994,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,1995,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,1996,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,1997,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,1998,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,1999,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,2000,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,2001,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,2002,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,2003,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,2004,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,2005,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,2006,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,2007,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,2008,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,2009,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,2010,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,2011,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Beaver Creek,1102,Subbasin,2012,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,1988,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,1989,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,1990,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,1991,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,1992,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,1993,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,1994,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,1995,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,1996,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,1997,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,1998,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,1999,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,2000,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,2001,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,2002,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,2003,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,2004,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,2005,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,2006,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,2007,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,2008,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,2009,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,2010,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,2011,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Buffalo Creek,1103,Subbasin,2012,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,1988,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,1989,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,1990,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,1991,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,1992,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,1993,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,1994,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,1995,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,1996,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,1997,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,1998,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,1999,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,2000,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,2001,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,2002,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,2003,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,2004,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,2005,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,2006,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,2007,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,2008,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,2009,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,2010,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,2011,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Driftwood Creek,1104,Subbasin,2012,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,1988,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,1989,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,1990,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,1991,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,1992,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,1993,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,1994,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,1995,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,1996,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,1997,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,1998,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,1999,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,2000,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,2001,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,2002,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,2003,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,2004,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,2005,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,2006,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,2007,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,2008,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,2009,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,2010,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,2011,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Frenchman Creek,1105,Subbasin,2012,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,1988,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,1989,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,1990,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,1991,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,1992,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,1993,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,1994,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,1995,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,1996,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,1997,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,1998,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,1999,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,2000,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,2001,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,2002,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,2003,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,2004,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,2005,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,2006,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,2007,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,2008,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,2009,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,2010,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,2011,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Medicine Creek,1106,Subbasin,2012,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,1988,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,1989,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,1990,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,1991,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,1992,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,1993,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,1994,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,1995,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,1996,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,1997,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,1998,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,1999,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,2000,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,2001,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,2002,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,2003,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,2004,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,2005,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,2006,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,2007,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,2008,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,2009,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,2010,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,2011,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,North Fork Republican River,1107,Subbasin,2012,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,1988,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,1989,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,1990,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,1991,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,1992,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,1993,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,1994,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,1995,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,1996,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,1997,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,1998,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,1999,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,2000,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,2001,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,2002,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,2003,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,2004,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,2005,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,2006,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,2007,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,2008,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,2009,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,2010,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,2011,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Prairie Dog Creek,1108,Subbasin,2012,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,1988,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,1989,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,1990,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,1991,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,1992,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,1993,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,1994,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,1995,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,1996,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,1997,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,1998,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,1999,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,2000,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,2001,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,2002,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,2003,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,2004,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,2005,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,2006,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,2007,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,2008,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,2009,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,2010,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,2011,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Red Willow Creek,1109,Subbasin,2012,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Republican River,1110,Subbasin,1988,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Republican River,1110,Subbasin,1989,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Republican River,1110,Subbasin,1990,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Republican River,1110,Subbasin,1991,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Republican River,1110,Subbasin,1992,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Republican River,1110,Subbasin,1993,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Republican River,1110,Subbasin,1994,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Republican River,1110,Subbasin,1995,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Republican River,1110,Subbasin,1996,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Republican River,1110,Subbasin,1997,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Republican River,1110,Subbasin,1998,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Republican River,1110,Subbasin,1999,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Republican River,1110,Subbasin,2000,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Republican River,1110,Subbasin,2001,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Republican River,1110,Subbasin,2002,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Republican River,1110,Subbasin,2003,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Republican River,1110,Subbasin,2004,0,WaDENE_WS1
Modeled,Annual Groundwater Demand,Groundwater,Republican River,1110,Subbasin,2005,0,WaDENE_WS1
