in_MethodTypeCV,in_VariableSpecificCV,in_WaterSourceTypeCV,in_ReportingUnitName,in_ReportingUnitNativeID,in_ReportingUnitTypeCV,in_ReportYearCV,in_Amount,in_WaterSourceNativeID
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,1992,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,1993,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,1994,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,1995,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,1996,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,1997,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,1998,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,1999,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,2000,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,2001,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,2002,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,2003,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,2004,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,2005,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,2006,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,2007,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,2008,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,2009,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,2010,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,2011,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Big Nemaha River,801,Subbasin,2012,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,1988,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,1989,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,1990,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,1991,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,1992,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,1993,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,1994,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,1995,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,1996,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,1997,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,1998,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,1999,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,2000,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,2001,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,2002,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,2003,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,2004,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,2005,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,2006,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,2007,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,2008,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,2009,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,2010,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,2011,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Little Nemaha River,802,Subbasin,2012,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,1988,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,1989,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,1990,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,1991,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,1992,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,1993,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,1994,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,1995,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,1996,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,1997,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,1998,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,1999,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,2000,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,2001,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,2002,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,2003,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,2004,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,2005,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,2006,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,2007,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,2008,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,2009,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,2010,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,2011,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Weeping Water Creek,803,Subbasin,2012,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,1988,2051,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,1989,2098,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,1990,2023,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,1991,1731,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,1992,1684,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,1993,1771,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,1994,1740,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,1995,1650,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,1996,1573,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,1997,1683,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,1998,1651,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,1999,1600,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,2000,1637,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,2001,2050,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,2002,2266,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,2003,2329,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,2004,2287,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,2005,2118,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,2006,2190,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,2007,2545,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,2008,2524,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,2009,2124,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,2010,1657,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,2011,1672,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Above Box Butte,901,Subbasin,2012,2449,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1988,7331,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1989,7609,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1990,7755,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1991,8061,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1992,8259,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1993,8402,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1994,8613,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1995,9652,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1996,10404,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1997,9695,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1998,9654,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,1999,10756,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2000,11738,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2001,11473,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2002,11167,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2003,11468,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2004,11689,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2005,11990,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2006,12426,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2007,12344,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2008,12478,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2009,12669,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2010,13397,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2011,13576,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Box Butte to Gordon,902,Subbasin,2012,13413,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1988,5432,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1989,5640,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1990,5779,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1991,5911,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1992,6007,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1993,6083,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1994,6164,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1995,6585,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1996,6812,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1997,6790,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1998,6783,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,1999,7065,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2000,7186,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2001,7341,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2002,7385,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2003,7541,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2004,7684,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2005,7826,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2006,8013,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2007,8056,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2008,8173,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2009,8293,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2010,8550,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2011,8545,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Gordon to Sparks,903,Subbasin,2012,8345,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1988,15183,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1989,15341,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1990,15793,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1991,16082,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1992,17172,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1993,16944,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1994,16310,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1995,16759,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1996,18210,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1997,18207,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1998,17972,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,1999,18629,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2000,18763,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2001,20121,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2002,19943,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2003,20561,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2004,21110,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2005,23251,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2006,25016,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2007,25954,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2008,27192,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2009,26830,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2010,27108,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2011,28105,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Sparks to Spencer,904,Subbasin,2012,26918,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1988,16091,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1989,16380,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1990,16506,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1991,17036,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1992,17969,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1993,18367,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1994,19029,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1995,19027,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1996,20187,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1997,20521,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1998,20777,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,1999,21126,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2000,21809,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2001,22502,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2002,22844,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2003,23121,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2004,23864,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2005,24919,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2006,26928,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2007,27630,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2008,28777,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2009,29685,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2010,29505,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2011,30037,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Niobrara River Spencer to Niobrara,905,Subbasin,2012,30796,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,1988,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,1989,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,1990,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,1991,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,1992,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,1993,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,1994,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,1995,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,1996,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,1997,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,1998,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,1999,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,2000,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,2001,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,2002,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,2003,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,2004,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,2005,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,2006,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,2007,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,2008,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,2009,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,2010,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,2011,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Above Overton,1001,Subbasin,2012,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1988,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1989,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1990,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1991,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1992,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1993,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1994,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1995,0,WaDENE_WS1
Modeled,Annual Groundwater Supply,Groundwater,Middle Platte River Grand Island to Duncan,1002,Subbasin,1996,0,WaDENE_WS1
