OBJECTID,TCEQ_ID,TYPE,VERIFIED,LAT_DD,LONG_DD,HORZ_METH,HORZ_ACC,HORZ_REF,HORZ_DATE,HORZ_ORG,HORZ_DATUM,WR_ID,WR_TYPE_NO,SHAPE
14068,11305156302,On-channel Reservoir,1,29.651976,-96.275803,DOQ,5,Other,1/15/2010,TCEQ,NAD83,P5156,WRPERM5156,Point
14069,11305156301,On-channel Reservoir,1,29.660384,-96.285681,DOQ,5,Other,1/15/2010,TCEQ,NAD83,P5156,WRPERM5156,Point
14070,11303887001,Diversion Point,2,29.520679,-96.154075,DRG,12,Other,1/15/2010,TCEQ,NAD83,P3887,WRPERM3887,Point
14071,11303887501,Discharge Point,9,29.519565,-96.152952,OTHER,0,Other,1/15/2010,TCEQ,NAD83,P3887,WRPERM3887,Point
14072,11303847001,Diversion Point,2,29.541696,-96.12169,DRG,12,Other,1/15/2010,TCEQ,NAD83,P3847,WRPERM3847,Point
14073,11303847801,U/S Limit - Discharge Segment,9,29.541696,-96.12169,OTHER,-9999,Other,1/15/2010,TCEQ,NAD83,P3847,WRPERM3847,Point
14074,11303847502,D/S Limit - Discharge Segment,9,29.541106,-96.107971,OTHER,-9999,Other,1/15/2010,TCEQ,NAD83,P3847,WRPERM3847,Point
14075,11303816001,Diversion Point,2,29.524754,-96.162939,DRG,12,Other,1/15/2010,TCEQ,NAD83,P3816,WRPERM3816,Point
14076,11304288001,Diversion Point,4,29.555346,-96.130968,MAP_MAN,315,Other,1/15/2010,TCEQ,NAD83,P4288,WRPERM4288,Point
14077,11304288501,D/S Limit - Discharge Segment,9,29.54114,-96.122298,OTHER,-9999,Other,1/15/2010,TCEQ,NAD83,P4288,WRPERM4288,Point
14078,11303996001,Diversion Point,2,29.577678,-96.06189,DRG,12,Other,1/15/2010,TCEQ,NAD83,P3996,WRPERM3996,Point
14079,11303996002,Diversion Point,2,29.57568,-96.062783,DRG,12,Other,1/15/2010,TCEQ,NAD83,P3996,WRPERM3996,Point
14080,11305459005,Diversion Point,9,29.467105,-96.13794,OTHER,-9999,Other,1/15/2010,TCEQ,NAD83,P5459,WRPERM5459,Point
14081,11305459004,Diversion Point,2,29.482646,-96.136418,DRG,12,Other,1/15/2010,TCEQ,NAD83,P5459,WRPERM5459,Point
14082,11305459003,Diversion Point,2,29.489415,-96.137956,DRG,12,Other,1/15/2010,TCEQ,NAD83,P5459,WRPERM5459,Point
14083,11305459002,Diversion Point,2,29.496519,-96.141304,DRG,12,Other,1/15/2010,TCEQ,NAD83,P5459,WRPERM5459,Point
14084,11305459001,Diversion Point,2,29.492151,-96.13945,DRG,12,Other,1/15/2010,TCEQ,NAD83,P5459,WRPERM5459,Point
14085,11303814002,Diversion Point,2,29.472841,-96.145212,DRG,12,Other,1/15/2010,TCEQ,NAD83,P3814,WRPERM3814,Point
14086,11303814501,Discharge Point,9,29.474918,-96.14399,OTHER,-9999,Other,1/15/2010,TCEQ,NAD83,P3814,WRPERM3814,Point
14087,11303814502,Discharge Point,9,29.48107,-96.140052,OTHER,-9999,Other,1/15/2010,TCEQ,NAD83,P3814,WRPERM3814,Point
14088,11303814001,Diversion Point,2,29.487521,-96.138086,DRG,12,Other,1/15/2010,TCEQ,NAD83,P3814,WRPERM3814,Point
14089,11305568001,Diversion Point,9,29.471913,-96.144518,OTHER,-9999,Other,1/15/2010,TCEQ,NAD83,P5568,WRPERM5568,Point
14090,11305573001,Diversion Point,9,29.456436,-96.137906,OTHER,-9999,Other,1/15/2010,TCEQ,NAD83,P5573,WRPERM5573,Point
14091,11305324001,Diversion Point,2,29.588987,-96.069768,DRG,12,Other,1/15/2010,TCEQ,NAD83,P5324,WRPERM5324,Point
14092,11305324501,Discharge Point,2,29.587075,-96.069464,DRG,12,Other,1/15/2010,TCEQ,NAD83,P5324,WRPERM5324,Point
14093,11305324002,Diversion Point,2,29.59159,-96.068902,DRG,12,Other,1/15/2010,TCEQ,NAD83,P5324,WRPERM5324,Point
14094,11305523001,Diversion Point,2,29.630477,-96.266124,DRG,12,Other,1/15/2010,TCEQ,NAD83,P5523,WRPERM5523,Point
14095,11304229301,On-channel Reservoir,1,29.377422,-96.140048,DOQ,5,Other,1/15/2010,TCEQ,NAD83,P4229,WRPERM4229,Point
14096,11204064001,Diversion Point,3,34.337791,-102.224268,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,P4064,WRPERM4064,Point
14097,11204064301,On-channel Reservoir,1,34.338212,-102.224916,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,P4064,WRPERM4064,Point
14098,61203999001,Diversion Point,3,32.830636,-98.331415,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C3999,ADJ3999,Point
14099,61204000001,Diversion Point,3,32.870145,-98.28468,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4000,ADJ4000,Point
14100,61204019001,Diversion Point,3,32.533346,-98.561134,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4019,ADJ4019,Point
14101,61204019301,On-channel Reservoir,1,32.533361,-98.562653,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4019,ADJ4019,Point
14102,61204020003,Diversion Point,3,32.551954,-98.532065,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4020,ADJ4020,Point
14103,61204020002,Diversion Point,3,32.553241,-98.534383,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4020,ADJ4020,Point
14104,11204279501,Discharge Point,3,30.789878,-97.123751,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,P4279,WRPERM4279,Point
14105,11204279002,Diversion Point,3,30.788353,-97.123233,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,P4279,WRPERM4279,Point
14106,11205330002,Diversion Point,9,31.102018,-97.372297,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,P5330,WRPERM5330,Point
14107,11205330001,Diversion Point,9,31.101211,-97.373334,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,P5330,WRPERM5330,Point
14108,11205330301,On-channel Reservoir,1,31.101211,-97.373334,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,P5330,WRPERM5330,Point
14109,11205330003,Diversion Point,9,31.096122,-97.377772,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,P5330,WRPERM5330,Point
14110,11205330302,On-channel Reservoir,1,31.096122,-97.377772,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,P5330,WRPERM5330,Point
14111,61205157001,Diversion Point,3,31.865414,-97.371994,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C5157,ADJ5157,Point
14112,61205157301,On-channel Reservoir,1,31.866464,-97.371301,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C5157,ADJ5157,Point
14113,11204258301,On-channel Reservoir,1,32.389939,-97.408797,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,P4258,WRPERM4258,Point
14114,11204003001,Diversion Point,3,31.007603,-97.456721,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,P4003,WRPERM4003,Point
14115,11204109201,U/S Limit - Diversion Segment,3,30.868486,-97.247329,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,P4109,WRPERM4109,Point
14116,11204109101,D/S Limit - Diversion Segment,3,30.858999,-97.245273,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,P4109,WRPERM4109,Point
14117,11203763002,Diversion Point,2,30.970358,-97.430089,DRG,12,OTHER,8/25/2009,TCEQ,NAD83,P3763,WRPERM3763,Point
14118,11203763001,Diversion Point,2,30.97047,-97.433544,DRG,12,OTHER,8/25/2009,TCEQ,NAD83,P3763,WRPERM3763,Point
14119,11203763301,On-channel Reservoir,1,30.970155,-97.433155,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,P3763,WRPERM3763,Point
14120,11205085001,Diversion Point,1,31.521685,-97.069728,WM,5,OTHER,5/19/2015,TCEQ,NAD83,P5085,WRPERM5085,Point
14121,11205085501,Discharge Point,4,31.521518,-97.069199,WM,30,OTHER,5/19/2015,TCEQ,NAD83,P5085,WRPERM5085,Point
14122,11205085401,Off-channel Reservoir Complex,1,31.499728,-97.093626,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,P5085,WRPERM5085,Point
14123,11204002001,Diversion Point,3,31.003769,-97.453093,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,P4002,WRPERM4002,Point
14124,61205158001,Diversion Point,9,31.898009,-97.207073,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,C5158,ADJ5158,Point
14125,61205158301,On-channel Reservoir,1,31.898009,-97.207073,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C5158,ADJ5158,Point
14126,11205540301,On-channel Reservoir,1,30.593564,-97.028875,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,P5540,WRPERM5540,Point
14127,11205540302,On-channel Reservoir,1,30.585386,-97.010435,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,P5540,WRPERM5540,Point
14128,11204166201,U/S Limit - Diversion Segment,3,30.529221,-97.329922,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,P4166,WRPERM4166,Point
14129,11204166101,D/S Limit - Diversion Segment,3,30.532585,-97.322784,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,P4166,WRPERM4166,Point
14130,61203767005,Diversion Point,3,30.970352,-97.256119,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C3767,ADJ3767,Point
14131,61203767305,On-channel Reservoir,1,30.970352,-97.256119,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C3767,ADJ3767,Point
14132,61203767001,Diversion Point,3,30.964196,-97.251713,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C3767,ADJ3767,Point
14133,61203767301,On-channel Reservoir,1,30.963626,-97.251026,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C3767,ADJ3767,Point
14134,61203767002,Diversion Point,3,30.960741,-97.250239,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C3767,ADJ3767,Point
14135,61203767302,On-channel Reservoir,1,30.960741,-97.250239,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C3767,ADJ3767,Point
14136,61203767004,Diversion Point,3,30.963027,-97.245386,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C3767,ADJ3767,Point
14137,61203767304,On-channel Reservoir,1,30.963027,-97.245386,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C3767,ADJ3767,Point
14138,61203767003,Diversion Point,3,30.959947,-97.24711,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C3767,ADJ3767,Point
14139,61203767303,On-channel Reservoir,1,30.960288,-97.247776,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C3767,ADJ3767,Point
14140,61203767401,Off-channel Reservoir Complex,1,30.971141,-97.254133,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C3767,ADJ3767,Point
14141,11205085502,Discharge Point,1,31.519496,-97.064584,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,P5085,WRPERM5085,Point
14142,11205094001,Diversion Point,9,31.580181,-97.197084,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,P5094,WRPERM5094,Point
14143,11205094301,On-channel Reservoir,1,31.580181,-97.197084,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,P5094,WRPERM5094,Point
14144,11205094501,Discharge Point,9,31.549787,-97.090708,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,P5094,WRPERM5094,Point
14145,11204000001,Diversion Point,2,31.012579,-97.459451,DRG,12,OTHER,8/25/2009,TCEQ,NAD83,P4000,WRPERM4000,Point
14146,61204041001,Diversion Point,9,32.871319,-97.946839,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,C4041,ADJ4041,Point
14147,61204041301,On-channel Reservoir,1,32.871319,-97.946839,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4041,ADJ4041,Point
14148,61204042001,Diversion Point,9,32.857688,-97.952167,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,C4042,ADJ4042,Point
14149,61204042301,On-channel Reservoir,1,32.857688,-97.952167,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4042,ADJ4042,Point
14150,61204043001,Diversion Point,9,32.584058,-98.056603,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,C4043,ADJ4043,Point
14151,61204043301,On-channel Reservoir,1,32.584058,-98.056603,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4043,ADJ4043,Point
14152,61204044002,Diversion Point,3,32.624422,-97.958813,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4044,ADJ4044,Point
14153,61204044001,Diversion Point,3,32.621091,-97.969485,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4044,ADJ4044,Point
14154,61204045001,Diversion Point,3,32.619142,-97.901947,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4045,ADJ4045,Point
14155,61204045002,Diversion Point,3,32.619503,-97.896097,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4045,ADJ4045,Point
14156,61204046001,Diversion Point,3,32.619509,-97.893339,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4046,ADJ4046,Point
14157,61204216001,Diversion Point,3,32.773801,-98.897312,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4216,ADJ4216,Point
14158,61204217001,Diversion Point,9,32.766616,-98.872612,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,C4217,ADJ4217,Point
14159,61204217301,On-channel Reservoir,1,32.766616,-98.872612,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4217,ADJ4217,Point
14160,61204218001,Diversion Point,3,32.878996,-98.892338,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4218,ADJ4218,Point
14161,61204218002,Diversion Point,3,32.881586,-98.890517,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4218,ADJ4218,Point
14162,61204219001,Diversion Point,3,32.890626,-98.884763,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4219,ADJ4219,Point
14163,61204219002,Diversion Point,3,32.896176,-98.882633,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4219,ADJ4219,Point
14164,61204221001,Diversion Point,3,32.896122,-98.879343,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4221,ADJ4221,Point
14165,61204221002,Diversion Point,3,32.897323,-98.870501,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4221,ADJ4221,Point
14166,61204222001,Diversion Point,3,32.923817,-98.857156,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4222,ADJ4222,Point
14167,61204223001,Diversion Point,3,32.936665,-98.787379,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4223,ADJ4223,Point
14168,61204224301,On-channel Reservoir,1,32.960249,-98.767193,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4224,ADJ4224,Point
14169,61204225001,Diversion Point,3,32.965882,-98.770488,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4225,ADJ4225,Point
14170,61204225002,Diversion Point,3,32.969151,-98.771896,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4225,ADJ4225,Point
14171,61204225003,Diversion Point,3,32.966691,-98.767448,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4225,ADJ4225,Point
14172,61204225004,Diversion Point,3,32.965609,-98.764887,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4225,ADJ4225,Point
14173,61204226001,Diversion Point,3,32.969556,-98.771745,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4226,ADJ4226,Point
14174,61204226002,Diversion Point,3,32.968422,-98.768738,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4226,ADJ4226,Point
14175,61204226003,Diversion Point,3,32.969761,-98.762433,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4226,ADJ4226,Point
14176,61204227001,Diversion Point,3,32.975958,-98.755627,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4227,ADJ4227,Point
14177,61204191201,U/S Limit - Diversion Segment,3,32.927473,-99.009954,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4191,ADJ4191,Point
14178,61204191102,D/S Limit - Diversion Segment,3,32.930627,-98.989984,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4191,ADJ4191,Point
14179,61204191202,U/S Limit - Diversion Segment,3,32.933434,-98.989282,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4191,ADJ4191,Point
14180,61204191101,D/S Limit - Diversion Segment,3,32.940416,-98.987177,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4191,ADJ4191,Point
14181,61204195001,Diversion Point,3,32.943169,-98.927814,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4195,ADJ4195,Point
14182,61204196001,Diversion Point,3,32.925748,-98.908932,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4196,ADJ4196,Point
14183,61204197001,Diversion Point,3,32.907602,-98.907554,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4197,ADJ4197,Point
14184,61204198301,On-channel Reservoir,1,32.901981,-98.899343,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4198,ADJ4198,Point
14185,61204168004,Diversion Point,3,32.968491,-98.731295,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4168,ADJ4168,Point
14186,61204168003,Diversion Point,3,32.966264,-98.733649,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4168,ADJ4168,Point
14187,61204168002,Diversion Point,3,32.971333,-98.738381,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4168,ADJ4168,Point
14188,61204168001,Diversion Point,3,32.974182,-98.739024,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4168,ADJ4168,Point
14189,61204015001,Diversion Point,3,32.505177,-98.650048,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4015,ADJ4015,Point
14190,61204016001,Diversion Point,9,32.461428,-98.641611,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,C4016,ADJ4016,Point
14191,61204016301,On-channel Reservoir,1,32.461428,-98.641611,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4016,ADJ4016,Point
14192,61204021403,Off-channel Reservoir,1,32.548054,-98.492727,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4021,ADJ4021,Point
14193,61204021603,Off-channel Diversion Point,9,32.548054,-98.492727,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,C4021,ADJ4021,Point
14194,61204021402,Off-channel Reservoir,1,32.548331,-98.491435,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4021,ADJ4021,Point
14195,61204021602,Off-channel Diversion Point,9,32.548331,-98.491435,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,C4021,ADJ4021,Point
14196,61204021401,Off-channel Reservoir,1,32.548101,-98.490482,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4021,ADJ4021,Point
14197,61204021601,Off-channel Diversion Point,9,32.548101,-98.490482,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,C4021,ADJ4021,Point
14198,61204021001,Diversion Point,9,32.549736,-98.491034,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,C4021,ADJ4021,Point
14199,61204023001,Diversion Point,9,32.412136,-98.529858,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,C4023,ADJ4023,Point
14200,61204023301,On-channel Reservoir,1,32.412136,-98.529858,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4023,ADJ4023,Point
14201,11203934301,On-channel Reservoir,1,32.165087,-98.557788,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,P3934,WRPERM3934,Point
14202,11205073301,On-channel Reservoir,1,32.056942,-98.586142,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,P5073,WRPERM5073,Point
14203,11205255301,On-channel Reservoir,1,32.056347,-98.712876,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,P5255,WRPERM5255,Point
14204,61205159001,Diversion Point,3,31.969259,-98.485598,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C5159,ADJ5159,Point
14205,61205159301,On-channel Reservoir,1,31.969259,-98.485598,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C5159,ADJ5159,Point
14206,11203880301,On-channel Reservoir,1,32.107439,-98.701147,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,P3880,WRPERM3880,Point
14207,61204024002,Diversion Point,2,32.541293,-98.382708,DRG,12,OTHER,8/25/2009,TCEQ,NAD83,C4024,ADJ4024,Point
14208,61204024302,On-channel Reservoir,1,32.540854,-98.383686,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4024,ADJ4024,Point
14209,61204024001,Diversion Point,3,32.580279,-98.395169,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4024,ADJ4024,Point
14210,61204024301,On-channel Reservoir,1,32.580279,-98.395169,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4024,ADJ4024,Point
14211,61204025001,Diversion Point,3,32.506578,-98.40111,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4025,ADJ4025,Point
14212,61204025301,On-channel Reservoir,1,32.506578,-98.40111,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4025,ADJ4025,Point
14213,61204026001,Diversion Point,3,32.505915,-98.400028,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4026,ADJ4026,Point
14214,61204026301,On-channel Reservoir,1,32.506578,-98.40111,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4026,ADJ4026,Point
14215,11205416301,On-channel Reservoir,2,32.012193,-98.676466,DRG,12,OTHER,8/25/2009,TCEQ,NAD83,P5416,WRPERM5416,Point
14216,61204199003,Diversion Point,1,32.902356,-98.882789,UNKNOWN,5,OTHER,5/28/2015,TCEQ,NAD83,C4199,ADJ4199,Point
14217,61204199301,On-channel Reservoir,1,32.902356,-98.882789,DOQ,5,OTHER,5/28/2015,TCEQ,NAD83,C4199,ADJ4199,Point
14218,61204199001,Diversion Point,3,32.908554,-98.883161,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4199,ADJ4199,Point
14219,61204199002,Diversion Point,3,32.904678,-98.878661,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4199,ADJ4199,Point
14220,11203902301,On-channel Reservoir,1,31.938344,-98.756999,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,P3902,WRPERM3902,Point
14221,61204192001,Diversion Point,3,32.933488,-98.986267,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4192,ADJ4192,Point
14222,61204017001,Diversion Point,9,32.458707,-98.629392,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,C4017,ADJ4017,Point
14223,61204017301,On-channel Reservoir,1,32.458707,-98.629392,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4017,ADJ4017,Point
14224,61204018001,Diversion Point,9,32.458707,-98.629392,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,C4018,ADJ4018,Point
14225,61204018301,On-channel Reservoir,1,32.458707,-98.629392,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4018,ADJ4018,Point
14226,61204018401,Off-channel Reservoir,1,32.456643,-98.632828,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4018,ADJ4018,Point
14227,61204211001,Diversion Point,3,32.449378,-99.007734,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4211,ADJ4211,Point
14228,61204211002,Diversion Point,3,32.439076,-98.984719,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4211,ADJ4211,Point
14229,61204211301,On-channel Reservoir,1,32.439076,-98.984719,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4211,ADJ4211,Point
14230,61204212001,Diversion Point,3,32.459787,-99.107412,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4212,ADJ4212,Point
14231,61204212301,On-channel Reservoir,1,32.459787,-99.107533,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4212,ADJ4212,Point
14232,11205274301,On-channel Reservoir,3,32.317745,-98.604755,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,P5274,WRPERM5274,Point
14233,11205161001,Diversion Point,2,32.046876,-98.638149,DRG,12,OTHER,8/25/2009,TCEQ,NAD83,P5161,WRPERM5161,Point
14234,11205161301,On-channel Reservoir,1,32.046278,-98.637536,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,P5161,WRPERM5161,Point
14235,11205161401,Off-channel Reservoir,1,32.046922,-98.639889,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,P5161,WRPERM5161,Point
14236,61204215001,Diversion Point,9,32.705332,-98.877119,UNKNOWN,-9999,OTHER,8/25/2009,TCEQ,NAD83,C4215,ADJ4215,Point
14237,61204215301,On-channel Reservoir,3,32.705332,-98.877119,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4215,ADJ4215,Point
14238,61204193301,On-channel Reservoir,1,32.933782,-98.986534,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C4193,ADJ4193,Point
14239,61204220001,Diversion Point,3,32.894541,-98.886137,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4220,ADJ4220,Point
14240,61204014001,Diversion Point,3,32.490631,-98.650565,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4014,ADJ4014,Point
14241,61204014002,Diversion Point,3,32.486542,-98.655475,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4014,ADJ4014,Point
14242,61204014003,Diversion Point,3,32.485764,-98.661833,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4014,ADJ4014,Point
14243,61204014004,Diversion Point,3,32.48259,-98.663178,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C4014,ADJ4014,Point
14244,61305331001,Diversion Point,1,29.013957,-95.496652,DOQ,5,Other,1/15/2010,TCEQ,NAD83,C5331,ADJ5331,Point
14245,61305331002,Diversion Point,9,29.017204,-95.495492,OTHER,-9999,Other,1/15/2010,TCEQ,NAD83,C5331,ADJ5331,Point
14246,11305438001,Diversion Point,1,28.985524,-95.968866,DOQ,5,Other,1/15/2010,TCEQ,NAD83,P5438,WRPERM5438,Point
14247,11305645001,Diversion Point,2,28.935171,-95.420764,DRG,12,Other,1/15/2010,TCEQ,NAD83,P5645,WRPERM5645,Point
14248,11305645002,Diversion Point,1,28.934809,-95.414597,DOQ,5,Other,1/15/2010,TCEQ,NAD83,P5645,WRPERM5645,Point
14249,11303816501,Discharge Point,9,29.516304,-96.149464,OTHER,-9999,Other,1/15/2010,TCEQ,NAD83,P3816,WRPERM3816,Point
14250,11303847501,D/S Limit - Discharge Segment,9,29.53822,-96.118664,OTHER,-9999,Other,1/15/2010,TCEQ,NAD83,P3847,WRPERM3847,Point
14251,11303847802,U/S Limit - Discharge Segment,9,29.546042,-96.106538,OTHER,-9999,Other,1/15/2010,TCEQ,NAD83,P3847,WRPERM3847,Point
