OBJECTID,TCEQ_ID,TYPE,VERIFIED,LAT_DD,LONG_DD,HORZ_METH,HORZ_ACC,HORZ_REF,HORZ_DATE,HORZ_ORG,HORZ_DATUM,WR_ID,WR_TYPE_NO,SHAPE
16678,61203441301,On-channel Reservoir,1,33.418163,-99.574567,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C3441,ADJ3441,Point
16679,61203450001,Diversion Point,3,33.16932,-99.186941,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C3450,ADJ3450,Point
16680,61203450301,On-channel Reservoir,1,33.16932,-99.186941,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C3450,ADJ3450,Point
16681,61203467001,Diversion Point,3,32.355418,-99.027749,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C3467,ADJ3467,Point
16682,61203467301,On-channel Reservoir,1,32.35457,-99.028095,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C3467,ADJ3467,Point
16683,61203442001,Diversion Point,3,33.568417,-99.275986,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C3442,ADJ3442,Point
16684,61203442301,On-channel Reservoir,1,33.568417,-99.275986,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C3442,ADJ3442,Point
16685,61203443002,Diversion Point,3,33.401497,-99.394103,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C3443,ADJ3443,Point
16686,61203443001,Diversion Point,3,33.399929,-99.394605,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C3443,ADJ3443,Point
16687,61203444001,Diversion Point,3,33.417122,-99.39032,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C3444,ADJ3444,Point
16688,61203444301,On-channel Reservoir,1,33.422535,-99.369104,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C3444,ADJ3444,Point
16689,61203445001,Diversion Point,3,33.454814,-99.294706,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C3445,ADJ3445,Point
16690,61202996201,U/S Limit - Diversion Segment,3,30.997205,-97.861417,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2996,ADJ2996,Point
16691,61202996101,D/S Limit - Diversion Segment,3,30.989998,-97.846932,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2996,ADJ2996,Point
16692,61202991301,On-channel Reservoir,1,30.956923,-97.954056,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2991,ADJ2991,Point
16693,61202929003,Diversion Point,3,31.643168,-98.222786,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2929,ADJ2929,Point
16694,61202238006,Diversion Point,3,32.171877,-98.318657,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2238,ADJ2238,Point
16695,61202263002,Diversion Point,3,31.94704,-98.004153,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2263,ADJ2263,Point
16696,61202276201,U/S Limit - Diversion Segment,3,32.063273,-97.8556,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2276,ADJ2276,Point
16697,61202276101,D/S Limit - Diversion Segment,3,32.070521,-97.837045,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2276,ADJ2276,Point
16698,61202841001,Diversion Point,3,32.052791,-98.346712,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2841,ADJ2841,Point
16699,61202841301,On-channel Reservoir,1,32.052791,-98.346712,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2841,ADJ2841,Point
16700,61202842001,Diversion Point,3,32.052791,-98.346712,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2842,ADJ2842,Point
16701,61202842301,On-channel Reservoir,1,32.052791,-98.346712,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2842,ADJ2842,Point
16702,61202843001,Diversion Point,3,32.02578,-98.322627,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2843,ADJ2843,Point
16703,61202843301,On-channel Reservoir,1,32.02578,-98.322627,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2843,ADJ2843,Point
16704,61202844001,Diversion Point,3,32.02578,-98.322627,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2844,ADJ2844,Point
16705,61202844301,On-channel Reservoir,1,32.02578,-98.322627,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2844,ADJ2844,Point
16706,61202846001,Diversion Point,3,32.018492,-98.321569,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2846,ADJ2846,Point
16707,61202846301,On-channel Reservoir,1,32.018492,-98.321569,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2846,ADJ2846,Point
16708,61202846002,Diversion Point,3,32.01616,-98.32298,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2846,ADJ2846,Point
16709,61202846302,On-channel Reservoir,1,32.01616,-98.32298,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2846,ADJ2846,Point
16710,61202847001,Diversion Point,3,32.012158,-98.324665,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2847,ADJ2847,Point
16711,61202847301,On-channel Reservoir,1,32.009324,-98.325344,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2847,ADJ2847,Point
16712,61202848001,Diversion Point,3,32.000512,-98.318181,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2848,ADJ2848,Point
16713,61202848301,On-channel Reservoir,1,31.997979,-98.317906,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2848,ADJ2848,Point
16714,61203468001,Diversion Point,3,32.372053,-98.770054,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C3468,ADJ3468,Point
16715,61203468301,On-channel Reservoir,1,32.371401,-98.769344,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C3468,ADJ3468,Point
16716,61203470301,On-channel Reservoir,1,32.362766,-98.675616,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C3470,ADJ3470,Point
16717,61203481001,Diversion Point,3,32.267293,-98.704587,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C3481,ADJ3481,Point
16718,61203481301,On-channel Reservoir,1,32.267293,-98.704587,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C3481,ADJ3481,Point
16719,61203489001,Diversion Point,3,32.252521,-98.620073,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C3489,ADJ3489,Point
16720,61203489301,On-channel Reservoir,1,32.252521,-98.620073,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C3489,ADJ3489,Point
16721,61202295001,Diversion Point,3,31.70156,-97.529555,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2295,ADJ2295,Point
16722,61202299001,Diversion Point,3,31.680591,-97.514953,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2299,ADJ2299,Point
16723,61202299002,Diversion Point,3,31.678721,-97.501375,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2299,ADJ2299,Point
16724,61203010001,Diversion Point,3,31.011191,-97.476158,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C3010,ADJ3010,Point
16725,61202315301,On-channel Reservoir,1,31.580181,-97.197084,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2315,ADJ2315,Point
16726,61202906001,Diversion Point,3,31.363596,-97.550266,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2906,ADJ2906,Point
16727,61202907001,Diversion Point,3,31.346444,-97.525412,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2907,ADJ2907,Point
16728,61202908001,Diversion Point,3,31.356102,-97.527447,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2908,ADJ2908,Point
16729,61202910001,Diversion Point,3,31.331053,-97.518159,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2910,ADJ2910,Point
16730,61202290001,Diversion Point,3,31.798452,-97.584326,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2290,ADJ2290,Point
16731,61202290002,Diversion Point,3,31.796611,-97.58451,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2290,ADJ2290,Point
16732,61202292001,Diversion Point,3,31.781029,-97.565308,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2292,ADJ2292,Point
16733,61202292002,Diversion Point,3,31.695236,-97.51914,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2292,ADJ2292,Point
16734,61202292003,Diversion Point,3,31.693407,-97.517556,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2292,ADJ2292,Point
16735,61202292004,Diversion Point,3,31.692412,-97.515776,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2292,ADJ2292,Point
16736,61202292005,Diversion Point,3,31.687979,-97.516334,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2292,ADJ2292,Point
16737,61202293001,Diversion Point,3,31.780322,-97.565192,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2293,ADJ2293,Point
16738,61202953002,Diversion Point,3,31.019327,-97.39272,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2953,ADJ2953,Point
16739,61202953001,Diversion Point,3,31.0176,-97.399156,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2953,ADJ2953,Point
16740,61202911001,Diversion Point,3,31.331406,-97.516306,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2911,ADJ2911,Point
16741,11203636301,On-channel Reservoir,1,31.635296,-97.543472,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,P3636,WRPERM3636,Point
16742,61202936001,Diversion Point,3,31.126725,-97.516625,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2936,ADJ2936,Point
16743,61202936002,Diversion Point,3,31.161743,-97.506906,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2936,ADJ2936,Point
16744,61202936301,On-channel Reservoir,1,31.109247,-97.472424,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2936,ADJ2936,Point
16745,61202250001,Diversion Point,3,32.037895,-98.119407,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2250,ADJ2250,Point
16746,61202254004,Diversion Point,3,31.988231,-98.059949,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2254,ADJ2254,Point
16747,61202254003,Diversion Point,3,31.990744,-98.064362,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2254,ADJ2254,Point
16748,61202254002,Diversion Point,3,31.99275,-98.068323,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2254,ADJ2254,Point
16749,61202254001,Diversion Point,3,31.994262,-98.075602,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2254,ADJ2254,Point
16750,61202254006,Diversion Point,3,31.986257,-98.077541,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2254,ADJ2254,Point
16751,61202254005,Diversion Point,3,31.983283,-98.079509,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2254,ADJ2254,Point
16752,61202255002,Diversion Point,3,31.993223,-98.070553,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2255,ADJ2255,Point
16753,61202255001,Diversion Point,3,31.993692,-98.074512,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2255,ADJ2255,Point
16754,61202259001,Diversion Point,3,31.986376,-98.058914,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2259,ADJ2259,Point
16755,61202260001,Diversion Point,3,31.982118,-98.052502,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2260,ADJ2260,Point
16756,61202260002,Diversion Point,3,31.976738,-98.045146,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2260,ADJ2260,Point
16757,61202260003,Diversion Point,3,31.976231,-98.040789,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2260,ADJ2260,Point
16758,61202262002,Diversion Point,3,31.961831,-97.990363,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2262,ADJ2262,Point
16759,61202262001,Diversion Point,3,31.964502,-97.991533,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2262,ADJ2262,Point
16760,61202263001,Diversion Point,3,31.951101,-97.996082,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2263,ADJ2263,Point
16761,61202979403,Off-channel Reservoir,1,31.058669,-98.127983,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2979,ADJ2979,Point
16762,61202979404,Off-channel Reservoir,1,31.058168,-98.127963,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2979,ADJ2979,Point
16763,61202979405,Off-channel Reservoir,1,31.057604,-98.127952,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2979,ADJ2979,Point
16764,61202979201,U/S Limit - Diversion Segment,3,31.061555,-98.131999,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2979,ADJ2979,Point
16765,61202979101,D/S Limit - Diversion Segment,3,31.060566,-98.12861,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2979,ADJ2979,Point
16766,61202980001,Diversion Point,3,31.063095,-98.125115,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2980,ADJ2980,Point
16767,61202980002,Diversion Point,3,31.065853,-98.123895,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2980,ADJ2980,Point
16768,61202982001,Diversion Point,3,31.070343,-98.083328,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2982,ADJ2982,Point
16769,61202983001,Diversion Point,3,31.070387,-98.083105,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2983,ADJ2983,Point
16770,61202984001,Diversion Point,3,31.070719,-98.081675,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2984,ADJ2984,Point
16771,61202985001,Diversion Point,3,31.069982,-98.077179,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2985,ADJ2985,Point
16772,61202986001,Diversion Point,3,31.077177,-98.06765,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2986,ADJ2986,Point
16773,61202909001,Diversion Point,3,31.330756,-97.523452,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2909,ADJ2909,Point
16774,61202909002,Diversion Point,3,31.32998,-97.521921,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2909,ADJ2909,Point
16775,61202914001,Diversion Point,3,31.314348,-97.469249,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2914,ADJ2914,Point
16776,61202915201,U/S Limit - Diversion Segment,3,31.251171,-97.544238,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2915,ADJ2915,Point
16777,61202961003,Diversion Point,3,31.237293,-98.117478,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2961,ADJ2961,Point
16778,61202961004,Diversion Point,3,31.235633,-98.117042,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2961,ADJ2961,Point
16779,61202961005,Diversion Point,3,31.23275,-98.11337,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2961,ADJ2961,Point
16780,61202962101,D/S Limit - Diversion Segment,3,31.231892,-98.140038,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2962,ADJ2962,Point
16781,61202962201,U/S Limit - Diversion Segment,3,31.224768,-98.150263,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2962,ADJ2962,Point
16782,61202964001,Diversion Point,3,31.163561,-98.065962,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2964,ADJ2964,Point
16783,61202966001,Diversion Point,3,31.164796,-98.178027,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2966,ADJ2966,Point
16784,61202966301,On-channel Reservoir,1,31.164796,-98.178027,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2966,ADJ2966,Point
16785,61202967301,On-channel Reservoir,1,31.086133,-98.0307,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2967,ADJ2967,Point
16786,61202967003,Diversion Point,3,31.090196,-98.033794,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2967,ADJ2967,Point
16787,61202967002,Diversion Point,3,31.09473,-98.034728,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2967,ADJ2967,Point
16788,61202967001,Diversion Point,3,31.09672,-98.039474,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2967,ADJ2967,Point
16789,61202969001,Diversion Point,3,31.04571,-98.18731,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2969,ADJ2969,Point
16790,61202969002,Diversion Point,3,31.047099,-98.186701,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2969,ADJ2969,Point
16791,61202970001,Diversion Point,3,31.045593,-98.183057,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2970,ADJ2970,Point
16792,61202970002,Diversion Point,3,31.049065,-98.182316,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2970,ADJ2970,Point
16793,61202972301,On-channel Reservoir,1,31.055234,-98.182448,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2972,ADJ2972,Point
16794,61202972302,On-channel Reservoir,1,31.0587,-98.178695,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2972,ADJ2972,Point
16795,61202276204,U/S Limit - Diversion Segment,3,32.07453,-97.814948,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2276,ADJ2276,Point
16796,61202276104,D/S Limit - Diversion Segment,3,32.071081,-97.816298,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2276,ADJ2276,Point
16797,61202276206,U/S Limit - Diversion Segment,3,32.072173,-97.84152,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2276,ADJ2276,Point
16798,61202276106,D/S Limit - Diversion Segment,3,32.05015,-97.795042,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2276,ADJ2276,Point
16799,61202306001,Diversion Point,3,31.616756,-97.314167,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2306,ADJ2306,Point
16800,61202307001,Diversion Point,3,31.55228,-97.446872,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2307,ADJ2307,Point
16801,61202309001,Diversion Point,3,31.449738,-97.29417,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2309,ADJ2309,Point
16802,61202311301,On-channel Reservoir,1,31.655736,-97.63766,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2311,ADJ2311,Point
16803,61202315501,Discharge Point,3,31.593326,-97.209177,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2315,ADJ2315,Point
16804,61202315002,Diversion Point,1,31.521685,-97.069728,WM,5,OTHER,5/19/2015,TCEQ,NAD83,C2315,ADJ2315,Point
16805,61202813001,Diversion Point,3,31.328538,-97.5119,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2813,ADJ2813,Point
16806,61202813002,Diversion Point,3,31.329186,-97.507024,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2813,ADJ2813,Point
16807,61202837002,Diversion Point,3,31.805857,-98.227038,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2837,ADJ2837,Point
16808,61202837003,Diversion Point,3,31.808085,-98.222359,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2837,ADJ2837,Point
16809,61202838001,Diversion Point,3,31.805351,-98.22804,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2838,ADJ2838,Point
16810,61202839001,Diversion Point,3,31.805761,-98.225894,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2839,ADJ2839,Point
16811,61202851002,Diversion Point,3,31.953388,-98.314171,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2851,ADJ2851,Point
16812,61202851004,Diversion Point,3,31.945701,-98.307311,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2851,ADJ2851,Point
16813,61202854001,Diversion Point,3,31.810194,-98.216072,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2854,ADJ2854,Point
16814,61202855001,Diversion Point,3,31.810892,-98.209867,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2855,ADJ2855,Point
16815,61202855002,Diversion Point,3,31.810111,-98.20615,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2855,ADJ2855,Point
16816,61202856001,Diversion Point,3,31.811554,-98.201536,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2856,ADJ2856,Point
16817,61202856002,Diversion Point,3,31.813293,-98.194835,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2856,ADJ2856,Point
16818,61202857001,Diversion Point,3,31.81196,-98.194268,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2857,ADJ2857,Point
16819,61202857002,Diversion Point,3,31.812111,-98.193197,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2857,ADJ2857,Point
16820,61202857003,Diversion Point,3,31.81334,-98.189628,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2857,ADJ2857,Point
16821,61202858002,Diversion Point,3,31.809216,-98.180775,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2858,ADJ2858,Point
16822,61202858001,Diversion Point,3,31.807877,-98.181193,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2858,ADJ2858,Point
16823,61202859001,Diversion Point,3,31.80509,-98.173996,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2859,ADJ2859,Point
16824,61202859002,Diversion Point,3,31.803629,-98.173122,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2859,ADJ2859,Point
16825,61202859003,Diversion Point,3,31.799829,-98.172712,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2859,ADJ2859,Point
16826,61202860001,Diversion Point,3,31.79403,-98.165832,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2860,ADJ2860,Point
16827,61202860002,Diversion Point,3,31.778224,-98.158199,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2860,ADJ2860,Point
16828,61202860003,Diversion Point,3,31.775231,-98.157593,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2860,ADJ2860,Point
16829,61202861301,On-channel Reservoir,1,31.69878,-98.236198,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2861,ADJ2861,Point
16830,61202861001,Diversion Point,3,31.69878,-98.236198,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2861,ADJ2861,Point
16831,61202863201,U/S Limit - Diversion Segment,3,31.789344,-98.103691,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2863,ADJ2863,Point
16832,61202863101,D/S Limit - Diversion Segment,3,31.788354,-98.098516,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2863,ADJ2863,Point
16833,61202864001,Diversion Point,3,31.782637,-98.090466,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2864,ADJ2864,Point
16834,61202864002,Diversion Point,3,31.783045,-98.072032,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2864,ADJ2864,Point
16835,61202865001,Diversion Point,3,31.780064,-98.086623,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2865,ADJ2865,Point
16836,61202865002,Diversion Point,3,31.78146,-98.078896,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2865,ADJ2865,Point
16837,61202865003,Diversion Point,3,31.783613,-98.076802,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2865,ADJ2865,Point
16838,61202915101,D/S Limit - Diversion Segment,3,31.244567,-97.537732,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2915,ADJ2915,Point
16839,11202925301,On-channel Reservoir,3,29.660981,-96.053343,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,P2925,WRPERM2925,Point
16840,11202925001,Diversion Point,3,29.660981,-96.053343,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,P2925,WRPERM2925,Point
16841,11202925501,Discharge Point,3,29.660981,-96.053343,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,P2925,WRPERM2925,Point
16842,11202925003,Diversion Point,3,29.670259,-96.052777,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,P2925,WRPERM2925,Point
16843,11202925002,Diversion Point,3,29.650698,-96.02625,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,P2925,WRPERM2925,Point
16844,61202929001,Diversion Point,3,31.645773,-98.235116,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2929,ADJ2929,Point
16845,61202929002,Diversion Point,3,31.64551,-98.234281,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2929,ADJ2929,Point
16846,61202930001,Diversion Point,3,31.610463,-98.16487,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2930,ADJ2930,Point
16847,61202930002,Diversion Point,3,31.607963,-98.154751,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2930,ADJ2930,Point
16848,61202931003,Diversion Point,3,31.593872,-98.143044,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2931,ADJ2931,Point
16849,61202931002,Diversion Point,3,31.595904,-98.144423,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2931,ADJ2931,Point
16850,61202931001,Diversion Point,3,31.598481,-98.146783,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2931,ADJ2931,Point
16851,61202932001,Diversion Point,3,31.527211,-98.092716,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2932,ADJ2932,Point
16852,61202937001,Diversion Point,3,31.100564,-97.457427,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2937,ADJ2937,Point
16853,61202940001,Diversion Point,3,31.05654,-97.416173,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2940,ADJ2940,Point
16854,61202941001,Diversion Point,3,31.053412,-97.414598,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2941,ADJ2941,Point
16855,61202942001,Diversion Point,3,31.038848,-97.436879,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2942,ADJ2942,Point
16856,61202942002,Diversion Point,3,31.034302,-97.436561,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2942,ADJ2942,Point
16857,61202942003,Diversion Point,3,31.028526,-97.436254,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2942,ADJ2942,Point
16858,61202942004,Diversion Point,3,31.023585,-97.430004,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2942,ADJ2942,Point
16859,61202942005,Diversion Point,3,31.021366,-97.426406,MAP_MAN,130,OTHER,8/25/2009,TCEQ,NAD83,C2942,ADJ2942,Point
16860,61202944301,On-channel Reservoir,1,31.10646,-97.599718,DOQ,5,OTHER,8/25/2009,TCEQ,NAD83,C2944,ADJ2944,Point
