Year,in_ReportingUnitType,in_ReportingUnitNativeID,in_ReportingUnitName,NV_BenUse,in_Amount,in_TimeframeStart,in_TimeframeEnd
2015,Basin,027,Summit Lake Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,044,North Fork Area,DOM,416.0,01/01/2015,12/31/2015
2015,Basin,036,Independence Valley,DOM,19.0,01/01/2015,12/31/2015
2015,Basin,026,Mud Meadow,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,189A,Thousand Springs Valley,DOM,14.0,01/01/2015,12/31/2015
2015,Basin,031,Desert Valley,DOM,13.0,01/01/2015,12/31/2015
2015,Basin,015,Boulder Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,032,Silver State Valley,DOM,15.0,01/01/2015,12/31/2015
2015,Basin,063,Willow Creek Valley,DOM,5.0,01/01/2015,12/31/2015
2015,Basin,016,Duck Lake Valley,DOM,2.0,01/01/2015,12/31/2015
2015,Basin,066,Kelley Creek Area,DOM,7.0,01/01/2015,12/31/2015
2015,Basin,064,Clovers Area,DOM,160.0,01/01/2015,12/31/2015
2015,Basin,188,Independence Valley,DOM,17.0,01/01/2015,12/31/2015
2015,Basin,051,Maggie Creek Area,DOM,13.0,01/01/2015,12/31/2015
2015,Basin,191,Pilot Creek Valley,DOM,86.0,01/01/2015,12/31/2015
2015,Basin,187,Goshute Valley,DOM,8.0,01/01/2015,12/31/2015
2015,Basin,043,Starr Valley Area,DOM,59.0,01/01/2015,12/31/2015
2015,Basin,062,Rock Creek Valley,DOM,2.0,01/01/2015,12/31/2015
2015,Basin,070,Winnemucca Segment,DOM,704.0,01/01/2015,12/31/2015
2015,Basin,061,Boulder Flat,DOM,18.0,01/01/2015,12/31/2015
2015,Basin,192,Great Salt Lake Desert,DOM,3.0,01/01/2015,12/31/2015
2015,Basin,050,Susie Creek Area,DOM,20.0,01/01/2015,12/31/2015
2015,Basin,177,Clover Valley,DOM,53.0,01/01/2015,12/31/2015
2015,Basin,065,Pumpernickel Valley,DOM,4.0,01/01/2015,12/31/2015
2015,Basin,021,Smoke Creek Desert,DOM,12.0,01/01/2015,12/31/2015
2015,Basin,017,Pilgrim Flat,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,045,Lamoille Valley,DOM,347.0,01/01/2015,12/31/2015
2015,Basin,018,Painter Flat,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,176,Ruby Valley,DOM,108.0,01/01/2015,12/31/2015
2015,Basin,048,Dixie Creek-Tenmile Creek Area,DOM,521.0,01/01/2015,12/31/2015
2015,Basin,072,Imlay Area,DOM,82.0,01/01/2015,12/31/2015
2015,Basin,023,Granite Basin,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,131,Buffalo Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,052,Marys Creek Area,DOM,17.0,01/01/2015,12/31/2015
2015,Basin,059,Lower Reese River Valley,DOM,335.0,01/01/2015,12/31/2015
2015,Basin,060,Whirlwind Valley,DOM,2.0,01/01/2015,12/31/2015
2015,Basin,022,San Emidio Desert,DOM,7.0,01/01/2015,12/31/2015
2015,Basin,079,Kumiva Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,046,South Fork Area,DOM,45.0,01/01/2015,12/31/2015
2015,Basin,053,Pine Valley,DOM,21.0,01/01/2015,12/31/2015
2015,Basin,047,Huntington Valley,DOM,51.0,01/01/2015,12/31/2015
2015,Basin,078,Granite Springs Valley,DOM,6.0,01/01/2015,12/31/2015
2015,Basin,129,Buena Vista Valley,DOM,37.0,01/01/2015,12/31/2015
2015,Basin,054,Crescent Valley,DOM,77.0,01/01/2015,12/31/2015
2015,Basin,178A,Butte Valley,DOM,2.0,01/01/2015,12/31/2015
2015,Basin,186B,Antelope Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,098,Skedaddle Creek Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,130,Pleasant Valley,DOM,3.0,01/01/2015,12/31/2015
2015,Basin,073,Lovelock Valley,DOM,54.0,01/01/2015,12/31/2015
2015,Basin,073A,Lovelock Valley,DOM,73.0,01/01/2015,12/31/2015
2015,Basin,080,Winnemucca Lake Valley,DOM,4.0,01/01/2015,12/31/2015
2015,Basin,019,Dry Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,081,Pyramid Lake Valley,DOM,51.0,01/01/2015,12/31/2015
2015,Basin,179,Steptoe Valley,DOM,444.0,01/01/2015,12/31/2015
2015,Basin,020,Sano Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,097,Honey Lake Valley,DOM,32.0,01/01/2015,12/31/2015
2015,Basin,132,Jersey Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,055,Carico Lake Valley,DOM,4.0,01/01/2015,12/31/2015
2015,Basin,186A,Antelope Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,101A,Carson Desert,DOM,5.0,01/01/2015,12/31/2015
2015,Basin,058,Middle Reese River Valley,DOM,12.0,01/01/2015,12/31/2015
2015,Basin,178B,Butte Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,193,Deep Creek Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,153,Diamond Valley,DOM,108.0,01/01/2015,12/31/2015
2015,Basin,175,Long Valley,DOM,3.0,01/01/2015,12/31/2015
2015,Basin,128,Dixie Valley,DOM,20.0,01/01/2015,12/31/2015
2015,Basin,057,Antelope Valley,DOM,8.0,01/01/2015,12/31/2015
2015,Basin,138,Grass Valley,DOM,4.0,01/01/2015,12/31/2015
2015,Basin,095,Dry Valley,DOM,10.0,01/01/2015,12/31/2015
2015,Basin,185,Tippett Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,096,Newcomb Lake Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,074,White Plains,DOM,3.0,01/01/2015,12/31/2015
2015,Basin,184,Spring Valley,DOM,22.0,01/01/2015,12/31/2015
2015,Basin,101,Carson Desert,DOM,4065.0,01/01/2015,12/31/2015
2015,Basin,077,Fireball Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,075,Bradys Hot Springs Area,DOM,2.0,01/01/2015,12/31/2015
2015,Basin,154,Newark Valley,DOM,14.0,01/01/2015,12/31/2015
2015,Basin,056,Upper Reese River Valley,DOM,63.0,01/01/2015,12/31/2015
2015,Basin,099,Red Rock Valley,DOM,374.0,01/01/2015,12/31/2015
2015,Basin,094,Bedell Flat,DOM,73.0,01/01/2015,12/31/2015
2015,Basin,139,Kobeh Valley,DOM,7.0,01/01/2015,12/31/2015
2015,Basin,093,Antelope Valley,DOM,193.0,01/01/2015,12/31/2015
2015,Basin,194,Pleasant Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,082,Dodge Flat,DOM,20.0,01/01/2015,12/31/2015
2015,Basin,133,Edwards Creek Valley,DOM,6.0,01/01/2015,12/31/2015
2015,Basin,195,Snake Valley,DOM,39.0,01/01/2015,12/31/2015
2015,Basin,076,Fernley Area,DOM,510.0,01/01/2015,12/31/2015
2015,Basin,134,Smith Creek,DOM,4.0,01/01/2015,12/31/2015
2015,Basin,137B,Big Smoky Valley,DOM,150.0,01/01/2015,12/31/2015
2015,Basin,174,Jakes Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,126,Cowkick Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,127,Eastgate Valley Area,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,152,Stevens Basin,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,151,Antelope Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,124,Fairview Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,155A,Little Smoky Valley,DOM,4.0,01/01/2015,12/31/2015
2015,Basin,140A,Monitor Valley,DOM,4.0,01/01/2015,12/31/2015
2015,Basin,125,Stingaree Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,207,White River Valley,DOM,198.0,01/01/2015,12/31/2015
2015,Basin,173B,Railroad Valley,DOM,34.0,01/01/2015,12/31/2015
2015,Basin,123,Rawhide Flats,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,110A,Walker Lake Valley,DOM,55.0,01/01/2015,12/31/2015
2015,Basin,122,Gabbs Valley,DOM,9.0,01/01/2015,12/31/2015
2015,Basin,150,Little Fish Lake Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,155C,Little Smoky Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,135,Ione Valley,DOM,4.0,01/01/2015,12/31/2015
2015,Basin,140B,Monitor Valley,DOM,11.0,01/01/2015,12/31/2015
2015,Basin,156,Hot Creek,DOM,5.0,01/01/2015,12/31/2015
2015,Basin,155B,Little Smoky Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,196,Hamlin Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,180,Cave Valley,DOM,5.0,01/01/2015,12/31/2015
2015,Basin,183,Lake Valley,DOM,19.0,01/01/2015,12/31/2015
2015,Basin,110B,Walker Lake Valley,DOM,6.0,01/01/2015,12/31/2015
2015,Basin,137A,Big Smoky Valley,DOM,49.0,01/01/2015,12/31/2015
2015,Basin,110C,Walker Lake Valley,DOM,18.0,01/01/2015,12/31/2015
2015,Basin,149,Stone Cabin Valley,DOM,3.0,01/01/2015,12/31/2015
2015,Basin,141,Ralston Valley,DOM,22.0,01/01/2015,12/31/2015
2015,Basin,121A,Soda Spring Valley,DOM,4.0,01/01/2015,12/31/2015
2015,Basin,121B,Soda Spring Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,136,Monte Cristo Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,181,Dry Lake Valley,DOM,4.0,01/01/2015,12/31/2015
2015,Basin,120,Garfield Flat,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,201,Spring Valley,DOM,7.0,01/01/2015,12/31/2015
2015,Basin,119,Rhodes Salt Marsh Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,172,Garden Valley,DOM,8.0,01/01/2015,12/31/2015
2015,Basin,111A,Alkali Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,118,Columbus Salt Marsh Valley,DOM,3.0,01/01/2015,12/31/2015
2015,Basin,208,Pahroc Valley,DOM,3.0,01/01/2015,12/31/2015
2015,Basin,202,Patterson Valley,DOM,30.0,01/01/2015,12/31/2015
2015,Basin,111B,Alkali Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,114,Teels Marsh Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,113,Huntoon Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,171,Coal Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,112,Mono Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,173A,Railroad Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,200,Eagle Valley,DOM,33.0,01/01/2015,12/31/2015
2015,Basin,170,Penoyer Valley,DOM,41.0,01/01/2015,12/31/2015
2015,Basin,115,Adobe Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,142,Alkali Spring Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,199,Rose Valley,DOM,7.0,01/01/2015,12/31/2015
2015,Basin,198,Dry Valley,DOM,31.0,01/01/2015,12/31/2015
2015,Basin,143,Clayton Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,116,Queen Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,117,Fish Lake Valley,DOM,215.0,01/01/2015,12/31/2015
2015,Basin,197,Escalante Desert,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,148,Cactus Flat,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,147,Gold Flat,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,145,Stonewall Flat,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,209,Pahranagat Valley,DOM,116.0,01/01/2015,12/31/2015
2015,Basin,144,Lida Valley,DOM,4.0,01/01/2015,12/31/2015
2015,Basin,182,Delamar Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,157,Kawich Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,169A,Tikapoo Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,158A,Emigrant Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,146,Sarcobatus Flat,DOM,14.0,01/01/2015,12/31/2015
2015,Basin,206,Kane Springs Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,232,Oriental Wash,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,228,Oasis Valley,DOM,26.0,01/01/2015,12/31/2015
2015,Basin,169B,Tikapoo Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,227B,Fortymile Canyon,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,159,Yucca Flat,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,231,Grapevine Canyon,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,158B,Emigrant Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,168,Three Lakes Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,160,Frenchman Flat,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,161,Indian Springs Valley,DOM,76.0,01/01/2015,12/31/2015
2015,Basin,227A,Fortymile Canyon,DOM,2.0,01/01/2015,12/31/2015
2015,Basin,229,Crater Flat,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,230,Amargosa Desert,DOM,269.0,01/01/2015,12/31/2015
2015,Basin,226,Rock Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,211,Three Lakes Valley,DOM,8.0,01/01/2015,12/31/2015
2015,Basin,225,Mercury Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,224,Greasewood Basin,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,213,Colorado Valley,DOM,25.0,01/01/2015,12/31/2015
2015,Basin,164A,Ivanpah Valley,DOM,93.0,01/01/2015,12/31/2015
2015,Basin,165,Jean Lake Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,166,Hidden Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,164B,Ivanpah Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,214,Piute Valley,DOM,20.0,01/01/2015,12/31/2015
2015,Basin,091,Truckee Canyon Segment,DOM,457.0,01/01/2015,12/31/2015
2015,Basin,090,Lake Tahoe Basin,DOM,117.0,01/01/2015,12/31/2015
2015,Basin,083,Tracy Segment,DOM,708.0,01/01/2015,12/31/2015
2015,Basin,102,Churchill Valley,DOM,1353.0,01/01/2015,12/31/2015
2015,Basin,089,Washoe Valley,DOM,1573.0,01/01/2015,12/31/2015
2015,Basin,105,Carson Valley,DOM,3514.0,01/01/2015,12/31/2015
2015,Basin,086,Sun Valley,DOM,230.0,01/01/2015,12/31/2015
2015,Basin,088,Pleasant Valley,DOM,722.0,01/01/2015,12/31/2015
2015,Basin,109,East Walker Area,DOM,22.0,01/01/2015,12/31/2015
2015,Basin,221,Tule Desert,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,162,Pahrump Valley,DOM,5519.5,01/01/2015,12/31/2015
2015,Basin,104,Eagle Valley,DOM,875.0,01/01/2015,12/31/2015
2015,Basin,103,Dayton Valley,DOM,1503.0,01/01/2015,12/31/2015
2015,Basin,087,Truckee Meadows,DOM,1988.0,01/01/2015,12/31/2015
2015,Basin,085,Spanish Springs Valley,DOM,387.0,01/01/2015,12/31/2015
2015,Basin,092A,Lemmon Valley,DOM,631.0,01/01/2015,12/31/2015
2015,Basin,092B,Lemmon Valley,DOM,1237.0,01/01/2015,12/31/2015
2015,Basin,100,Cold Spring Valley,DOM,169.0,01/01/2015,12/31/2015
2015,Basin,084,Warm Springs Valley,DOM,641.0,01/01/2015,12/31/2015
2015,Basin,024,Hualapai Flat,DOM,4.0,01/01/2015,12/31/2015
2015,Basin,210,Coyote Spring Valley,DOM,2.0,01/01/2015,12/31/2015
2015,Basin,167,Eldorado Valley,DOM,6.0,01/01/2015,12/31/2015
2015,Basin,163,Mesquite Valley,DOM,436.0,01/01/2015,12/31/2015
2015,Basin,108,Mason Valley,DOM,847.0,01/01/2015,12/31/2015
2015,Basin,071,Grass Valley,DOM,738.0,01/01/2015,12/31/2015
2015,Basin,203,Panaca Valley,DOM,129.0,01/01/2015,12/31/2015
2015,Basin,204,Clover Valley,DOM,10.0,01/01/2015,12/31/2015
2015,Basin,216,Garnet Valley,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,217,Hidden Valley,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,219,Muddy River Springs Area,DOM,44.0,01/01/2015,12/31/2015
2015,Basin,212,Las Vegas Valley,DOM,4981.0,01/01/2015,12/31/2015
2015,Basin,106,Antelope Valley,DOM,315.0,01/01/2015,12/31/2015
2015,Basin,049,Elko Segment,DOM,1164.0,01/01/2015,12/31/2015
2015,Basin,100A,Long Valley,DOM,5.0,01/01/2015,12/31/2015
2015,Basin,205,Lower Meadow Valley Wash,DOM,34.0,01/01/2015,12/31/2015
2015,Basin,222,Virgin River Valley,DOM,22.0,01/01/2015,12/31/2015
2015,Basin,220,Lower Moapa Valley,DOM,29.0,01/01/2015,12/31/2015
2015,Basin,218,California Wash,DOM,16.0,01/01/2015,12/31/2015
2015,Basin,223,Gold Butte Area,DOM,0.0,01/01/2015,12/31/2015
2015,Basin,215,Black Mountains Area,DOM,1.0,01/01/2015,12/31/2015
2015,Basin,107,Smith Valley,DOM,818.0,01/01/2015,12/31/2015
2017,Basin,009,Long Valley,DOM,6.0,01/01/2017,12/31/2017
2017,Basin,033B,Quinn River Valley,DOM,40.0,01/01/2017,12/31/2017
2017,Basin,012,Mosquito Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,007,Swan Lake Valley,DOM,1.0,01/01/2017,12/31/2017
2017,Basin,029,Pine Forest Valley,DOM,17.0,01/01/2017,12/31/2017
2017,Basin,014,Surprise Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,189B,Thousand Springs Valley,DOM,8.0,01/01/2017,12/31/2017
2017,Basin,033A,Quinn River Valley,DOM,54.0,01/01/2017,12/31/2017
2017,Basin,067,Little Humboldt Valley,DOM,2.0,01/01/2017,12/31/2017
2017,Basin,190,Grouse Creek Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,008,Massacre Lake Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,003,Gridley Lake Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,042,Marys River Area,DOM,157.0,01/01/2017,12/31/2017
2017,Basin,068,Hardscrabble Area,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,189D,Thousand Springs Valley,DOM,50.0,01/01/2017,12/31/2017
2017,Basin,013,Warner Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,011,Coleman Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,041,Goose Creek Area,DOM,1.0,01/01/2017,12/31/2017
2017,Basin,010,Macy Flat,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,040,Salmon Falls Creek Area,DOM,21.0,01/01/2017,12/31/2017
2017,Basin,006,Guano Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,005,Sage Hen Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,004,Virgin Valley,DOM,10.0,01/01/2017,12/31/2017
2017,Basin,039,Jarbidge River Area,DOM,1.0,01/01/2017,12/31/2017
2017,Basin,002,Continental Lake Valley,DOM,2.0,01/01/2017,12/31/2017
2017,Basin,038,Bruneau River Area,DOM,2.0,01/01/2017,12/31/2017
2017,Basin,001,Pueblo Valley,DOM,20.0,01/01/2017,12/31/2017
2017,Basin,030A,Kings River Valley,DOM,19.0,01/01/2017,12/31/2017
2017,Basin,037,Owyhee River Area,DOM,103.0,01/01/2017,12/31/2017
2017,Basin,034,Little Owyhee  River Area,DOM,3.0,01/01/2017,12/31/2017
2017,Basin,035,South Fork Owyhee River Area,DOM,4.0,01/01/2017,12/31/2017
2017,Basin,028,Black Rock Desert,DOM,13.0,01/01/2017,12/31/2017
2017,Basin,189C,Thousand Springs Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,069,Paradise Valley,DOM,399.0,01/01/2017,12/31/2017
2017,Basin,025,High Rock Lake Valley,DOM,2.0,01/01/2017,12/31/2017
2017,Basin,030B,Kings River Valley,DOM,1.0,01/01/2017,12/31/2017
2017,Basin,027,Summit Lake Valley,DOM,1.0,01/01/2017,12/31/2017
2017,Basin,044,North Fork Area,DOM,430.0,01/01/2017,12/31/2017
2017,Basin,036,Independence Valley,DOM,19.0,01/01/2017,12/31/2017
2017,Basin,026,Mud Meadow,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,189A,Thousand Springs Valley,DOM,14.0,01/01/2017,12/31/2017
2017,Basin,031,Desert Valley,DOM,15.0,01/01/2017,12/31/2017
2017,Basin,015,Boulder Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,032,Silver State Valley,DOM,17.0,01/01/2017,12/31/2017
2017,Basin,063,Willow Creek Valley,DOM,5.0,01/01/2017,12/31/2017
2017,Basin,016,Duck Lake Valley,DOM,2.0,01/01/2017,12/31/2017
2017,Basin,066,Kelley Creek Area,DOM,7.0,01/01/2017,12/31/2017
2017,Basin,064,Clovers Area,DOM,167.0,01/01/2017,12/31/2017
2017,Basin,188,Independence Valley,DOM,16.0,01/01/2017,12/31/2017
2017,Basin,051,Maggie Creek Area,DOM,13.0,01/01/2017,12/31/2017
2017,Basin,191,Pilot Creek Valley,DOM,89.0,01/01/2017,12/31/2017
2017,Basin,187,Goshute Valley,DOM,8.0,01/01/2017,12/31/2017
2017,Basin,043,Starr Valley Area,DOM,59.0,01/01/2017,12/31/2017
2017,Basin,062,Rock Creek Valley,DOM,2.0,01/01/2017,12/31/2017
2017,Basin,070,Winnemucca Segment,DOM,718.0,01/01/2017,12/31/2017
2017,Basin,061,Boulder Flat,DOM,15.0,01/01/2017,12/31/2017
2017,Basin,192,Great Salt Lake Desert,DOM,3.0,01/01/2017,12/31/2017
2017,Basin,050,Susie Creek Area,DOM,21.0,01/01/2017,12/31/2017
2017,Basin,177,Clover Valley,DOM,53.0,01/01/2017,12/31/2017
2017,Basin,065,Pumpernickel Valley,DOM,4.0,01/01/2017,12/31/2017
2017,Basin,021,Smoke Creek Desert,DOM,11.0,01/01/2017,12/31/2017
2017,Basin,017,Pilgrim Flat,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,045,Lamoille Valley,DOM,355.0,01/01/2017,12/31/2017
2017,Basin,018,Painter Flat,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,176,Ruby Valley,DOM,112.0,01/01/2017,12/31/2017
2017,Basin,048,Dixie Creek-Tenmile Creek Area,DOM,530.0,01/01/2017,12/31/2017
2017,Basin,072,Imlay Area,DOM,85.0,01/01/2017,12/31/2017
2017,Basin,023,Granite Basin,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,131,Buffalo Valley,DOM,1.0,01/01/2017,12/31/2017
2017,Basin,052,Marys Creek Area,DOM,18.0,01/01/2017,12/31/2017
2017,Basin,059,Lower Reese River Valley,DOM,343.0,01/01/2017,12/31/2017
2017,Basin,060,Whirlwind Valley,DOM,3.0,01/01/2017,12/31/2017
2017,Basin,022,San Emidio Desert,DOM,7.0,01/01/2017,12/31/2017
2017,Basin,079,Kumiva Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,046,South Fork Area,DOM,49.0,01/01/2017,12/31/2017
2017,Basin,053,Pine Valley,DOM,22.0,01/01/2017,12/31/2017
2017,Basin,047,Huntington Valley,DOM,53.0,01/01/2017,12/31/2017
2017,Basin,078,Granite Springs Valley,DOM,5.0,01/01/2017,12/31/2017
2017,Basin,129,Buena Vista Valley,DOM,40.0,01/01/2017,12/31/2017
2017,Basin,054,Crescent Valley,DOM,86.0,01/01/2017,12/31/2017
2017,Basin,178A,Butte Valley,DOM,2.0,01/01/2017,12/31/2017
2017,Basin,186B,Antelope Valley,DOM,1.0,01/01/2017,12/31/2017
2017,Basin,098,Skedaddle Creek Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,130,Pleasant Valley,DOM,3.0,01/01/2017,12/31/2017
2017,Basin,073,Lovelock Valley,DOM,59.0,01/01/2017,12/31/2017
2017,Basin,073A,Lovelock Valley,DOM,75.0,01/01/2017,12/31/2017
2017,Basin,080,Winnemucca Lake Valley,DOM,4.0,01/01/2017,12/31/2017
2017,Basin,019,Dry Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,081,Pyramid Lake Valley,DOM,48.0,01/01/2017,12/31/2017
2017,Basin,179,Steptoe Valley,DOM,458.0,01/01/2017,12/31/2017
2017,Basin,020,Sano Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,097,Honey Lake Valley,DOM,34.0,01/01/2017,12/31/2017
2017,Basin,132,Jersey Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,055,Carico Lake Valley,DOM,4.0,01/01/2017,12/31/2017
2017,Basin,186A,Antelope Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,101A,Carson Desert,DOM,5.0,01/01/2017,12/31/2017
2017,Basin,058,Middle Reese River Valley,DOM,13.0,01/01/2017,12/31/2017
2017,Basin,178B,Butte Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,193,Deep Creek Valley,DOM,1.0,01/01/2017,12/31/2017
2017,Basin,153,Diamond Valley,DOM,116.0,01/01/2017,12/31/2017
2017,Basin,175,Long Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,128,Dixie Valley,DOM,20.0,01/01/2017,12/31/2017
2017,Basin,057,Antelope Valley,DOM,8.0,01/01/2017,12/31/2017
2017,Basin,138,Grass Valley,DOM,2.0,01/01/2017,12/31/2017
2017,Basin,095,Dry Valley,DOM,10.0,01/01/2017,12/31/2017
2017,Basin,185,Tippett Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,096,Newcomb Lake Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,074,White Plains,DOM,4.0,01/01/2017,12/31/2017
2017,Basin,184,Spring Valley,DOM,21.0,01/01/2017,12/31/2017
2017,Basin,101,Carson Desert,DOM,4116.0,01/01/2017,12/31/2017
2017,Basin,077,Fireball Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,075,Bradys Hot Springs Area,DOM,3.0,01/01/2017,12/31/2017
2017,Basin,154,Newark Valley,DOM,14.0,01/01/2017,12/31/2017
2017,Basin,056,Upper Reese River Valley,DOM,64.0,01/01/2017,12/31/2017
2017,Basin,099,Red Rock Valley,DOM,386.0,01/01/2017,12/31/2017
2017,Basin,094,Bedell Flat,DOM,75.0,01/01/2017,12/31/2017
2017,Basin,139,Kobeh Valley,DOM,7.0,01/01/2017,12/31/2017
2017,Basin,093,Antelope Valley,DOM,201.0,01/01/2017,12/31/2017
2017,Basin,194,Pleasant Valley,DOM,0.0,01/01/2017,12/31/2017
2017,Basin,082,Dodge Flat,DOM,23.0,01/01/2017,12/31/2017
2017,Basin,133,Edwards Creek Valley,DOM,6.0,01/01/2017,12/31/2017
2017,Basin,195,Snake Valley,DOM,40.0,01/01/2017,12/31/2017
2017,Basin,076,Fernley Area,DOM,510.0,01/01/2017,12/31/2017
2017,Basin,134,Smith Creek,DOM,3.0,01/01/2017,12/31/2017
2017,Basin,174,Jakes Valley,DOM,1.0,01/01/2017,12/31/2017
2017,Basin,126,Cowkick Valley,DOM,1.0,01/01/2017,12/31/2017
2017,Basin,127,Eastgate Valley Area,DOM,1.0,01/01/2017,12/31/2017
